Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),A/F Learning #1 (%)
33611,14.70,13.76,190,2998,74.90,38.50,8.96,43,0.00,8.42,10.59,27,0.52,0.00,0,0.0,-6.53,26.20,0.00,0.90,-6.25
33687,14.59,13.68,190,2994,74.90,38.50,8.94,43,0.00,8.27,10.59,27,0.52,0.00,0,0.0,-6.67,26.41,0.00,0.90,-6.25
33766,14.59,13.68,190,3035,74.90,38.50,9.02,43,0.00,8.13,10.59,27,0.51,0.00,0,0.0,-6.67,25.99,0.00,0.88,-6.25
33844,14.70,13.68,190,3016,74.90,38.50,9.01,43,0.00,7.98,10.59,27,0.51,0.00,0,0.0,-6.82,25.87,0.00,0.88,-6.25
33922,14.70,13.68,190,3046,74.90,38.50,9.10,43,0.00,7.98,10.59,27,0.51,0.00,0,0.0,-6.82,25.57,0.00,0.88,-6.25
33999,14.70,13.76,190,3052,74.90,39.00,9.12,43,0.00,7.98,10.59,29,0.50,0.00,0,0.0,-6.82,25.99,0.00,0.88,-6.25
34076,14.59,13.68,190,3048,74.90,39.00,9.10,43,0.00,7.84,10.59,29,0.50,0.00,0,0.0,-6.96,25.47,0.00,0.88,-6.25
34154,14.59,13.68,190,3062,74.90,39.00,8.49,43,0.00,7.84,10.20,29,0.50,0.00,0,0.0,-6.96,25.48,0.00,0.88,-6.25
34231,14.59,13.68,190,3065,74.90,39.00,8.55,43,0.00,7.84,10.20,29,0.49,0.00,0,0.0,-6.96,25.57,0.00,0.88,-6.25
34310,14.47,13.68,190,3094,74.90,39.00,8.40,43,0.00,7.84,10.20,29,0.49,0.00,0,0.0,-6.96,24.88,0.00,0.88,-6.25
34388,14.59,13.68,190,3088,74.90,39.00,8.56,43,0.00,7.69,9.41,29,0.46,0.00,0,0.0,-7.11,25.18,0.00,0.86,-6.25
34464,14.59,13.68,190,3086,74.90,39.00,7.90,43,0.00,7.11,6.27,29,0.39,0.00,0,0.0,-8.42,21.71,0.00,0.74,-6.25
34543,14.13,13.76,190,3096,74.90,39.50,6.61,43,0.00,6.38,5.49,29,0.33,0.00,0,0.0,-9.00,15.23,0.00,0.72,-7.03
34619,13.44,13.68,190,3107,74.90,38.00,5.93,43,0.00,5.80,5.10,29,0.30,0.00,0,0.0,-9.29,14.54,0.00,0.72,-7.03
34697,14.24,13.68,190,3098,74.90,38.00,5.95,43,0.00,5.22,4.71,29,0.28,0.00,0,0.0,-9.58,13.95,0.00,0.70,-7.03
34775,14.81,13.68,190,3100,74.90,37.50,5.29,43,0.00,4.93,4.31,29,0.26,0.00,0,0.0,-9.87,13.18,0.00,0.68,-7.03
34853,15.16,13.60,190,3093,74.90,37.50,5.28,43,0.00,4.79,3.92,29,0.25,0.00,0,0.0,-10.16,15.25,0.00,0.68,-7.81
34930,15.50,13.68,190,3081,74.90,37.00,5.26,43,0.00,4.64,3.92,30,0.25,0.00,0,0.0,-10.16,12.69,0.00,0.68,-7.81
35008,15.85,13.68,190,3076,74.90,37.00,5.25,43,0.00,4.64,3.92,30,0.25,0.00,0,0.0,-10.30,12.53,0.00,0.68,-7.81
35086,15.62,13.68,190,3086,74.90,37.00,5.27,43,0.00,4.50,3.92,30,0.24,0.00,0,0.0,-10.30,12.58,0.00,0.68,-7.81
35164,15.27,13.68,190,3104,74.90,37.00,5.30,43,0.00,4.50,3.92,30,0.24,0.00,0,0.0,-10.30,12.42,0.00,0.68,-7.81
35242,15.04,13.60,190,3107,74.90,37.50,5.30,43,0.00,4.50,3.92,30,0.24,0.00,0,0.0,-10.30,12.69,0.00,0.68,-7.81
35318,14.93,13.76,190,3086,74.90,37.00,5.27,43,0.00,4.50,3.92,30,0.24,0.00,0,0.0,-10.30,12.47,0.00,0.68,-8.59
35397,14.81,13.68,190,3096,74.90,37.00,5.28,43,0.00,4.50,3.92,30,0.25,0.00,0,0.0,-10.45,12.63,0.00,0.68,-8.59
35475,14.70,13.68,190,3076,74.90,37.00,5.24,43,0.00,4.35,3.92,30,0.25,0.00,0,0.0,-10.30,12.47,0.00,0.68,-8.59
35551,14.59,13.68,190,3091,74.90,37.00,5.28,43,0.00,4.50,3.92,30,0.24,0.00,0,0.0,-10.30,12.36,0.00,0.68,-8.59
35629,14.59,13.68,190,3081,74.90,37.00,5.26,43,0.00,4.50,3.92,30,0.25,0.00,0,0.0,-10.30,12.59,0.00,0.68,-8.59
35708,14.59,13.68,190,3085,74.90,37.00,5.26,43,0.00,4.50,3.92,30,0.24,0.00,0,0.0,-10.45,12.58,0.00,0.68,-10.94
35785,14.70,13.60,190,3085,74.90,37.00,5.26,43,0.00,4.35,3.92,30,0.24,0.00,0,0.0,-10.30,12.64,0.00,0.68,-10.94
35863,14.59,13.68,190,3085,74.90,37.00,5.24,43,0.00,4.50,3.92,30,0.25,0.00,0,0.0,-10.30,12.74,0.00,0.68,-10.94
35940,14.70,13.68,190,3082,74.90,37.00,5.26,43,0.00,4.50,3.92,30,0.25,0.00,0,0.0,-10.30,12.90,0.00,0.68,-10.94
36017,14.81,13.68,190,3060,74.90,37.00,5.22,43,0.00,4.50,3.92,30,0.25,0.00,0,0.0,-10.30,12.85,0.00,0.68,-10.94
36095,14.81,13.68,190,3074,74.90,37.00,5.25,43,0.00,4.50,3.92,30,0.26,0.00,0,0.0,-10.30,13.12,0.00,0.68,-10.94
36174,14.81,13.68,190,3057,74.90,37.00,5.22,43,0.00,4.50,4.71,30,0.27,0.00,0,0.0,-10.16,13.71,0.00,0.70,-10.94
36250,14.81,13.68,190,3051,74.90,37.00,5.21,43,0.00,4.64,4.71,30,0.27,0.00,0,0.0,-10.16,14.07,0.00,0.70,-10.94
36329,14.70,13.68,190,3060,74.90,37.50,5.25,43,0.00,4.64,5.10,30,0.29,0.00,0,0.0,-10.01,14.42,0.00,0.72,-10.94
36407,14.59,13.68,190,3065,74.90,38.00,5.88,43,0.00,4.79,5.49,30,0.29,0.00,0,0.0,-10.01,14.54,0.00,0.72,-10.94
36484,14.47,13.68,190,3068,74.90,38.00,5.89,43,0.00,4.93,5.88,30,0.31,0.00,0,0.0,-9.87,15.16,0.00,0.74,-10.94
36562,14.59,13.76,190,3061,74.90,38.00,5.88,43,0.00,5.08,6.27,30,0.33,0.00,0,0.0,-9.58,16.65,0.00,0.76,-10.94
36640,14.59,13.68,190,3054,74.90,38.50,6.51,43,0.00,5.22,7.06,30,0.35,0.00,0,0.0,-9.43,17.44,0.00,0.78,-10.94
36717,14.47,13.68,190,3046,74.90,39.00,6.56,43,0.00,5.37,8.24,30,0.39,0.00,0,0.0,-9.00,19.34,0.00,0.82,-10.94
36796,14.47,13.68,190,3051,74.90,39.50,7.81,43,0.00,6.09,8.63,30,0.42,0.00,0,0.0,-8.71,20.78,0.00,0.84,-10.94
36872,14.24,13.68,190,3107,74.90,39.50,7.95,43,0.00,6.38,9.80,30,0.46,0.00,0,0.0,-8.42,22.41,0.00,0.86,-10.94
36951,13.90,13.68,190,3061,74.90,39.00,7.84,43,0.00,6.82,10.20,30,0.48,0.00,0,0.0,-7.69,24.60,0.00,0.88,-10.94
37028,14.13,13.68,190,3080,74.90,39.00,7.88,43,0.00,7.11,10.98,30,0.50,0.00,0,0.0,-7.40,25.37,0.00,0.90,-10.94
37106,14.36,13.68,190,3080,74.90,38.50,8.60,43,0.00,7.40,11.37,30,0.54,0.00,0,0.0,-7.11,27.02,0.00,0.92,-10.16
37184,14.59,13.68,190,3099,74.90,38.50,9.26,43,0.00,7.98,12.16,30,0.56,0.00,0,0.0,-6.82,28.38,0.00,0.94,-10.16
37262,14.36,13.68,190,3105,74.90,38.00,9.27,43,0.00,8.42,12.94,30,0.60,0.00,0,0.0,-6.38,29.57,0.00,0.96,-10.16
37338,14.47,13.68,190,3098,74.90,37.00,10.57,43,0.00,8.71,13.73,30,0.63,0.00,0,0.0,-5.66,33.06,0.00,1.00,-9.38
37416,14.59,13.68,190,3121,74.90,36.50,10.65,43,0.00,9.14,14.90,30,0.68,0.00,0,0.0,-5.22,35.47,0.00,1.04,-9.38
37494,14.47,13.68,190,3133,74.90,35.50,11.36,43,0.00,9.58,16.08,30,0.72,0.00,0,0.0,-4.64,37.41,0.00,1.06,-9.38
37572,14.47,13.68,190,3158,74.90,34.00,12.07,43,0.00,10.16,16.86,30,0.75,0.00,0,0.0,-4.06,39.12,0.00,1.10,-9.38
37649,14.70,13.68,190,3167,74.90,33.00,12.84,43,0.00,11.03,17.65,30,0.78,0.00,0,0.0,-3.77,40.30,0.00,1.12,-9.38
37728,14.93,13.68,190,3182,74.90,33.00,13.58,43,0.00,11.46,18.43,30,0.81,0.00,0,0.0,-3.34,42.05,0.00,1.14,-8.59
37806,14.93,13.68,190,3208,74.90,32.00,14.37,43,0.00,11.90,19.22,30,0.85,0.00,0,0.0,-2.61,45.81,0.00,1.16,-8.59
37883,14.93,13.68,190,3216,74.90,31.50,15.09,43,0.00,12.19,19.61,30,0.88,0.00,0,5.4,-2.18,46.97,0.00,1.18,-8.59
37960,14.81,13.68,190,3246,74.90,29.50,15.22,43,0.00,12.62,20.39,30,0.90,0.00,0,12.6,-1.89,48.69,0.00,1.20,-7.81
38038,14.70,13.60,190,3284,74.90,29.50,15.80,43,0.00,13.20,21.18,30,0.93,0.00,0,20.1,-1.60,50.23,0.00,1.22,-7.81
38117,14.81,13.60,190,3286,74.90,28.50,16.83,43,0.00,13.49,21.18,30,0.95,0.00,0,26.3,-1.31,51.44,0.00,1.24,-7.81
38194,14.70,13.60,190,3323,74.90,27.50,17.01,43,0.00,13.64,21.57,30,0.97,0.00,0,31.7,-0.87,51.46,0.00,1.24,-7.03
38272,14.70,13.52,190,3335,74.90,27.00,17.07,43,0.00,13.93,21.57,30,0.99,0.00,0,36.7,-0.73,54.97,0.00,1.24,-7.03
38349,14.81,13.60,190,3388,74.90,26.00,17.86,43,0.00,14.07,21.57,30,1.00,0.00,0,40.6,-0.44,56.41,0.00,1.24,-7.03
38426,14.81,13.60,190,3402,74.90,26.00,18.07,43,0.00,14.36,21.57,30,1.00,0.00,0,43.5,-0.44,56.79,0.00,1.24,-7.03
38504,14.70,13.60,190,3400,74.90,26.00,18.13,43,0.00,14.36,20.78,30,0.99,0.00,0,44.6,-0.44,56.82,0.00,1.22,-7.03
38582,14.70,13.60,190,3443,74.90,27.00,18.36,43,0.00,14.22,20.39,30,0.99,0.00,0,42.1,-0.58,56.62,0.00,1.20,-7.03
38659,14.70,13.60,190,3462,74.90,27.00,18.47,43,0.00,14.22,20.00,30,0.99,0.00,0,41.7,-0.58,57.48,0.00,1.20,-6.25
38738,14.59,13.60,190,3485,74.90,26.50,18.59,43,0.00,14.22,20.00,31,0.99,0.00,0,41.4,-0.58,57.56,0.00,1.20,-6.25
38815,14.70,13.60,190,3521,74.90,27.00,18.66,43,0.00,14.22,20.00,31,0.99,0.00,0,41.4,-0.58,57.83,0.00,1.20,-6.25
38893,14.59,13.52,190,3524,74.90,26.50,18.80,43,0.00,14.36,20.00,31,0.98,0.00,0,43.2,-0.44,58.10,0.00,1.20,-6.25
38971,14.70,13.52,190,3570,74.90,27.00,19.04,43,0.00,14.22,20.00,31,0.99,0.00,0,42.4,-0.58,58.69,0.00,1.20,-6.25
39049,14.70,13.60,190,3588,74.90,26.50,19.90,43,0.00,14.22,18.82,31,0.83,0.00,0,42.4,-3.05,59.53,0.00,1.16,-6.25
39127,14.70,13.68,190,3607,74.90,34.00,15.39,43,0.00,11.75,0.00,31,0.51,0.00,0,0.0,-7.98,22.49,0.00,0.54,-6.25
39205,12.86,13.60,190,3396,74.90,36.50,0.00,42,0.00,6.82,0.00,33,0.35,0.00,0,0.0,-9.72,13.49,0.00,0.54,-6.25
39282,15.62,13.68,190,3227,74.90,32.50,0.00,42,0.00,4.50,0.00,33,0.31,0.00,0,0.0,-10.30,12.26,0.00,0.54,-7.03
39360,22.74,13.60,190,3078,74.90,30.00,0.00,42,0.00,4.06,0.00,33,0.27,0.00,0,0.0,-10.74,15.99,0.00,0.54,-7.03
39438,25.15,13.68,190,2934,74.90,26.00,0.00,42,0.00,3.92,0.00,33,0.24,0.00,0,0.0,-11.03,11.01,0.00,0.54,-7.03
39515,24.92,13.60,190,2780,74.90,22.50,0.00,42,0.00,3.77,0.00,33,0.32,0.00,0,0.0,-11.03,14.20,0.00,0.54,-7.81
39593,23.54,13.68,190,2623,74.90,20.00,0.00,42,0.00,3.77,0.00,33,0.33,0.00,0,0.0,-11.03,10.42,0.00,0.54,-7.81
39670,23.54,13.68,190,2301,74.90,15.50,0.00,42,0.00,3.77,0.00,34,0.24,0.00,0,0.0,-11.03,12.22,0.00,0.54,-7.81
39748,23.66,13.68,190,2158,74.90,15.50,0.00,42,0.00,3.77,0.00,34,0.24,0.00,0,0.0,-11.03,7.83,0.00,0.54,-7.81
39825,23.66,13.68,190,2028,74.90,15.00,0.00,42,0.00,3.92,0.00,34,0.32,0.00,0,0.0,-10.88,10.06,0.00,0.56,-7.81
39903,23.54,13.68,190,1892,74.90,14.50,4.44,42,0.00,4.21,2.35,34,0.33,0.00,0,0.0,-10.30,9.63,0.00,0.62,-7.81
39981,23.89,13.68,190,1744,74.90,16.00,3.35,42,0.00,4.50,3.53,34,0.38,0.00,0,0.0,-10.01,10.25,0.00,0.66,-8.59
40059,23.66,13.68,190,1758,74.90,26.00,4.44,42,0.00,4.79,5.49,34,0.41,0.00,0,0.0,-9.43,12.42,0.00,0.72,-8.59
40136,23.89,13.68,192,1910,74.90,34.00,4.56,42,0.00,5.80,6.27,35,0.38,0.00,0,0.0,-9.00,12.15,0.00,0.76,-8.59
40214,19.41,13.68,192,2118,74.90,36.50,4.97,42,0.00,6.24,8.24,35,0.42,0.00,0,0.0,-8.56,13.72,0.00,0.80,-8.59
40291,13.21,13.68,192,2362,74.90,37.50,6.05,42,0.00,6.67,9.41,35,0.48,0.00,0,0.0,-7.69,16.42,0.00,0.84,-8.59
40369,14.01,13.68,192,2582,74.90,38.00,8.26,42,0.00,7.11,10.59,35,0.58,0.00,0,0.0,-7.11,24.50,0.00,0.88,-8.59
40446,14.70,13.68,192,2460,74.90,35.50,9.24,42,0.00,7.69,11.37,35,0.62,0.00,0,0.0,-6.53,25.47,0.00,0.92,-8.59
40524,13.09,13.60,192,2525,74.90,33.50,8.93,42,0.00,9.00,14.90,35,0.80,0.00,0,0.0,-5.80,28.92,0.00,1.02,-8.59
40602,13.09,13.68,192,2490,74.90,28.50,11.69,42,0.00,10.74,17.25,35,0.90,0.00,0,0.0,-4.06,36.93,0.00,1.10,-8.59
40680,13.67,13.60,192,2520,74.90,27.50,11.83,42,0.00,11.75,19.22,35,0.94,0.00,0,0.0,-2.18,36.96,0.00,1.18,-7.81
40757,13.90,13.68,192,2532,74.90,26.50,12.42,42,0.00,12.62,20.39,35,0.96,0.00,0,12.2,-1.60,40.16,0.00,1.22,-7.81
40834,14.24,13.68,192,2510,74.90,26.00,12.85,42,0.00,13.20,22.75,35,0.99,0.00,0,24.1,-1.16,41.75,0.00,1.28,-7.81
40912,14.47,13.60,192,2531,74.90,24.00,13.61,42,0.00,13.64,24.31,35,1.01,0.00,0,35.3,-0.73,42.70,1.96,1.32,-7.81
40990,14.81,13.60,192,2595,74.90,23.00,14.39,42,0.00,14.36,25.10,35,1.06,0.00,0,43.5,-0.44,44.64,1.96,1.36,-7.03
41067,14.81,13.68,192,2566,74.90,21.00,14.78,42,0.00,14.80,26.67,34,1.08,0.00,0,50.5,0.00,45.68,4.31,1.42,-7.03
41145,14.81,13.44,192,2596,100.00,20.50,16.06,42,0.00,15.09,28.63,34,1.13,0.00,0,53.7,0.73,48.59,4.31,1.46,-6.25
41224,14.70,13.52,192,2584,100.00,19.00,16.54,42,0.00,15.53,29.41,34,1.15,0.00,0,56.6,1.02,49.96,9.02,1.48,-6.25
41300,13.90,13.52,192,2616,100.00,17.50,16.76,42,0.00,15.82,29.80,34,1.17,0.00,0,59.0,1.31,51.22,9.80,1.50,-6.25
41378,13.44,13.52,192,2652,100.00,17.50,17.11,42,0.00,16.40,30.20,34,1.20,0.00,0,60.8,1.60,52.39,9.80,1.50,-6.25
41456,13.32,13.60,192,2650,100.00,16.50,18.09,42,0.00,16.69,30.20,34,1.22,0.00,0,63.0,1.89,53.40,10.59,1.52,-5.47
41535,13.21,13.60,192,2674,100.00,16.50,18.82,42,0.00,16.83,30.98,35,1.25,0.00,0,64.8,2.47,56.27,10.59,1.54,-5.47
41612,13.09,13.60,192,2685,100.00,16.00,19.48,42,0.00,17.27,31.37,35,1.28,0.00,0,67.5,2.61,57.53,11.37,1.56,-5.47
41689,12.98,13.52,192,2696,100.00,15.50,20.13,42,0.00,17.41,31.76,35,1.31,0.00,0,69.7,2.90,59.42,13.73,1.56,-4.69
41767,12.63,13.52,192,2712,100.00,15.00,20.83,42,0.00,17.99,32.16,35,1.33,0.00,0,71.7,3.19,59.95,13.73,1.58,-4.69
41844,12.52,13.52,192,2741,100.00,15.00,21.64,43,0.00,18.14,32.16,35,1.36,0.00,0,73.5,3.34,61.31,13.73,1.58,-4.69
41922,12.40,13.52,192,2751,100.00,14.50,22.30,43,0.00,18.43,32.16,35,1.38,0.00,0,75.7,3.63,62.72,13.73,1.58,-4.69
42000,12.29,13.52,192,2786,100.00,14.00,23.18,43,0.00,18.72,32.16,36,1.40,0.00,0,77.2,3.92,65.20,12.94,1.58,-3.91
42079,12.17,13.52,192,2802,100.00,14.00,23.32,43,0.00,18.72,29.80,36,1.39,0.00,0,77.8,3.92,65.07,6.27,1.50,-3.91
42155,12.06,13.52,192,2831,100.00,14.50,23.40,43,0.00,18.72,28.24,36,1.39,0.00,0,77.2,3.92,65.30,6.27,1.46,-3.91
42231,12.06,13.52,192,2838,100.00,14.50,23.62,43,0.00,18.72,27.45,36,1.38,0.00,0,77.1,3.92,65.45,0.78,1.42,-3.12
42309,11.94,13.52,192,2860,100.00,14.50,23.19,43,0.00,18.57,27.06,36,1.37,0.00,0,76.3,3.77,65.46,0.78,1.42,-3.12
42387,12.06,13.52,192,2876,100.00,14.50,23.31,43,0.00,18.57,26.67,36,1.37,0.00,0,76.3,3.77,65.91,0.00,1.40,-3.12
42465,11.94,13.52,192,2878,100.00,14.50,23.33,43,0.00,18.57,26.67,38,1.37,0.00,0,76.6,3.77,66.46,0.00,1.40,-3.12
42542,12.06,13.44,192,2920,100.00,15.00,23.51,43,0.00,18.57,26.27,38,1.37,0.00,0,76.5,3.77,66.78,0.00,1.40,-3.12
42620,12.06,13.52,192,2950,100.00,15.00,23.40,43,0.00,18.57,26.27,38,1.38,0.00,0,76.5,3.77,67.26,0.00,1.40,-3.12
42697,11.94,13.52,192,2955,100.00,15.00,24.59,43,0.00,18.57,26.27,38,1.37,0.00,0,76.6,3.77,67.49,0.00,1.38,-2.34
42776,11.94,13.60,192,2960,100.00,15.00,24.00,43,0.00,18.57,25.88,38,1.36,0.00,0,76.2,3.63,67.77,0.00,1.38,-2.34
42855,11.94,13.52,192,2982,100.00,15.50,24.17,43,0.00,18.43,24.71,38,1.33,0.00,0,75.4,3.34,66.44,0.00,1.34,-2.34
42932,11.83,13.52,192,3001,100.00,15.50,23.69,43,0.00,18.14,22.35,39,1.25,0.00,0,73.0,2.76,63.25,0.00,1.26,-2.34
43009,11.83,13.52,192,3026,100.00,18.00,21.49,43,0.00,16.83,20.39,39,1.17,0.00,0,66.9,2.03,60.48,0.00,1.20,0.00
43087,12.06,13.60,192,3040,100.00,19.00,20.75,43,0.00,16.40,19.22,39,1.13,0.00,0,62.6,1.60,58.19,0.00,1.16,0.00
43165,12.06,13.52,192,3067,100.00,20.00,20.28,43,0.00,15.96,19.22,39,1.09,0.00,0,59.0,1.16,56.93,0.00,1.16,0.00
43243,12.29,13.60,192,3058,100.00,21.00,19.57,43,0.00,15.67,18.82,39,1.07,0.00,0,56.6,0.73,55.26,0.00,1.16,0.00
43319,12.52,13.60,192,3096,100.00,22.00,19.82,43,0.00,15.53,18.82,39,1.05,0.00,0,55.3,0.58,54.22,0.00,1.14,0.00
43397,12.40,13.52,192,3095,100.00,23.50,19.11,43,0.00,15.38,18.04,40,1.00,0.00,0,53.4,0.29,53.50,0.00,1.12,0.00
43474,12.52,13.52,192,3122,100.00,27.50,19.32,43,0.00,14.36,16.08,40,0.90,0.00,0,46.8,-0.44,49.15,0.00,1.06,0.00
43552,12.52,13.68,192,3120,74.90,31.00,14.64,43,0.00,13.20,13.33,40,0.76,0.00,0,27.0,-1.60,43.06,0.00,0.98,-0.78
43630,12.86,13.68,192,3129,74.90,34.00,12.68,43,0.00,11.75,10.20,40,0.64,0.00,0,0.0,-4.64,35.74,0.00,0.88,-0.78
43709,13.44,13.68,192,3129,74.90,36.00,11.35,43,0.00,10.16,9.41,40,0.55,0.00,0,0.0,-5.51,26.10,0.00,0.84,-0.78
43786,13.09,13.68,192,3148,74.90,39.00,10.01,43,0.00,9.29,8.63,40,0.48,0.00,0,0.0,-6.24,23.27,0.00,0.82,-1.56
43864,13.67,13.68,192,3138,74.90,39.50,8.70,43,0.00,7.84,7.45,42,0.42,0.00,0,0.0,-6.96,20.86,0.00,0.80,-1.56
43942,14.13,13.68,192,3152,74.90,40.00,7.40,44,0.00,7.25,7.06,42,0.38,0.00,0,0.0,-7.55,19.04,0.00,0.78,-1.56
44020,14.13,13.68,192,3135,74.90,39.50,7.36,44,0.00,6.82,7.06,42,0.36,0.00,0,0.0,-7.98,18.05,0.00,0.78,-2.34
44098,14.36,13.68,192,3159,74.90,39.00,6.74,44,0.00,6.67,7.06,42,0.35,0.00,0,0.0,-8.42,17.44,0.00,0.78,-2.34
44176,14.70,13.68,192,3140,74.90,39.00,6.70,44,0.00,6.38,7.06,42,0.34,0.00,0,0.0,-8.56,17.25,0.00,0.78,-3.12
44253,15.04,13.68,192,3162,74.90,39.00,6.74,44,0.00,6.24,7.06,42,0.33,0.00,0,0.0,-8.56,17.38,0.00,0.78,-3.12
44331,15.27,13.60,192,3140,74.90,39.00,6.70,44,0.00,6.09,7.06,43,0.33,0.00,0,0.0,-8.71,17.44,0.00,0.78,-3.12
44409,15.50,13.68,192,3158,74.90,39.00,6.74,44,0.00,6.09,7.06,43,0.33,0.00,0,0.0,-8.71,17.15,0.00,0.78,-3.91
44485,15.62,13.68,192,3136,74.90,39.00,6.69,44,0.00,5.95,7.06,43,0.32,0.00,0,0.0,-8.85,16.94,0.00,0.78,-4.69
44564,15.27,13.68,192,3151,74.90,39.00,6.72,44,0.00,5.95,7.06,43,0.32,0.00,0,0.0,-8.85,17.00,0.00,0.78,-4.69
44641,15.16,13.68,192,3151,74.90,39.00,6.69,44,0.00,5.95,7.06,43,0.33,0.00,0,0.0,-8.85,17.22,0.00,0.78,-4.69
44720,14.93,13.68,192,3135,74.90,39.00,6.83,44,0.00,5.80,7.06,43,0.33,0.00,0,0.0,-9.00,17.15,0.00,0.78,-4.69
44797,14.81,13.68,192,3140,74.90,39.00,6.70,44,0.00,5.80,7.06,43,0.32,0.00,0,0.0,-9.00,17.30,0.00,0.78,-5.47
44875,14.70,13.68,192,3155,74.90,39.00,6.73,44,0.00,5.80,7.06,43,0.33,0.00,0,0.0,-9.00,17.15,0.00,0.78,-5.47
44954,14.59,13.68,192,3130,74.90,39.00,6.68,44,0.00,5.80,7.06,43,0.33,0.00,0,0.0,-9.00,16.93,0.00,0.78,-5.47
45031,14.59,13.68,192,3148,74.90,39.00,6.72,44,0.00,5.80,7.06,43,0.33,0.00,0,0.0,-9.00,17.37,0.00,0.78,-6.25
45108,14.70,13.68,192,3148,74.90,39.00,6.58,44,0.00,5.80,7.06,43,0.34,0.00,0,0.0,-9.00,17.67,0.00,0.78,-6.25
45186,14.70,13.68,192,3124,74.90,39.00,6.66,44,0.00,5.80,7.06,43,0.34,0.00,0,0.0,-9.00,17.82,0.00,0.78,-6.25
45263,14.59,13.68,192,3117,74.90,39.00,6.65,44,0.00,5.80,7.06,43,0.34,0.00,0,0.0,-9.00,17.67,0.00,0.78,-6.25
45341,14.47,13.68,192,3144,74.90,39.00,6.71,45,0.00,5.80,7.06,43,0.33,0.00,0,0.0,-9.00,17.30,0.00,0.78,-7.03
45419,14.59,13.68,192,3121,74.90,39.00,6.66,45,0.00,5.80,7.06,43,0.34,0.00,0,0.0,-9.00,17.82,0.00,0.78,-7.03
45497,14.59,13.60,192,3129,74.90,39.00,6.67,45,0.00,5.80,7.06,43,0.34,0.00,0,0.0,-9.00,17.68,0.00,0.78,-7.03
45575,14.70,13.68,192,3131,74.90,39.00,6.68,45,0.00,5.80,7.06,43,0.33,0.00,0,0.0,-9.00,17.67,0.00,0.78,-7.81
45652,14.59,13.60,192,3131,74.90,39.00,6.68,45,0.00,5.80,7.06,43,0.34,0.00,0,0.0,-9.00,17.67,0.00,0.78,-7.81
45730,14.59,13.68,192,3118,74.90,39.00,6.65,45,0.00,5.66,7.06,43,0.34,0.00,0,0.0,-9.14,17.37,0.00,0.78,-7.81
45808,14.59,13.60,192,3128,74.90,39.00,6.67,45,0.00,5.66,7.06,43,0.34,0.00,0,0.0,-9.14,17.44,0.00,0.78,-7.81
45886,14.59,13.68,192,3128,74.90,39.00,6.64,45,0.00,5.66,7.06,43,0.33,0.00,0,0.0,-9.14,17.44,0.00,0.78,-7.81
45963,14.70,13.68,192,3117,74.90,39.00,6.65,45,0.00,5.66,7.06,43,0.33,0.00,0,0.0,-9.14,17.44,0.00,0.78,-7.81
46041,14.70,13.60,192,3104,74.90,38.50,6.62,45,0.00,5.66,7.06,43,0.33,0.00,0,0.0,-9.14,17.15,0.00,0.78,-8.59
46118,14.59,13.68,192,3118,74.90,38.50,6.65,45,0.00,5.66,7.06,43,0.32,0.00,0,0.0,-9.14,16.73,0.00,0.78,-8.59
46196,14.70,13.68,192,3102,74.90,38.50,5.95,45,0.00,5.66,6.67,43,0.32,0.00,0,0.0,-9.29,16.59,0.00,0.76,-8.59
46274,14.70,13.60,192,3120,74.90,38.50,5.97,45,0.00,5.51,6.67,43,0.32,0.00,0,0.0,-9.29,16.52,0.00,0.76,-8.59
46352,14.70,13.68,192,3093,74.90,38.00,5.94,45,0.00,5.51,6.67,43,0.31,0.00,0,0.0,-9.29,16.12,0.00,0.76,-8.59
46430,14.70,13.68,192,3104,74.90,38.50,5.96,45,0.00,5.37,6.27,43,0.31,0.00,0,0.0,-9.43,15.98,0.00,0.74,-10.94
46507,14.70,13.68,192,3095,74.90,38.00,5.94,45,0.00,5.22,5.49,43,0.28,0.00,0,0.0,-9.58,15.16,0.00,0.72,-10.94
46584,14.70,13.68,192,3105,74.90,38.00,5.30,45,0.00,5.08,4.71,43,0.26,0.00,0,0.0,-10.01,13.07,0.00,0.70,-10.94
46663,14.70,13.68,192,3082,74.90,37.50,5.26,45,0.00,4.79,4.31,43,0.25,0.00,0,0.0,-10.16,12.79,0.00,0.68,-10.94
46740,14.93,13.68,192,3057,74.90,36.50,5.20,45,0.00,4.64,4.31,43,0.24,0.00,0,0.0,-10.16,12.63,0.00,0.68,-10.94
46817,15.50,13.76,192,3135,74.90,37.50,5.35,45,0.00,4.50,3.92,43,0.24,0.00,0,0.0,-10.30,12.48,0.00,0.68,-10.94
