Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
984148,14.70,13.84,174,2383,74.90,32.00,8.13,27,0.00,9.14,11.37,46,0.61,0.00,0.0,-5.51,24.04,0.00,0.90
984220,14.70,13.76,174,2392,74.90,32.00,8.12,27,0.00,9.14,10.98,46,0.61,0.00,0.0,-5.51,23.93,0.00,0.90
984296,14.81,13.84,174,2384,74.90,32.00,8.16,27,0.00,9.29,10.98,46,0.61,0.00,0.0,-5.37,24.32,0.00,0.90
984367,14.81,13.76,174,2382,74.90,32.00,8.14,27,0.00,9.29,11.37,46,0.61,0.00,0.0,-5.37,24.04,0.00,0.90
984440,14.81,13.84,174,2394,74.90,32.00,8.13,27,0.00,9.29,11.37,46,0.61,0.00,0.0,-5.37,24.51,0.00,0.90
984514,14.81,13.76,174,2385,74.90,32.00,8.14,27,0.00,9.29,11.37,46,0.60,0.00,0.0,-5.37,24.13,0.00,0.90
984586,14.81,13.76,174,2397,74.90,32.00,8.18,27,0.00,9.43,10.98,46,0.61,0.00,0.0,-5.22,24.13,0.00,0.90
984659,14.81,13.76,174,2407,74.90,32.00,8.22,27,0.00,9.43,10.98,46,0.61,0.00,0.0,-5.22,24.41,0.00,0.90
984732,14.81,13.76,174,2395,74.90,32.00,8.69,27,0.00,9.29,10.98,46,0.61,0.00,0.0,-5.37,24.51,0.00,0.90
984806,14.70,13.84,174,2404,74.90,32.00,8.72,27,0.00,9.29,10.59,46,0.59,0.00,0.0,-5.37,24.32,0.00,0.88
984878,14.70,13.76,174,2403,74.90,33.00,8.18,27,0.00,9.14,10.20,46,0.58,0.00,0.0,-5.51,23.36,0.00,0.86
984952,14.81,13.76,174,2404,74.90,33.00,8.20,27,0.00,9.00,8.63,46,0.56,0.00,0.0,-5.66,22.14,0.00,0.82
985024,14.59,13.76,174,2394,74.90,33.50,7.69,27,0.00,8.13,8.24,46,0.52,0.00,0.0,-6.09,18.65,0.00,0.80
985097,14.01,13.84,174,2408,74.90,34.00,7.15,27,0.00,7.84,7.84,46,0.48,0.00,0.0,-6.53,18.28,0.00,0.80
985170,14.24,13.76,174,2394,74.90,34.00,6.64,27,0.00,7.55,7.06,46,0.45,0.00,0.0,-6.82,17.30,0.00,0.78
985243,14.47,13.84,174,2382,74.90,34.00,6.10,27,0.00,7.11,6.27,46,0.42,0.00,0.0,-7.55,16.05,0.00,0.76
985317,14.47,13.84,174,2412,74.90,34.50,5.66,27,0.00,6.82,5.88,46,0.40,0.00,0.0,-7.84,14.79,0.00,0.74
985390,14.36,13.76,174,2384,74.90,34.50,5.60,27,0.00,6.38,5.88,47,0.37,0.00,0.0,-8.27,14.07,0.00,0.74
985463,14.36,13.76,174,2412,74.90,35.00,5.66,27,0.00,6.24,5.49,47,0.35,0.00,0.0,-8.42,13.60,0.00,0.74
985536,14.47,13.76,174,2402,74.90,35.00,5.11,27,0.00,5.95,5.49,47,0.33,0.00,0.0,-8.71,13.48,0.00,0.74
985609,14.70,13.84,176,2400,74.90,35.00,5.12,27,0.00,5.80,5.49,47,0.33,0.00,0.0,-8.85,13.31,0.00,0.72
985681,14.93,13.84,176,2390,74.90,35.00,5.12,27,0.00,5.66,5.49,47,0.33,0.00,0.0,-8.85,12.96,0.00,0.72
985755,15.16,13.76,176,2386,74.90,35.00,5.10,27,0.00,5.66,5.49,47,0.33,0.00,0.0,-9.00,13.01,0.00,0.72
985829,15.27,13.76,176,2403,74.90,35.00,5.13,27,0.00,5.66,5.49,47,0.32,0.00,0.0,-9.00,13.12,0.00,0.72
985901,15.16,13.76,176,2380,74.90,35.00,5.08,27,0.00,5.51,5.49,47,0.33,0.00,0.0,-9.14,13.12,0.00,0.72
985974,15.04,13.76,176,2396,74.90,35.00,5.11,27,0.00,5.51,5.49,47,0.32,0.00,0.0,-9.14,12.90,0.00,0.72
986047,14.93,13.76,176,2376,74.90,35.00,5.07,27,0.00,5.51,5.49,47,0.32,0.00,0.0,-9.14,12.79,0.00,0.72
986120,14.81,13.84,176,2382,74.90,35.00,5.07,27,0.00,5.51,5.49,47,0.32,0.00,0.0,-9.14,12.74,0.00,0.72
986192,14.81,13.76,176,2376,74.90,35.00,5.08,27,0.00,5.51,5.49,47,0.32,0.00,0.0,-9.14,12.75,0.00,0.72
986265,14.81,13.84,176,2389,74.90,35.00,5.07,27,0.00,5.37,5.49,47,0.32,0.00,0.0,-9.14,12.58,0.00,0.72
986340,14.81,13.76,176,2374,74.90,35.00,5.10,27,0.00,5.37,5.49,46,0.31,0.00,0.0,-9.29,12.52,0.00,0.72
986412,14.70,13.76,176,2372,74.90,35.00,5.06,27,0.00,5.51,5.49,46,0.32,0.00,0.0,-9.29,12.64,0.00,0.72
986486,14.59,13.84,176,2380,74.90,35.00,5.08,27,0.00,5.37,5.49,46,0.31,0.00,0.0,-9.29,12.37,0.00,0.72
986558,14.81,13.76,176,2365,74.90,35.00,5.05,27,0.00,5.37,5.49,46,0.32,0.00,0.0,-9.29,12.37,0.00,0.72
986631,14.70,13.84,176,2388,74.90,35.00,5.09,27,0.00,5.37,5.49,46,0.31,0.00,0.0,-9.29,12.59,0.00,0.72
986703,14.81,13.68,176,2364,74.90,35.00,5.04,27,0.00,5.37,5.49,46,0.32,0.00,0.0,-9.29,12.75,0.00,0.72
986778,14.70,13.84,176,2370,74.90,35.00,5.05,27,0.00,5.37,5.49,46,0.32,0.00,0.0,-9.29,12.42,0.00,0.72
986850,14.36,13.76,176,2356,74.90,35.00,5.06,27,0.00,5.37,5.49,46,0.31,0.00,0.0,-9.29,12.42,0.00,0.72
986923,14.36,13.76,176,2370,74.90,35.00,5.03,27,0.00,5.37,5.49,46,0.31,0.00,0.0,-9.29,11.99,0.00,0.72
986997,14.47,13.76,176,2358,74.90,35.00,4.55,27,0.00,5.37,5.49,46,0.31,0.00,0.0,-9.29,12.36,0.00,0.72
987069,14.70,13.84,176,2362,74.90,35.00,5.04,27,0.00,5.37,5.49,46,0.31,0.00,0.0,-9.29,12.31,0.00,0.72
987143,14.70,13.84,176,2370,74.90,35.00,4.55,27,0.00,5.37,5.49,46,0.30,0.00,0.0,-9.29,11.93,0.00,0.72
987216,14.70,13.84,176,2350,74.90,35.00,4.51,27,0.00,5.22,5.10,46,0.30,0.00,0.0,-9.43,11.93,0.00,0.72
987290,14.70,13.84,176,2354,74.90,35.00,4.52,27,0.00,5.22,5.10,46,0.30,0.00,0.0,-9.43,11.88,0.00,0.72
987362,14.70,13.84,176,2354,74.90,35.00,4.52,27,0.00,5.22,5.49,46,0.31,0.00,0.0,-9.43,11.66,0.00,0.72
987435,14.70,13.84,176,2353,74.90,35.00,4.53,27,0.00,5.22,5.10,46,0.30,0.00,0.0,-9.43,11.88,0.00,0.72
987509,14.59,13.84,176,2346,74.90,35.00,4.52,27,0.00,5.22,5.10,46,0.31,0.00,0.0,-9.58,11.93,0.00,0.72
987582,14.59,13.76,176,2362,74.90,35.00,4.50,27,0.00,5.08,5.10,46,0.30,0.00,0.0,-9.43,11.66,0.00,0.72
987657,14.59,13.84,176,2331,74.90,35.00,4.54,27,0.00,5.08,5.49,46,0.30,0.00,0.0,-9.58,11.61,0.00,0.72
987728,14.59,13.84,176,2363,74.90,35.00,4.54,27,0.00,5.22,5.10,46,0.30,0.00,0.0,-9.58,11.71,0.00,0.72
987801,14.59,13.84,176,2339,74.90,35.00,4.49,27,0.00,5.08,5.10,46,0.30,0.00,0.0,-9.58,11.82,0.00,0.72
987874,14.47,13.84,176,2354,74.90,35.00,4.52,27,0.00,5.08,5.10,46,0.30,0.00,0.0,-9.58,11.61,0.00,0.72
987947,14.70,13.84,176,2332,74.90,35.00,4.48,27,0.00,5.22,5.10,46,0.30,0.00,0.0,-9.43,11.77,0.00,0.72
988020,14.59,13.84,176,2332,74.90,35.00,4.51,27,0.00,5.08,5.49,46,0.29,0.00,0.0,-9.58,11.77,0.00,0.72
988094,14.59,13.76,176,2334,74.90,35.00,4.48,27,0.00,5.22,5.49,46,0.32,0.00,0.0,-9.43,11.66,0.00,0.72
988167,14.59,13.84,176,2341,74.90,35.00,4.98,27,0.00,5.37,6.27,46,0.33,0.00,0.0,-9.29,12.85,0.00,0.74
988241,14.59,13.84,176,2340,74.90,34.50,4.99,27,0.00,5.51,7.45,45,0.35,0.00,0.0,-9.29,13.67,0.00,0.78
988312,14.59,13.84,176,2344,74.90,34.00,6.50,27,0.00,5.95,8.24,45,0.42,0.00,0.0,-9.14,15.98,0.00,0.82
988385,14.36,13.84,176,2338,74.90,34.00,5.99,27,0.00,6.38,8.63,45,0.44,0.00,0.0,-8.27,16.80,0.00,0.82
988458,13.67,13.84,176,2346,74.90,34.00,6.01,27,0.00,6.67,9.41,45,0.46,0.00,0.0,-7.98,17.75,0.00,0.84
988531,13.32,13.76,176,2336,74.90,34.00,6.48,27,0.00,7.11,9.41,45,0.49,0.00,0.0,-7.55,18.73,0.00,0.86
988604,14.47,13.76,176,2346,74.90,33.50,6.51,27,0.00,7.40,10.20,45,0.52,0.00,0.0,-7.25,19.34,0.00,0.88
988677,14.70,13.76,176,2333,74.90,33.00,6.98,27,0.00,7.69,10.20,45,0.54,0.00,0.0,-6.96,20.43,0.00,0.88
988751,14.70,13.76,176,2351,74.90,33.00,6.97,27,0.00,7.98,10.59,45,0.55,0.00,0.0,-6.67,21.11,0.00,0.88
988824,14.70,13.76,176,2335,74.90,33.00,7.52,27,0.00,8.42,10.59,45,0.56,0.00,0.0,-6.38,21.71,0.00,0.88
988895,14.70,13.76,176,2341,74.90,33.00,7.47,27,0.00,8.56,10.59,45,0.57,0.00,0.0,-6.24,21.89,0.00,0.88
988969,14.93,13.76,176,2339,74.90,33.00,7.49,27,0.00,8.71,10.98,45,0.56,0.00,0.0,-6.09,21.71,0.00,0.90
989042,14.93,13.76,176,2354,74.90,33.00,7.53,27,0.00,8.71,10.98,45,0.56,0.00,0.0,-5.95,22.41,0.00,0.90
989116,15.04,13.76,176,2336,74.90,32.50,7.47,27,0.00,8.85,10.98,45,0.58,0.00,0.0,-5.80,22.60,0.00,0.90
989188,14.93,13.76,176,2354,74.90,32.50,8.04,27,0.00,9.00,10.98,45,0.59,0.00,0.0,-5.66,22.89,0.00,0.90
989262,15.04,13.76,176,2356,74.90,32.00,8.04,27,0.00,9.14,11.37,45,0.60,0.00,0.0,-5.51,23.27,0.00,0.90
989335,14.93,13.76,176,2352,74.90,32.00,8.00,27,0.00,9.14,11.37,45,0.60,0.00,0.0,-5.51,23.55,0.00,0.90
989408,14.81,13.76,176,2355,74.90,32.00,8.03,27,0.00,9.29,11.37,45,0.60,0.00,0.0,-5.37,23.55,0.00,0.92
989480,14.81,13.76,176,2359,74.90,32.00,8.04,27,0.00,9.29,11.37,45,0.61,0.00,0.0,-5.37,23.84,0.00,0.92
989553,14.81,13.76,176,2349,74.90,32.00,8.52,27,0.00,9.43,11.37,45,0.62,0.00,0.0,-5.37,24.32,0.00,0.92
989626,14.81,13.68,176,2365,74.90,32.00,8.58,27,0.00,9.43,11.37,45,0.62,0.00,0.0,-5.22,24.51,0.00,0.92
989699,14.81,13.76,176,2356,74.90,31.50,8.55,27,0.00,9.43,11.37,45,0.62,0.00,0.0,-5.22,24.51,0.00,0.92
989773,14.81,13.76,176,2354,74.90,31.50,8.54,27,0.00,9.58,11.37,45,0.63,0.00,0.0,-5.08,24.69,0.00,0.92
989846,14.59,13.76,176,2370,74.90,31.50,8.59,27,0.00,9.58,11.76,45,0.64,0.00,0.0,-5.08,24.99,0.00,0.92
989918,14.70,13.76,176,2375,74.90,31.50,8.55,27,0.00,9.58,11.76,45,0.64,0.00,0.0,-5.08,24.80,0.00,0.92
989992,14.70,13.76,176,2360,74.90,31.50,8.61,27,0.00,9.72,11.76,45,0.63,0.00,0.0,-4.93,24.69,0.00,0.92
990065,14.70,13.68,176,2372,74.90,31.50,8.56,27,0.00,9.72,11.76,45,0.64,0.00,0.0,-4.93,25.27,0.00,0.92
990138,14.70,13.76,176,2370,74.90,31.50,8.60,27,0.00,9.87,11.76,45,0.65,0.00,0.0,-4.93,25.57,0.00,0.92
990211,14.59,13.76,176,2372,74.90,31.50,8.60,27,0.00,9.87,11.76,45,0.64,0.00,0.0,-4.79,25.57,0.00,0.92
990285,14.59,13.76,176,2376,74.90,31.00,9.12,27,0.00,9.87,12.16,45,0.67,0.00,0.0,-4.79,26.20,0.00,0.94
990357,14.70,13.76,176,2371,74.90,31.00,9.10,27,0.00,10.01,12.16,45,0.66,0.00,0.0,-4.64,26.30,0.00,0.94
990431,14.81,13.68,176,2387,74.90,31.00,9.17,27,0.00,10.01,12.16,45,0.66,0.00,0.0,-4.64,26.09,0.00,0.94
990503,14.70,13.76,176,2392,74.90,31.00,9.19,27,0.00,10.01,12.16,45,0.67,0.00,0.0,-4.64,26.51,0.00,0.94
990577,14.81,13.76,176,2397,74.90,30.50,9.13,27,0.00,10.16,12.16,46,0.67,0.00,0.0,-4.50,26.51,0.00,0.94
990650,14.70,13.76,176,2380,74.90,30.50,9.20,27,0.00,10.16,12.16,46,0.68,0.00,0.0,-4.50,26.92,0.00,0.94
990723,14.59,13.76,176,2382,74.90,30.50,9.14,27,0.00,10.30,12.16,46,0.68,0.00,0.0,-4.50,26.92,0.00,0.94
990796,14.70,13.76,176,2400,74.90,30.50,9.14,27,0.00,10.30,12.16,46,0.68,0.00,0.0,-4.35,27.02,0.00,0.94
990868,14.70,13.84,176,2390,74.90,30.50,9.18,27,0.00,10.30,12.55,46,0.68,0.00,0.0,-4.35,27.13,0.00,0.94
990942,14.70,13.76,176,2395,74.90,30.50,9.20,27,0.00,10.30,12.55,46,0.69,0.00,0.0,-4.35,27.54,0.00,0.94
991014,14.70,13.76,176,2395,74.90,30.50,9.20,27,0.00,10.30,12.55,46,0.69,0.00,0.0,-4.35,27.13,0.00,0.94
991089,14.70,13.76,176,2398,74.90,30.50,9.21,27,0.00,10.45,12.55,46,0.68,0.00,0.0,-4.21,27.55,0.00,0.94
991161,14.81,13.76,176,2403,74.90,30.50,9.23,27,0.00,10.45,12.55,46,0.70,0.00,0.0,-4.21,27.33,0.00,0.94
991234,14.81,13.76,176,2420,74.90,30.50,9.70,27,0.00,10.45,12.55,46,0.70,0.00,0.0,-4.21,27.65,0.00,0.96
991306,14.59,13.76,176,2412,74.90,30.50,9.81,27,0.00,10.59,12.55,46,0.70,0.00,0.0,-4.21,27.75,0.00,0.96
991380,14.70,13.84,176,2408,74.90,30.50,9.26,27,0.00,10.59,12.55,46,0.70,0.00,0.0,-4.06,28.17,0.00,0.96
991454,14.81,13.76,176,2427,74.90,30.50,9.84,27,0.00,10.59,12.55,46,0.69,0.00,0.0,-4.06,27.86,0.00,0.96
991526,14.81,13.76,176,2426,74.90,30.50,9.83,27,0.00,10.59,12.94,46,0.71,0.00,0.0,-4.06,28.17,0.00,0.96
991601,14.81,13.84,176,2416,74.90,30.50,9.79,27,0.00,10.59,12.55,46,0.70,0.00,0.0,-4.06,28.28,0.00,0.96
991673,14.93,13.76,176,2427,74.90,30.50,9.84,27,0.00,10.59,12.94,46,0.72,0.00,0.0,-4.06,28.16,0.00,0.96
991745,14.70,13.76,176,2422,74.90,30.50,9.82,26,0.00,10.59,12.94,46,0.70,0.00,0.0,-4.06,28.49,0.00,0.96
991818,14.70,13.76,176,2439,74.90,30.50,9.81,26,0.00,10.74,12.94,46,0.70,0.00,0.0,-3.92,28.58,0.00,0.96
991892,14.81,13.76,176,2427,74.90,30.00,9.89,26,0.00,10.74,12.55,46,0.71,0.00,0.0,-3.92,28.70,0.00,0.96
991964,14.81,13.76,176,2429,74.90,30.50,9.84,26,0.00,10.59,12.94,46,0.70,0.00,0.0,-3.92,28.59,0.00,0.96
992038,14.81,13.76,176,2444,74.90,30.50,9.85,26,0.00,10.74,12.94,47,0.70,0.00,0.0,-4.06,28.58,0.00,0.96
992111,14.70,13.76,176,2424,74.90,30.50,9.83,26,0.00,10.74,12.94,47,0.71,0.00,0.0,-3.92,28.38,0.00,0.96
992184,14.81,13.76,176,2446,74.90,30.50,10.44,26,0.00,10.59,12.55,47,0.72,0.00,0.0,-4.06,29.24,0.00,0.96
992257,14.70,13.76,176,2436,74.90,30.00,10.39,26,0.00,10.59,12.55,47,0.70,0.00,0.0,-4.06,28.69,0.00,0.94
992330,14.59,13.76,176,2451,74.90,30.50,9.93,26,0.00,10.59,12.16,47,0.70,0.00,0.0,-4.06,28.17,0.00,0.94
992403,14.59,13.84,176,2440,74.90,30.50,9.89,26,0.00,10.45,10.59,47,0.67,0.00,0.0,-4.21,27.95,0.00,0.88
992478,14.24,13.84,176,2440,74.90,32.00,8.92,26,0.00,10.01,10.20,47,0.63,0.00,0.0,-4.64,24.60,0.00,0.88
992549,14.01,13.76,176,2444,74.90,32.50,8.85,26,0.00,9.29,10.20,47,0.60,0.00,0.0,-5.08,23.55,0.00,0.88
992622,14.59,13.76,176,2464,74.90,33.00,8.34,26,0.00,9.14,10.20,47,0.58,0.00,0.0,-5.37,23.27,0.00,0.86
992696,14.70,13.84,176,2440,74.90,33.00,7.81,26,0.00,8.85,9.80,47,0.56,0.00,0.0,-5.51,22.99,0.00,0.86
992768,14.81,13.76,176,2457,74.90,33.50,7.86,26,0.00,8.71,9.41,47,0.55,0.00,0.0,-5.80,22.60,0.00,0.86
992843,14.81,13.84,176,2461,74.90,33.50,7.88,26,0.00,8.56,9.41,47,0.54,0.00,0.0,-6.09,21.97,0.00,0.84
992914,14.81,13.76,176,2460,74.90,34.00,7.87,26,0.00,8.42,9.02,47,0.51,0.00,0.0,-6.24,21.19,0.00,0.84
992987,14.70,13.76,176,2452,74.90,34.00,7.32,26,0.00,8.13,8.63,47,0.50,0.00,0.0,-6.53,20.68,0.00,0.82
993060,14.70,13.84,176,2472,74.90,34.00,7.38,26,0.00,7.98,8.24,47,0.49,0.00,0.0,-6.67,19.74,0.00,0.82
993133,14.59,13.76,176,2459,74.90,34.00,6.81,26,0.00,7.69,8.24,47,0.47,0.00,0.0,-6.96,19.18,0.00,0.80
993207,14.70,13.76,176,2465,74.90,34.50,6.82,26,0.00,7.40,7.45,47,0.44,0.00,0.0,-7.11,18.05,0.00,0.80
993280,14.70,13.76,176,2463,74.90,34.50,6.84,26,0.00,7.11,7.06,47,0.43,0.00,0.0,-7.25,16.93,0.00,0.78
993353,14.81,13.76,176,2454,74.90,34.50,6.28,26,0.00,6.96,7.06,47,0.41,0.00,0.0,-7.55,16.52,0.00,0.78
993426,14.81,13.84,176,2460,74.90,35.00,6.30,26,0.00,6.82,7.06,47,0.40,0.00,0.0,-7.84,16.38,0.00,0.78
993499,14.81,13.76,176,2464,74.90,35.00,6.31,26,0.00,6.67,7.06,47,0.40,0.00,0.0,-7.98,15.92,0.00,0.78
993572,14.81,13.76,176,2456,74.90,35.00,6.29,26,0.00,6.53,7.06,47,0.39,0.00,0.0,-8.13,16.38,0.00,0.78
993646,14.93,13.76,176,2442,74.90,35.00,6.25,26,0.00,6.53,7.06,47,0.39,0.00,0.0,-8.13,16.05,0.00,0.78
993718,14.81,13.76,176,2449,74.90,35.00,6.31,26,0.00,6.38,7.06,47,0.39,0.00,0.0,-8.27,15.98,0.00,0.78
993791,14.81,13.76,176,2439,74.90,35.00,6.27,26,0.00,6.38,6.67,47,0.38,0.00,0.0,-8.27,15.92,0.00,0.78
993865,14.70,13.84,176,2462,74.90,35.00,6.24,26,0.00,6.38,6.67,47,0.39,0.00,0.0,-8.27,15.84,0.00,0.78
993937,14.59,13.76,176,2444,74.90,35.00,6.30,26,0.00,6.38,6.67,47,0.39,0.00,0.0,-8.27,15.78,0.00,0.76
994010,14.59,13.76,176,2452,74.90,35.00,5.76,26,0.00,6.24,6.67,47,0.38,0.00,0.0,-8.27,15.43,0.00,0.76
994084,14.47,13.76,176,2450,74.90,35.00,5.75,26,0.00,6.24,6.67,47,0.38,0.00,0.0,-8.42,15.43,0.00,0.76
994157,14.47,13.76,176,2457,74.90,35.00,5.77,26,0.00,6.09,6.27,47,0.37,0.00,0.0,-8.56,15.30,0.00,0.76
994230,14.70,13.84,176,2444,74.90,35.00,5.74,26,0.00,6.09,6.27,47,0.37,0.00,0.0,-8.56,15.16,0.00,0.74
994303,14.70,13.76,176,2456,74.90,35.00,5.76,26,0.00,5.95,6.27,47,0.35,0.00,0.0,-8.71,14.84,0.00,0.74
994377,14.59,13.84,176,2442,74.90,35.00,5.77,26,0.00,5.95,5.88,48,0.35,0.00,0.0,-8.71,14.42,0.00,0.74
994449,14.47,13.84,176,2447,74.90,35.00,5.73,26,0.00,5.80,5.88,48,0.35,0.00,0.0,-8.71,14.31,0.00,0.74
994523,14.70,13.76,178,2454,74.90,35.00,5.74,26,0.00,5.80,5.88,48,0.35,0.00,0.0,-8.85,14.37,0.00,0.74
994595,14.81,13.76,178,2435,74.90,35.00,5.76,26,0.00,5.80,5.88,48,0.35,0.00,0.0,-8.85,14.13,0.00,0.74
994668,14.81,13.84,178,2455,74.90,35.50,5.24,26,0.00,5.66,5.88,48,0.35,0.00,0.0,-8.85,13.90,0.00,0.74
994741,14.81,13.84,178,2441,74.90,35.00,5.73,26,0.00,5.80,5.88,48,0.35,0.00,0.0,-8.85,14.30,0.00,0.74
994814,14.70,13.84,178,2437,74.90,35.00,5.20,26,0.00,5.80,5.88,47,0.34,0.00,0.0,-8.85,13.95,0.00,0.74
994887,14.70,13.76,178,2443,74.90,35.00,5.73,26,0.00,5.66,5.88,47,0.35,0.00,0.0,-9.00,14.07,0.00,0.74
994961,14.70,13.84,178,2451,74.90,35.00,5.23,26,0.00,5.66,5.88,47,0.35,0.00,0.0,-9.00,14.06,0.00,0.74
995033,14.59,13.84,178,2448,74.90,35.00,5.71,26,0.00,5.66,5.88,47,0.35,0.00,0.0,-9.00,14.18,0.00,0.74
995107,14.70,13.84,178,2439,74.90,35.00,5.75,26,0.00,5.66,5.88,47,0.35,0.00,0.0,-9.00,13.95,0.00,0.74
995180,14.59,13.84,178,2430,74.90,35.00,5.20,26,0.00,5.66,5.88,47,0.35,0.00,0.0,-9.00,14.13,0.00,0.74
995253,14.47,13.84,178,2440,74.90,35.00,5.72,26,0.00,5.66,5.88,47,0.35,0.00,0.0,-9.00,14.25,0.00,0.74
995326,14.59,13.84,178,2439,74.90,35.00,5.72,26,0.00,5.80,5.88,48,0.35,0.00,0.0,-8.85,14.18,0.00,0.74
995399,14.59,13.84,178,2431,74.90,35.00,5.70,26,0.00,5.80,6.27,48,0.36,0.00,0.0,-8.85,14.31,0.00,0.74
995472,14.59,13.76,178,2440,74.90,35.00,5.73,26,0.00,5.80,7.06,48,0.37,0.00,0.0,-8.85,14.42,0.00,0.78
995545,14.59,13.84,178,2440,74.90,35.00,6.25,26,0.00,6.09,7.45,48,0.41,0.00,0.0,-8.56,15.84,0.00,0.80
995617,14.24,13.84,178,2435,74.90,34.50,6.74,26,0.00,6.24,8.24,48,0.43,0.00,0.0,-8.42,17.00,0.00,0.80
995690,13.67,13.76,178,2433,74.90,34.00,6.23,26,0.00,6.82,8.24,48,0.45,0.00,0.0,-8.13,18.27,0.00,0.82
995764,14.13,13.76,178,2420,74.90,34.00,6.75,26,0.00,6.96,8.63,47,0.47,0.00,0.0,-7.84,19.11,0.00,0.82
995837,14.01,13.76,178,2442,74.90,34.00,6.71,26,0.00,7.25,9.41,47,0.50,0.00,0.0,-7.69,19.74,0.00,0.84
995909,14.36,13.76,178,2434,74.90,34.00,7.27,26,0.00,7.55,9.80,47,0.52,0.00,0.0,-7.40,20.68,0.00,0.86
995982,14.70,13.84,178,2422,74.90,33.50,7.75,26,0.00,7.69,10.20,47,0.53,0.00,0.0,-6.96,21.53,0.00,0.86
996055,14.47,13.84,178,2446,74.90,33.50,7.83,26,0.00,7.98,10.20,47,0.55,0.00,0.0,-6.67,22.06,0.00,0.88
996129,14.47,13.76,178,2432,74.90,33.50,7.78,26,0.00,8.27,10.59,47,0.56,0.00,0.0,-6.38,22.41,0.00,0.88
996202,14.70,13.76,178,2426,74.90,33.00,7.76,26,0.00,8.42,10.59,47,0.57,0.00,0.0,-6.24,22.79,0.00,0.88
996274,14.81,13.76,178,2434,74.90,33.00,8.32,26,0.00,8.56,10.98,47,0.58,0.00,0.0,-6.09,23.46,0.00,0.90
996347,14.81,13.76,178,2440,74.90,33.00,8.31,26,0.00,8.85,10.98,47,0.58,0.00,0.0,-5.95,23.93,0.00,0.90
996422,14.59,13.76,178,2439,74.90,32.50,8.33,26,0.00,8.85,10.98,47,0.59,0.00,0.0,-5.80,24.13,0.00,0.90
996494,14.59,13.76,178,2444,74.90,32.50,8.34,26,0.00,9.00,11.37,47,0.60,0.00,0.0,-5.80,24.60,0.00,0.90
996568,14.81,13.76,178,2431,74.90,32.00,8.30,26,0.00,9.14,11.37,47,0.61,0.00,0.0,-5.66,24.60,0.00,0.90
996640,14.81,13.76,178,2456,74.90,32.50,8.38,26,0.00,9.14,11.37,47,0.61,0.00,0.0,-5.51,24.88,0.00,0.92
996713,14.70,13.76,178,2436,74.90,32.00,8.84,26,0.00,9.29,11.37,47,0.62,0.00,0.0,-5.37,25.27,0.00,0.92
996786,14.81,13.76,178,2447,74.90,32.00,8.87,26,0.00,9.29,11.37,47,0.62,0.00,0.0,-5.37,25.27,0.00,0.92
996859,14.70,13.76,178,2444,74.90,32.00,8.91,26,0.00,9.29,11.37,47,0.62,0.00,0.0,-5.37,25.48,0.00,0.92
996932,14.81,13.76,178,2445,74.90,32.00,8.87,26,0.00,9.43,11.37,47,0.63,0.00,0.0,-5.22,25.48,0.00,0.92
997006,14.59,13.76,178,2460,74.90,32.00,8.87,26,0.00,9.58,11.37,47,0.62,0.00,0.0,-5.22,25.57,0.00,0.92
997079,14.81,13.76,178,2458,74.90,32.00,8.92,26,0.00,9.58,11.76,47,0.63,0.00,0.0,-5.08,25.99,0.00,0.92
997152,14.70,13.76,178,2449,74.90,32.00,8.88,26,0.00,9.58,11.76,47,0.63,0.00,0.0,-5.08,25.78,0.00,0.92
997225,14.70,13.68,178,2461,74.90,32.00,8.93,26,0.00,9.58,11.76,47,0.63,0.00,0.0,-5.08,26.09,0.00,0.92
997298,14.70,13.76,178,2470,74.90,32.00,8.96,26,0.00,9.58,11.76,47,0.65,0.00,0.0,-5.08,26.30,0.00,0.92
997371,14.81,13.76,178,2453,74.90,32.00,8.90,26,0.00,9.72,11.76,47,0.63,0.00,0.0,-4.93,26.29,0.00,0.92
997444,14.81,13.76,178,2467,74.90,32.00,8.95,26,0.00,9.72,11.76,47,0.64,0.00,0.0,-4.93,26.41,0.00,0.92
997518,14.70,13.76,178,2454,74.90,31.50,8.98,26,0.00,9.72,11.76,47,0.65,0.00,0.0,-4.93,26.51,0.00,0.92
997590,14.70,13.76,178,2463,74.90,31.50,9.42,26,0.00,9.72,11.76,47,0.65,0.00,0.0,-4.93,26.72,0.00,0.92
997664,14.70,13.76,178,2483,74.90,32.00,9.46,26,0.00,9.72,11.76,48,0.65,0.00,0.0,-4.93,26.62,0.00,0.92
997736,14.81,13.76,178,2462,74.90,32.00,9.01,26,0.00,9.72,11.76,48,0.65,0.00,0.0,-4.93,26.51,0.00,0.92
997810,14.70,13.68,178,2470,74.90,31.50,9.49,26,0.00,9.72,11.76,48,0.65,0.00,0.0,-4.93,26.62,0.00,0.92
