Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
652828,-13.28,14.59,13.52,180,0.43,2669,0.00,36.50,6.24,108,0.00,0,6.38,-8.27,18.91,2.08,0.00,7.45,0.78,76.0468
652904,-13.28,14.70,13.60,180,0.44,2663,0.00,36.50,6.25,108,0.00,0,6.38,-8.27,19.38,2.08,0.00,7.45,0.80,76.0193
652979,-13.28,14.70,13.52,180,0.43,2667,0.00,36.50,6.26,108,0.00,0,6.38,-8.27,19.23,2.10,0.00,7.45,0.80,76.1353
653054,-13.28,14.81,13.60,180,0.44,2669,0.00,36.50,6.27,108,0.00,0,6.38,-8.27,19.23,2.08,0.00,7.45,0.80,76.1627
653131,-13.28,14.70,13.52,180,0.44,2671,0.00,36.50,6.26,108,0.00,0,6.38,-8.27,19.46,2.10,0.00,7.45,0.80,76.1322
653205,-13.28,14.70,13.52,180,0.44,2666,0.00,36.50,6.27,108,0.00,0,6.53,-8.27,19.38,2.08,0.00,7.45,0.80,76.3062
653281,-13.28,14.70,13.60,180,0.44,2672,0.00,36.50,6.80,108,0.00,0,6.53,-8.13,19.47,2.10,0.00,7.84,0.80,76.4160
653357,-13.28,14.81,13.52,180,0.44,2658,0.00,36.50,6.81,108,0.00,0,6.53,-8.13,19.38,2.10,0.00,7.45,0.80,76.3916
653432,-13.28,14.70,13.60,180,0.44,2656,0.00,36.50,6.80,108,0.00,0,6.53,-8.13,19.55,2.10,0.00,7.84,0.80,76.4404
653507,-13.28,14.81,13.52,180,0.44,2658,0.00,36.50,6.82,108,0.00,0,6.53,-8.13,19.62,2.10,0.00,7.84,0.80,76.4496
653583,-13.28,14.81,13.60,180,0.45,2662,0.00,36.50,6.77,108,0.00,0,6.53,-8.13,19.54,2.10,0.00,7.84,0.80,76.4374
653658,-13.28,14.70,13.60,180,0.45,2644,0.00,36.50,6.83,108,0.00,0,6.53,-8.13,19.86,2.10,0.00,7.84,0.80,76.6113
653733,-13.28,14.70,13.52,180,0.45,2669,0.00,36.50,6.82,108,0.00,0,6.53,-8.13,19.71,2.10,0.00,7.84,0.80,76.6235
653808,-13.28,14.70,13.60,180,0.44,2666,0.00,36.50,6.83,108,0.00,0,6.53,-8.13,19.70,2.10,0.00,7.84,0.80,76.6357
653884,-13.28,14.70,13.60,180,0.44,2674,0.00,36.50,6.84,108,0.00,0,6.53,-8.13,19.86,2.10,0.00,7.84,0.80,76.6968
653960,-13.28,14.81,13.60,180,0.45,2662,0.00,36.50,6.82,108,0.00,0,6.53,-8.13,19.71,2.10,0.00,7.84,0.80,76.6876
654034,-13.28,14.81,13.60,180,0.45,2656,0.00,36.50,6.78,108,0.00,0,6.53,-8.13,19.78,2.10,0.00,7.84,0.80,76.8799
654110,-13.28,14.81,13.60,180,0.45,2648,0.00,36.50,6.80,108,0.00,0,6.67,-8.13,19.94,2.10,0.00,7.84,0.80,76.7975
654185,-13.28,14.81,13.60,180,0.45,2656,0.00,36.50,6.80,108,0.00,0,6.67,-7.98,19.86,2.10,0.00,7.84,0.80,76.8829
654260,-13.28,14.81,13.60,180,0.45,2656,0.00,36.50,6.77,108,0.00,0,6.67,-7.98,20.20,2.10,0.00,7.84,0.80,76.8463
654337,-13.28,14.81,13.60,180,0.45,2669,0.00,36.50,6.83,108,0.00,0,6.67,-7.98,19.71,2.10,0.00,7.84,0.80,76.9684
654412,-13.28,14.81,13.60,180,0.46,2651,0.00,36.50,6.79,108,0.00,0,6.67,-7.98,20.03,2.12,0.00,7.84,0.80,76.9958
654488,-13.28,14.81,13.60,180,0.45,2660,0.00,36.50,6.81,108,0.00,0,6.67,-7.98,20.12,2.12,0.00,7.84,0.80,77.0142
654563,-13.28,14.70,13.60,180,0.46,2658,0.00,36.50,6.80,108,0.00,0,6.67,-7.98,19.95,2.12,0.00,7.84,0.80,77.0142
654638,-13.28,14.81,13.60,180,0.46,2656,0.00,36.50,6.79,108,0.00,0,6.67,-7.98,20.37,2.10,0.00,7.84,0.80,77.0569
654713,-13.28,14.70,13.60,180,0.45,2652,0.00,36.00,6.78,108,0.00,0,6.67,-7.98,20.20,2.12,0.00,8.24,0.80,77.1118
654790,-13.28,14.70,13.60,180,0.46,2649,0.00,36.00,7.33,108,0.00,0,6.67,-7.98,20.54,2.12,0.00,8.24,0.80,77.0630
654864,-13.28,14.70,13.60,180,0.46,2646,0.00,36.00,6.77,108,0.00,0,6.67,-7.98,20.54,2.12,0.00,8.24,0.80,77.0905
654940,-13.28,14.70,13.60,180,0.46,2641,0.00,36.00,6.76,108,0.00,0,6.67,-7.98,20.20,2.10,0.00,8.24,0.80,77.1576
655015,-13.28,14.70,13.60,180,0.45,2660,0.00,36.00,6.81,108,0.00,0,6.67,-7.98,20.37,2.12,0.00,8.24,0.80,77.1942
655091,-13.28,14.81,13.60,180,0.46,2660,0.00,36.00,6.79,108,0.00,0,6.82,-7.98,20.28,2.12,0.00,8.24,0.80,77.1423
655166,-13.28,14.70,13.60,180,0.46,2651,0.00,36.00,6.81,108,0.00,0,6.67,-7.84,20.45,2.12,0.00,8.24,0.80,77.2461
655242,-13.28,14.70,13.52,180,0.45,2660,0.00,36.00,6.74,108,0.00,0,6.82,-7.98,20.20,2.10,0.00,8.24,0.80,77.2339
655317,-13.28,14.70,13.60,180,0.46,2634,0.00,36.50,6.77,108,0.00,0,6.82,-7.84,20.04,2.12,0.00,8.24,0.80,77.0966
655392,-13.28,14.70,13.60,180,0.46,2637,0.00,36.50,6.75,108,0.00,0,6.82,-7.84,20.12,2.12,0.00,8.24,0.80,77.2186
655468,-13.28,14.70,13.60,180,0.46,2639,0.00,36.00,6.76,108,0.00,0,6.82,-7.84,20.37,2.12,0.00,8.24,0.80,77.1942
655543,-13.28,14.81,13.60,180,0.46,2635,0.00,36.00,6.78,108,0.00,0,6.82,-7.84,20.37,2.12,0.00,8.24,0.80,77.1698
655619,-13.28,14.59,13.60,180,0.46,2650,0.00,36.00,6.80,108,0.00,0,6.82,-7.84,20.46,2.12,0.00,8.24,0.80,77.2247
655695,-13.28,14.70,13.60,180,0.47,2656,0.00,36.00,6.78,108,0.00,0,6.82,-7.84,20.46,2.12,0.00,8.24,0.80,77.2980
655769,-13.28,14.81,13.60,180,0.46,2649,0.00,36.00,6.79,108,0.00,0,6.82,-7.84,20.03,2.12,0.00,8.24,0.80,77.2705
655845,-13.28,14.70,13.60,180,0.46,2635,0.00,36.00,6.75,108,0.00,0,6.82,-7.84,20.20,2.12,0.00,8.24,0.80,77.3376
655920,-13.28,14.70,13.60,180,0.46,2640,0.00,36.00,6.76,108,0.00,0,6.82,-7.84,20.37,2.12,0.00,8.24,0.80,77.2247
655995,-13.28,14.81,13.60,180,0.47,2630,0.00,36.00,6.73,108,0.00,0,6.82,-7.84,20.54,2.12,0.00,8.24,0.80,77.2614
656071,-13.28,14.81,13.60,180,0.46,2631,0.00,36.00,6.74,108,0.00,0,6.82,-7.84,20.54,2.12,0.00,8.24,0.80,77.2308
656145,-13.28,14.70,13.60,180,0.46,2632,0.00,36.00,6.75,108,0.00,0,6.82,-7.84,20.12,2.12,0.00,8.24,0.80,77.2583
656220,-13.28,14.70,13.60,180,0.46,2638,0.00,36.50,6.77,108,0.00,0,6.82,-7.84,20.37,2.12,0.00,8.24,0.80,77.3468
656297,-13.28,14.70,13.52,180,0.46,2644,0.00,36.50,6.77,108,0.00,0,6.82,-7.84,20.12,2.12,0.00,8.24,0.80,77.3743
656372,-13.28,14.70,13.60,180,0.47,2646,0.00,36.00,6.77,108,0.00,0,6.82,-7.84,20.54,2.12,0.00,8.24,0.80,77.2980
656447,-13.28,14.70,13.52,180,0.46,2625,0.00,36.00,6.72,108,0.00,0,6.82,-7.84,20.28,2.12,0.00,8.24,0.80,77.3773
656522,-13.28,14.70,13.60,180,0.46,2630,0.00,36.00,6.86,108,0.00,0,6.82,-7.84,20.29,2.12,0.00,8.24,0.80,77.2064
656598,-13.28,14.59,13.60,180,0.46,2615,0.00,36.00,6.73,108,0.00,0,6.82,-7.84,20.12,2.10,0.00,8.24,0.80,77.2247
656673,-13.28,14.81,13.52,180,0.46,2628,0.00,36.00,6.74,108,0.00,0,6.82,-7.84,20.03,2.12,0.00,8.24,0.82,77.2400
656747,-13.28,14.81,13.60,180,0.46,2632,0.00,36.50,6.75,108,0.00,0,6.82,-7.84,20.37,2.12,0.00,8.24,0.80,77.1454
656824,-13.28,14.70,13.52,180,0.46,2635,0.00,36.00,6.78,108,0.00,0,6.82,-7.84,20.37,2.12,0.00,8.24,0.80,77.2644
656899,-13.28,14.70,13.60,180,0.46,2621,0.00,36.50,6.71,108,0.00,0,6.82,-7.84,20.20,2.12,0.00,8.24,0.80,77.2217
656975,-13.28,14.59,13.52,180,0.46,2630,0.00,36.50,6.73,108,0.00,0,6.82,-7.84,20.03,2.12,0.00,8.24,0.82,77.1729
657051,-13.28,14.70,13.60,180,0.46,2600,0.00,36.50,6.71,108,0.00,0,6.67,-7.84,20.04,2.12,0.00,8.24,0.80,77.1576
657126,-13.28,14.70,13.60,180,0.45,2622,0.00,36.50,6.69,108,0.00,0,6.67,-7.98,20.04,2.12,0.00,8.24,0.80,77.1454
657200,-13.28,14.81,13.52,180,0.46,2615,0.00,36.00,6.73,108,0.00,0,6.67,-7.98,19.86,2.12,0.00,8.24,0.80,77.0996
657276,-13.28,14.70,13.60,180,0.45,2628,0.00,36.50,6.74,108,0.00,0,6.67,-7.98,19.86,2.12,0.00,8.24,0.80,77.0050
657351,-13.28,14.70,13.60,180,0.45,2624,0.00,36.50,6.72,108,0.00,0,6.67,-7.98,19.71,2.10,0.00,8.24,0.80,76.8768
657427,-13.28,14.70,13.60,180,0.45,2620,0.00,36.50,6.71,108,0.00,0,6.67,-7.98,19.78,2.10,0.00,8.24,0.80,76.8433
657502,-13.28,14.70,13.60,180,0.43,2593,0.00,36.50,6.71,108,0.00,0,6.53,-7.98,19.38,2.08,0.00,7.84,0.80,76.5808
657578,-13.28,14.70,13.60,180,0.43,2623,0.00,36.50,6.06,108,0.00,0,6.38,-8.13,18.69,2.06,0.00,7.45,0.80,76.2146
657653,-13.28,14.81,13.60,180,0.42,2583,0.00,36.50,6.17,108,0.00,0,6.38,-8.27,18.08,2.06,0.00,7.06,0.78,75.9033
657729,-13.28,14.93,13.60,180,0.41,2628,0.00,36.50,6.12,108,0.00,0,6.24,-8.27,17.85,2.04,0.00,7.06,0.78,75.4578
657804,-13.28,14.81,13.60,180,0.40,2608,0.00,37.00,6.16,108,0.00,0,6.09,-8.56,17.54,2.04,0.00,7.06,0.78,75.1862
657878,-13.28,14.70,13.60,180,0.39,2600,0.00,37.00,6.10,108,0.00,0,6.09,-8.56,17.40,2.02,0.00,6.67,0.76,74.8199
657955,-13.28,14.70,13.60,180,0.39,2605,0.00,36.50,6.11,108,0.00,0,5.95,-8.71,16.90,2.02,0.00,6.67,0.76,74.6094
658029,-13.28,14.81,13.68,180,0.37,2586,0.00,36.50,6.11,108,0.00,0,5.80,-8.71,16.28,1.98,0.00,5.88,0.74,73.9746
658106,-13.28,14.81,13.60,180,0.35,2604,0.00,36.00,5.53,108,0.00,0,5.37,-8.85,15.61,1.96,0.00,5.10,0.70,73.0835
658181,-13.28,14.59,13.60,180,0.33,2592,0.00,35.50,4.99,108,0.00,0,5.22,-9.29,13.48,1.90,0.00,4.71,0.70,72.2473
658256,-13.28,14.36,13.60,180,0.31,2600,0.00,34.50,4.94,108,0.00,0,5.08,-9.43,13.36,1.88,0.00,4.71,0.70,71.6400
658331,-13.28,14.13,13.60,180,0.31,2574,0.00,33.50,4.88,108,0.00,0,4.93,-9.72,13.23,1.86,0.00,4.71,0.70,71.3654
658407,-13.28,14.47,13.60,180,0.29,2590,0.00,33.00,4.97,108,0.00,0,4.93,-9.72,12.84,1.86,0.00,4.31,0.68,71.5088
658482,-13.28,14.93,13.60,180,0.30,2594,0.00,33.00,4.98,108,0.00,0,4.79,-9.87,12.74,1.86,0.00,4.31,0.68,71.3806
658557,-13.28,15.04,13.60,180,0.29,2555,0.00,33.00,4.95,108,0.00,0,4.64,-9.87,12.74,1.84,0.00,4.31,0.68,71.4905
658633,-13.28,15.16,13.60,180,0.29,2576,0.00,33.00,4.89,108,0.00,0,4.64,-10.01,12.57,1.84,0.00,3.92,0.68,71.4020
658708,-13.28,14.93,13.60,180,0.29,2549,0.00,33.00,4.93,108,0.00,0,4.64,-10.01,12.35,1.84,0.00,3.92,0.68,71.4172
658783,-13.28,14.81,13.60,180,0.29,2568,0.00,33.00,4.91,108,0.00,0,4.64,-10.01,12.46,1.84,0.00,3.92,0.68,71.3806
658859,-13.28,14.70,13.60,180,0.29,2574,0.00,33.00,4.94,108,0.00,0,4.64,-10.01,12.46,1.84,0.00,3.92,0.68,71.4233
658933,-13.28,14.70,13.52,180,0.29,2550,0.00,32.50,4.90,108,0.00,0,4.64,-10.16,12.35,1.84,0.00,3.92,0.68,71.3867
659010,-13.28,14.81,13.60,180,0.29,2546,0.00,32.50,4.86,108,0.00,0,4.50,-10.01,12.30,1.82,0.00,3.92,0.68,71.3593
659085,-13.28,14.93,13.60,180,0.29,2533,0.00,32.00,4.91,108,0.00,0,4.50,-10.16,12.08,1.82,0.00,3.92,0.68,71.3593
659161,-13.28,14.81,13.60,180,0.29,2556,0.00,32.50,4.87,108,0.00,0,4.64,-10.16,12.15,1.82,0.00,3.92,0.68,71.3287
659236,-13.28,14.70,13.60,180,0.29,2539,0.00,32.50,4.33,108,0.00,0,4.50,-10.01,12.03,1.82,0.00,3.92,0.68,71.3745
659311,-13.28,14.81,13.60,180,0.29,2538,0.00,32.50,4.84,108,0.00,0,4.64,-10.01,12.15,1.82,0.00,3.92,0.68,71.3257
659386,-13.28,14.70,13.60,180,0.29,2535,0.00,32.50,4.87,108,0.00,0,4.64,-10.01,12.15,1.84,0.00,3.92,0.68,71.3287
659462,-13.28,14.81,13.60,180,0.30,2531,0.00,33.00,4.86,108,0.00,0,4.64,-10.01,12.35,1.84,0.00,3.92,0.68,71.2524
659537,-13.28,14.81,13.52,180,0.30,2516,0.00,33.00,4.83,108,0.00,0,4.64,-10.01,12.46,1.84,0.00,3.92,0.68,71.3135
659612,-13.28,14.70,13.60,180,0.30,2518,0.00,33.00,4.83,108,0.00,0,4.64,-10.01,12.57,1.84,0.00,4.31,0.68,71.2616
659688,-13.28,14.59,13.52,180,0.30,2516,0.00,33.00,4.85,108,0.00,0,4.79,-10.01,12.57,1.84,0.00,4.31,0.68,71.3104
659763,-13.28,14.59,13.52,180,0.30,2525,0.00,33.00,4.79,108,0.00,0,4.79,-9.87,12.68,1.84,0.00,4.31,0.70,71.2646
659839,-13.28,14.59,13.52,180,0.31,2495,0.00,33.00,4.82,108,0.00,0,4.79,-9.87,12.84,1.86,0.00,4.71,0.70,71.2952
659914,-13.28,14.59,13.52,180,0.32,2506,0.00,33.50,4.81,108,0.00,0,4.79,-9.87,13.06,1.86,0.00,4.71,0.70,71.2128
659990,-13.28,14.70,13.60,180,0.32,2509,0.00,33.50,4.80,108,0.00,0,4.93,-9.72,13.11,1.86,0.00,4.71,0.70,71.2463
660065,-13.28,14.59,13.52,180,0.33,2501,0.00,34.00,4.88,108,0.00,0,5.08,-9.72,13.36,1.88,0.00,5.10,0.72,71.2158
660139,-13.28,14.59,13.52,180,0.34,2480,0.00,34.00,5.34,108,0.00,0,5.08,-9.58,14.02,1.88,0.00,5.49,0.72,71.5576
660216,-13.28,14.59,13.60,180,0.35,2502,0.00,34.50,5.34,108,0.00,0,5.22,-9.58,14.27,1.90,0.00,5.49,0.72,71.8658
660290,-13.28,14.70,13.52,180,0.35,2503,0.00,35.00,5.31,108,0.00,0,5.37,-9.29,14.57,1.92,0.00,5.49,0.72,72.1710
660366,-13.28,14.70,13.52,180,0.36,2504,0.00,35.00,5.34,108,0.00,0,5.37,-9.29,14.57,1.92,0.00,5.49,0.72,72.2931
660441,-13.28,14.59,13.52,180,0.36,2488,0.00,35.50,5.31,108,0.00,0,5.37,-9.29,14.70,1.92,0.00,5.49,0.72,72.3907
660516,-13.28,14.59,13.60,180,0.35,2468,0.00,35.50,5.25,108,0.00,0,5.37,-9.29,14.63,1.94,0.00,5.49,0.72,72.4304
660592,-13.28,14.59,13.60,180,0.31,2462,0.00,35.50,4.74,108,0.00,0,4.93,-9.29,14.45,1.90,0.00,1.96,0.60,71.6370
660668,-13.28,14.59,13.52,180,0.25,2471,0.00,34.00,0.00,108,0.00,0,4.21,-9.72,10.57,1.70,0.00,0.00,0.54,71.0999
660743,-13.28,13.78,13.60,180,0.20,2440,0.00,30.50,0.00,108,0.00,0,3.77,-10.45,7.02,1.58,0.00,0.00,0.54,71.1365
660818,-13.28,13.67,13.60,180,0.16,2456,0.00,25.00,0.00,108,0.00,0,3.48,-11.17,6.72,1.54,0.00,0.00,0.54,71.0999
660894,-13.28,13.78,13.60,180,0.17,2465,0.00,23.50,0.00,108,0.00,0,3.34,-11.32,6.65,1.52,0.00,0.00,0.54,71.1823
660969,-13.28,14.36,13.60,180,0.17,2437,0.00,21.00,0.00,108,0.00,0,3.34,-11.32,6.84,1.54,0.00,0.00,0.54,71.1212
661044,-13.28,18.72,13.60,180,0.17,2458,0.00,20.00,0.00,108,0.00,0,3.34,-11.32,6.80,1.54,0.00,0.00,0.54,71.1060
661120,-13.28,22.74,13.60,180,0.17,2436,0.00,18.50,0.00,108,0.00,0,3.34,-11.32,6.87,1.54,0.00,0.00,0.54,71.0968
661195,-13.28,25.04,13.60,180,0.17,2428,0.00,16.50,0.00,108,0.00,0,3.48,-11.32,6.76,1.54,0.00,0.00,0.54,71.0571
661270,-13.28,25.38,13.60,180,0.17,2424,0.00,16.50,0.00,108,0.00,0,3.48,-11.17,6.79,1.54,0.00,0.00,0.54,71.0663
661345,-13.28,25.15,13.60,180,0.17,2422,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.73,1.52,0.00,0.00,0.54,71.0602
661421,-13.28,24.00,13.60,180,0.17,2421,0.00,16.50,0.00,108,0.00,0,3.48,-11.17,6.68,1.52,0.00,0.00,0.54,71.0297
661496,-13.28,23.54,13.60,180,0.17,2408,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.72,1.52,0.00,0.00,0.54,71.0388
661571,-13.28,23.89,13.60,180,0.17,2399,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.80,1.52,0.00,0.00,0.54,70.9869
661647,-13.28,23.66,13.60,180,0.17,2407,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.73,1.52,0.00,0.00,0.54,70.9564
661722,-13.28,23.66,13.60,180,0.17,2384,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.69,1.52,0.00,0.00,0.54,70.9503
661797,-13.28,23.43,13.60,180,0.17,2392,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.65,1.52,0.00,0.00,0.54,70.9290
661874,-13.28,23.66,13.60,180,0.17,2374,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.57,1.52,0.00,0.00,0.54,70.9442
661948,-13.28,23.54,13.60,180,0.17,2376,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.62,1.52,0.00,0.00,0.54,70.9412
662023,-13.28,23.54,13.60,180,0.17,2359,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.58,1.50,0.00,0.00,0.54,70.9198
662099,-13.28,23.54,13.60,180,0.17,2366,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.51,1.50,0.00,0.00,0.54,70.9045
662173,-13.28,23.54,13.60,180,0.17,2352,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.54,1.52,0.00,0.00,0.54,70.8710
662250,-13.28,23.89,13.60,180,0.17,2350,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.51,1.52,0.00,0.00,0.54,70.8679
662325,-13.28,23.54,13.60,180,0.17,2348,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.54,1.52,0.00,0.00,0.54,70.8527
662400,-13.28,23.54,13.60,180,0.17,2340,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.51,1.52,0.00,0.00,0.54,70.8496
662476,-13.28,23.89,13.60,180,0.17,2321,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.57,1.52,0.00,0.00,0.54,70.8282
662552,-13.28,23.66,13.60,180,0.17,2333,0.00,16.00,0.00,108,0.00,0,3.48,-11.17,6.54,1.52,0.00,0.00,0.54,70.8069
662627,-13.28,23.54,13.60,180,0.17,2314,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.58,1.52,0.00,0.00,0.54,70.7855
662703,-13.28,23.54,13.60,180,0.17,2322,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.54,1.52,0.00,0.00,0.54,70.7642
662777,-13.28,23.43,13.60,180,0.17,2307,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.46,1.52,0.00,0.00,0.54,70.7428
662853,-13.28,23.77,13.52,180,0.17,2296,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.51,1.52,0.00,0.00,0.54,70.7275
662929,-13.28,23.77,13.60,180,0.17,2303,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.57,1.52,0.00,0.00,0.54,70.7214
663005,-13.28,23.77,13.52,180,0.17,2285,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.54,1.52,0.00,0.00,0.54,70.7367
663080,-13.28,23.89,13.60,180,0.17,2293,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.51,1.52,0.00,0.00,0.54,70.7184
663156,-13.28,23.43,13.60,180,0.17,2278,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.57,1.52,0.00,0.00,0.54,70.6970
663230,-13.28,23.77,13.52,180,0.17,2279,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.57,1.52,0.00,0.00,0.54,70.6787
663306,-13.28,23.66,13.60,180,0.18,2264,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.54,1.52,0.00,0.00,0.54,70.6573
663381,-13.28,23.43,13.52,180,0.17,2252,0.00,15.50,0.00,108,0.00,0,3.48,-11.17,6.54,1.52,0.00,0.00,0.54,70.6390
663457,-13.28,23.54,13.60,180,0.18,2263,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.57,1.52,0.00,0.00,0.54,70.6146
663531,-13.28,23.43,13.60,180,0.18,2248,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.58,1.52,0.00,0.00,0.54,70.6299
663607,-13.28,23.66,13.60,180,0.18,2249,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.57,1.52,0.00,0.00,0.54,70.6024
663682,-13.28,23.77,13.60,178,0.18,2230,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.58,1.52,0.00,0.00,0.54,70.5750
663757,-13.28,23.43,13.52,178,0.18,2238,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.62,1.52,0.00,0.00,0.54,70.5505
663833,-13.28,23.66,13.60,178,0.18,2228,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.54,1.50,0.00,0.00,0.54,70.5566
663908,-13.28,23.66,13.60,180,0.18,2229,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.54,1.52,0.00,0.00,0.54,70.5811
663983,-13.28,23.66,13.60,180,0.18,2215,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.57,1.52,0.00,0.00,0.54,70.5475
664059,-13.28,23.89,13.68,178,0.18,2220,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.58,1.52,0.00,0.00,0.54,70.5048
664134,-13.28,23.66,13.60,178,0.18,2198,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.58,1.50,0.00,0.00,0.54,70.4834
664209,-13.28,23.66,13.60,180,0.18,2202,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.58,1.52,0.00,0.00,0.54,70.5078
664284,-13.28,23.77,13.60,180,0.18,2203,0.00,15.50,0.00,108,0.00,0,3.77,-10.88,6.54,1.52,0.00,0.00,0.54,70.4803
664361,-13.28,23.66,13.60,180,0.18,2194,0.00,15.50,0.00,108,0.00,0,3.63,-11.03,6.58,1.52,0.00,0.00,0.54,70.4468
664437,-13.28,23.66,13.60,180,0.18,2178,0.00,15.50,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.4437
664512,-13.28,23.66,13.60,180,0.18,2170,0.00,15.50,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.4437
664588,-13.28,23.89,13.60,180,0.18,2179,0.00,15.50,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.4254
664662,-13.28,23.66,13.60,180,0.18,2162,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.54,1.52,0.00,0.00,0.54,70.3949
664739,-13.28,23.66,13.60,178,0.18,2164,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.3827
664814,-13.28,23.89,13.60,178,0.18,2165,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.3888
664888,-13.28,23.54,13.60,178,0.18,2150,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.3522
664964,-13.28,23.54,13.60,178,0.19,2147,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.3400
665039,-13.28,23.43,13.60,178,0.18,2126,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.3491
665115,-13.28,23.77,13.60,178,0.18,2140,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.3125
665190,-13.28,23.77,13.60,178,0.19,2125,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.2911
665265,-13.28,23.54,13.60,178,0.19,2117,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.3033
665340,-13.28,23.43,13.60,178,0.19,2112,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.54,1.52,0.00,0.00,0.54,70.2789
665415,-13.28,23.43,13.60,178,0.19,2103,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.2393
665491,-13.28,23.66,13.60,178,0.19,2094,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.58,1.52,0.00,0.00,0.54,70.2667
665567,-13.28,23.54,13.60,178,0.19,2097,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.2148
665642,-13.28,23.66,13.60,178,0.19,2090,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.1904
665719,-13.28,23.43,13.60,178,0.19,2077,0.00,14.50,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.2240
665793,-13.28,23.43,13.60,178,0.19,2090,0.00,15.00,0.00,108,0.00,0,3.77,-10.88,6.57,1.52,0.00,0.00,0.54,70.1965
