Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
14649,14.47,13.68,189,1939,74.90,32.00,4.94,45,0.00,6.67,6.27,9,0.39,0.0,-7.98,12.37,0.00
14718,14.47,13.68,189,1949,74.90,32.00,4.96,45,0.00,6.53,6.27,9,0.38,0.0,-8.13,12.53,0.00
14786,14.59,13.76,189,1960,74.90,32.00,5.02,45,0.00,6.53,6.27,9,0.38,0.0,-8.13,12.42,0.00
14856,14.59,13.68,189,1965,74.90,32.00,5.03,45,0.00,6.53,6.67,10,0.38,0.0,-8.13,12.37,0.00
14923,14.59,13.68,189,1966,74.90,32.00,5.03,45,0.00,6.53,6.27,10,0.38,0.0,-8.13,12.48,0.00
14991,14.59,13.68,189,1988,74.90,32.50,5.09,45,0.00,6.53,6.27,10,0.37,0.0,-8.13,12.31,0.00
15060,14.59,13.68,189,2002,74.90,32.50,5.13,45,0.00,6.53,6.27,10,0.36,0.0,-8.13,12.31,0.00
15129,14.59,13.60,189,2012,74.90,32.50,4.72,45,0.00,6.53,6.27,10,0.37,0.0,-8.13,12.26,0.00
15197,14.59,13.68,189,2020,74.90,32.50,5.17,45,0.00,6.53,6.27,10,0.37,0.0,-8.13,12.37,0.00
15265,14.59,13.60,189,2020,74.90,32.50,5.17,45,0.00,6.38,6.27,10,0.36,0.0,-8.27,12.37,0.00
15334,14.70,13.68,189,2038,74.90,32.50,4.78,45,0.00,6.38,6.27,11,0.37,0.0,-8.27,12.37,0.00
15402,14.70,13.60,189,2051,74.90,33.00,4.81,45,0.00,6.38,6.27,11,0.36,0.0,-8.27,12.37,0.00
15471,14.70,13.60,189,2057,74.90,33.00,4.83,45,0.00,6.38,6.27,11,0.36,0.0,-8.27,12.48,0.00
15539,14.70,13.52,189,2070,74.90,33.00,4.86,45,0.00,6.38,6.27,11,0.36,0.0,-8.27,12.48,0.00
15608,14.70,13.60,189,2084,74.90,33.00,4.89,45,0.00,6.38,6.27,11,0.36,0.0,-8.27,12.41,0.00
15676,14.70,13.68,189,2076,74.90,33.00,4.87,45,0.00,6.38,6.27,11,0.36,0.0,-8.27,12.48,0.00
15744,14.70,13.60,189,2062,74.90,33.00,4.84,45,0.00,6.38,6.27,11,0.36,0.0,-8.27,12.37,0.00
15812,14.59,13.68,189,2069,74.90,33.00,4.85,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.37,0.00
15881,14.59,13.60,189,2090,74.90,33.00,4.90,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.48,0.00
15950,14.70,13.68,189,2091,74.90,33.00,4.91,45,0.00,6.24,6.27,11,0.36,0.0,-8.42,12.47,0.00
16018,14.70,13.60,189,2085,74.90,33.00,4.89,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.37,0.00
16087,14.81,13.60,189,2092,74.90,33.00,4.89,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.26,0.00
16156,14.81,13.60,189,2108,74.90,33.00,4.91,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.25,0.00
16224,14.70,13.60,189,2123,74.90,33.00,4.95,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.31,0.00
16294,14.59,13.60,189,2131,74.90,33.00,5.00,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.26,0.00
16361,14.70,13.60,189,2104,74.90,33.00,4.94,45,0.00,6.24,6.27,11,0.35,0.0,-8.42,12.31,0.00
16431,14.81,13.60,189,2111,74.90,33.00,4.95,45,0.00,6.24,6.27,11,0.31,0.0,-8.42,12.31,0.00
16499,14.81,13.68,189,2142,74.90,33.00,5.03,45,0.00,6.24,6.27,11,0.33,0.0,-8.42,12.26,0.00
16567,14.81,13.60,189,2148,74.90,33.00,5.04,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.10,0.00
16636,14.81,13.60,189,2144,74.90,33.00,5.03,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.19,0.00
16704,14.93,13.60,189,2143,74.90,33.00,5.03,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.20,0.00
16773,14.81,13.68,189,2143,74.90,33.00,5.03,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.20,0.00
16841,14.93,13.52,189,2156,74.90,33.00,5.06,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.37,0.00
16909,14.81,13.60,189,2170,74.90,33.00,5.09,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.26,0.00
16978,14.81,13.60,189,2150,74.90,33.00,5.05,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.15,0.00
17046,14.81,13.60,189,2152,74.90,33.00,5.05,45,0.00,6.09,6.27,11,0.33,0.0,-8.56,11.82,0.00
17116,14.81,13.52,189,2159,74.90,33.00,5.07,45,0.00,6.09,6.27,11,0.33,0.0,-8.56,12.10,0.00
17184,14.81,13.60,189,2166,74.90,33.00,5.08,45,0.00,6.09,6.27,11,0.34,0.0,-8.56,12.15,0.00
17252,14.81,13.60,189,2188,74.90,33.00,5.14,45,0.00,6.09,6.27,11,0.33,0.0,-8.56,12.10,0.00
17320,14.81,13.52,189,2180,74.90,33.00,5.12,45,0.00,5.95,6.27,11,0.33,0.0,-8.71,12.04,0.00
17389,14.93,13.68,189,2181,74.90,33.00,5.12,45,0.00,5.95,6.27,11,0.33,0.0,-8.71,11.99,0.00
17457,14.81,13.60,189,2192,74.90,33.00,5.14,45,0.00,5.95,6.27,11,0.33,0.0,-8.71,12.15,0.00
17526,14.81,13.60,189,2181,74.90,33.00,5.12,45,0.00,5.95,6.27,11,0.33,0.0,-8.71,12.10,0.00
17594,14.81,13.60,189,2200,74.90,33.00,5.16,45,0.00,5.95,6.27,11,0.33,0.0,-8.71,11.99,0.00
17662,14.81,13.60,189,2202,74.90,33.00,5.15,45,0.00,5.95,6.27,12,0.33,0.0,-8.71,11.93,0.00
17731,14.81,13.68,189,2210,74.90,33.00,5.17,45,0.00,5.95,6.27,12,0.33,0.0,-8.71,12.04,0.00
17798,14.81,13.68,189,2202,74.90,33.00,5.17,45,0.00,5.95,6.27,12,0.33,0.0,-8.71,12.04,0.00
17868,14.81,13.68,189,2216,74.90,33.00,5.20,45,0.00,5.95,5.88,12,0.32,0.0,-8.71,12.04,0.00
17936,14.81,13.68,189,2216,74.90,33.00,4.73,45,0.00,5.95,5.88,12,0.32,0.0,-8.71,11.93,0.00
18005,14.81,13.68,189,2232,74.90,33.00,4.76,45,0.00,5.80,5.88,12,0.32,0.0,-8.85,11.82,0.00
18074,14.81,13.60,189,2220,74.90,33.00,4.74,45,0.00,5.80,5.88,12,0.32,0.0,-8.85,11.71,0.00
18141,14.81,13.60,189,2207,74.90,33.00,4.71,45,0.00,5.80,5.10,12,0.31,0.0,-8.85,11.56,0.00
18211,14.81,13.60,189,2223,74.90,33.00,4.74,45,0.00,5.51,3.92,12,0.31,0.0,-9.14,10.33,0.00
18278,14.81,13.68,189,2216,74.90,33.00,4.25,45,0.00,5.22,3.53,12,0.23,0.0,-9.43,9.09,0.00
18347,14.81,13.68,189,2221,74.90,33.00,3.79,45,0.00,5.08,3.53,12,0.24,0.0,-9.58,8.69,0.00
18415,14.47,13.60,189,2181,74.90,33.00,3.72,45,0.00,4.93,3.53,12,0.24,0.0,-9.72,8.69,0.00
18484,14.47,13.60,189,2164,74.90,33.00,3.69,45,0.00,4.79,3.53,12,0.24,0.0,-9.87,8.47,0.00
18552,14.70,13.68,189,2154,74.90,33.00,3.68,45,0.00,4.79,3.53,12,0.24,0.0,-9.87,8.47,0.00
18621,15.16,13.60,189,2128,74.90,33.00,3.63,45,0.00,4.79,3.53,12,0.24,0.0,-9.87,8.44,0.00
18690,15.73,13.60,189,2138,74.90,33.00,3.65,45,0.00,4.79,3.53,12,0.23,0.0,-9.87,8.47,0.00
18758,15.50,13.68,189,2200,74.90,33.00,3.76,45,0.00,4.64,3.53,12,0.23,0.0,-10.01,8.44,0.00
18828,15.39,13.60,189,2210,74.90,33.00,3.77,45,0.00,4.64,3.53,12,0.23,0.0,-10.01,8.47,0.00
18896,15.16,13.60,189,2206,74.90,33.00,3.77,45,0.00,4.64,3.53,12,0.23,0.0,-10.16,8.47,0.00
18965,15.16,13.60,189,2184,74.90,33.00,3.73,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.36,0.00
19032,15.04,13.68,189,2153,74.90,33.00,3.67,45,0.00,4.50,3.53,12,0.23,0.0,-10.01,8.39,0.00
19101,14.93,13.60,189,2128,74.90,33.00,4.13,45,0.00,4.50,3.53,12,0.24,0.0,-10.16,8.36,0.00
19170,14.70,13.60,189,2117,74.90,33.00,4.09,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.39,0.00
19238,14.59,13.60,189,2105,74.90,33.00,4.07,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.44,0.00
19306,14.47,13.60,189,2098,74.90,33.00,4.03,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.47,0.00
19376,14.47,13.60,189,2074,74.90,33.00,3.98,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.44,0.00
19444,14.47,13.60,189,2081,74.90,33.00,4.00,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.47,0.00
19513,14.36,13.60,189,2101,74.90,33.00,3.59,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.39,0.00
19581,14.36,13.68,189,2113,74.90,33.00,3.61,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.39,0.00
19650,14.36,13.60,189,2107,74.90,33.00,3.60,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.39,0.00
19718,14.47,13.68,189,2100,74.90,33.00,3.58,45,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.39,0.00
19787,14.47,13.60,189,2090,74.90,33.00,3.57,46,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.36,0.00
19855,14.59,13.68,189,2064,74.90,33.00,3.52,46,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.39,0.00
19923,14.70,13.52,189,2050,74.90,33.00,3.94,46,0.00,4.64,3.53,12,0.25,0.0,-10.01,8.44,0.00
19991,14.70,13.68,189,2048,74.90,32.50,3.93,46,0.00,4.64,3.53,12,0.25,0.0,-10.01,8.47,0.00
20060,14.81,13.60,189,2040,74.90,32.50,3.92,46,0.00,4.64,3.53,12,0.25,0.0,-10.01,8.47,0.00
20129,14.59,13.60,189,2043,74.90,32.50,3.92,46,0.00,4.64,3.53,12,0.24,0.0,-10.01,8.44,0.00
20198,14.47,13.68,189,2053,74.90,33.00,3.94,46,0.00,4.64,3.53,12,0.25,0.0,-10.01,8.39,0.00
20265,14.47,13.60,189,2062,74.90,33.00,3.52,46,0.00,4.64,3.53,12,0.25,0.0,-10.01,8.39,0.00
20334,14.47,13.68,189,2054,74.90,33.00,3.50,46,0.00,4.64,3.53,12,0.25,0.0,-10.01,8.47,0.00
20403,14.59,13.60,189,2030,74.90,32.50,3.90,46,0.00,4.64,3.53,12,0.25,0.0,-10.01,8.39,0.00
20472,14.70,13.68,189,2022,74.90,32.50,3.88,46,0.00,4.79,3.53,11,0.25,0.0,-10.01,8.31,0.00
20541,14.70,13.60,189,2017,74.90,32.50,3.89,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.39,0.00
20609,14.70,13.60,189,2010,74.90,32.50,3.87,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.47,0.00
20677,14.70,13.60,189,1997,74.90,32.50,3.86,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.39,0.00
20748,14.70,13.60,189,1994,74.90,32.50,3.83,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.47,0.00
20814,14.70,13.60,189,1991,74.90,32.50,3.82,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.39,0.00
20883,14.59,13.68,189,1994,74.90,32.50,3.83,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.31,0.00
20951,14.59,13.68,189,1992,74.90,32.50,3.83,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.31,0.00
21020,14.70,13.60,189,1981,74.90,32.50,3.80,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.39,0.00
21087,14.59,13.68,189,1978,74.90,32.00,3.80,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.47,0.00
21156,14.70,13.60,189,1979,74.90,32.00,3.80,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.39,0.00
21225,14.70,13.60,189,1986,74.90,32.00,3.81,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.35,0.00
21293,14.70,13.68,189,1984,74.90,32.50,3.81,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
21361,14.70,13.68,189,1981,74.90,32.00,3.80,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.36,0.00
21430,14.70,13.60,189,1969,74.90,32.00,3.78,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.44,0.00
21499,14.70,13.68,189,1960,74.90,32.00,3.76,46,0.00,4.79,3.53,11,0.25,0.0,-9.87,8.39,0.00
21567,14.70,13.68,189,1960,74.90,32.00,3.76,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
21636,14.70,13.68,189,1957,74.90,32.00,3.76,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.47,0.00
21705,14.70,13.68,189,1958,74.90,32.00,3.76,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.44,0.00
21773,14.70,13.68,189,1954,74.90,32.00,3.75,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
21841,14.70,13.60,189,1954,74.90,32.00,3.75,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
21909,14.70,13.68,189,1952,74.90,32.00,3.75,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.47,0.00
21978,14.70,13.68,189,1935,74.90,32.00,3.72,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.47,0.00
22047,14.81,13.60,189,1928,74.90,32.00,3.71,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.47,0.00
22115,14.70,13.60,189,1921,74.90,32.00,3.70,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.47,0.00
22184,14.70,13.60,189,1924,74.90,31.50,3.69,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.35,0.00
22252,14.81,13.68,189,1916,74.90,31.50,3.69,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
22320,14.81,13.68,189,1916,74.90,31.50,3.68,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
22390,14.81,13.60,189,1914,74.90,31.50,3.67,46,0.00,4.79,3.53,11,0.27,0.0,-9.87,8.39,0.00
22459,14.81,13.60,189,1909,74.90,31.50,3.67,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.44,0.00
22527,14.70,13.60,189,1906,74.90,31.50,3.66,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.36,0.00
22595,14.81,13.60,189,1896,74.90,31.50,3.64,46,0.00,4.79,3.53,11,0.27,0.0,-9.87,8.39,0.00
22663,14.70,13.68,189,1893,74.90,31.50,3.64,46,0.00,4.79,3.53,11,0.27,0.0,-9.87,8.44,0.00
22732,14.81,13.60,189,1894,74.90,31.50,3.64,46,0.00,4.79,3.53,11,0.27,0.0,-9.87,8.44,0.00
22800,14.81,13.68,189,1898,74.90,31.50,3.64,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
22869,14.81,13.60,189,1904,74.90,31.50,3.65,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.39,0.00
22937,14.81,13.60,189,1901,74.90,31.50,3.65,46,0.00,4.79,3.53,11,0.26,0.0,-9.87,8.47,0.00
23005,14.81,13.52,189,1903,74.90,31.50,3.65,46,0.00,4.79,3.53,11,0.27,0.0,-9.87,8.47,0.00
23074,14.70,13.68,189,1908,74.90,31.50,3.66,46,0.00,4.79,3.53,11,0.27,0.0,-9.87,8.39,0.00
23142,14.70,13.68,189,1907,74.90,31.50,3.66,46,0.00,4.79,3.53,11,0.28,0.0,-9.87,8.74,0.00
23211,14.70,13.60,189,1911,74.90,31.50,3.67,46,0.00,4.93,3.53,11,0.28,0.0,-9.72,9.13,0.00
23280,14.70,13.60,189,1935,74.90,32.00,3.72,46,0.00,4.93,3.53,11,0.29,0.0,-9.72,9.26,0.00
23348,14.81,13.60,189,1954,74.90,32.00,3.75,46,0.00,5.08,3.53,11,0.29,0.0,-9.58,9.39,0.00
23417,14.70,13.68,189,1923,74.90,31.50,4.10,46,0.00,5.22,3.53,11,0.30,0.0,-9.58,9.44,0.00
23485,14.70,13.68,189,1885,74.90,31.00,4.02,46,0.00,5.22,3.53,11,0.30,0.0,-9.43,9.48,0.00
23553,14.70,13.68,189,1908,74.90,31.50,4.02,46,0.00,5.22,3.53,11,0.29,0.0,-9.43,9.44,0.00
23622,14.70,13.60,189,1936,74.90,32.00,4.07,46,0.00,5.22,3.53,11,0.29,0.0,-9.43,9.39,0.00
23691,14.59,13.68,189,1952,74.90,32.00,4.13,46,0.00,5.22,3.53,11,0.29,0.0,-9.43,9.53,0.00
23759,14.59,13.68,189,1943,74.90,32.00,4.16,46,0.00,5.22,3.53,11,0.30,0.0,-9.43,9.53,0.00
23828,14.59,13.68,189,1939,74.90,32.00,4.14,46,0.00,5.37,3.53,11,0.30,0.0,-9.29,9.53,0.00
23897,14.70,13.60,189,1944,74.90,32.00,4.15,46,0.00,5.37,3.53,11,0.29,0.0,-9.29,9.44,0.00
23964,14.70,13.68,189,1954,74.90,32.00,4.17,46,0.00,5.37,3.53,11,0.29,0.0,-9.29,9.48,0.00
24033,14.81,13.68,189,1960,74.90,32.00,4.18,46,0.00,5.37,3.53,11,0.29,0.0,-9.29,9.53,0.00
24101,14.81,13.68,189,1962,74.90,32.00,4.19,46,0.00,5.37,3.53,11,0.29,0.0,-9.29,9.52,0.00
24169,14.81,13.60,189,1964,74.90,32.00,4.19,46,0.00,5.37,3.53,11,0.29,0.0,-9.29,9.53,0.00
24238,14.81,13.76,189,1978,74.90,32.00,3.80,46,0.00,5.37,3.53,10,0.29,0.0,-9.29,9.53,0.00
24307,14.81,13.68,189,1981,74.90,32.00,3.80,46,0.00,5.37,3.53,10,0.29,0.0,-9.29,9.61,0.00
24376,14.81,13.68,189,1988,74.90,32.50,3.82,46,0.00,5.37,3.53,10,0.29,0.0,-9.29,9.53,0.00
24444,14.81,13.76,189,1986,74.90,32.50,3.81,46,0.00,5.37,3.53,10,0.29,0.0,-9.29,9.48,0.00
24513,14.81,13.68,189,1987,74.90,32.50,3.82,46,0.00,5.37,3.53,10,0.29,0.0,-9.29,9.48,0.00
24581,14.81,13.68,187,1990,74.90,32.50,3.82,46,0.00,5.22,3.53,10,0.29,0.0,-9.43,9.53,0.00
24649,14.81,13.68,187,2006,74.90,32.50,3.85,46,0.00,5.22,3.53,10,0.31,0.0,-9.43,9.52,0.00
24719,14.81,13.68,187,2012,74.90,32.50,3.86,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.53,0.00
24787,14.81,13.68,187,2012,74.90,32.50,3.86,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.53,0.00
24857,14.81,13.68,187,2014,74.90,32.50,3.87,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.53,0.00
24924,14.81,13.68,187,2025,74.90,32.50,3.89,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.48,0.00
24993,14.81,13.68,187,2039,74.90,32.50,3.91,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.43,0.00
25062,14.93,13.68,187,2034,74.90,32.50,3.90,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.52,0.00
25129,14.93,13.68,187,2020,74.90,32.50,3.87,46,0.00,5.22,3.53,11,0.31,0.0,-9.43,9.48,0.00
25199,14.93,13.68,187,2043,74.90,32.50,3.88,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.52,0.00
25266,14.93,13.68,187,2048,74.90,32.50,3.93,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.53,0.00
25335,14.93,13.68,187,2047,74.90,32.50,3.93,46,0.00,5.22,3.53,11,0.31,0.0,-9.43,9.53,0.00
25403,14.93,13.68,187,2026,74.90,32.50,3.89,46,0.00,5.22,3.53,11,0.25,0.0,-9.43,9.52,0.00
25472,14.93,13.68,187,2028,74.90,32.50,3.89,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.53,0.00
25541,14.81,13.68,187,2044,74.90,32.50,3.93,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.53,0.00
25609,14.81,13.76,187,2054,74.90,33.00,3.94,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.56,0.00
25677,14.81,13.68,187,2044,74.90,32.50,3.92,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.44,0.00
25746,14.81,13.68,187,2040,74.90,32.50,3.92,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.44,0.00
25814,14.81,13.60,187,2048,74.90,32.50,3.93,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.56,0.00
25884,14.81,13.68,187,2056,74.90,33.00,3.95,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.52,0.00
25952,14.81,13.60,187,2060,74.90,33.00,3.95,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.52,0.00
26020,14.81,13.68,187,2064,74.90,33.00,3.96,46,0.00,5.22,3.53,11,0.27,0.0,-9.43,9.44,0.00
26089,14.81,13.68,187,2078,74.90,33.00,3.99,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.53,0.00
26158,14.81,13.60,187,2075,74.90,33.00,3.98,46,0.00,5.22,3.53,11,0.27,0.0,-9.43,9.53,0.00
26225,14.81,13.76,187,2064,74.90,33.00,3.96,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.48,0.00
26294,14.93,13.68,187,2064,74.90,33.00,3.96,46,0.00,5.22,3.53,11,0.27,0.0,-9.43,9.44,0.00
26362,14.81,13.68,187,2074,74.90,33.00,3.98,46,0.00,5.22,3.53,11,0.28,0.0,-9.43,9.52,0.00
26431,14.81,13.68,187,2076,74.90,33.00,3.99,46,0.00,5.08,3.53,11,0.27,0.0,-9.43,9.53,0.00
26498,14.81,13.68,187,2086,74.90,33.00,3.99,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.48,0.00
26568,14.81,13.68,187,2086,74.90,33.00,4.00,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.44,0.00
26636,14.81,13.68,187,2078,74.90,33.00,4.01,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.44,0.00
26705,14.81,13.60,187,2084,74.90,33.00,3.99,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.44,0.00
26773,14.81,13.68,187,2106,74.90,33.00,4.00,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.53,0.00
26842,14.81,13.68,187,2108,74.90,33.00,4.05,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.44,0.00
26910,14.81,13.68,187,2096,74.90,33.00,4.02,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.48,0.00
26979,14.81,13.68,187,2096,74.90,33.00,4.03,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.53,0.00
27047,14.81,13.84,187,2098,74.90,33.00,4.03,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.43,0.00
27115,14.81,13.68,187,2080,74.90,33.00,3.99,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.39,0.00
27184,14.70,13.76,187,2079,74.90,33.00,3.99,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.44,0.00
27252,14.70,13.76,187,2102,74.90,33.00,4.04,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.48,0.00
27320,14.81,13.68,187,2113,74.90,33.00,4.06,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.48,0.00
27389,14.70,13.68,187,2105,74.90,33.00,4.04,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.53,0.00
27458,14.70,13.68,187,2088,74.90,33.00,4.01,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.43,0.00
27527,14.70,13.68,187,2089,74.90,33.00,4.01,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.44,0.00
27595,14.81,13.68,187,2096,74.90,33.00,4.02,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.43,0.00
27663,14.70,13.76,187,2116,74.90,33.00,4.06,46,0.00,5.08,3.53,11,0.26,0.0,-9.58,9.43,0.00
27732,14.70,13.60,187,2145,74.90,33.00,4.12,46,0.00,5.08,3.53,11,0.26,0.0,-9.58,9.43,0.00
27800,14.70,13.76,187,2137,74.90,33.00,4.10,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.53,0.00
27868,14.81,13.68,187,2124,74.90,33.00,4.08,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.40,0.00
27939,14.81,13.76,187,2126,74.90,33.00,4.08,46,0.00,5.08,3.53,11,0.27,0.0,-9.58,9.44,0.00
28008,14.93,13.76,187,2139,74.90,33.00,4.08,46,0.00,5.08,3.53,12,0.26,0.0,-9.58,9.43,0.00
28075,14.81,13.76,187,2142,74.90,33.00,4.11,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.48,0.00
28144,14.70,13.76,187,2124,74.90,33.00,4.11,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.52,0.00
28213,14.81,13.76,187,2124,74.90,33.00,4.08,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.44,0.00
28282,14.81,13.76,187,2132,74.90,33.00,4.09,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.44,0.00
28349,14.81,13.68,187,2140,74.90,33.00,4.11,46,0.00,5.08,3.53,12,0.26,0.0,-9.58,9.43,0.00
28418,14.70,13.76,187,2131,74.90,33.00,4.09,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.43,0.00
28487,14.70,13.76,187,2133,74.90,33.00,4.10,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.48,0.00
28555,14.81,13.76,187,2130,74.90,33.00,4.09,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.48,0.00
28624,14.81,13.76,187,2124,74.90,33.00,4.08,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.48,0.00
28692,14.81,13.76,187,2135,74.90,33.00,4.10,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.52,0.00
28761,14.81,13.68,187,2137,74.90,33.00,4.10,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.43,0.00
28829,14.81,13.68,187,2129,74.90,33.00,4.09,46,0.00,5.08,3.53,12,0.26,0.0,-9.58,9.53,0.00
28897,14.81,13.68,187,2139,74.90,33.00,4.11,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.48,0.00
28966,14.81,13.68,187,2130,74.90,33.00,4.09,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.61,0.00
29034,14.70,13.68,187,2115,74.90,33.00,4.06,46,0.00,5.08,3.53,12,0.27,0.0,-9.58,9.53,0.00
