Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
166017,14.70,13.68,189,948,74.90,14.00,1.62,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.72,0.00
166086,14.59,13.60,189,949,74.90,14.00,1.62,40,0.00,4.79,0.00,11,0.23,0.0,-9.87,3.70,0.00
166154,14.70,13.68,189,948,74.90,14.00,1.62,40,0.00,4.79,0.00,11,0.23,0.0,-9.87,3.72,0.00
166223,14.70,13.68,189,951,74.90,14.00,1.62,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.72,0.00
166291,14.70,13.68,189,942,74.90,14.50,1.61,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.75,0.00
166360,14.59,13.68,189,944,74.90,14.50,1.61,40,0.00,4.79,0.00,11,0.24,0.0,-9.87,3.78,0.00
166428,14.81,13.68,189,944,74.90,14.00,1.61,40,0.00,4.79,0.00,9,0.24,0.0,-9.87,3.80,0.00
166497,14.70,13.68,189,948,74.90,14.00,1.62,40,0.00,4.79,0.00,9,0.24,0.0,-9.87,3.78,0.00
166565,14.70,13.68,189,943,74.90,14.50,1.61,40,0.00,4.79,0.00,9,0.24,0.0,-9.87,3.78,0.00
166633,14.70,13.68,189,946,74.90,14.00,1.61,40,0.00,4.79,0.00,9,0.24,0.0,-9.87,3.75,0.00
166702,14.81,13.68,189,947,74.90,14.00,1.62,40,0.00,4.79,0.00,9,0.24,0.0,-9.87,3.78,0.00
166771,14.81,13.68,189,952,74.90,13.50,1.63,40,0.00,4.79,0.00,9,0.24,0.0,-9.87,3.72,0.00
166839,14.93,13.68,189,944,74.90,14.00,1.61,40,0.00,4.79,0.00,7,0.24,0.0,-9.87,3.78,0.00
166907,14.81,13.68,189,947,74.90,14.00,1.62,40,0.00,4.79,0.00,7,0.24,0.0,-9.87,3.78,0.00
166976,14.93,13.68,189,942,74.90,14.00,1.61,40,0.00,4.93,0.00,7,0.24,0.0,-9.87,3.82,0.00
167044,14.81,13.68,189,948,74.90,14.00,1.62,40,0.00,4.79,0.00,7,0.24,0.0,-9.72,3.82,0.00
167112,14.81,13.68,189,946,74.90,14.00,1.61,40,0.00,4.93,0.00,7,0.24,0.0,-9.87,3.80,0.00
167181,14.70,13.68,189,944,74.90,14.00,1.61,40,0.00,4.93,0.00,7,0.24,0.0,-9.72,3.82,0.00
167249,14.81,13.68,189,948,74.90,13.50,1.61,40,0.00,4.93,0.00,7,0.25,0.0,-9.72,3.82,0.00
167318,14.81,13.68,189,950,74.90,13.00,1.62,40,0.00,4.93,0.00,6,0.24,0.0,-9.72,3.88,0.00
167386,14.81,13.68,189,953,74.90,13.00,1.63,40,0.00,4.93,0.00,6,0.24,0.0,-9.72,3.85,0.00
167454,14.70,13.68,189,950,74.90,13.00,1.62,40,0.00,4.93,0.00,6,0.25,0.0,-9.72,3.85,0.00
167523,14.70,13.68,189,954,74.90,13.00,1.63,40,0.00,4.93,0.00,6,0.24,0.0,-9.72,3.85,0.00
167591,14.81,13.68,189,955,74.90,13.00,1.63,40,0.00,4.93,0.00,6,0.24,0.0,-9.72,3.82,0.00
167660,14.81,13.68,189,958,74.90,13.00,1.63,40,0.00,4.93,0.00,6,0.24,0.0,-9.72,3.82,0.00
167728,14.81,13.68,189,948,74.90,13.00,1.62,40,0.00,4.93,0.00,6,0.25,0.0,-9.72,3.82,0.00
167797,14.93,13.68,189,942,74.90,14.50,1.61,40,0.00,4.93,0.00,5,0.24,0.0,-9.72,3.85,0.00
167866,14.81,13.68,189,944,74.90,14.00,1.61,40,0.00,4.93,0.00,5,0.25,0.0,-9.72,3.82,0.00
167934,14.93,13.68,189,946,74.90,14.00,1.62,40,0.00,4.93,0.00,5,0.24,0.0,-9.72,3.88,0.00
168003,14.81,13.60,189,954,74.90,13.00,1.63,40,0.00,4.93,0.00,5,0.24,0.0,-9.72,3.88,0.00
168070,14.93,13.68,189,948,74.90,14.00,1.62,40,0.00,4.93,0.00,5,0.24,0.0,-9.72,3.88,0.00
168139,14.81,13.60,189,952,74.90,13.50,1.62,40,0.00,4.93,0.00,5,0.24,0.0,-9.72,3.82,0.00
168207,14.93,13.68,189,951,74.90,13.50,1.62,40,0.00,4.93,0.00,5,0.24,0.0,-9.72,3.85,0.00
168276,15.04,13.68,189,952,74.90,13.50,1.63,40,0.00,4.93,0.00,4,0.25,0.0,-9.72,3.88,0.00
168344,14.93,13.68,189,949,74.90,14.00,1.62,40,0.00,4.93,0.00,4,0.24,0.0,-9.72,3.85,0.00
168413,14.93,13.68,189,952,74.90,13.50,1.63,40,0.00,4.93,0.00,4,0.24,0.0,-9.72,3.85,0.00
168481,14.93,13.60,189,951,74.90,13.00,1.62,40,0.00,4.93,0.00,4,0.24,0.0,-9.72,3.82,0.00
168550,14.81,13.68,189,965,74.90,13.00,1.65,40,0.00,4.93,0.00,4,0.24,0.0,-9.72,3.82,0.00
168618,14.93,13.60,189,960,74.90,13.00,1.64,40,0.00,4.93,0.00,4,0.24,0.0,-9.72,3.82,0.00
168687,14.81,13.68,189,958,74.90,13.00,1.64,40,0.00,4.93,0.00,4,0.24,0.0,-9.72,3.82,0.00
168755,14.93,13.60,189,960,74.90,13.00,1.63,40,0.00,4.93,0.00,2,0.24,0.0,-9.72,3.82,0.00
168823,14.81,13.68,189,958,74.90,13.00,1.64,40,0.00,4.79,0.00,2,0.24,0.0,-9.87,3.82,0.00
168892,14.93,13.60,189,962,74.90,13.00,1.64,40,0.00,4.93,0.00,2,0.24,0.0,-9.72,3.82,0.00
168960,14.93,13.68,189,953,74.90,14.00,1.63,40,0.00,4.93,0.00,2,0.24,0.0,-9.72,3.82,0.00
169029,15.04,13.60,189,960,74.90,13.00,1.64,40,0.00,4.93,0.00,2,0.24,0.0,-9.72,3.82,0.00
169097,14.93,13.68,189,958,74.90,13.00,1.63,40,0.00,4.93,0.00,2,0.24,0.0,-9.72,3.82,0.00
169166,15.04,13.60,189,955,74.90,13.50,1.63,40,0.00,4.93,0.00,2,0.24,0.0,-9.72,3.82,0.00
169234,14.81,13.60,189,943,74.90,15.00,1.61,40,0.00,4.93,0.00,2,0.25,0.0,-9.72,3.82,0.00
169303,15.04,13.60,189,944,74.90,14.00,1.81,40,0.00,4.93,0.00,2,0.28,0.0,-9.72,4.09,0.00
169371,14.93,13.60,189,942,74.90,15.00,2.01,40,0.00,5.08,0.00,2,0.28,0.0,-9.58,4.42,0.00
169440,15.04,13.60,189,944,74.90,14.50,1.81,40,0.00,5.08,0.00,2,0.28,0.0,-9.58,4.44,0.00
169508,14.81,13.68,189,962,74.90,12.50,1.85,40,0.00,5.22,0.00,2,0.27,0.0,-9.43,4.44,0.00
169577,14.93,13.60,189,974,74.90,11.50,1.87,40,0.00,5.22,0.00,2,0.26,0.0,-9.43,4.31,0.00
169644,14.81,13.68,189,989,74.90,10.00,1.90,40,0.00,5.22,0.00,2,0.26,0.0,-9.43,4.25,0.00
169714,14.81,13.60,189,985,74.90,10.50,1.89,40,0.00,5.22,0.00,2,0.26,0.0,-9.43,4.28,0.00
169782,14.24,13.60,189,986,74.90,10.50,1.89,40,0.00,5.22,0.00,2,0.26,0.0,-9.43,4.28,0.00
169851,14.47,13.68,189,990,74.90,11.50,1.90,40,0.00,5.08,0.00,2,0.26,0.0,-9.58,4.28,0.00
169920,14.24,13.68,189,996,74.90,10.50,1.91,40,0.00,5.08,0.00,2,0.26,0.0,-9.58,4.28,0.00
169987,14.59,13.68,189,997,74.90,9.50,1.91,40,0.00,5.08,0.00,2,0.26,0.0,-9.58,4.28,0.00
170056,14.59,13.68,189,1006,74.90,10.50,1.93,40,0.00,5.08,0.00,2,0.25,0.0,-9.58,4.20,0.00
170125,14.70,13.68,189,1001,74.90,9.50,1.92,40,0.00,5.08,0.00,2,0.25,0.0,-9.58,4.11,0.00
170193,14.81,13.68,189,1008,74.90,10.50,1.72,40,0.00,4.93,0.00,1,0.24,0.0,-9.72,4.09,0.00
170260,15.04,13.68,189,999,74.90,11.50,1.72,40,0.00,4.93,0.00,1,0.24,0.0,-9.72,4.06,0.00
170330,15.04,13.68,189,998,74.90,11.50,1.71,40,0.00,4.93,0.00,1,0.25,0.0,-9.72,4.11,0.00
170398,15.16,13.68,189,989,74.90,13.00,1.90,40,0.00,4.93,0.00,1,0.26,0.0,-9.72,4.22,0.00
170466,15.16,13.68,189,998,74.90,12.00,1.92,40,0.00,4.93,0.00,1,0.26,0.0,-9.72,4.28,0.00
170535,15.27,13.60,189,1005,74.90,11.50,1.93,40,0.00,4.93,0.00,1,0.25,0.0,-9.72,4.20,0.00
170603,15.50,13.60,189,1012,74.90,10.50,1.73,40,0.00,4.93,0.00,1,0.24,0.0,-9.72,4.09,0.00
170673,15.27,13.68,189,1013,74.90,11.00,1.73,40,0.00,4.93,0.00,1,0.23,0.0,-9.72,3.98,0.00
170740,15.50,13.68,189,1017,74.90,10.50,1.74,40,0.00,4.79,0.00,1,0.24,0.0,-9.87,3.95,0.00
170809,15.16,13.68,189,1005,74.90,12.00,1.72,40,0.00,4.79,0.00,1,0.24,0.0,-9.87,3.95,0.00
170877,15.27,13.68,189,995,74.90,13.50,1.70,40,0.00,4.79,0.00,1,0.22,0.0,-9.87,4.03,0.00
170945,14.93,13.68,189,994,74.90,13.50,1.70,40,0.00,4.79,0.00,1,0.26,0.0,-9.87,4.14,0.00
171014,14.93,13.68,189,985,74.90,14.50,1.89,40,0.00,4.79,0.00,1,0.26,0.0,-9.87,4.22,0.00
171082,14.81,13.68,189,991,74.90,14.00,1.90,40,0.00,4.93,0.00,0,0.25,0.0,-9.72,4.20,0.00
171152,15.04,13.68,189,994,74.90,13.50,1.91,40,0.00,4.93,0.00,0,0.25,0.0,-9.72,4.20,0.00
171219,14.93,13.68,189,1003,74.90,13.00,1.93,40,0.00,4.93,0.00,0,0.23,0.0,-9.72,3.92,0.00
171288,15.04,13.60,189,1012,74.90,11.50,1.73,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.82,0.00
171356,14.81,13.68,189,1016,74.90,11.50,1.73,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.88,0.00
171424,14.93,13.60,189,996,74.90,14.00,1.70,41,0.00,4.79,0.00,0,0.25,0.0,-9.87,3.98,0.00
171493,14.70,13.68,189,997,74.90,14.00,1.70,41,0.00,4.79,0.00,0,0.25,0.0,-9.87,4.11,0.00
171561,14.70,13.60,189,992,74.90,14.50,1.69,41,0.00,4.79,0.00,0,0.28,0.0,-9.87,4.14,0.00
171630,14.70,13.68,189,987,74.90,14.00,1.89,41,0.00,4.79,0.00,0,0.25,0.0,-9.87,4.09,0.00
171699,14.81,13.52,189,998,74.90,13.50,1.70,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,4.00,0.00
171766,14.70,13.68,189,1006,74.90,12.50,1.70,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.91,0.00
171835,14.93,13.60,189,1002,74.90,13.00,1.72,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.78,0.00
171904,14.93,13.60,189,1002,74.90,13.50,1.71,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.75,0.00
171973,14.81,13.60,189,983,74.90,15.50,1.68,41,0.00,4.64,0.00,0,0.24,0.0,-10.01,3.78,0.00
172042,14.81,13.68,189,984,74.90,15.00,1.68,41,0.00,4.64,0.00,0,0.25,0.0,-10.01,3.98,0.00
172109,14.81,13.52,189,978,74.90,15.50,1.88,41,0.00,4.79,0.00,0,0.25,0.0,-9.87,4.09,0.00
172178,14.70,13.68,189,982,74.90,15.00,1.68,41,0.00,4.79,0.00,0,0.25,0.0,-9.87,4.09,0.00
172246,14.70,13.60,189,988,74.90,14.00,1.90,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,4.06,0.00
172316,14.81,13.68,189,993,74.90,13.50,1.69,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.95,0.00
172383,14.81,13.52,189,990,74.90,13.50,1.69,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.80,0.00
172452,15.04,13.68,189,976,74.90,15.50,1.67,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.82,0.00
172520,14.81,13.60,189,972,74.90,15.50,1.66,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.82,0.00
172587,14.81,13.68,189,972,74.90,15.50,1.66,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.91,0.00
172656,14.70,13.60,189,978,74.90,15.00,1.67,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.92,0.00
172724,14.70,13.68,189,970,74.90,15.50,1.66,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.91,0.00
172794,14.59,13.60,189,976,74.90,15.00,1.67,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.91,0.00
172862,14.70,13.60,189,979,74.90,15.50,1.67,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.85,0.00
172930,14.70,13.68,189,982,74.90,14.00,1.68,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.82,0.00
172998,14.70,13.60,189,980,74.90,14.00,1.67,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173067,14.70,13.68,189,984,74.90,15.00,1.68,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173138,14.81,13.68,189,972,74.90,14.50,1.66,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.70,0.00
173206,14.81,13.68,189,970,74.90,15.00,1.66,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173273,14.81,13.68,189,970,74.90,15.00,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173341,14.81,13.68,189,967,74.90,15.50,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.78,0.00
173409,15.04,13.68,189,962,74.90,15.50,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173478,14.93,13.68,189,963,74.90,15.50,1.64,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173546,15.16,13.68,189,963,74.90,15.50,1.64,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.72,0.00
173614,15.16,13.68,189,972,74.90,14.00,1.66,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.70,0.00
173684,15.27,13.68,189,964,74.90,15.00,1.64,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.72,0.00
173751,15.16,13.68,189,966,74.90,14.50,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173820,15.27,13.68,189,971,74.90,14.00,1.66,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
173888,15.04,13.68,189,975,74.90,13.50,1.66,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.72,0.00
173957,15.16,13.68,189,970,74.90,14.00,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.70,0.00
174025,15.16,13.68,189,969,74.90,14.00,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.70,0.00
174093,15.04,13.68,189,958,74.90,15.50,1.63,41,0.00,4.79,0.00,0,0.24,0.0,-9.87,3.72,0.00
174163,15.04,13.68,189,962,74.90,14.50,1.64,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.78,0.00
174231,15.04,13.68,189,966,74.90,14.00,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
174299,15.04,13.68,189,972,74.90,13.50,1.66,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.75,0.00
174368,15.04,13.68,189,970,74.90,14.00,1.66,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.70,0.00
174438,14.81,13.68,189,978,74.90,13.00,1.67,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.70,0.00
174507,14.93,13.60,189,979,74.90,13.00,1.67,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.70,0.00
174572,14.81,13.68,189,976,74.90,13.50,1.67,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.67,0.00
174640,14.81,13.60,189,974,74.90,14.50,1.66,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
174709,14.70,13.68,189,966,74.90,14.00,1.65,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
174777,14.81,13.60,189,960,74.90,15.00,1.65,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.72,0.00
174846,14.70,13.68,189,964,74.90,14.50,1.64,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.75,0.00
174914,14.81,13.60,189,963,74.90,14.50,1.65,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.75,0.00
174983,14.70,13.68,189,966,74.90,14.00,1.65,41,0.00,4.79,0.00,0,0.23,0.0,-9.87,3.72,0.00
175052,14.81,13.60,189,970,74.90,14.50,1.66,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
175120,14.81,13.68,189,971,74.90,13.50,1.66,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
175190,14.81,13.60,189,968,74.90,14.00,1.65,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
175258,14.70,13.68,189,967,74.90,14.00,1.65,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
175326,14.59,13.52,189,970,74.90,13.50,1.65,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
175394,14.70,13.68,189,973,74.90,13.00,1.66,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
175463,14.47,13.60,189,972,74.90,13.00,1.66,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.70,0.00
175531,14.70,13.68,189,969,74.90,13.50,1.65,41,0.00,4.64,0.00,0,0.23,0.0,-10.01,3.67,0.00
175600,14.59,13.60,189,962,74.90,14.00,1.64,41,0.00,4.64,0.00,0,0.30,0.0,-10.01,3.67,0.00
175668,14.70,13.60,189,955,74.90,14.00,2.45,41,0.00,5.08,0.00,0,0.34,0.0,-9.58,5.58,0.00
175739,14.59,13.60,189,972,74.90,13.00,2.49,41,0.00,5.37,0.00,0,0.34,0.0,-9.29,5.67,0.00
175807,14.70,13.68,189,998,74.90,10.50,2.34,41,0.00,5.51,0.00,0,0.32,0.0,-9.14,5.61,0.00
175875,14.24,13.68,189,1019,74.90,8.50,2.39,41,0.00,5.66,0.00,0,0.31,0.0,-9.00,5.54,0.00
175942,13.78,13.60,189,1044,74.90,6.50,2.23,41,0.00,5.66,0.00,0,0.30,0.0,-9.00,5.41,0.00
176010,12.75,13.68,189,1077,74.90,6.00,2.30,41,0.00,5.66,0.00,0,0.31,0.0,-9.00,5.41,0.00
176079,12.63,13.60,189,1066,74.90,6.50,2.05,41,0.00,5.66,0.00,0,0.31,0.0,-9.00,5.41,0.00
176147,12.63,13.60,189,1060,74.90,9.50,2.03,41,0.00,5.66,0.00,0,0.29,0.0,-9.00,5.04,0.00
176216,12.98,13.60,189,1034,74.90,11.00,1.99,41,0.00,5.37,0.00,0,0.28,0.0,-9.00,4.25,0.00
176285,13.44,13.68,189,1015,74.90,12.00,1.97,41,0.00,5.22,0.00,0,0.27,0.0,-9.43,4.11,0.00
176353,13.90,13.68,189,990,74.90,15.00,1.95,41,0.00,5.22,0.00,0,0.27,0.0,-9.43,4.22,0.00
176421,14.13,13.68,189,985,74.90,15.50,1.90,41,0.00,5.22,0.00,0,0.29,0.0,-9.43,4.51,0.00
176490,14.59,13.60,189,974,74.90,16.50,1.87,41,0.00,5.37,0.00,0,0.30,0.0,-9.29,4.75,0.00
176558,14.81,13.68,189,973,74.90,16.50,2.08,41,0.00,5.37,0.00,0,0.30,0.0,-9.29,4.82,0.00
176626,14.81,13.68,189,973,74.90,16.50,1.87,41,0.00,5.37,0.00,0,0.29,0.0,-9.29,4.75,0.00
176695,15.04,13.60,189,972,74.90,16.00,1.87,41,0.00,5.51,0.00,0,0.28,0.0,-9.14,4.63,0.00
176764,15.04,13.68,189,974,74.90,15.50,1.87,41,0.00,5.51,0.00,0,0.28,0.0,-9.14,4.57,0.00
176832,15.04,13.68,189,966,74.90,16.50,1.85,41,0.00,5.51,0.00,0,0.28,0.0,-9.14,4.51,0.00
176899,14.70,13.68,189,960,74.90,17.00,1.84,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.48,0.00
176969,14.70,13.68,189,958,74.90,17.00,1.84,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.57,0.00
177037,14.59,13.68,189,954,74.90,17.00,1.83,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.57,0.00
177107,14.59,13.60,189,952,74.90,17.00,1.83,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.57,0.00
177174,14.36,13.60,189,950,74.90,17.00,1.82,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.51,0.00
177242,14.47,13.60,189,944,74.90,16.50,1.81,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.51,0.00
177311,14.47,13.68,189,946,74.90,17.00,1.82,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.48,0.00
177380,14.59,13.60,189,934,74.90,18.00,1.79,41,0.00,5.51,0.00,0,0.29,0.0,-9.14,4.53,0.00
177447,14.70,13.60,189,939,74.90,17.00,1.80,41,0.00,5.66,0.00,0,0.30,0.0,-9.00,4.60,0.00
177516,14.59,13.60,189,933,74.90,17.50,1.79,41,0.00,5.66,0.00,0,0.29,0.0,-9.00,4.81,0.00
177584,14.70,13.60,189,929,74.90,18.00,1.98,41,0.00,5.66,0.00,0,0.32,0.0,-9.00,4.91,0.00
177653,14.70,13.60,189,922,74.90,17.50,1.97,41,0.00,5.80,0.00,0,0.32,0.0,-9.00,4.91,0.00
177722,14.70,13.60,189,924,74.90,17.50,1.97,41,0.00,5.80,0.00,0,0.32,0.0,-8.85,4.97,0.00
177790,14.70,13.60,189,934,74.90,16.50,1.98,41,0.00,5.80,0.00,0,0.31,0.0,-8.85,4.97,0.00
177858,14.81,13.60,189,939,74.90,15.50,1.99,41,0.00,5.95,0.00,0,0.31,0.0,-8.71,4.94,0.00
177926,14.70,13.68,189,941,74.90,15.50,2.00,41,0.00,5.95,0.00,0,0.31,0.0,-8.71,4.85,0.00
177995,14.70,13.60,189,938,74.90,15.50,2.00,41,0.00,5.95,0.00,0,0.31,0.0,-8.71,4.85,0.00
178063,14.59,13.68,189,941,74.90,15.00,2.01,41,0.00,5.95,0.00,0,0.31,0.0,-8.71,4.88,0.00
178132,14.59,13.52,189,940,74.90,15.00,2.00,41,0.00,5.95,0.00,0,0.32,0.0,-8.71,4.88,0.00
178200,14.59,13.60,189,942,74.90,15.00,2.01,41,0.00,5.95,0.00,0,0.32,0.0,-8.71,4.97,0.00
178269,14.59,13.52,189,932,74.90,15.50,1.99,41,0.00,5.95,0.00,0,0.33,0.0,-8.71,5.04,0.00
178337,14.59,13.60,189,929,74.90,16.00,1.98,41,0.00,5.95,0.00,0,0.33,0.0,-8.71,5.07,0.00
178405,14.59,13.52,189,922,74.90,16.50,1.97,41,0.00,5.95,0.00,0,0.33,0.0,-8.71,5.10,0.00
178473,14.70,13.60,189,926,74.90,16.00,1.98,41,0.00,5.95,0.00,0,0.33,0.0,-8.71,5.13,0.00
178543,14.81,13.52,189,926,74.90,16.00,1.97,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.16,0.00
178612,14.81,13.60,189,938,74.90,15.00,2.00,41,0.00,6.09,0.00,0,0.34,0.0,-8.56,5.22,0.00
178679,14.70,13.52,189,944,74.90,14.50,2.01,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.22,0.00
178748,14.81,13.60,189,947,74.90,13.00,2.02,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.19,0.00
178816,14.70,13.52,189,952,74.90,13.00,2.03,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.16,0.00
178885,14.70,13.52,189,956,74.90,12.50,2.04,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.07,0.00
178953,14.70,13.60,189,960,74.90,12.00,2.05,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.10,0.00
179022,14.47,13.52,189,957,74.90,12.50,2.04,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.10,0.00
179091,14.59,13.60,189,955,74.90,13.00,2.04,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.13,0.00
179159,14.59,13.52,189,952,74.90,14.00,2.03,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.13,0.00
179227,14.70,13.68,189,947,74.90,13.50,2.02,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.19,0.00
179296,14.70,13.60,189,946,74.90,14.00,2.02,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.16,0.00
179364,14.81,13.68,189,950,74.90,13.00,2.02,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.16,0.00
179432,14.81,13.52,189,951,74.90,13.00,2.03,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.19,0.00
179502,14.93,13.60,189,948,74.90,12.50,2.03,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.19,0.00
179570,14.81,13.52,189,948,74.90,14.00,2.02,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.13,0.00
179637,14.81,13.60,189,946,74.90,14.00,2.02,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.13,0.00
179706,14.81,13.60,189,948,74.90,14.00,2.02,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.13,0.00
179775,14.81,13.60,189,944,74.90,14.00,2.01,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.13,0.00
179843,14.81,13.60,189,950,74.90,13.50,2.03,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.19,0.00
179912,14.93,13.68,189,949,74.90,14.00,2.02,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.19,0.00
179981,14.81,13.60,189,955,74.90,13.00,2.04,41,0.00,6.09,0.00,0,0.33,0.0,-8.56,5.19,0.00
180048,14.81,13.68,189,950,74.90,13.50,2.03,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.19,0.00
180116,14.81,13.68,189,956,74.90,13.00,2.04,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.16,0.00
180185,14.93,13.60,189,956,74.90,13.00,2.04,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.13,0.00
180254,14.81,13.68,189,960,74.90,13.00,2.05,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.19,0.00
180323,14.93,13.60,189,962,74.90,13.00,2.05,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.19,0.00
180390,14.93,13.60,189,957,74.90,13.00,2.04,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.13,0.00
180460,15.16,13.60,189,949,74.90,14.00,2.02,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.16,0.00
180528,14.93,13.60,189,956,74.90,13.00,2.04,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.13,0.00
180597,14.93,13.60,189,960,74.90,12.50,2.05,41,0.00,6.09,0.00,0,0.32,0.0,-8.56,5.13,0.00
