Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
17789,14.59,13.68,189,1068,74.90,22.00,1.59,39,0.00,4.06,0.00,0,-10.59,3.78,0.00
17849,14.70,13.68,189,1061,74.90,22.00,1.58,39,0.00,4.06,0.00,0,-10.59,3.78,0.00
17908,14.70,13.68,189,1063,74.90,22.00,1.81,39,0.00,4.21,0.00,0,-10.45,3.78,0.00
17967,14.70,13.68,189,1062,74.90,22.00,1.81,39,0.00,4.21,0.00,0,-10.45,3.78,0.00
18026,14.70,13.68,189,1059,74.90,22.00,1.81,39,0.00,4.21,0.00,0,-10.45,3.72,0.00
18086,14.70,13.68,189,1059,74.90,22.00,1.58,39,0.00,4.21,0.00,0,-10.45,3.72,0.00
18145,14.81,13.76,189,1046,74.90,22.00,1.79,39,0.00,4.21,0.00,0,-10.45,3.72,0.00
18204,14.81,13.68,189,1040,74.90,22.00,1.78,39,0.00,4.21,0.00,0,-10.45,3.72,0.00
18263,14.81,13.68,189,1038,74.90,22.00,1.77,39,0.00,4.21,0.00,0,-10.45,3.72,0.00
18323,15.04,13.68,189,1035,74.90,22.00,1.77,39,0.00,4.21,0.00,0,-10.45,3.69,0.00
18381,14.93,13.76,189,1044,74.90,22.00,1.56,39,0.00,4.21,0.00,0,-10.45,3.62,0.00
18441,14.93,13.76,189,1036,74.90,22.00,1.55,39,0.00,4.21,0.00,0,-10.45,3.62,0.00
18500,14.93,13.76,189,1040,74.90,21.00,1.55,39,0.00,4.21,0.00,0,-10.45,3.60,0.00
18560,15.04,13.76,189,1038,74.90,21.00,1.55,39,0.00,4.21,0.00,0,-10.45,3.59,0.00
18619,14.93,13.68,189,1081,74.90,22.00,1.55,39,0.00,4.21,0.00,0,-10.45,3.62,0.00
18678,14.93,13.76,189,1017,74.90,22.00,1.74,39,0.00,4.21,0.00,0,-10.45,3.62,0.00
18737,14.93,13.76,189,1006,74.90,22.00,1.72,39,0.00,4.21,0.00,0,-10.45,3.62,0.00
18796,15.04,13.76,189,1003,74.90,22.00,1.71,39,0.00,4.21,0.00,0,-10.45,3.67,0.00
18855,15.04,13.76,189,1006,74.90,22.00,1.72,39,0.00,4.21,0.00,0,-10.45,3.65,0.00
18915,15.04,13.68,189,1001,74.90,22.00,1.71,39,0.00,4.21,0.00,0,-10.45,3.65,0.00
18974,15.04,13.76,189,1009,74.90,20.50,1.72,39,0.00,4.35,0.00,0,-10.30,3.65,0.00
19033,15.04,13.76,189,1007,74.90,20.00,1.72,39,0.00,4.35,0.00,0,-10.30,3.65,0.00
19094,15.04,13.76,189,1003,74.90,20.00,1.71,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19152,15.04,13.76,189,998,74.90,20.50,1.70,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19211,14.93,13.76,189,1004,74.90,19.50,1.70,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19270,14.93,13.76,189,1004,74.90,20.00,1.71,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19330,14.81,13.76,189,990,74.90,20.50,1.69,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19390,14.81,13.76,189,983,74.90,20.00,1.68,39,0.00,4.35,0.00,0,-10.30,3.62,0.00
19448,14.81,13.68,189,984,74.90,20.00,1.68,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19508,14.81,13.76,189,977,74.90,20.00,1.67,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19568,14.70,13.68,189,976,74.90,20.00,1.67,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19626,14.81,13.76,189,974,74.90,20.00,1.66,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19686,14.70,13.68,189,976,74.90,19.50,1.67,39,0.00,4.35,0.00,0,-10.30,3.60,0.00
19745,14.70,13.68,189,974,74.90,19.50,1.66,39,0.00,4.50,0.00,0,-10.16,3.60,0.00
19805,14.81,13.76,189,970,74.90,19.00,1.66,39,0.00,4.50,0.00,0,-10.16,3.60,0.00
19863,14.70,13.68,189,966,74.90,19.00,1.66,39,0.00,4.50,0.00,0,-10.16,3.62,0.00
19923,14.81,13.68,189,966,74.90,18.00,1.65,39,0.00,4.50,0.00,0,-10.16,3.62,0.00
19982,14.81,13.68,189,971,74.90,18.50,1.66,39,0.00,4.50,0.00,0,-10.16,3.62,0.00
20042,14.70,13.76,189,968,74.90,17.50,1.65,39,0.00,4.50,0.00,0,-10.16,3.60,0.00
20100,14.70,13.68,189,971,74.90,17.50,1.66,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20160,14.70,13.68,189,967,74.90,17.50,1.65,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20219,14.70,13.68,189,963,74.90,18.00,1.64,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20279,14.70,13.76,189,955,74.90,18.50,1.63,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20337,14.70,13.68,189,954,74.90,18.50,1.63,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20397,14.70,13.68,189,945,74.90,18.50,1.61,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20456,14.59,13.68,189,944,74.90,18.50,1.61,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20515,14.59,13.68,189,939,74.90,19.00,1.61,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20574,14.59,13.76,189,939,74.90,18.00,1.60,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20634,14.70,13.68,189,944,74.90,17.00,1.61,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20694,14.47,13.68,189,951,74.90,16.50,1.62,39,0.00,4.64,0.00,0,-10.01,3.58,0.00
20753,14.59,13.68,189,950,74.90,16.50,1.62,39,0.00,4.64,0.00,0,-10.01,3.55,0.00
20812,14.47,13.76,189,949,74.90,16.50,1.62,39,0.00,4.64,0.00,0,-10.01,3.58,0.00
20871,14.70,13.68,189,941,74.90,17.50,1.61,39,0.00,4.50,0.00,0,-10.16,3.58,0.00
20931,14.59,13.76,189,936,74.90,17.50,1.60,39,0.00,4.64,0.00,0,-10.01,3.58,0.00
20991,14.59,13.76,189,938,74.90,17.50,1.60,39,0.00,4.64,0.00,0,-10.01,3.58,0.00
21050,14.70,13.68,189,942,74.90,16.50,1.61,39,0.00,4.64,0.00,0,-10.01,3.62,0.00
21109,14.59,13.68,189,944,74.90,16.50,1.61,39,0.00,4.64,0.00,0,-10.01,3.60,0.00
21168,14.81,13.68,189,944,74.90,17.00,1.61,39,0.00,4.64,0.00,0,-10.01,3.60,0.00
21227,14.70,13.68,189,936,74.90,17.00,1.60,39,0.00,4.64,0.00,0,-10.01,3.58,0.00
21287,14.81,13.68,189,931,74.90,16.50,1.59,39,0.00,4.64,0.00,0,-10.01,3.58,0.00
21346,14.70,13.68,189,934,74.90,16.50,1.59,39,0.00,4.64,0.00,0,-10.01,3.62,0.00
21405,14.93,13.68,189,935,74.90,16.50,1.60,39,0.00,4.64,0.00,0,-10.01,3.62,0.00
21464,14.70,13.68,189,928,74.90,17.00,1.58,39,0.00,4.64,0.00,0,-10.01,3.63,0.00
21524,14.81,13.68,189,930,74.90,17.50,1.59,39,0.00,4.64,0.00,0,-10.01,3.65,0.00
21583,14.81,13.68,189,938,74.90,16.50,1.60,39,0.00,4.64,0.00,0,-10.01,3.67,0.00
21643,14.81,13.68,189,938,74.90,15.50,1.60,39,0.00,4.64,0.00,0,-10.01,3.67,0.00
21702,14.70,13.76,189,945,74.90,14.00,1.61,39,0.00,4.64,0.00,0,-10.01,3.65,0.00
21762,14.81,13.76,189,948,74.90,14.00,1.61,39,0.00,4.64,0.00,0,-10.01,3.62,0.00
21820,14.81,13.68,189,948,74.90,14.00,1.62,39,0.00,4.64,0.00,0,-10.01,3.62,0.00
21880,14.70,13.68,189,949,74.90,14.00,1.62,39,0.00,4.64,0.00,0,-10.01,3.65,0.00
21939,14.70,13.76,189,944,74.90,14.50,1.61,39,0.00,4.64,0.00,0,-10.01,3.62,0.00
22000,14.70,13.68,189,942,74.90,14.50,1.61,39,0.00,4.64,0.00,0,-10.01,3.67,0.00
22057,14.70,13.76,189,930,74.90,15.50,1.59,39,0.00,4.64,0.00,0,-10.01,3.67,0.00
22117,14.70,13.68,189,934,74.90,15.00,1.59,39,0.00,4.64,0.00,0,-10.01,3.69,0.00
22176,14.70,13.76,189,933,74.90,15.00,1.59,39,0.00,4.64,0.00,0,-10.01,3.78,0.00
22235,14.70,13.76,189,939,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22295,14.70,13.68,189,939,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22353,14.70,13.68,189,942,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22413,14.70,13.68,189,942,74.90,14.50,1.61,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22472,14.70,13.68,189,936,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22531,14.81,13.68,189,935,74.90,14.50,1.60,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22591,14.70,13.76,189,931,74.90,14.50,1.59,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22650,14.81,13.68,189,937,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22709,14.81,13.68,189,938,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.80,0.00
22769,14.81,13.68,189,942,74.90,13.00,1.61,39,0.00,4.79,0.00,0,-9.87,3.80,0.00
22829,14.70,13.68,189,937,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.78,0.00
22888,14.70,13.68,189,939,74.90,13.50,1.60,39,0.00,4.79,0.00,0,-9.87,3.80,0.00
22946,14.81,13.60,189,932,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.80,0.00
23006,14.70,13.68,189,932,74.90,13.50,1.59,39,0.00,4.79,0.00,0,-9.87,3.82,0.00
23065,14.81,13.60,189,932,74.90,14.00,1.59,39,0.00,4.79,0.00,0,-9.87,3.82,0.00
23125,14.70,13.68,189,934,74.90,14.00,1.59,39,0.00,4.79,0.00,0,-9.87,3.82,0.00
23184,14.81,13.60,189,932,74.90,14.00,1.59,39,0.00,4.79,0.00,0,-9.87,3.80,0.00
23243,14.70,13.68,189,936,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.82,0.00
23302,14.81,13.60,189,929,74.90,14.50,1.59,39,0.00,4.79,0.00,0,-9.87,3.82,0.00
23362,14.70,13.68,189,932,74.90,14.00,1.59,39,0.00,4.79,0.00,0,-9.87,3.85,0.00
23421,14.81,13.60,189,931,74.90,14.00,1.59,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23481,14.70,13.68,189,937,74.90,14.00,1.60,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23539,14.70,13.68,189,942,74.90,13.00,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23600,14.81,13.60,189,944,74.90,13.00,1.61,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
23658,14.70,13.68,189,942,74.90,13.50,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23717,14.81,13.68,189,942,74.90,12.50,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23777,14.70,13.76,189,951,74.90,13.00,1.62,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23836,14.81,13.68,189,947,74.90,13.00,1.62,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23895,14.70,13.68,189,948,74.90,13.00,1.62,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
23954,14.81,13.68,189,941,74.90,14.00,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
24014,14.70,13.68,189,946,74.90,13.00,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
24073,14.81,13.60,189,941,74.90,14.00,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
24134,14.81,13.60,189,944,74.90,14.00,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
24192,14.81,13.68,189,941,74.90,14.00,1.61,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
24251,14.81,13.68,189,946,74.90,13.00,1.61,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
24310,14.81,13.68,189,946,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
24369,14.81,13.60,189,946,74.90,13.00,1.61,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24428,14.81,13.68,189,951,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24487,14.70,13.68,189,948,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24558,14.81,13.68,189,953,74.90,13.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24606,14.70,13.60,189,950,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24666,14.81,13.68,189,955,74.90,12.50,1.63,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
24724,14.70,13.68,189,952,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24785,14.70,13.68,189,956,74.90,12.50,1.63,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24843,14.81,13.68,189,952,74.90,13.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24903,14.70,13.68,189,954,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
24962,14.81,13.68,189,954,74.90,12.50,1.63,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
25022,14.70,13.68,189,958,74.90,12.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
25081,14.81,13.68,189,955,74.90,13.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
25140,14.70,13.68,189,958,74.90,13.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
25200,14.81,13.68,189,946,74.90,14.00,1.61,39,0.00,4.79,0.00,0,-9.87,3.88,0.00
25259,14.81,13.68,189,947,74.90,14.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
25319,14.93,13.68,189,942,74.90,14.50,1.61,39,0.00,4.79,0.00,0,-9.87,3.91,0.00
25378,14.93,13.68,189,948,74.90,14.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
25437,14.81,13.68,189,946,74.90,14.00,1.61,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
25496,14.93,13.68,189,942,74.90,14.50,1.61,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
25555,14.81,13.68,189,942,74.90,14.00,1.61,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
25615,14.93,13.68,189,948,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
25674,14.81,13.68,189,956,74.90,13.50,1.63,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
25733,14.93,13.68,189,951,74.90,13.50,1.62,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
25793,14.81,13.68,189,952,74.90,13.50,1.63,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
25851,14.93,13.68,189,944,74.90,14.50,1.61,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
25912,14.93,13.68,189,950,74.90,14.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
25971,14.81,13.68,189,951,74.90,13.50,1.62,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
26030,14.81,13.68,189,953,74.90,13.50,1.63,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
26088,14.93,13.68,189,956,74.90,13.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
26147,14.93,13.68,189,958,74.90,13.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
26208,14.93,13.68,189,958,74.90,13.50,1.63,39,0.00,4.93,0.00,0,-9.72,3.91,0.00
26266,14.81,13.68,189,951,74.90,13.00,1.62,39,0.00,4.93,0.00,0,-9.72,3.88,0.00
26326,14.93,13.68,189,957,74.90,13.00,1.63,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
26384,14.81,13.60,189,959,74.90,13.00,1.64,39,0.00,4.93,0.00,0,-9.72,3.93,0.00
26445,14.93,13.68,189,960,74.90,13.00,1.64,40,0.00,4.93,0.00,0,-9.72,3.93,0.00
26504,14.81,13.60,189,952,74.90,14.00,1.62,40,0.00,4.93,0.00,0,-9.72,3.91,0.00
26563,14.93,13.68,189,956,74.90,13.00,1.63,40,0.00,4.93,0.00,0,-9.72,3.93,0.00
26622,14.93,13.68,189,952,74.90,13.50,1.63,40,0.00,4.93,0.00,0,-9.72,3.91,0.00
26682,14.81,13.60,189,951,74.90,13.00,1.62,40,0.00,4.79,0.00,0,-9.87,3.88,0.00
26741,14.93,13.68,189,952,74.90,14.00,1.62,40,0.00,4.79,0.00,0,-9.87,3.85,0.00
26799,14.81,13.60,189,952,74.90,14.00,1.63,40,0.00,4.79,0.00,0,-9.87,3.85,0.00
26859,15.04,13.68,189,949,74.90,13.50,1.62,40,0.00,4.79,0.00,0,-9.87,3.85,0.00
26919,14.81,13.52,189,954,74.90,14.00,1.63,40,0.00,4.79,0.00,0,-9.87,3.82,0.00
26977,14.93,13.68,189,947,74.90,14.00,1.62,40,0.00,4.79,0.00,0,-9.87,3.85,0.00
27036,14.81,13.60,189,949,74.90,14.00,1.62,40,0.00,4.79,0.00,0,-9.87,3.88,0.00
27097,14.81,13.68,189,951,74.90,14.00,1.62,40,0.00,4.79,0.00,0,-9.87,3.88,0.00
27155,14.81,13.60,189,956,74.90,13.50,1.63,40,0.00,4.79,0.00,0,-9.87,3.82,0.00
27214,14.81,13.68,189,955,74.90,13.50,1.63,40,0.00,4.93,0.00,0,-9.72,3.80,0.00
27273,14.81,13.68,189,959,74.90,13.00,1.64,40,0.00,4.93,0.00,0,-9.72,3.80,0.00
27333,14.81,13.68,189,952,74.90,14.00,1.64,40,0.00,5.08,0.00,0,-9.58,3.80,0.00
27392,14.81,13.68,189,946,74.90,14.50,1.62,40,0.00,5.08,0.00,0,-9.58,3.78,0.00
27451,14.81,13.60,189,946,74.90,14.00,1.61,40,0.00,5.08,0.00,0,-9.58,3.78,0.00
27511,14.81,13.68,189,957,74.90,13.00,1.63,40,0.00,5.08,0.00,0,-9.58,3.82,0.00
27570,15.04,13.60,189,963,74.90,13.50,1.64,40,0.00,4.93,0.00,0,-9.72,3.82,0.00
27629,15.04,13.68,189,955,74.90,13.50,1.63,40,0.00,4.93,0.00,0,-9.72,3.82,0.00
27689,15.27,13.68,189,962,74.90,13.00,1.64,40,0.00,4.93,0.00,0,-9.72,3.82,0.00
27747,15.27,13.68,189,963,74.90,13.00,1.64,40,0.00,4.93,0.39,0,-9.72,3.88,0.00
27808,15.73,13.68,189,967,74.90,12.50,1.86,40,0.00,4.93,0.78,0,-9.72,4.14,0.00
27866,15.73,13.68,189,964,74.90,14.00,2.26,40,0.00,5.08,1.57,0,-9.58,4.72,0.00
27927,15.62,13.68,189,978,74.90,14.00,2.50,40,0.00,5.22,1.96,0,-9.43,5.41,0.00
27985,15.85,13.76,189,1008,74.90,15.00,2.50,40,0.00,5.51,1.96,0,-9.14,5.90,0.00
28045,15.62,13.68,189,1008,74.90,16.00,2.58,40,0.00,5.80,1.96,0,-8.85,5.90,0.00
28104,15.62,13.68,189,1058,74.90,16.50,2.48,40,0.00,5.80,2.35,0,-8.85,5.94,0.00
28164,15.27,13.68,189,1096,74.90,18.50,2.57,40,0.00,5.80,2.75,0,-8.85,5.96,0.00
28222,14.24,13.76,189,1167,74.90,18.50,2.49,40,0.00,5.80,3.14,0,-8.85,6.29,0.00
28282,14.13,13.68,189,1207,74.90,19.50,2.58,40,0.00,5.95,3.53,0,-8.71,6.62,0.00
28340,12.98,13.68,189,1262,74.90,22.00,2.69,40,0.00,6.09,3.53,0,-8.56,7.10,0.00
28400,13.09,13.68,189,1316,74.90,23.00,2.81,40,0.00,5.95,3.53,0,-8.71,7.29,0.00
28460,13.67,13.68,189,1355,74.90,23.50,2.89,40,0.00,5.95,3.53,0,-8.71,7.37,0.00
28519,13.67,13.68,189,1411,74.90,25.00,2.87,40,0.00,5.95,3.53,0,-8.71,7.41,0.00
28578,14.36,13.76,189,1438,74.90,25.50,3.01,40,0.00,5.80,3.53,0,-8.85,7.41,0.00
28638,14.70,13.68,189,1414,74.90,26.00,3.07,40,0.00,5.66,3.53,0,-9.00,7.41,0.00
28697,15.16,13.68,189,1478,74.90,26.00,3.15,40,0.00,5.66,3.53,0,-9.00,7.41,0.00
28756,15.50,13.68,189,1510,74.90,27.00,3.22,40,0.00,5.66,3.53,0,-9.00,7.50,0.00
28814,15.73,13.76,189,1527,74.90,27.50,3.26,40,0.00,5.51,3.53,0,-9.14,7.50,0.00
28875,15.50,13.68,189,1560,74.90,27.50,3.33,40,0.00,5.51,3.53,0,-9.14,7.41,0.00
28933,15.39,13.76,189,1579,74.90,28.00,3.03,40,0.00,5.37,3.53,0,-9.29,7.46,0.00
28994,15.16,13.68,189,1574,74.90,28.00,3.02,40,0.00,5.37,3.53,0,-9.29,7.46,0.00
29052,15.04,13.68,189,1559,74.90,27.50,2.99,40,0.00,5.37,3.53,0,-9.29,7.46,0.00
29113,15.16,13.68,189,1541,74.90,27.00,3.29,40,0.00,5.37,3.53,0,-9.29,7.46,0.00
29172,15.16,13.68,189,1505,74.90,26.50,3.35,40,0.00,5.37,3.53,0,-9.29,7.50,0.00
29231,15.16,13.68,189,1528,74.90,26.00,3.21,40,0.00,5.37,3.53,0,-9.29,7.54,0.00
29290,15.27,13.68,189,1464,74.90,25.50,3.12,40,0.00,5.51,3.53,0,-9.14,7.54,0.00
29349,15.16,13.68,189,1446,74.90,25.00,3.08,40,0.00,5.51,3.53,0,-9.14,7.46,0.00
29409,14.93,13.68,189,1410,74.90,24.50,3.31,40,0.00,5.51,3.53,0,-9.14,7.57,0.00
29467,14.81,13.68,189,1390,74.90,24.50,3.26,40,0.00,5.51,3.53,0,-9.14,7.54,0.00
29528,14.70,13.76,189,1358,74.90,23.50,3.19,40,0.00,5.66,3.53,0,-9.00,7.62,0.00
29587,14.59,13.68,189,1346,74.90,23.50,3.16,40,0.00,5.66,3.92,0,-9.00,7.54,0.00
29646,14.36,13.68,189,1320,74.90,23.00,3.10,40,0.00,5.80,3.53,0,-8.85,7.50,0.00
29705,14.24,13.68,189,1304,74.90,22.50,3.06,40,0.00,5.80,3.92,0,-8.85,7.54,0.00
29764,14.24,13.68,189,1292,74.90,22.50,3.03,40,0.00,5.95,3.92,0,-8.71,7.54,0.00
29824,14.47,13.76,189,1273,74.90,22.50,3.14,40,0.00,5.95,3.92,0,-8.71,7.62,0.00
29883,14.47,13.68,189,1265,74.90,22.00,2.99,40,0.00,6.09,3.92,0,-8.56,7.62,0.00
29943,14.36,13.68,189,1265,74.90,22.00,2.97,40,0.00,6.09,3.92,0,-8.56,7.62,0.00
30001,14.36,13.68,189,1248,74.90,21.50,2.93,40,0.00,6.09,3.92,0,-8.56,7.66,0.00
30061,14.36,13.68,189,1244,74.90,21.50,2.92,40,0.00,6.24,3.92,0,-8.42,7.66,0.00
30120,14.13,13.68,189,1242,74.90,21.50,2.91,40,0.00,6.24,3.92,0,-8.42,7.70,0.00
30179,14.01,13.68,189,1230,74.90,21.50,2.89,40,0.00,6.38,3.92,0,-8.27,7.74,0.00
30239,14.13,13.68,189,1232,74.90,21.50,3.15,40,0.00,6.38,3.92,0,-8.27,7.82,0.00
30298,14.01,13.68,189,1236,74.90,21.50,2.90,40,0.00,6.53,3.92,0,-8.13,7.74,0.00
30358,14.24,13.68,189,1228,74.90,21.00,3.14,40,0.00,6.53,3.92,0,-8.13,7.82,0.00
30416,14.24,13.68,189,1236,74.90,21.00,3.17,40,0.00,6.67,3.92,0,-7.98,7.86,0.00
30475,14.36,13.68,189,1238,74.90,21.50,3.17,40,0.00,6.67,3.92,0,-7.98,7.82,0.00
30536,14.24,13.68,189,1232,74.90,21.50,3.17,40,0.00,6.67,3.92,0,-7.98,7.98,0.00
30595,14.59,13.68,189,1232,74.90,21.50,3.15,40,0.00,6.67,3.92,0,-7.98,7.98,0.00
30654,14.70,13.68,189,1243,74.90,21.50,3.18,40,0.00,6.67,3.92,0,-7.98,7.94,0.00
30714,14.70,13.68,189,1241,74.90,21.50,3.18,40,0.00,6.67,3.92,0,-7.98,7.90,0.00
30773,14.81,13.68,189,1241,74.90,21.50,3.18,40,0.00,6.67,3.92,0,-7.98,7.90,0.00
30833,14.93,13.68,189,1255,74.90,22.00,3.21,40,0.00,6.67,3.92,0,-7.98,7.90,0.00
30892,14.81,13.68,189,1252,74.90,22.00,3.21,40,0.00,6.67,3.92,0,-7.98,7.90,0.00
30951,14.93,13.68,189,1256,74.90,22.00,3.22,40,0.00,6.67,3.92,0,-7.98,7.90,0.00
31009,14.93,13.68,189,1270,74.90,22.50,3.25,40,0.00,6.67,3.92,0,-7.98,7.86,0.00
31070,15.04,13.68,189,1266,74.90,22.00,3.24,40,0.00,6.67,3.92,0,-7.98,7.94,0.00
31129,14.93,13.68,189,1269,74.90,22.50,3.24,40,0.00,6.67,3.92,0,-7.98,7.94,0.00
31188,14.93,13.68,189,1269,74.90,22.50,3.25,40,0.00,6.53,3.92,0,-8.13,7.94,0.00
31248,15.04,13.68,189,1272,74.90,22.50,3.26,40,0.00,6.53,3.92,0,-8.13,7.90,0.00
31307,14.93,13.68,189,1271,74.90,22.50,3.25,40,0.00,6.53,3.92,1,-8.13,7.90,0.00
31366,14.93,13.68,189,1276,74.90,22.50,2.99,40,0.00,6.53,3.92,1,-8.13,7.86,0.00
31425,15.04,13.68,189,1274,74.90,22.50,3.26,40,0.00,6.53,3.92,1,-8.13,7.90,0.00
31484,15.04,13.68,189,1288,74.90,22.50,3.30,40,0.00,6.53,3.92,1,-8.13,7.86,0.00
31544,14.93,13.76,189,1291,74.90,22.50,3.03,40,0.00,6.53,3.92,1,-8.13,7.86,0.00
31605,14.93,13.68,189,1288,74.90,22.50,3.02,40,0.00,6.38,3.92,1,-8.27,7.86,0.00
31663,14.93,13.68,189,1296,74.90,22.50,3.04,40,0.00,6.38,3.92,1,-8.27,7.78,0.00
31722,14.93,13.76,189,1292,74.90,22.50,3.04,40,0.00,6.38,3.92,1,-8.27,7.82,0.00
31781,14.81,13.68,189,1296,74.90,22.50,3.03,40,0.00,6.38,3.92,1,-8.27,7.82,0.00
31840,14.81,13.76,189,1296,74.90,22.50,3.04,40,0.00,6.38,3.92,1,-8.27,7.82,0.00
31900,14.93,13.68,189,1297,74.90,22.50,3.04,40,0.00,6.38,3.92,1,-8.27,7.82,0.00
31960,14.93,13.76,189,1289,74.90,22.50,3.03,40,0.00,6.38,3.92,1,-8.27,7.82,0.00
32019,14.81,13.68,189,1293,74.90,22.50,3.03,40,0.00,6.38,3.92,1,-8.27,7.78,0.00
32078,14.93,13.68,189,1282,74.90,22.50,3.01,40,0.00,6.38,3.92,1,-8.27,7.86,0.00
32138,14.93,13.68,189,1286,74.90,22.50,3.02,40,0.00,6.38,3.92,1,-8.27,7.82,0.00
32197,14.81,13.76,189,1274,74.90,22.50,3.26,40,0.00,6.38,3.92,1,-8.27,7.90,0.00
