Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
302436,14.59,13.68,187,944,74.90,14.50,1.61,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
302495,14.70,13.60,187,943,74.90,15.00,1.61,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
302554,14.70,13.60,187,949,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
302613,14.59,13.76,187,948,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
302672,14.70,13.68,187,950,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
302732,14.70,13.68,187,950,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
302791,14.81,13.68,187,952,74.90,13.50,1.62,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
302849,14.70,13.68,187,954,74.90,14.00,1.63,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
302909,14.81,13.68,187,948,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
302969,14.70,13.68,187,944,74.90,14.50,1.61,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
303028,14.81,13.68,187,944,74.90,14.50,1.61,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
303087,14.81,13.68,187,947,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
303146,14.93,13.68,187,944,74.90,14.50,1.61,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
303206,14.93,13.68,187,949,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
303265,14.81,13.68,187,950,74.90,14.00,1.62,39,0.00,4.79,0.00,10,-9.87,3.70,0.00
303325,14.81,13.68,187,952,74.90,13.50,1.62,39,0.00,4.79,0.00,10,-9.87,3.72,0.00
303384,14.93,13.68,187,952,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
303443,14.81,13.68,187,954,74.90,13.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
303502,14.93,13.68,187,958,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
303562,14.81,13.68,187,954,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
303621,14.81,13.68,187,954,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
303680,14.70,13.68,187,952,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
303739,14.81,13.68,187,956,74.90,13.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
303799,14.81,13.68,187,957,74.90,13.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
303858,14.81,13.68,187,965,74.90,12.50,1.54,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
303917,14.81,13.68,187,963,74.90,12.50,1.65,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
303977,14.81,13.68,187,963,74.90,12.50,1.64,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
304036,14.93,13.68,187,955,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
304095,14.81,13.68,187,957,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
304155,14.93,13.68,187,957,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
304214,14.81,13.76,187,958,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
304273,15.04,13.68,187,952,74.90,14.00,1.62,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
304332,14.81,13.68,187,956,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
304394,15.04,13.68,187,950,74.90,14.00,1.62,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
304451,15.04,13.68,187,956,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
304510,14.93,13.68,187,956,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
304569,15.04,13.68,187,896,74.90,13.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
304629,14.93,13.68,187,960,74.90,14.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
304688,15.04,13.68,187,956,74.90,13.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
304748,15.04,13.68,187,966,74.90,13.00,1.65,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
304806,14.93,13.68,187,963,74.90,13.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
304866,15.04,13.68,187,964,74.90,13.00,1.65,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
304925,14.93,13.68,187,954,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
304984,15.04,13.68,187,958,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
305044,14.93,13.68,187,954,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305103,14.93,13.68,187,956,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.72,0.00
305162,15.04,13.68,187,959,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
305222,14.81,13.68,187,902,74.90,13.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
305281,14.93,13.68,187,966,74.90,14.00,1.65,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
305340,14.81,13.68,187,953,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
305400,14.93,13.68,187,959,74.90,13.50,1.64,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305459,14.81,13.68,187,954,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
305519,14.93,13.68,187,956,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305577,14.81,13.68,187,960,74.90,13.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305636,14.81,13.68,187,952,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305696,14.81,13.68,187,952,74.90,14.00,1.62,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305755,14.81,13.68,187,953,74.90,14.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305814,14.93,13.68,187,957,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305874,14.81,13.68,187,957,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305933,14.93,13.68,187,960,74.90,13.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
305992,14.81,13.60,187,963,74.90,14.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.70,0.00
306052,14.93,13.68,187,955,74.90,14.00,1.63,39,0.00,4.64,0.00,9,-10.01,3.70,0.00
306111,14.81,13.60,187,954,74.90,14.00,1.63,39,0.00,4.64,0.00,9,-10.01,3.70,0.00
306170,14.93,13.68,187,959,74.90,13.50,1.64,39,0.00,4.64,0.00,9,-10.01,3.70,0.00
306229,14.93,13.60,187,960,74.90,13.50,1.64,39,0.00,4.64,0.00,9,-10.01,3.70,0.00
306289,14.93,13.68,187,955,74.90,14.00,1.63,39,0.00,4.64,0.00,9,-10.01,3.67,0.00
306348,14.93,13.68,187,959,74.90,13.50,1.64,39,0.00,4.64,0.00,9,-10.01,3.70,0.00
306407,14.93,13.60,187,953,74.90,14.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
306467,14.81,13.68,187,896,74.90,13.00,1.63,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
306526,14.93,13.60,187,960,74.90,13.50,1.64,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
306585,14.81,13.68,187,960,74.90,13.00,1.64,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
306645,14.93,13.68,187,964,74.90,14.00,1.65,39,0.00,4.79,0.00,8,-9.87,3.67,0.00
306704,14.81,13.68,187,956,74.90,14.00,1.63,39,0.00,4.79,0.00,8,-9.87,3.67,0.00
306762,14.81,13.60,187,962,74.90,13.00,1.64,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
306823,14.81,13.68,187,952,74.90,14.00,1.62,39,0.00,4.79,0.00,8,-9.87,3.67,0.00
306882,14.93,13.68,187,950,74.90,13.50,1.62,39,0.00,4.79,0.00,8,-9.87,3.67,0.00
306942,14.93,13.68,187,956,74.90,14.00,1.63,39,0.00,4.79,0.00,8,-9.87,3.67,0.00
307001,14.70,13.68,187,953,74.90,14.00,1.63,39,0.00,4.79,0.00,8,-9.87,3.65,0.00
307059,14.81,13.60,187,951,74.90,14.00,1.63,39,0.00,4.79,0.00,8,-9.87,3.65,0.00
307118,14.70,13.68,187,951,74.90,14.00,1.62,39,0.00,4.79,0.00,9,-9.87,3.65,0.00
307178,14.81,13.68,187,954,74.90,13.50,1.63,39,0.00,4.79,0.00,9,-9.87,3.65,0.00
307237,14.70,13.68,187,959,74.90,13.50,1.64,39,0.00,4.79,0.00,9,-9.87,3.67,0.00
307296,14.81,13.68,187,958,74.90,13.50,1.63,39,0.00,4.64,0.00,9,-10.01,3.65,0.00
307355,14.70,13.68,187,963,74.90,13.00,1.64,39,0.00,4.64,0.00,9,-10.01,3.67,0.00
307415,14.81,13.68,187,960,74.90,13.50,1.64,39,0.00,4.64,0.00,9,-10.01,3.65,0.00
307474,14.81,13.68,187,959,74.90,13.50,1.64,39,0.00,4.64,0.00,9,-10.01,3.67,0.00
307534,14.93,13.68,187,958,74.90,14.00,1.63,39,0.00,4.64,0.00,9,-10.01,3.67,0.00
307593,14.93,13.68,187,970,74.90,12.50,1.55,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
307652,14.81,13.68,187,966,74.90,13.00,1.66,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
307711,14.93,13.68,187,967,74.90,13.00,1.65,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
307770,15.04,13.68,187,967,74.90,14.00,1.65,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
307829,14.93,13.68,187,957,74.90,13.00,1.63,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
307889,14.93,13.68,187,963,74.90,13.50,1.64,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
307948,14.93,13.68,187,962,74.90,13.50,1.64,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
308008,15.04,13.68,187,968,74.90,13.00,1.65,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
308067,14.93,13.68,187,960,74.90,13.50,1.64,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
308126,15.04,13.68,187,965,74.90,13.00,1.65,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
308186,15.04,13.68,187,960,74.90,14.00,1.75,39,0.00,4.64,0.00,8,-10.01,3.65,0.00
308244,14.93,13.68,187,950,74.90,15.00,1.64,39,0.00,4.64,0.00,8,-10.01,3.65,0.00
308305,14.93,13.68,187,948,74.90,15.00,1.62,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
308364,14.93,13.68,187,948,74.90,15.50,1.62,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
308422,15.04,13.68,187,943,74.90,14.00,1.61,39,0.00,4.64,0.00,8,-10.01,3.67,0.00
308482,14.81,13.68,187,952,74.90,14.50,1.62,39,0.00,4.64,0.00,8,-10.01,3.70,0.00
308542,15.04,13.68,187,951,74.90,14.50,1.62,39,0.00,4.64,0.00,7,-10.01,3.67,0.00
308601,14.81,13.68,187,955,74.90,14.00,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
308660,15.04,13.68,187,948,74.90,14.50,1.62,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
308720,14.81,13.68,187,950,74.90,14.50,1.62,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
308779,14.93,13.68,187,947,74.90,14.50,1.62,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
308839,14.93,13.68,187,954,74.90,14.00,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
308898,14.81,13.68,187,951,74.90,14.00,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
308957,14.81,13.68,187,901,74.90,13.50,1.62,39,0.00,4.79,0.00,7,-9.87,3.65,0.00
309016,14.81,13.68,187,965,74.90,13.00,1.65,39,0.00,4.79,0.00,7,-9.87,3.65,0.00
309075,14.81,13.60,187,962,74.90,13.00,1.64,39,0.00,4.79,0.00,7,-9.87,3.62,0.00
309134,14.81,13.68,187,960,74.90,14.00,1.64,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
309194,14.81,13.60,187,954,74.90,14.00,1.63,39,0.00,4.64,0.00,7,-10.01,3.67,0.00
309253,14.81,13.68,187,959,74.90,13.50,1.64,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309312,14.81,13.60,189,958,74.90,13.50,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309372,14.93,13.68,189,962,74.90,13.00,1.64,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309431,14.93,13.68,189,956,74.90,14.00,1.74,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309491,14.93,13.60,189,955,74.90,14.00,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309549,15.04,13.68,189,952,74.90,14.00,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309609,14.93,13.60,189,952,74.90,13.50,1.62,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309668,15.04,13.68,189,958,74.90,13.50,1.64,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309728,15.04,13.60,189,958,74.90,13.00,1.64,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309787,15.04,13.68,189,953,74.90,13.00,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309846,14.81,13.68,189,956,74.90,14.00,1.63,39,0.00,4.79,0.00,7,-9.87,3.67,0.00
309906,14.93,13.68,189,957,74.90,13.50,1.63,39,0.00,4.64,0.00,7,-10.01,3.67,0.00
309965,14.81,13.60,189,964,74.90,13.00,1.65,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
310024,14.81,13.68,189,964,74.90,13.00,1.65,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
310084,14.81,13.68,189,964,74.90,13.00,1.65,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
310143,14.81,13.60,189,1022,74.90,14.00,1.65,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
310201,14.81,13.68,189,956,74.90,14.00,1.63,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
310261,14.81,13.60,189,956,74.90,14.50,1.63,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
310320,14.93,13.68,189,952,74.90,14.00,1.62,39,0.00,4.64,0.00,7,-10.01,3.65,0.00
310380,14.81,13.60,189,955,74.90,14.50,1.63,39,0.00,4.64,0.00,7,-10.01,3.75,0.00
310438,14.93,13.60,189,955,74.90,14.50,1.83,39,0.00,4.79,0.00,7,-9.87,3.98,0.00
310498,14.93,13.68,189,964,74.90,13.00,1.85,39,0.00,4.79,0.00,7,-9.87,4.03,0.00
310558,14.93,13.68,189,970,74.90,12.50,1.66,39,0.00,4.79,0.00,7,-9.87,4.00,0.00
310617,15.04,13.68,189,980,74.90,11.50,1.67,39,0.00,4.93,0.00,7,-9.72,4.00,0.00
310676,15.04,13.68,189,981,74.90,11.50,1.67,39,0.00,4.93,0.00,7,-9.72,4.00,0.00
310735,14.81,13.68,189,985,74.90,11.00,1.68,39,0.00,4.93,0.00,7,-9.72,4.00,0.00
310794,14.81,13.68,189,987,74.90,11.00,1.68,39,0.00,4.93,0.00,7,-9.72,4.00,0.00
310854,14.70,13.68,189,987,74.90,10.50,1.68,39,0.00,4.93,0.00,7,-9.72,4.00,0.00
310913,14.81,13.60,189,995,74.90,11.00,1.70,39,0.00,4.93,0.00,7,-9.72,4.00,0.00
310973,14.70,13.68,189,992,74.90,11.50,1.69,39,0.00,4.93,0.00,7,-9.72,4.00,0.00
311032,14.81,13.68,189,986,74.90,11.50,1.68,39,0.00,4.79,0.00,7,-9.87,4.00,0.00
311091,14.70,13.68,189,992,74.90,11.50,1.69,39,0.00,4.79,0.00,7,-9.87,4.00,0.00
311150,14.81,13.68,189,983,74.90,12.50,1.89,39,0.00,4.79,0.39,7,-9.87,4.11,0.00
311210,14.81,13.68,189,982,74.90,13.00,1.89,39,0.00,4.93,1.57,7,-9.72,4.36,0.00
311269,14.93,13.68,189,992,74.90,14.00,2.33,39,0.00,5.08,1.96,7,-9.58,5.23,0.00
311328,14.93,13.68,189,1035,74.90,15.00,2.49,39,0.00,5.51,2.35,7,-9.14,6.15,0.00
311388,15.04,13.68,189,1073,74.90,15.50,2.65,39,0.00,5.66,2.75,7,-9.00,6.48,0.00
311447,14.93,13.68,189,1052,74.90,16.50,2.52,39,0.00,5.80,2.75,7,-8.85,6.66,0.00
311508,15.27,13.68,189,1116,74.90,18.00,2.62,39,0.00,6.09,3.14,7,-8.56,6.66,0.00
311565,14.70,13.68,189,1182,74.90,20.50,2.77,39,0.00,6.09,3.14,7,-8.56,6.84,0.00
311625,13.44,13.68,189,1256,74.90,20.50,2.68,39,0.00,6.09,3.53,7,-8.56,7.21,0.00
311684,13.21,13.68,189,1305,74.90,23.00,2.78,39,0.00,6.24,3.92,7,-8.42,7.62,0.00
311744,13.32,13.68,189,1365,74.90,23.50,2.91,39,0.00,6.24,3.92,7,-8.42,7.94,0.00
311803,14.01,13.68,189,1385,74.90,24.00,3.25,39,0.00,6.24,3.92,7,-8.42,8.14,0.00
311863,14.70,13.68,189,1404,74.90,24.50,3.30,39,0.00,6.24,3.92,6,-8.42,8.23,0.00
311922,15.04,13.68,189,1405,74.90,25.00,3.30,39,0.00,6.24,3.92,6,-8.42,8.39,0.00
311982,15.04,13.68,189,1412,74.90,25.00,3.16,39,0.00,6.24,3.92,6,-8.42,8.36,0.00
312041,15.50,13.68,189,1456,74.90,24.50,3.31,39,0.00,6.24,3.92,6,-8.42,8.39,0.00
312100,15.62,13.68,189,1362,74.90,24.00,3.27,39,0.00,6.38,3.92,6,-8.27,8.47,0.00
312159,15.62,13.68,189,1362,74.90,23.00,3.49,39,0.00,6.38,3.92,6,-8.27,8.47,0.00
312219,15.39,13.68,189,1306,74.90,22.50,3.34,39,0.00,6.38,3.92,6,-8.27,8.56,0.00
312278,15.16,13.60,189,1278,74.90,22.00,3.27,39,0.00,6.38,3.92,6,-8.27,8.52,0.00
312337,15.04,13.68,189,1264,74.90,22.00,3.23,39,0.00,6.53,4.31,7,-8.13,8.47,0.00
312397,14.93,13.60,189,1284,74.90,22.50,3.29,39,0.00,6.67,3.92,7,-7.98,8.52,0.00
312456,14.81,13.68,189,1342,74.90,23.50,3.44,39,0.00,6.67,4.31,7,-7.98,8.56,0.00
312515,14.59,13.60,189,1357,74.90,23.50,3.47,39,0.00,6.67,4.31,7,-7.98,8.56,0.00
312575,14.59,13.60,189,1349,74.90,23.50,3.17,39,0.00,6.67,4.31,7,-7.98,8.60,0.00
312634,14.47,13.68,189,1328,74.90,23.50,3.56,39,0.00,6.67,4.31,7,-7.98,8.56,0.00
312693,14.59,13.68,189,1296,74.90,23.50,3.40,39,0.00,6.67,4.31,7,-7.98,8.60,0.00
312752,14.70,13.68,189,1360,74.90,24.50,3.19,39,0.00,6.53,4.31,7,-8.13,8.60,0.00
312811,14.93,13.60,189,1393,74.90,25.00,3.27,39,0.00,6.53,4.31,7,-8.13,8.60,0.00
312871,14.93,13.68,189,1420,74.90,25.00,3.33,39,0.00,6.53,4.31,7,-8.13,8.56,0.00
312930,15.04,13.60,189,1408,74.90,25.00,3.31,39,0.00,6.53,4.31,7,-8.13,8.65,0.00
312990,15.16,13.68,189,1412,74.90,25.00,3.31,39,0.00,6.53,4.31,7,-8.13,8.60,0.00
313049,15.16,13.60,189,1416,74.90,25.00,3.32,39,0.00,6.53,4.31,7,-8.13,8.65,0.00
313108,15.04,13.68,189,1442,74.90,25.50,3.39,39,0.00,6.38,4.31,7,-8.27,8.69,0.00
313168,15.16,13.60,189,1448,74.90,25.50,3.40,39,0.00,6.38,4.31,7,-8.27,8.61,0.00
313227,15.16,13.60,189,1454,74.90,25.50,3.41,39,0.00,6.38,4.31,7,-8.27,8.65,0.00
313286,15.16,13.68,189,1409,74.90,26.00,3.41,39,0.00,6.38,4.31,7,-8.27,8.69,0.00
313346,15.04,13.68,189,1482,74.90,26.00,3.46,39,0.00,6.38,4.31,7,-8.27,8.65,0.00
313404,15.04,13.68,189,1482,74.90,26.50,3.48,39,0.00,6.24,4.31,7,-8.42,8.65,0.00
313463,15.04,13.68,189,1510,74.90,27.00,3.54,39,0.00,6.24,4.31,7,-8.42,8.65,0.00
313524,15.04,13.68,189,1523,74.90,27.00,3.57,39,0.00,6.24,4.31,7,-8.42,8.69,0.00
313583,15.04,13.68,189,1517,74.90,27.00,3.56,39,0.00,6.24,4.31,7,-8.42,8.65,0.00
313642,15.04,13.68,189,1528,74.90,27.00,3.59,39,0.00,6.24,4.31,7,-8.42,8.69,0.00
313702,15.04,13.68,189,1548,74.90,27.00,3.63,39,0.00,6.24,4.31,7,-8.42,8.69,0.00
313761,15.04,13.68,189,1560,74.90,27.50,3.66,39,0.00,6.09,4.31,7,-8.56,8.69,0.00
313820,15.04,13.68,189,1575,74.90,28.00,3.70,39,0.00,6.09,4.31,7,-8.56,8.74,0.00
313880,15.04,13.60,189,1584,74.90,28.00,3.38,39,0.00,6.09,4.31,7,-8.56,8.65,0.00
313940,15.04,13.68,189,1576,74.90,28.00,3.38,39,0.00,5.95,4.31,7,-8.71,8.65,0.00
313999,15.16,13.68,189,1588,74.90,28.00,3.70,39,0.00,5.95,4.31,7,-8.71,8.74,0.00
314059,15.16,13.68,189,1588,74.90,28.50,3.73,39,0.00,5.95,4.31,7,-8.71,8.74,0.00
314119,15.04,13.68,189,1617,74.90,28.50,3.45,39,0.00,5.95,4.31,7,-8.71,8.74,0.00
314177,15.16,13.76,189,1638,74.90,28.50,3.49,39,0.00,5.80,4.31,8,-8.85,8.65,0.00
314237,15.16,13.68,189,1645,74.90,28.50,3.51,39,0.00,5.80,4.31,8,-8.85,8.65,0.00
314296,15.04,13.68,189,1634,74.90,28.50,3.48,39,0.00,5.80,4.31,8,-8.85,8.74,0.00
314355,15.04,13.76,189,1636,74.90,28.50,3.49,39,0.00,5.66,4.31,8,-9.00,8.74,0.00
314416,15.16,13.68,189,1659,74.90,29.00,3.54,39,0.00,5.66,4.31,8,-9.00,8.69,0.00
314474,15.16,13.68,189,1686,74.90,29.50,3.46,39,0.00,5.66,4.31,8,-9.00,8.69,0.00
314534,15.04,13.76,189,1696,74.90,29.50,3.62,39,0.00,5.51,4.31,8,-9.14,8.65,0.00
314593,15.04,13.68,189,1684,74.90,29.50,3.62,39,0.00,5.51,4.31,8,-9.14,8.74,0.00
314652,15.04,13.68,189,1684,74.90,29.50,3.59,39,0.00,5.51,4.31,9,-9.14,8.74,0.00
314712,14.93,13.68,189,1688,74.90,29.50,3.60,39,0.00,5.37,4.31,9,-9.29,8.74,0.00
314772,14.93,13.76,189,1708,74.90,29.50,3.64,39,0.00,5.37,4.31,9,-9.29,8.82,0.00
314830,15.04,13.68,189,1722,74.90,29.50,3.67,39,0.00,5.37,4.31,9,-9.29,8.78,0.00
314889,14.93,13.68,189,1738,74.90,29.50,3.71,39,0.00,5.37,4.31,9,-9.29,8.82,0.00
314949,14.81,13.68,189,1742,74.90,29.50,3.72,39,0.00,5.37,4.31,9,-9.29,8.74,0.00
315008,14.81,13.76,189,1750,74.90,29.50,3.73,39,0.00,5.22,4.31,9,-9.43,8.65,0.00
315067,14.81,13.76,189,1764,74.90,30.00,3.76,39,0.00,5.22,4.31,9,-9.43,8.74,0.00
315127,14.81,13.76,189,1777,74.90,30.00,3.79,39,0.00,5.22,4.31,9,-9.43,8.78,0.00
315187,14.70,13.68,189,1783,74.90,30.00,3.79,39,0.00,5.22,4.31,9,-9.43,8.74,0.00
315246,14.70,13.68,189,1771,74.90,30.00,3.80,39,0.00,5.22,4.31,9,-9.43,8.74,0.00
315306,14.59,13.68,189,1771,74.90,30.00,3.78,39,0.00,5.08,4.31,9,-9.58,8.74,0.00
315365,14.59,13.68,189,1778,74.90,30.50,3.79,39,0.00,5.08,4.31,9,-9.58,8.74,0.00
315424,14.70,13.68,189,1793,74.90,30.50,3.82,39,0.00,5.22,4.31,9,-9.43,8.77,0.00
315483,14.70,13.68,189,1811,74.90,30.50,3.48,39,0.00,5.08,4.31,9,-9.58,8.74,0.00
315543,14.59,13.68,189,1822,74.90,30.50,3.50,39,0.00,5.08,4.31,9,-9.58,8.74,0.00
315601,14.70,13.68,189,1821,74.90,30.50,3.50,39,0.00,5.08,4.31,9,-9.58,8.69,0.00
315661,14.59,13.76,189,1815,74.90,30.50,3.49,39,0.00,5.08,4.31,9,-9.58,8.78,0.00
315721,14.59,13.68,189,1824,74.90,30.50,3.50,39,0.00,5.08,4.31,9,-9.58,8.82,0.00
315779,14.59,13.68,189,1845,74.90,30.50,3.54,39,0.00,5.08,4.31,9,-9.58,8.73,0.00
315838,14.59,13.68,189,1796,74.90,31.00,3.54,39,0.00,5.08,4.31,9,-9.58,8.78,0.00
315898,14.59,13.68,189,1863,74.90,31.00,3.57,39,0.00,5.08,4.31,9,-9.58,8.74,0.00
315957,14.70,13.68,189,1863,74.90,31.00,3.58,39,0.00,5.08,4.31,9,-9.58,8.74,0.00
316018,14.70,13.68,189,1857,74.90,31.00,3.57,39,0.00,5.08,4.31,9,-9.58,8.82,0.00
316076,14.59,13.68,189,1856,74.90,31.00,3.56,39,0.00,5.08,4.31,10,-9.58,8.82,0.00
316135,14.59,13.60,189,1871,74.90,31.00,3.59,39,0.00,5.08,4.31,10,-9.58,8.74,0.00
316195,14.59,13.68,189,1892,74.90,31.00,3.63,39,0.00,5.08,4.31,10,-9.58,8.65,0.00
316254,14.59,13.68,189,1898,74.90,31.50,3.65,39,0.00,5.08,4.31,10,-9.58,8.69,0.00
316313,14.59,13.68,189,1899,74.90,31.50,3.65,39,0.00,5.08,4.31,10,-9.58,8.69,0.00
316373,14.59,13.68,189,1908,74.90,31.50,3.66,39,0.00,5.08,4.31,10,-9.58,8.74,0.00
316431,14.70,13.60,189,1918,74.90,32.00,3.68,39,0.00,5.08,4.31,10,-9.58,8.74,0.00
316491,14.70,13.68,189,1860,74.90,32.00,3.68,39,0.00,5.08,4.31,10,-9.58,8.69,0.00
316550,14.70,13.60,189,1924,74.90,32.00,3.69,39,0.00,5.08,4.31,10,-9.58,8.69,0.00
316609,14.70,13.68,189,1912,74.90,31.50,3.67,39,0.00,5.08,4.31,10,-9.58,8.74,0.00
316669,14.70,13.68,189,1915,74.90,32.00,3.68,39,0.00,5.08,4.31,10,-9.58,8.74,0.00
316727,14.70,13.68,189,1923,74.90,32.00,3.69,39,0.00,5.08,4.31,10,-9.58,8.74,0.00
316787,14.70,13.68,189,1939,74.90,32.00,3.72,39,0.00,5.08,4.31,10,-9.58,8.69,0.00
316847,14.70,13.60,189,1942,74.90,32.00,3.73,39,0.00,5.08,4.31,10,-9.58,8.69,0.00
