Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
13895,15.04,13.68,192,996,74.90,19.00,1.70,40,0.00,4.64,0.00,4,0.25,0.00,-10.16,3.95,0.00
13960,15.16,13.60,192,1009,74.90,17.50,1.72,40,0.00,4.64,0.00,4,0.25,0.00,-10.16,4.11,0.00
14026,15.50,13.68,192,1018,74.90,16.00,1.74,40,0.00,4.79,0.00,4,0.24,0.00,-10.01,4.20,0.00
14092,15.73,13.68,192,1030,74.90,14.50,1.76,40,0.00,4.64,0.00,4,0.24,0.00,-10.16,4.09,0.00
14158,15.73,13.68,192,1031,74.90,14.00,1.76,40,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.95,0.00
14225,16.31,13.68,192,1033,74.90,14.00,1.76,40,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.85,0.00
14291,15.85,13.68,192,1038,74.90,13.50,1.77,40,0.00,4.64,0.00,4,0.22,0.00,-10.16,3.80,0.00
14357,16.08,13.68,192,1026,74.90,15.00,1.75,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.72,0.00
14422,15.50,13.68,192,1027,74.90,14.50,1.75,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.70,0.00
14489,15.39,13.68,192,1012,74.90,16.50,1.73,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.75,0.00
14555,15.27,13.68,192,1015,74.90,15.50,1.73,40,0.00,4.50,0.00,4,0.23,0.00,-10.30,3.80,0.00
14621,15.27,13.60,192,1016,74.90,15.50,1.73,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.85,0.00
14688,15.27,13.68,192,1025,74.90,14.50,1.75,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.82,0.00
14753,15.27,13.60,192,1027,74.90,14.00,1.75,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.72,0.00
14819,15.50,13.68,192,1015,74.90,15.50,1.73,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.67,0.00
14885,15.27,13.68,192,1013,74.90,15.50,1.73,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.67,0.00
14952,15.50,13.68,192,1011,74.90,15.50,1.73,40,0.00,4.50,0.00,4,0.22,0.00,-10.30,3.67,0.00
15018,15.16,13.68,192,1016,74.90,15.00,1.73,40,0.00,4.50,0.00,4,0.25,0.00,-10.30,3.72,0.00
15085,15.16,13.68,192,1013,74.90,15.00,1.73,40,0.00,4.35,0.00,4,0.22,0.00,-10.45,3.67,0.00
15150,15.27,13.60,192,1017,74.90,14.50,1.74,40,0.00,4.35,0.00,4,0.22,0.00,-10.45,3.67,0.00
15216,15.16,13.68,192,1004,74.90,16.00,1.71,40,0.00,4.35,0.00,4,0.22,0.00,-10.45,3.70,0.00
15283,15.16,13.68,192,1001,74.90,16.00,1.71,40,0.00,4.35,0.00,4,0.23,0.00,-10.45,3.70,0.00
15349,15.04,13.68,192,997,74.90,16.50,1.70,40,0.00,4.50,0.00,3,0.23,0.00,-10.30,3.78,0.00
15414,15.16,13.52,192,994,74.90,15.50,1.70,40,0.00,4.50,0.00,3,0.22,0.00,-10.30,3.82,0.00
15481,15.04,13.68,192,995,74.90,16.00,1.70,40,0.00,4.50,0.00,3,0.22,0.00,-10.30,3.70,0.00
15548,15.04,13.60,192,992,74.90,16.50,1.69,40,0.00,4.50,0.00,3,0.22,0.00,-10.30,3.70,0.00
15613,14.81,13.68,192,994,74.90,15.50,1.70,40,0.00,4.50,0.00,3,0.22,0.00,-10.30,3.63,0.00
15679,14.93,13.68,192,983,74.90,17.00,1.68,40,0.00,4.50,0.00,3,0.25,0.00,-10.30,3.60,0.00
15745,14.70,13.68,192,981,74.90,17.00,1.67,40,0.00,4.50,0.00,3,0.22,0.00,-10.30,3.58,0.00
15812,14.81,13.68,192,978,74.90,17.50,1.67,40,0.00,4.50,0.00,3,0.22,0.00,-10.30,3.60,0.00
15879,14.70,13.68,192,980,74.90,16.50,1.67,40,0.00,4.64,0.00,3,0.22,0.00,-10.16,3.60,0.00
15944,14.70,13.76,192,980,74.90,16.50,1.67,40,0.00,4.64,0.00,3,0.22,0.00,-10.16,3.65,0.00
16010,14.70,13.68,192,986,74.90,15.50,1.68,40,0.00,4.64,0.00,3,0.22,0.00,-10.16,3.63,0.00
16077,14.70,13.68,192,981,74.90,15.50,1.67,40,0.00,4.64,0.00,3,0.22,0.00,-10.16,3.58,0.00
16143,14.81,13.68,192,979,74.90,15.50,1.67,40,0.00,4.64,0.00,3,0.22,0.00,-10.16,3.58,0.00
16209,14.81,13.68,192,978,74.90,15.50,1.67,40,0.00,4.50,0.00,3,0.22,0.00,-10.30,3.58,0.00
16275,14.93,13.68,192,977,74.90,17.00,1.67,40,0.00,4.50,0.00,3,0.23,0.00,-10.30,3.58,0.00
16342,14.81,13.68,192,960,74.90,17.00,1.64,40,0.00,4.50,0.00,2,0.23,0.00,-10.30,3.60,0.00
16409,15.04,13.68,192,960,74.90,16.50,1.64,40,0.00,4.50,0.00,2,0.23,0.00,-10.30,3.65,0.00
16474,14.81,13.68,192,966,74.90,16.50,1.65,40,0.00,4.64,0.00,2,0.23,0.00,-10.16,3.65,0.00
16540,15.04,13.68,192,962,74.90,16.50,1.64,40,0.00,4.50,0.00,2,0.23,0.00,-10.30,3.63,0.00
16605,14.93,13.68,192,958,74.90,16.50,1.64,40,0.00,4.50,0.00,2,0.22,0.00,-10.30,3.60,0.00
16673,14.93,13.68,192,960,74.90,16.50,1.64,40,0.00,4.50,0.00,2,0.22,0.00,-10.30,3.58,0.00
16741,14.70,13.68,192,959,74.90,16.50,1.64,40,0.00,4.64,0.00,2,0.22,0.00,-10.16,3.60,0.00
16804,14.81,13.68,192,954,74.90,16.00,1.63,40,0.00,4.64,0.00,2,0.22,0.00,-10.16,3.58,0.00
16872,14.59,13.68,192,960,74.90,16.00,1.64,40,0.00,4.64,0.00,2,0.24,0.00,-10.16,3.56,0.00
16937,14.70,13.60,192,956,74.90,15.50,1.63,40,0.00,4.64,0.00,2,0.25,0.00,-10.16,3.75,0.00
17002,14.47,13.68,192,956,74.90,15.50,1.85,40,0.00,4.79,0.00,2,0.25,0.00,-10.01,3.95,0.00
17070,14.59,13.60,192,968,74.90,14.00,1.84,40,0.00,4.79,0.00,2,0.24,0.00,-10.01,3.91,0.00
17136,14.47,13.68,192,979,74.90,13.00,1.86,40,0.00,4.79,0.00,2,0.24,0.00,-10.01,3.88,0.00
17202,14.59,13.60,192,983,74.90,13.00,1.67,40,0.00,4.79,0.00,2,0.26,0.00,-10.01,3.80,0.00
17268,14.36,13.68,192,975,74.90,13.50,2.10,40,0.00,4.93,0.00,1,0.31,0.00,-9.87,4.40,0.00
17334,14.59,13.60,192,983,74.90,13.00,2.29,40,0.00,5.08,0.00,1,0.31,0.00,-9.72,4.94,0.00
17399,14.36,13.68,192,997,74.90,11.00,2.10,40,0.00,5.22,0.00,1,0.31,0.00,-9.58,5.13,0.00
17466,14.47,13.60,192,1010,74.90,10.00,2.13,40,0.00,5.37,0.00,1,0.29,0.00,-9.43,5.16,0.00
17533,14.36,13.68,192,1020,74.90,9.50,2.15,40,0.00,5.37,0.00,1,0.28,0.00,-9.43,4.91,0.00
17599,14.01,13.52,192,1022,74.90,9.50,2.18,40,0.00,5.37,0.00,1,0.27,0.00,-9.43,4.63,0.00
17664,13.55,13.68,192,1026,74.90,9.50,1.96,40,0.00,5.22,0.00,1,0.27,0.00,-9.58,4.47,0.00
17731,13.09,13.60,192,1024,74.90,10.00,1.97,40,0.00,5.22,0.00,1,0.27,0.00,-9.58,4.42,0.00
17797,13.32,13.68,192,1029,74.90,9.50,1.97,40,0.00,5.08,0.00,1,0.25,0.00,-9.72,4.51,0.00
17863,13.32,13.60,192,1023,74.90,10.50,2.18,40,0.00,5.22,0.78,1,0.31,0.00,-9.58,4.69,0.00
17929,13.55,13.68,192,1026,74.90,14.00,2.41,40,0.00,5.22,1.96,1,0.33,0.00,-9.58,5.10,0.00
17996,14.01,13.60,192,1043,74.90,15.50,2.41,40,0.00,5.37,1.96,1,0.35,0.00,-9.43,5.54,0.00
18061,14.24,13.68,192,1071,74.90,16.00,2.51,40,0.00,5.66,2.75,1,0.36,0.00,-9.14,6.04,0.00
18127,14.47,13.68,192,1098,74.90,17.00,2.58,40,0.00,5.80,2.75,1,0.37,0.00,-9.00,6.33,0.00
18193,14.01,13.68,192,1146,74.90,18.50,2.69,40,0.00,5.95,3.14,1,0.37,0.00,-8.85,6.70,0.00
18259,14.47,13.60,192,1176,74.90,19.50,2.76,40,0.00,6.09,3.53,1,0.37,0.00,-8.71,7.03,0.00
18326,13.90,13.68,192,1206,74.90,20.50,2.83,40,0.00,6.24,3.53,1,0.37,0.00,-8.56,7.21,0.00
18392,13.67,13.60,192,1237,74.90,21.50,2.90,40,0.00,6.38,3.53,1,0.37,0.00,-8.42,7.50,0.00
18458,14.01,13.68,192,1245,74.90,21.50,2.92,40,0.00,6.53,3.53,1,0.38,0.00,-8.27,7.57,0.00
18526,14.24,13.60,192,1237,74.90,21.50,2.90,40,0.00,6.53,3.53,1,0.38,0.00,-8.27,7.70,0.00
18590,14.59,13.68,192,1229,74.90,21.50,3.15,40,0.00,6.53,3.92,1,0.39,0.00,-8.27,7.74,0.00
18656,14.81,13.60,192,1209,74.90,21.00,3.10,40,0.00,6.53,3.53,1,0.40,0.00,-8.27,7.82,0.00
18723,14.93,13.68,192,1160,74.90,21.00,2.97,40,0.00,6.67,3.92,1,0.41,0.00,-8.13,7.82,0.00
18789,15.04,13.68,192,1131,74.90,21.00,3.14,40,0.00,6.96,3.92,1,0.43,0.00,-7.84,7.90,0.00
18856,15.16,13.60,192,1110,74.90,21.00,3.32,40,0.00,7.11,3.92,1,0.45,0.00,-7.69,7.94,0.00
18921,14.93,13.68,192,1096,74.90,20.50,3.27,40,0.00,7.25,4.31,1,0.48,0.00,-7.55,8.14,0.00
18988,14.81,13.68,192,1078,74.90,20.50,3.45,40,0.00,7.55,4.71,1,0.50,0.00,-7.25,8.36,0.00
19054,14.70,13.60,192,1077,74.90,20.50,3.45,40,0.00,7.69,4.71,1,0.51,0.00,-7.11,8.82,0.00
19120,14.36,13.68,192,1081,74.90,20.50,3.46,40,0.00,7.98,4.71,0,0.52,0.00,-6.82,9.00,0.00
19186,13.90,13.68,192,1105,74.90,20.50,3.54,40,0.00,8.27,5.10,0,0.52,0.00,-6.53,9.26,0.00
19252,13.44,13.68,192,1122,74.90,20.50,3.35,40,0.00,8.42,5.10,0,0.52,0.00,-6.38,9.53,0.00
19320,13.44,13.76,192,1144,74.90,20.50,3.42,41,0.00,8.56,5.10,0,0.51,0.00,-6.24,9.66,0.00
19384,13.78,13.68,192,1167,74.90,20.50,3.49,41,0.00,8.56,5.10,0,0.51,0.00,-6.24,9.84,0.00
19450,14.24,13.68,192,1188,74.90,20.50,3.55,41,0.00,8.56,5.49,0,0.51,0.00,-6.24,9.84,0.00
19516,14.59,13.68,192,1185,74.90,20.00,3.79,41,0.00,8.71,5.49,0,0.52,0.00,-6.09,9.99,0.00
19582,14.93,13.76,192,1147,74.90,20.00,3.67,41,0.00,8.71,5.49,1,0.54,0.00,-6.09,10.13,0.00
19648,15.04,13.68,192,1123,74.90,20.00,3.59,41,0.00,8.85,5.49,1,0.55,0.00,-5.95,10.13,0.00
19714,15.39,13.68,192,1107,74.90,20.00,3.78,41,0.00,8.85,5.49,1,0.56,0.00,-5.95,10.17,0.00
19780,15.16,13.68,192,1094,74.90,20.00,3.73,41,0.00,9.00,5.49,1,0.56,0.00,-5.80,10.17,0.00
19848,14.81,13.68,192,1072,74.90,20.00,3.66,41,0.00,9.14,5.49,1,0.57,0.00,-5.66,10.17,0.00
19912,14.81,13.68,192,1066,74.90,20.00,3.64,41,0.00,9.29,5.49,1,0.58,0.00,-5.51,10.17,0.00
19980,14.59,13.68,192,1052,74.90,20.00,3.59,41,0.00,9.43,5.49,1,0.59,0.00,-5.37,10.13,0.00
20046,14.70,13.68,192,1049,74.90,20.00,3.58,41,0.00,9.43,5.49,1,0.56,0.00,-5.37,9.94,0.00
20112,14.70,13.68,192,1039,74.90,20.00,3.32,41,0.00,9.43,5.49,2,0.56,0.00,-5.37,9.61,0.00
20178,14.81,13.68,192,1023,74.90,20.00,3.27,41,0.00,9.43,5.49,2,0.57,0.00,-5.37,9.48,0.00
20244,14.70,13.68,192,991,74.90,20.00,3.38,41,0.00,9.58,5.49,2,0.59,0.00,-5.22,9.40,0.00
20311,14.81,13.68,192,968,74.90,20.00,3.51,41,0.00,9.58,5.49,2,0.61,0.00,-5.22,9.48,0.00
20376,14.93,13.68,192,940,74.90,19.50,3.41,41,0.00,9.72,5.49,2,0.62,0.00,-5.08,9.57,0.00
20443,15.27,13.76,192,928,74.90,19.50,3.36,41,0.00,10.01,5.49,2,0.61,0.00,-4.79,9.62,0.00
20508,15.27,13.68,192,943,74.90,19.50,3.42,41,0.00,10.01,5.49,2,0.59,0.00,-4.79,9.57,0.00
20575,14.81,13.68,192,989,74.90,20.00,3.37,41,0.00,10.16,5.49,3,0.58,0.00,-4.64,9.57,0.00
20641,14.93,13.60,192,1034,74.90,20.00,3.53,41,0.00,10.01,5.49,3,0.57,0.00,-4.79,9.56,0.00
20707,14.59,13.76,192,1054,74.90,20.00,3.37,41,0.00,9.87,5.49,3,0.56,0.00,-4.93,9.48,0.00
20773,14.81,13.68,192,1079,74.90,20.00,3.45,41,0.00,9.72,5.49,3,0.54,0.00,-5.08,9.57,0.00
20839,15.04,13.68,192,1120,74.90,20.00,3.58,41,0.00,9.43,5.49,3,0.53,0.00,-5.37,9.48,0.00
20905,15.50,13.68,192,1150,74.90,20.00,3.68,41,0.00,9.43,5.49,3,0.52,0.00,-5.37,9.48,0.00
20972,15.73,13.68,192,1177,74.90,20.00,3.77,41,0.00,9.14,5.49,3,0.51,0.00,-5.66,9.56,0.00
21038,15.39,13.60,192,1211,74.90,20.50,3.87,41,0.00,8.85,5.49,4,0.50,0.00,-5.95,9.56,0.00
21105,15.73,13.68,192,1237,74.90,21.00,3.69,41,0.00,8.85,5.49,4,0.48,0.00,-5.95,9.53,0.00
21171,15.62,13.68,192,1262,74.90,21.50,3.77,41,0.00,8.56,5.49,4,0.47,0.00,-6.24,9.48,0.00
21237,15.04,13.68,192,1290,74.90,22.50,3.85,41,0.00,8.27,5.49,4,0.46,0.00,-6.53,9.48,0.00
21303,15.16,13.68,192,1296,74.90,22.50,3.59,41,0.00,7.98,5.49,4,0.45,0.00,-6.82,9.39,0.00
21369,15.39,13.68,194,1325,74.90,22.50,3.67,41,0.00,7.84,5.49,4,0.44,0.00,-6.96,9.44,0.00
21435,15.16,13.60,194,1341,74.90,23.50,3.72,41,0.00,7.69,5.49,4,0.43,0.00,-7.11,9.35,0.00
21501,15.27,13.68,194,1365,74.90,23.50,3.79,41,0.00,7.55,5.49,6,0.42,0.00,-7.25,9.35,0.00
21568,15.39,13.68,194,1395,74.90,24.50,3.87,41,0.00,7.40,5.49,6,0.41,0.00,-7.40,9.35,0.00
21633,15.27,13.68,194,1412,74.90,24.50,3.62,41,0.00,7.25,5.49,6,0.41,0.00,-7.55,9.31,0.00
21700,15.16,13.68,194,1418,74.90,24.50,3.63,41,0.00,7.11,5.49,6,0.39,0.00,-7.69,9.31,0.00
21766,15.04,13.68,194,1449,74.90,25.00,3.71,41,0.00,6.96,5.49,6,0.38,0.00,-7.84,9.31,0.00
21832,15.04,13.68,194,1464,74.90,25.50,3.75,41,0.00,6.96,5.49,6,0.38,0.00,-7.84,9.26,0.00
21900,15.04,13.68,194,1487,74.90,26.00,3.81,41,0.00,6.82,5.49,6,0.38,0.00,-7.98,9.31,0.00
21965,15.16,13.68,194,1500,74.90,26.00,3.84,41,0.00,6.82,5.49,7,0.37,0.00,-7.98,9.39,0.00
22032,15.16,13.68,194,1504,74.90,26.00,3.85,41,0.00,6.67,5.49,7,0.37,0.00,-8.13,9.26,0.00
22097,15.27,13.60,194,1532,74.90,26.50,3.92,41,0.00,6.67,5.49,7,0.36,0.00,-8.13,9.26,0.00
22163,15.39,13.68,194,1552,74.90,27.00,3.97,41,0.00,6.53,5.49,7,0.36,0.00,-8.27,9.26,0.00
22230,15.27,13.68,194,1558,74.90,27.00,3.65,41,0.00,6.53,5.49,7,0.35,0.00,-8.27,9.35,0.00
22297,15.16,13.76,194,1580,74.90,27.50,3.71,41,0.00,6.53,5.49,7,0.34,0.00,-8.27,9.26,0.00
22363,15.04,13.76,194,1596,74.90,28.00,3.75,41,0.00,6.38,5.49,7,0.37,0.00,-8.42,9.18,0.00
22429,14.93,13.68,194,1600,74.90,28.00,3.75,41,0.00,6.38,5.49,8,0.35,0.00,-8.42,9.26,0.00
22494,14.93,13.68,194,1610,74.90,28.00,3.78,41,0.00,6.24,5.49,8,0.34,0.00,-8.56,9.26,0.00
22561,14.93,13.68,194,1628,74.90,28.50,3.82,41,0.00,6.24,5.49,8,0.34,0.00,-8.56,9.26,0.00
22627,15.04,13.76,194,1651,74.90,28.50,3.87,41,0.00,6.09,5.49,8,0.34,0.00,-8.71,9.26,0.00
22693,15.04,13.68,194,1676,74.90,28.50,3.93,41,0.00,5.95,5.49,8,0.33,0.00,-8.85,9.26,0.00
22759,15.04,13.68,194,1673,74.90,28.50,3.93,41,0.00,5.95,5.49,8,0.33,0.00,-8.85,9.26,0.00
22825,15.04,13.68,194,1673,74.90,28.50,3.93,41,0.00,5.95,5.49,8,0.33,0.00,-8.85,9.35,0.00
22892,15.04,13.68,194,1678,74.90,29.00,3.94,41,0.00,5.80,5.49,9,0.32,0.00,-9.00,9.26,0.00
22958,14.93,13.76,194,1706,74.90,29.00,4.00,41,0.00,5.80,5.49,9,0.32,0.00,-9.00,9.22,0.00
23024,14.93,13.76,194,1732,74.90,29.50,4.06,41,0.00,5.66,5.49,9,0.31,0.00,-9.14,9.18,0.00
23089,14.81,13.76,194,1742,74.90,29.50,4.09,41,0.00,5.66,5.49,9,0.31,0.00,-9.14,9.09,0.00
23155,14.70,13.76,194,1740,74.90,29.50,3.71,41,0.00,5.51,5.49,9,0.31,0.00,-9.29,9.04,0.00
23221,14.59,13.68,194,1737,74.90,29.50,3.71,41,0.00,5.51,5.49,9,0.31,0.00,-9.29,9.00,0.00
23288,14.70,13.68,194,1747,74.90,29.50,3.73,41,0.00,5.37,5.49,9,0.30,0.00,-9.43,9.00,0.00
23354,14.70,13.68,194,1763,74.90,29.50,3.76,41,0.00,5.37,5.49,9,0.30,0.00,-9.43,8.95,0.00
23421,14.70,13.76,194,1770,74.90,29.50,3.78,41,0.00,5.37,5.49,9,0.30,0.00,-9.43,8.99,0.00
23486,14.70,13.68,194,1779,74.90,29.50,3.79,41,0.00,5.22,5.10,9,0.29,0.00,-9.58,9.00,0.00
23553,14.59,13.76,194,1781,74.90,29.50,3.80,41,0.00,5.22,5.10,9,0.29,0.00,-9.58,8.74,0.00
23619,14.59,13.68,194,1792,74.90,30.00,3.82,41,0.00,5.22,5.10,9,0.28,0.00,-9.58,8.65,0.00
23686,14.47,13.76,194,1810,74.90,30.00,3.84,41,0.00,5.08,4.31,9,0.28,0.00,-9.72,8.51,0.00
23751,14.47,13.68,194,1808,74.90,30.00,3.86,41,0.00,4.93,3.92,9,0.26,0.00,-9.87,7.94,0.00
23817,14.36,13.68,194,1810,74.90,30.00,3.47,41,0.00,4.79,3.92,9,0.25,0.00,-10.01,7.29,0.00
23885,14.24,13.60,194,1812,74.90,30.00,3.47,41,0.00,4.64,3.92,9,0.23,0.00,-10.16,7.03,0.00
23949,14.01,13.68,194,1818,74.90,30.50,3.09,41,0.00,4.50,3.92,9,0.23,0.00,-10.30,6.99,0.00
24015,14.01,13.68,194,1824,74.90,30.50,3.10,41,0.00,4.50,3.92,9,0.23,0.00,-10.30,6.81,0.00
24083,14.13,13.68,194,1824,74.90,30.50,3.11,41,0.00,4.35,3.92,9,0.22,0.00,-10.45,6.88,0.00
24148,14.36,13.68,194,1826,74.90,30.50,3.11,41,0.00,4.35,3.92,9,0.23,0.00,-10.45,6.88,0.00
24215,14.70,13.68,194,1826,74.90,30.50,3.12,41,0.00,4.35,3.92,9,0.22,0.00,-10.45,6.88,0.00
24281,14.93,13.60,194,1825,74.90,30.50,3.12,41,0.00,4.21,3.92,9,0.23,0.00,-10.59,6.77,0.00
24347,15.16,13.68,194,1825,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.84,0.00
24413,15.39,13.60,194,1822,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.81,0.00
24481,15.50,13.76,194,1822,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.81,0.00
24547,15.50,13.68,194,1825,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.23,0.00,-10.59,6.81,0.00
24611,15.39,13.68,194,1831,74.90,30.50,3.13,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.84,0.00
24679,15.16,13.68,194,1827,74.90,30.50,3.12,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.81,0.00
24744,15.04,13.68,194,1820,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.77,0.00
24810,14.93,13.68,194,1816,74.90,30.00,3.10,41,0.00,4.21,3.92,10,0.23,0.00,-10.59,6.81,0.00
24877,14.81,13.76,194,1822,74.90,30.50,3.11,41,0.00,4.21,3.53,10,0.23,0.00,-10.59,6.81,0.00
24943,14.81,13.68,194,1826,74.90,30.50,3.12,41,0.00,4.21,3.92,10,0.23,0.00,-10.59,6.81,0.00
25009,14.81,13.68,194,1828,74.90,30.50,3.12,41,0.00,4.21,3.92,10,0.23,0.00,-10.59,6.88,0.00
25075,14.70,13.68,194,1827,74.90,30.50,3.12,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.84,0.00
25141,14.70,13.68,194,1818,74.90,30.00,3.10,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.88,0.00
25208,14.70,13.68,194,1813,74.90,30.00,3.09,41,0.00,4.21,3.92,10,0.23,0.00,-10.59,6.84,0.00
25275,14.70,13.76,194,1818,74.90,30.50,3.10,41,0.00,4.21,3.92,10,0.23,0.00,-10.59,6.81,0.00
25341,14.59,13.68,194,1824,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.81,0.00
25406,14.70,13.76,194,1826,74.90,30.50,3.12,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.84,0.00
25472,14.70,13.68,194,1820,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.81,0.00
25538,14.70,13.76,194,1817,74.90,30.00,3.10,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.81,0.00
25605,14.70,13.68,194,1819,74.90,30.50,3.10,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.81,0.00
25671,14.70,13.76,194,1822,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.84,0.00
25738,14.70,13.68,194,1824,74.90,30.50,3.11,41,0.00,4.21,3.92,10,0.22,0.00,-10.59,6.84,0.00
25803,14.70,13.76,194,1820,74.90,30.50,3.11,41,0.00,4.21,3.53,10,0.22,0.00,-10.59,6.84,0.00
25870,14.70,13.68,194,1820,74.90,30.50,3.11,41,0.00,4.21,3.53,10,0.22,0.00,-10.59,6.81,0.00
25937,14.70,13.76,194,1825,74.90,30.50,3.11,41,0.00,4.06,3.53,10,0.22,0.00,-10.74,6.73,0.00
26002,14.70,13.76,194,1822,74.90,30.50,3.11,41,0.00,4.06,3.53,10,0.22,0.00,-10.74,6.77,0.00
26068,14.70,13.68,194,1818,74.90,30.50,3.10,41,0.00,4.06,3.53,10,0.22,0.00,-10.74,6.66,0.00
26134,14.81,13.76,194,1814,74.90,30.00,3.10,41,0.00,4.06,3.53,10,0.22,0.00,-10.74,6.66,0.00
26201,14.81,13.68,194,1812,74.90,30.00,3.09,41,0.00,4.06,3.53,10,0.21,0.00,-10.74,6.62,0.00
26266,14.70,13.68,194,1802,74.90,30.00,3.08,41,0.00,4.06,3.14,10,0.22,0.00,-10.74,6.51,0.00
26333,14.70,13.68,194,1801,74.90,30.00,3.07,41,0.00,4.06,3.14,10,0.21,0.00,-10.74,6.48,0.00
26400,14.81,13.68,194,1803,74.90,30.00,3.08,41,0.00,4.06,3.14,10,0.21,0.00,-10.74,6.37,0.00
26465,14.81,13.76,194,1800,74.90,30.00,3.07,41,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.37,0.00
26531,14.93,13.68,194,1802,74.90,30.00,3.07,41,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.26,0.00
26597,14.93,13.68,194,1796,74.90,30.00,3.06,41,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.26,0.00
26664,14.93,13.68,194,1796,74.90,30.00,3.06,42,0.00,3.92,3.14,10,0.20,0.00,-10.88,6.15,0.00
26731,15.04,13.76,194,1788,74.90,30.00,3.05,42,0.00,3.92,3.14,10,0.20,0.00,-10.88,6.15,0.00
26795,15.04,13.68,194,1781,74.90,29.50,3.04,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.15,0.00
26862,15.04,13.76,194,1777,74.90,29.50,3.03,42,0.00,3.92,3.14,10,0.20,0.00,-10.88,6.11,0.00
26928,15.04,13.76,194,1776,74.90,29.50,3.03,42,0.00,3.92,3.14,10,0.20,0.00,-10.88,6.07,0.00
26995,15.04,13.76,194,1774,74.90,29.50,3.03,42,0.00,3.92,3.14,10,0.20,0.00,-10.88,6.07,0.00
27061,15.04,13.68,194,1772,74.90,29.50,3.02,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.11,0.00
27127,14.93,13.68,194,1779,74.90,29.50,3.04,42,0.00,3.92,3.14,9,0.21,0.00,-10.88,6.11,0.00
27193,14.93,13.68,194,1774,74.90,29.50,3.03,42,0.00,3.92,3.14,9,0.21,0.00,-10.88,6.04,0.00
27259,14.93,13.76,194,1770,74.90,29.50,3.02,42,0.00,3.92,3.14,9,0.21,0.00,-10.88,6.11,0.00
27326,14.81,13.68,194,1763,74.90,29.50,3.01,42,0.00,3.92,3.14,9,0.21,0.00,-10.88,6.07,0.00
27392,14.81,13.76,194,1763,74.90,29.50,3.01,42,0.00,3.92,3.14,9,0.21,0.00,-10.88,6.04,0.00
27458,14.81,13.68,194,1764,74.90,29.50,3.01,42,0.00,3.92,3.14,9,0.21,0.00,-10.88,6.07,0.00
27524,14.70,13.68,194,1758,74.90,29.50,3.00,42,0.00,3.92,3.14,9,0.21,0.00,-10.88,6.04,0.00
27590,14.70,13.68,194,1752,74.90,29.50,2.99,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.07,0.00
27656,14.70,13.68,194,1746,74.90,29.50,2.98,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.07,0.00
27723,14.70,13.68,194,1744,74.90,29.50,2.98,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.04,0.00
27789,14.70,13.68,194,1735,74.90,29.50,2.96,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.07,0.00
27855,14.70,13.68,194,1733,74.90,29.50,2.96,42,0.00,3.92,3.14,10,0.21,0.00,-10.88,6.00,0.00
