Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees)
14036,14.70,13.76,187,2364,74.90,33.50,4.01,27,0.00,4.64,3.92,46,-10.16,10.08,0.00,0.26,0.00
14100,14.70,13.84,187,2349,74.90,33.50,4.01,27,0.00,4.64,3.53,46,-10.16,10.08,0.00,0.26,0.00
14168,14.70,13.76,187,2348,74.90,33.50,4.02,27,0.00,4.64,3.53,46,-10.16,9.97,0.00,0.26,0.00
14233,14.70,13.84,187,2353,74.90,33.50,4.00,27,0.00,4.64,3.53,46,-10.16,10.07,0.00,0.25,0.00
14299,14.70,13.84,187,2346,74.90,33.50,4.03,27,0.00,4.64,3.53,46,-10.16,9.97,0.00,0.26,0.00
14366,14.70,13.84,187,2333,74.90,33.50,3.98,27,0.00,4.64,3.92,46,-10.16,10.08,0.00,0.26,0.00
14432,14.70,13.76,187,2354,74.90,33.50,4.02,27,0.00,4.79,3.53,46,-10.01,9.88,0.00,0.25,0.00
14498,14.81,13.76,187,2336,74.90,33.50,3.99,27,0.00,4.79,3.53,46,-10.01,9.97,0.00,0.25,0.00
14564,14.81,13.76,187,2334,74.90,33.50,3.98,27,0.00,4.64,3.53,46,-10.16,9.88,0.00,0.26,0.00
14630,14.81,13.84,187,2343,74.90,33.50,4.00,27,0.00,4.64,3.92,46,-10.16,9.88,0.00,0.25,0.00
14698,14.93,13.76,187,2327,74.90,33.50,3.97,27,0.00,4.79,3.92,46,-10.01,9.93,0.00,0.25,0.00
14763,14.81,13.84,187,2352,74.90,33.50,4.01,27,0.00,4.64,3.92,46,-10.16,9.88,0.00,0.26,0.00
14829,14.81,13.76,187,2318,74.90,33.50,3.96,27,0.00,4.79,3.53,46,-10.01,9.88,0.00,0.26,0.00
14895,14.81,13.84,187,2341,74.90,33.50,4.00,27,0.00,4.64,3.53,46,-10.16,9.88,0.00,0.25,0.00
14962,14.81,13.76,187,2322,74.90,33.50,3.96,27,0.00,4.64,3.92,45,-10.16,9.79,0.00,0.26,0.00
15027,14.81,13.84,187,2336,74.90,33.50,3.99,27,0.00,4.79,3.92,45,-10.01,9.88,0.00,0.26,0.00
15094,14.81,13.76,187,2325,74.90,33.50,3.97,27,0.00,4.79,3.92,45,-10.01,9.97,0.00,0.26,0.00
15161,14.81,13.76,187,2328,74.90,33.50,4.47,27,0.00,4.79,3.92,45,-10.01,10.23,0.00,0.27,0.00
15227,14.81,13.76,187,2321,74.90,33.00,4.46,27,0.00,4.79,5.10,45,-10.01,10.47,0.00,0.29,0.00
15294,14.81,13.84,187,2320,74.90,33.00,4.95,27,0.00,5.08,5.88,45,-9.72,12.10,0.00,0.33,0.00
15359,14.81,13.76,187,2324,74.90,33.00,5.45,27,0.00,5.51,7.06,45,-9.29,13.60,0.00,0.37,0.00
15425,14.36,13.84,187,2325,74.90,33.00,5.46,27,0.00,5.95,7.45,45,-8.85,14.84,0.00,0.40,0.00
15491,13.78,13.84,187,2328,74.90,32.50,5.96,27,0.00,6.24,8.24,45,-8.56,15.98,0.00,0.43,0.00
15558,13.32,13.84,187,2319,74.90,32.50,5.94,27,0.00,6.67,8.63,45,-8.13,16.60,0.00,0.45,0.00
15624,13.67,13.84,187,2333,74.90,32.00,6.47,27,0.00,7.11,9.02,45,-7.69,17.82,0.00,0.47,0.00
15690,14.36,13.76,187,2323,74.90,32.00,6.94,27,0.00,7.40,9.41,45,-7.40,18.65,0.00,0.49,0.00
15756,14.70,13.84,187,2333,74.90,32.00,6.97,27,0.00,7.69,10.20,45,-7.11,19.58,0.00,0.52,0.00
15823,14.81,13.76,187,2314,74.90,31.50,7.40,27,0.00,8.13,10.20,45,-6.67,20.34,0.00,0.53,0.00
15888,14.81,13.84,187,2336,74.90,31.50,7.47,27,0.00,8.27,10.59,45,-6.53,20.61,0.00,0.54,0.00
15955,14.81,13.76,187,2316,74.90,31.50,7.41,27,0.00,8.56,10.98,45,-6.24,21.28,0.00,0.56,0.00
16020,14.81,13.84,187,2337,74.90,31.50,7.48,27,0.00,8.85,10.98,45,-5.95,21.54,0.00,0.57,0.00
16087,14.93,13.76,187,2318,74.90,31.00,7.91,27,0.00,9.00,10.98,45,-5.80,21.98,0.00,0.57,0.00
16154,14.81,13.84,187,2328,74.90,31.50,7.95,27,0.00,9.00,10.98,45,-5.80,21.89,0.00,0.56,0.00
16220,14.93,13.76,187,2335,74.90,31.50,7.47,27,0.00,9.00,9.80,45,-5.80,21.36,0.00,0.55,0.00
16286,14.93,13.84,187,2328,74.90,31.50,7.45,27,0.00,8.71,9.41,45,-6.09,19.49,0.00,0.52,0.00
16352,14.81,13.84,187,2336,74.90,32.00,6.98,27,0.00,8.42,7.45,45,-6.38,18.65,0.00,0.48,0.00
16419,14.70,13.84,187,2330,74.90,32.00,6.46,27,0.00,7.98,7.45,45,-6.82,15.91,0.00,0.44,0.00
16484,14.47,13.84,187,2348,74.90,32.50,6.01,27,0.00,7.40,7.06,45,-7.40,15.43,0.00,0.42,0.00
16550,14.36,13.84,187,2326,74.90,32.50,5.95,27,0.00,7.11,6.67,45,-7.69,15.03,0.00,0.40,0.00
16617,14.47,13.76,187,2349,74.90,33.00,5.51,27,0.00,6.82,6.67,45,-7.98,14.42,0.00,0.38,0.00
16683,14.70,13.76,187,2328,74.90,33.00,5.46,27,0.00,6.67,5.49,45,-8.13,13.90,0.00,0.36,0.00
16750,14.81,13.84,187,2325,74.90,33.00,4.96,27,0.00,6.24,5.49,45,-8.56,12.79,0.00,0.32,0.00
16815,14.81,13.84,187,2338,74.90,33.00,4.49,27,0.00,6.09,5.49,45,-8.71,12.37,0.00,0.32,0.00
16882,14.81,13.84,187,2329,74.90,33.00,4.47,27,0.00,5.95,5.49,45,-8.85,12.10,0.00,0.31,0.00
16948,14.81,13.84,187,2335,74.90,33.00,4.48,27,0.00,5.80,5.49,45,-9.00,12.10,0.00,0.31,0.00
17014,15.27,13.84,187,2327,74.90,33.00,4.47,27,0.00,5.66,5.49,45,-9.14,11.93,0.00,0.31,0.00
17080,15.50,13.76,187,2336,74.90,33.00,4.98,27,0.00,5.66,5.10,45,-9.14,11.93,0.00,0.30,0.00
17146,15.73,13.84,187,2320,74.90,33.00,4.95,27,0.00,5.66,5.10,45,-9.14,11.82,0.00,0.30,0.00
17212,15.62,13.84,187,2338,74.90,33.00,4.99,27,0.00,5.66,5.10,45,-9.14,11.82,0.00,0.31,0.00
17278,15.39,13.76,187,2314,74.90,33.00,4.94,27,0.00,5.51,5.10,45,-9.29,11.82,0.00,0.30,0.00
17344,15.16,13.84,187,2337,74.90,33.00,4.99,27,0.00,5.51,5.10,45,-9.29,11.82,0.00,0.30,0.00
17411,15.04,13.76,187,2313,74.90,33.00,4.93,27,0.00,5.51,5.10,45,-9.29,11.71,0.00,0.30,0.00
17477,14.81,13.76,187,2331,74.90,33.00,4.48,27,0.00,5.51,5.10,45,-9.29,11.61,0.00,0.30,0.00
17543,14.81,13.84,187,2320,74.90,33.00,4.45,27,0.00,5.51,5.10,45,-9.29,11.51,0.00,0.30,0.00
17609,14.81,13.76,187,2311,74.90,33.00,4.44,27,0.00,5.51,4.71,45,-9.29,10.84,0.00,0.29,0.00
17675,14.93,13.76,187,2330,74.90,33.00,4.47,27,0.00,5.37,3.92,45,-9.43,10.17,0.00,0.28,0.00
17742,14.93,13.84,187,2302,74.90,33.00,4.42,27,0.00,5.22,3.92,45,-9.58,9.79,0.00,0.27,0.00
17808,14.81,13.76,187,2325,74.90,33.50,4.46,27,0.00,5.08,3.53,45,-9.72,9.66,0.00,0.25,0.00
17874,14.81,13.84,187,2308,74.90,33.50,3.94,27,0.00,4.93,3.53,45,-9.87,9.53,0.00,0.25,0.00
17941,14.70,13.76,187,2313,74.90,33.50,3.95,27,0.00,4.79,3.14,45,-10.01,9.39,0.00,0.25,0.00
18007,14.70,13.76,187,2298,74.90,33.50,3.92,27,0.00,4.79,3.14,45,-10.01,9.17,0.00,0.24,0.00
18072,14.93,13.84,187,2322,74.90,33.50,3.96,27,0.00,4.64,2.75,45,-10.16,8.65,0.00,0.22,0.00
18139,15.27,13.76,187,2311,74.90,33.50,3.94,27,0.00,4.50,2.75,45,-10.30,8.44,0.00,0.22,0.00
18205,15.16,13.84,187,2312,74.90,33.50,3.95,27,0.00,4.35,2.35,45,-10.45,8.39,0.00,0.22,0.00
18272,15.16,13.76,187,2292,74.90,33.50,3.91,27,0.00,4.35,2.35,45,-10.45,8.23,0.00,0.21,0.00
18337,15.16,13.84,187,2304,74.90,33.50,3.93,27,0.00,4.35,2.35,45,-10.45,8.19,0.00,0.21,0.00
18403,15.04,13.76,187,2292,74.90,33.50,3.91,27,0.00,4.21,2.35,45,-10.59,8.14,0.00,0.21,0.00
18470,15.16,13.84,187,2300,74.90,33.50,3.44,27,0.00,4.21,1.96,45,-10.59,8.06,0.00,0.21,0.00
18535,15.04,13.76,187,2282,74.90,33.50,3.41,27,0.00,4.21,1.96,45,-10.59,7.86,0.00,0.20,0.00
18602,15.04,13.84,187,2296,74.90,33.50,3.43,27,0.00,4.21,1.57,45,-10.59,7.49,0.00,0.19,0.00
18669,14.81,13.76,187,2295,74.90,33.50,3.43,27,0.00,4.06,1.18,45,-10.74,7.03,0.00,0.18,0.00
18735,14.81,13.84,187,2304,74.90,31.00,3.44,27,0.00,3.92,0.39,45,-10.88,6.84,0.00,0.18,0.00
18801,14.81,13.76,187,2274,74.90,29.00,0.00,27,0.00,3.92,0.39,45,-10.88,6.81,0.00,0.18,0.00
18867,15.96,13.84,187,2275,74.90,26.50,0.00,27,0.00,3.77,0.00,45,-10.88,6.59,0.00,0.17,0.00
18934,17.69,13.76,187,2288,74.90,24.00,0.00,27,0.00,3.77,0.00,45,-11.03,6.44,0.00,0.17,0.00
19000,19.41,13.84,187,2279,74.90,21.50,0.00,27,0.00,3.63,0.00,45,-11.03,6.22,0.00,0.16,0.00
19065,21.59,13.92,187,2268,74.90,19.00,0.00,27,0.00,3.77,0.00,45,-11.17,6.22,0.00,0.16,0.00
19131,24.00,13.84,187,2285,74.90,16.50,0.00,27,0.00,3.77,0.00,45,-11.03,6.15,0.00,0.16,0.00
19197,25.38,13.84,187,2252,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.15,0.00,0.16,0.00
19264,25.38,13.84,187,2284,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.15,0.00,0.16,0.00
19329,25.38,13.84,187,2247,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.15,0.00,0.17,0.00
19395,24.23,13.84,187,2273,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.18,0.00,0.17,0.00
19462,23.43,13.84,187,2244,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.15,0.00,0.16,0.00
19528,23.54,13.84,187,2261,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.11,0.00,0.16,0.00
19594,23.89,13.84,187,2242,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.15,0.00,0.16,0.00
19660,23.66,13.84,187,2252,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.15,0.00,0.16,0.00
19727,23.66,13.84,187,2248,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.11,0.00,0.16,0.00
19792,23.43,13.84,187,2231,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.07,0.00,0.17,0.00
19858,23.54,13.84,187,2241,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.22,0.00,0.17,0.00
19926,23.54,13.84,187,2226,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.15,0.00,0.17,0.00
19991,23.54,13.84,187,2238,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.11,0.00,0.17,0.00
20058,23.54,13.84,187,2219,74.90,14.50,0.00,27,0.00,3.77,0.00,44,-11.03,6.11,0.00,0.16,0.00
20124,23.54,13.84,187,2231,74.90,14.50,0.00,27,0.00,3.77,0.00,43,-11.03,6.15,0.00,0.17,0.00
20190,23.54,13.84,187,2212,74.90,14.50,0.00,27,0.00,3.77,0.00,43,-11.03,6.15,0.00,0.16,0.00
20256,23.77,13.84,187,2210,74.90,14.50,0.00,27,0.00,3.77,0.00,43,-11.03,6.15,0.00,0.17,0.00
20323,23.54,13.84,187,2218,74.90,14.50,0.00,27,0.00,3.77,0.00,43,-11.03,6.18,0.00,0.17,0.00
20388,23.77,13.84,187,2204,74.90,14.50,0.00,27,0.00,3.77,0.00,43,-11.03,6.15,0.00,0.17,0.00
20454,23.77,13.84,187,2210,74.90,14.50,0.00,27,0.00,3.77,0.00,43,-11.03,6.15,0.00,0.17,0.00
20520,23.54,13.76,187,2199,74.90,14.00,0.00,27,0.00,3.77,0.00,43,-11.03,6.15,0.00,0.17,0.00
20586,23.77,13.84,187,2194,74.90,14.50,0.00,27,0.00,3.77,0.00,43,-11.03,6.18,0.00,0.17,0.00
20652,23.54,13.84,187,2188,74.90,14.00,0.00,27,0.00,3.77,0.00,43,-11.03,6.15,0.00,0.17,0.00
20718,23.54,13.84,187,2194,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.15,0.00,0.17,0.00
20786,23.43,13.84,187,2194,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.15,0.00,0.17,0.00
20851,23.43,13.84,187,2181,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.18,0.00,0.17,0.00
20917,23.54,13.84,187,2179,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.15,0.00,0.17,0.00
20983,23.54,13.84,187,2172,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.18,0.00,0.17,0.00
21050,23.43,13.84,187,2176,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.15,0.00,0.17,0.00
21116,23.77,13.84,187,2178,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.15,0.00,0.17,0.00
21183,23.54,13.84,187,2162,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.04,0.00,0.17,0.00
21248,23.54,13.76,187,2169,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.15,0.00,0.17,0.00
21314,23.77,13.76,187,2155,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.18,0.00,0.17,0.00
21381,23.77,13.76,187,2154,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.18,0.00,0.17,0.00
21448,23.66,13.84,187,2158,74.90,14.00,0.00,27,0.00,3.92,0.00,43,-10.88,6.07,0.00,0.17,0.00
21512,23.66,13.76,187,2146,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.15,0.00,0.17,0.00
21579,23.43,13.84,187,2140,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.15,0.00,0.17,0.00
21646,23.77,13.76,187,2144,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.18,0.00,0.17,0.00
21712,23.43,13.84,187,2135,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.15,0.00,0.17,0.00
21778,23.66,13.76,187,2129,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.18,0.00,0.17,0.00
21844,23.89,13.84,187,2140,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.15,0.00,0.17,0.00
21910,24.00,13.76,187,2126,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.07,0.00,0.17,0.00
21976,23.89,13.84,187,2120,74.90,14.00,0.00,27,0.00,3.92,0.00,42,-10.88,6.15,0.00,0.18,0.00
22042,23.89,13.76,187,2048,74.90,14.00,0.00,27,0.00,4.06,0.00,42,-10.74,6.15,0.00,0.19,0.00
22109,23.54,13.84,187,1977,74.90,14.00,0.00,27,0.00,4.06,0.00,42,-10.74,6.15,0.00,0.19,0.00
22174,23.66,13.76,187,1906,74.90,14.00,0.00,27,0.00,4.06,0.00,42,-10.74,6.18,0.00,0.20,0.00
22241,23.77,13.84,187,1831,74.90,14.00,0.00,27,0.00,4.06,0.00,42,-10.74,6.11,0.00,0.21,0.00
22306,23.54,13.76,187,1756,74.90,14.00,0.00,27,0.00,4.21,0.00,42,-10.59,6.18,0.00,0.22,0.00
22373,23.54,13.84,187,1676,74.90,14.00,0.00,27,0.00,4.21,0.00,42,-10.59,6.18,0.00,0.23,0.00
22441,23.43,13.76,187,1592,74.90,14.00,0.00,27,0.00,4.21,0.00,42,-10.59,6.11,0.00,0.24,0.00
22507,23.54,13.84,187,1519,74.90,22.00,0.00,27,0.00,4.35,0.00,41,-10.45,6.18,0.00,0.25,0.00
22572,23.54,13.76,187,1461,74.90,22.00,0.00,27,0.00,4.50,0.00,41,-10.30,6.11,0.00,0.26,0.00
22641,23.54,13.76,187,1382,74.90,22.00,0.00,27,0.00,4.64,0.00,41,-10.16,5.94,0.00,0.26,0.00
22705,23.54,13.84,187,1317,74.90,22.00,2.53,27,0.00,4.79,0.00,41,-10.01,5.74,0.00,0.28,0.00
22770,23.66,13.84,187,1258,74.90,14.00,2.68,27,0.00,4.93,5.49,41,-9.87,6.20,0.00,0.42,0.00
22837,23.89,13.84,187,1274,74.90,16.00,4.89,27,0.00,6.67,12.55,41,-8.13,12.30,0.00,0.63,0.00
22903,23.54,13.84,187,1318,74.90,21.00,5.62,27,0.00,8.71,19.61,41,-6.09,21.15,1.18,0.85,0.00
22969,23.66,13.84,187,1530,74.90,20.00,8.81,27,0.00,13.06,23.14,41,-1.74,33.17,1.18,0.99,0.00
23035,21.71,13.76,187,1766,74.90,19.00,10.55,27,0.00,13.64,23.14,41,-1.16,29.24,16.47,0.92,0.00
23102,15.04,13.84,187,2189,74.90,24.00,11.21,27,0.00,13.49,16.86,41,-1.31,29.46,16.47,0.81,0.00
23168,13.90,13.76,187,2522,74.90,27.50,10.76,27,0.00,11.32,8.63,41,-3.48,24.32,5.10,0.62,0.00
23234,13.44,13.84,187,2842,74.90,32.50,9.09,27,0.00,8.71,3.92,41,-6.09,17.39,5.10,0.42,0.00
23299,12.75,13.84,187,3058,74.90,34.50,6.52,27,0.00,6.82,1.96,41,-7.98,12.53,0.00,0.31,0.00
23366,12.52,13.84,187,3025,74.90,35.00,5.16,27,0.00,5.37,0.39,41,-9.43,9.80,0.00,0.23,0.00
23433,12.86,13.84,187,2894,74.90,31.50,0.00,27,0.00,4.50,0.00,41,-10.30,7.89,0.00,0.19,0.00
23499,13.67,13.84,187,2838,74.90,31.50,0.00,27,0.00,4.06,0.00,41,-10.74,7.89,0.00,0.16,0.00
23566,15.39,13.84,187,2950,74.90,28.00,0.00,27,0.00,3.77,0.00,41,-11.03,7.57,0.00,0.15,0.00
23631,16.88,13.84,187,2966,74.90,25.00,0.00,27,0.00,3.63,0.00,41,-11.17,7.46,0.00,0.15,0.00
23698,21.02,13.84,187,2891,74.90,23.50,0.00,27,0.00,3.77,0.00,41,-11.03,7.49,0.00,0.16,0.00
23764,23.54,13.84,187,2911,74.90,21.50,0.00,27,0.00,3.77,0.00,41,-11.03,7.70,0.00,0.16,0.00
23830,24.69,13.84,187,2927,74.90,19.00,0.00,27,0.00,3.77,0.00,41,-11.03,7.54,0.00,0.16,0.00
23897,24.69,13.84,187,2864,74.90,19.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.74,0.00,0.16,0.00
23963,23.66,13.84,187,2910,74.90,19.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.62,0.00,0.16,0.00
24029,23.43,13.84,187,2904,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.66,0.00,0.16,0.00
24095,23.31,13.84,187,2872,74.90,19.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.82,0.00,0.16,0.00
24161,23.43,13.84,187,2880,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.62,0.00,0.16,0.00
24227,23.77,13.84,187,2862,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.70,0.00,0.16,0.00
24294,23.66,13.84,187,2845,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.70,0.00,0.16,0.00
24360,23.89,13.84,187,2864,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.74,0.00,0.16,0.00
24427,23.77,13.84,187,2855,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.62,0.00,0.16,0.00
24492,23.89,13.84,187,2852,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.66,0.00,0.16,0.00
24559,23.66,13.84,187,2852,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.57,0.00,0.16,0.00
24626,23.31,13.84,187,2838,74.90,18.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.70,0.00,0.16,0.00
24692,23.66,13.76,187,2841,74.90,18.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.74,0.00,0.16,0.00
24758,23.54,13.84,187,2816,74.90,18.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.70,0.00,0.16,0.00
24825,23.54,13.76,187,2809,74.90,18.00,0.00,27,0.00,3.63,0.00,40,-11.17,7.65,0.00,0.16,0.00
24891,23.66,13.84,187,2811,74.90,18.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.65,0.00,0.16,0.00
24958,23.54,13.76,187,2798,74.90,18.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.82,0.00,0.17,0.00
25023,23.54,13.84,187,2797,74.90,18.00,0.00,27,0.00,3.77,0.00,40,-11.03,7.74,0.00,0.16,0.00
25088,23.77,13.76,187,2792,74.90,17.50,0.00,27,0.00,3.63,0.00,40,-11.03,7.66,0.00,0.16,0.00
25155,23.77,13.76,187,2787,74.90,17.50,0.00,27,0.00,3.77,0.00,40,-11.17,7.65,0.00,0.16,0.00
25222,23.77,13.76,187,2800,74.90,17.50,0.00,27,0.00,3.77,0.00,40,-11.03,7.66,0.00,0.16,0.00
25288,23.89,13.84,187,2791,74.90,17.50,0.00,27,0.00,3.77,0.00,39,-11.03,7.65,0.00,0.17,0.00
25353,23.77,13.76,187,2782,74.90,17.50,0.00,27,0.00,3.77,0.00,39,-11.03,7.74,0.00,0.17,0.00
25420,23.54,13.84,187,2778,74.90,17.50,0.00,27,0.00,3.77,0.00,39,-11.03,7.66,0.00,0.17,0.00
25486,23.77,13.76,187,2770,74.90,17.50,0.00,27,0.00,3.77,0.00,39,-11.03,7.70,0.00,0.17,0.00
25552,23.54,13.84,187,2765,74.90,17.50,0.00,27,0.00,3.63,0.00,39,-11.03,7.66,0.00,0.17,0.00
25618,23.54,13.76,187,2751,74.90,17.50,0.00,27,0.00,3.77,0.00,39,-11.17,7.57,0.00,0.17,0.00
25684,23.43,13.84,187,2739,74.90,17.50,0.00,27,0.00,3.63,0.00,39,-11.03,7.49,0.00,0.17,0.00
25750,23.43,13.84,187,2736,74.90,17.50,0.00,27,0.00,3.63,0.00,39,-11.17,7.62,0.00,0.17,0.00
25817,23.43,13.76,187,2728,74.90,17.50,0.00,27,0.00,3.63,0.00,39,-11.17,7.50,0.00,0.17,0.00
25882,23.77,13.76,187,2723,74.90,17.00,0.00,27,0.00,3.63,0.00,39,-11.17,7.57,0.00,0.17,0.00
25950,23.43,13.76,187,2717,74.90,17.00,0.00,27,0.00,3.63,0.00,39,-11.17,7.49,0.00,0.17,0.00
26016,23.66,13.76,187,2695,74.90,17.00,0.00,27,0.00,3.63,0.00,39,-11.17,7.50,0.00,0.16,0.00
26082,23.54,13.84,187,2685,74.90,17.00,0.00,27,0.00,3.63,0.00,39,-11.17,6.92,0.00,0.15,0.00
26148,23.43,13.76,187,2672,74.90,17.00,0.00,27,0.00,3.48,0.00,39,-11.32,6.81,0.00,0.15,0.00
26214,23.77,13.84,187,2671,74.90,16.50,0.00,27,0.00,3.48,0.00,39,-11.32,6.62,0.00,0.15,0.00
26281,23.66,13.84,187,2661,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.66,0.00,0.15,0.00
26347,23.43,13.76,187,2650,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.59,0.00,0.15,0.00
26412,23.77,13.84,187,2642,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.59,0.00,0.15,0.00
26478,23.43,13.84,187,2648,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.66,0.00,0.15,0.00
26545,23.54,13.84,187,2647,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.59,0.00,0.15,0.00
26611,23.54,13.76,187,2638,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.55,0.00,0.15,0.00
26678,23.66,13.84,187,2620,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.51,0.00,0.15,0.00
26744,23.66,13.84,187,2598,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.59,0.00,0.15,0.00
26809,23.43,13.84,187,2588,74.90,16.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.44,0.00,0.15,0.00
26877,23.89,13.84,187,2581,74.90,16.00,0.00,27,0.00,3.48,0.00,37,-11.32,6.44,0.00,0.15,0.00
26943,23.66,13.84,187,2565,74.90,16.00,0.00,27,0.00,3.48,0.00,37,-11.32,6.44,0.00,0.15,0.00
27009,23.89,13.84,187,2540,74.90,15.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.40,0.00,0.15,0.00
27075,23.66,13.84,187,2524,74.90,15.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.48,0.00,0.15,0.00
27141,23.77,13.84,187,2529,74.90,15.50,0.00,27,0.00,3.48,0.00,37,-11.32,6.40,0.00,0.15,0.00
27208,23.54,13.84,187,2508,74.90,15.50,0.00,27,0.00,3.48,0.00,36,-11.32,6.37,0.00,0.15,0.00
27274,23.43,13.76,187,2488,74.90,15.50,0.00,27,0.00,3.48,0.00,36,-11.32,6.37,0.00,0.15,0.00
27340,23.31,13.84,187,2470,74.90,15.50,0.00,27,0.00,3.48,0.00,36,-11.32,6.22,0.00,0.15,0.00
27406,23.66,13.84,187,2463,74.90,15.50,0.00,27,0.00,3.48,0.00,36,-11.32,6.22,0.00,0.15,0.00
27472,23.54,13.76,187,2446,74.90,15.50,0.00,27,0.00,3.48,0.00,36,-11.32,6.26,0.00,0.15,0.00
27539,23.31,13.76,187,2416,74.90,15.50,0.00,27,0.00,3.48,0.00,36,-11.32,6.15,0.00,0.15,0.00
27606,23.54,13.84,187,2410,74.90,15.50,0.00,27,0.00,3.48,0.00,36,-11.32,6.15,0.00,0.15,0.00
27671,23.89,13.84,187,2384,74.90,15.00,0.00,27,0.00,3.48,0.00,35,-11.32,6.07,0.00,0.15,0.00
27738,23.54,13.84,187,2362,74.90,15.00,0.00,27,0.00,3.48,0.00,35,-11.32,6.07,0.00,0.15,0.00
27804,23.77,13.84,187,2356,74.90,15.00,0.00,27,0.00,3.48,0.00,35,-11.32,6.07,0.00,0.15,0.00
27870,23.77,13.84,187,2325,74.90,15.00,0.00,27,0.00,3.63,0.00,35,-11.17,6.07,0.00,0.16,0.00
27936,23.77,13.84,187,2317,74.90,15.00,0.00,27,0.00,3.63,0.00,35,-11.17,6.07,0.00,0.16,0.00
