Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees)
427467,14.47,13.76,185,2654,74.90,34.00,5.64,27,0.00,5.37,5.49,52,-9.43,14.97,0.00,0.34,0.00
427534,14.47,13.76,185,2642,74.90,34.00,5.65,27,0.00,5.66,5.88,52,-9.43,15.23,0.00,0.35,0.00
427600,14.36,13.76,185,2651,74.90,34.00,6.21,27,0.00,5.66,6.27,52,-9.14,15.78,0.00,0.36,0.00
427666,14.59,13.76,185,2644,74.90,34.00,6.17,27,0.00,5.80,6.27,52,-9.00,16.25,0.00,0.37,0.00
427732,14.59,13.84,185,2628,74.90,34.00,6.17,27,0.00,5.95,6.67,52,-8.85,16.38,0.00,0.37,0.00
427799,14.70,13.76,185,2630,74.90,34.00,6.18,27,0.00,6.09,6.67,52,-8.71,16.52,0.00,0.38,0.00
427865,14.59,13.76,185,2634,74.90,34.00,6.17,27,0.00,6.24,6.67,52,-8.56,17.00,0.00,0.39,0.00
427931,14.70,13.76,185,2628,74.90,34.00,6.21,27,0.00,6.24,7.06,52,-8.56,17.08,0.00,0.39,0.00
427997,14.70,13.76,185,2646,74.90,33.50,6.75,27,0.00,6.24,7.06,52,-8.56,17.44,0.00,0.40,0.00
428064,14.70,13.76,185,2637,74.90,33.50,6.19,27,0.00,6.38,7.45,52,-8.42,17.30,0.00,0.40,0.00
428130,14.81,13.76,185,2639,74.90,33.50,6.75,27,0.00,6.38,7.45,52,-8.42,17.52,0.00,0.40,0.00
428196,14.70,13.76,185,2635,74.90,33.50,6.73,27,0.00,6.53,7.45,51,-8.27,17.68,0.00,0.40,0.00
428262,14.93,13.76,185,2630,74.90,33.50,6.71,27,0.00,6.53,7.45,51,-8.27,17.97,0.00,0.41,0.00
428329,14.93,13.76,185,2623,74.90,33.50,6.74,27,0.00,6.67,7.45,51,-8.13,18.36,0.00,0.42,0.00
428394,15.04,13.68,185,2624,74.90,33.50,6.72,27,0.00,6.67,7.45,51,-8.13,18.27,0.00,0.42,0.00
428461,14.93,13.76,185,2631,74.90,33.50,6.74,27,0.00,6.82,7.84,51,-7.98,18.28,0.00,0.42,0.00
428527,14.81,13.76,185,2637,74.90,33.50,6.75,27,0.00,6.82,7.84,51,-7.98,18.59,0.00,0.43,0.00
428593,14.93,13.76,185,2628,74.90,33.50,6.73,27,0.00,6.82,7.84,51,-7.98,18.73,0.00,0.43,0.00
428659,14.81,13.76,185,2645,74.90,33.50,6.77,27,0.00,6.82,7.84,51,-7.98,18.65,0.00,0.42,0.00
428725,14.81,13.76,185,2620,74.90,33.50,6.71,27,0.00,6.82,7.84,51,-7.98,18.43,0.00,0.42,0.00
428792,14.81,13.76,185,2637,74.90,33.50,6.75,27,0.00,6.82,7.45,51,-7.98,18.43,0.00,0.41,0.00
428857,14.81,13.84,185,2615,74.90,33.50,6.69,27,0.00,6.67,5.88,51,-8.13,16.59,0.00,0.39,0.00
428924,14.81,13.68,185,2628,74.90,34.00,6.17,27,0.00,6.24,4.71,51,-8.56,14.30,0.00,0.35,0.00
428990,14.59,13.76,185,2634,74.90,34.00,5.62,27,0.00,5.80,4.71,51,-9.00,13.71,0.00,0.31,0.00
429056,14.24,13.76,185,2640,74.90,34.00,5.07,27,0.00,5.66,4.31,51,-9.14,13.36,0.00,0.30,0.00
429122,14.36,13.76,185,2628,74.90,34.00,5.04,27,0.00,5.37,4.31,51,-9.43,13.12,0.00,0.30,0.00
429189,14.93,13.76,185,2640,74.90,34.00,5.07,27,0.00,5.22,3.92,51,-9.58,12.70,0.00,0.29,0.00
429255,15.27,13.84,185,2630,74.90,34.00,5.05,27,0.00,5.08,3.92,51,-9.72,12.58,0.00,0.29,0.00
429321,15.39,13.76,185,2607,74.90,34.00,5.00,27,0.00,5.08,3.92,51,-9.72,12.30,0.00,0.29,0.00
429388,15.27,13.76,185,2621,74.90,34.00,5.03,27,0.00,4.93,3.92,51,-9.87,12.37,0.00,0.28,0.00
429453,15.16,13.84,185,2621,74.90,34.00,5.03,27,0.00,4.93,3.92,51,-9.87,12.25,0.00,0.28,0.00
429518,15.04,13.76,185,2618,74.90,34.00,5.03,27,0.00,4.93,3.92,51,-9.87,12.26,0.00,0.28,0.00
429585,14.93,13.76,185,2635,74.90,34.00,5.06,27,0.00,4.93,3.92,51,-9.87,12.20,0.00,0.28,0.00
429652,14.93,13.84,185,2621,74.90,34.00,5.03,27,0.00,4.93,3.92,51,-9.87,12.04,0.00,0.28,0.00
429717,14.81,13.76,185,2616,74.90,34.00,5.02,27,0.00,4.93,3.92,51,-9.87,12.10,0.00,0.28,0.00
429784,14.93,13.84,185,2613,74.90,34.00,5.02,27,0.00,4.79,3.92,51,-10.01,12.25,0.00,0.28,0.00
429850,14.81,13.84,185,2611,74.90,34.00,5.01,27,0.00,4.79,3.92,51,-10.01,12.26,0.00,0.28,0.00
429917,14.81,13.76,185,2608,74.90,34.00,5.01,27,0.00,4.79,3.92,51,-10.01,12.10,0.00,0.28,0.00
429982,14.81,13.84,185,2616,74.90,34.00,5.02,27,0.00,4.79,3.92,51,-10.01,12.10,0.00,0.28,0.00
430049,14.70,13.84,185,2620,74.90,34.00,5.03,27,0.00,4.79,3.92,51,-10.01,12.26,0.00,0.28,0.00
430116,14.70,13.84,185,2615,74.90,34.00,5.02,27,0.00,4.79,3.92,50,-10.01,12.26,0.00,0.28,0.00
430181,14.59,13.76,185,2610,74.90,34.00,5.01,27,0.00,4.79,3.92,50,-10.01,12.26,0.00,0.28,0.00
430248,14.70,13.84,185,2604,74.90,34.00,5.00,27,0.00,4.79,3.92,50,-10.01,12.31,0.00,0.28,0.00
430314,14.70,13.76,185,2598,74.90,34.00,4.99,27,0.00,4.93,3.92,50,-9.87,12.37,0.00,0.29,0.00
430380,14.70,13.84,185,2607,74.90,34.00,5.00,27,0.00,4.79,3.92,50,-10.01,12.37,0.00,0.29,0.00
430446,14.70,13.84,185,2610,74.90,34.00,5.01,27,0.00,4.93,3.92,50,-9.87,12.42,0.00,0.28,0.00
430512,14.70,13.84,185,2616,74.90,34.00,5.02,27,0.00,4.93,3.92,50,-9.87,12.30,0.00,0.29,0.00
430578,14.70,13.76,185,2610,74.90,34.00,5.01,27,0.00,4.93,3.92,50,-9.87,12.42,0.00,0.28,0.00
430646,14.70,13.84,185,2600,74.90,34.00,4.99,27,0.00,4.93,3.92,50,-9.87,12.42,0.00,0.28,0.00
430711,14.70,13.76,185,2606,74.90,34.00,5.00,27,0.00,4.79,3.92,50,-10.01,12.42,0.00,0.28,0.00
430777,14.59,13.84,185,2590,74.90,34.00,4.97,27,0.00,4.93,3.92,50,-9.87,12.36,0.00,0.28,0.00
430844,14.70,13.76,185,2610,74.90,34.00,5.01,27,0.00,4.93,3.92,50,-9.87,12.30,0.00,0.28,0.00
430910,14.70,13.76,185,2608,74.90,34.00,5.01,27,0.00,4.93,3.92,50,-9.87,12.25,0.00,0.29,0.00
430977,14.70,13.84,185,2604,74.90,34.00,5.00,27,0.00,4.93,3.92,50,-9.87,12.19,0.00,0.29,0.00
431043,14.70,13.76,185,2591,74.90,34.00,4.98,27,0.00,4.93,3.92,50,-9.87,12.31,0.00,0.28,0.00
431108,14.81,13.76,185,2595,74.90,34.00,4.98,27,0.00,4.93,3.92,50,-9.87,12.31,0.00,0.28,0.00
431176,14.81,13.84,185,2585,74.90,34.00,4.96,27,0.00,4.93,3.92,50,-9.87,12.26,0.00,0.28,0.00
431240,14.81,13.76,185,2597,74.90,34.00,4.99,27,0.00,4.93,3.92,50,-9.87,12.37,0.00,0.29,0.00
431307,14.70,13.76,185,2594,74.90,34.00,4.98,27,0.00,4.93,3.92,50,-9.87,12.36,0.00,0.29,0.00
431372,14.81,13.84,185,2596,74.90,34.00,4.98,27,0.00,4.93,3.92,50,-9.87,12.25,0.00,0.28,0.00
431441,14.81,13.76,185,2590,74.90,34.00,4.97,27,0.00,4.93,3.92,50,-9.87,12.25,0.00,0.28,0.00
431506,14.70,13.76,185,2576,74.90,34.00,4.95,27,0.00,4.79,3.92,50,-10.01,12.25,0.00,0.28,0.00
431572,14.81,13.84,185,2581,74.90,34.00,4.96,27,0.00,4.93,3.92,50,-9.87,12.26,0.00,0.29,0.00
431638,14.81,13.76,185,2601,74.90,34.00,4.99,27,0.00,4.79,3.92,50,-10.01,12.20,0.00,0.28,0.00
431704,14.81,13.76,185,2582,74.90,34.00,4.96,27,0.00,4.93,3.92,50,-9.87,12.19,0.00,0.29,0.00
431772,14.70,13.76,185,2597,74.90,34.00,4.99,27,0.00,4.93,3.92,50,-9.87,12.31,0.00,0.29,0.00
431836,14.70,13.76,185,2577,74.90,34.00,4.95,27,0.00,4.79,3.92,50,-10.01,12.37,0.00,0.29,0.00
431903,14.70,13.76,185,2577,74.90,34.00,4.95,27,0.00,4.93,3.92,50,-9.87,12.26,0.00,0.29,0.00
431969,14.70,13.76,185,2574,74.90,34.00,4.94,27,0.00,4.93,3.92,50,-9.87,12.19,0.00,0.28,0.00
432036,14.81,13.84,185,2587,74.90,34.00,4.97,27,0.00,4.93,3.92,50,-9.87,12.25,0.00,0.28,0.00
432103,14.70,13.68,185,2582,74.90,34.00,4.96,27,0.00,4.93,3.92,50,-9.87,12.36,0.00,0.28,0.00
432169,14.81,13.76,185,2575,74.90,34.00,4.94,27,0.00,4.93,3.92,50,-9.87,12.31,0.00,0.29,0.00
432234,14.81,13.76,185,2582,74.90,34.00,4.96,27,0.00,4.93,3.92,50,-9.87,12.37,0.00,0.29,0.00
432302,14.81,13.76,185,2566,74.90,34.00,4.93,27,0.00,4.93,3.92,50,-9.87,12.41,0.00,0.29,0.00
432367,14.81,13.76,185,2589,74.90,34.00,4.97,27,0.00,4.93,4.31,50,-9.87,12.58,0.00,0.29,0.00
432434,14.70,13.84,185,2587,74.90,34.00,4.97,27,0.00,4.93,4.71,50,-9.87,12.85,0.00,0.30,0.00
432499,14.70,13.76,185,2577,74.90,34.00,4.95,27,0.00,5.08,4.71,50,-9.72,13.36,0.00,0.31,0.00
432566,14.70,13.76,185,2575,74.90,34.00,5.49,27,0.00,5.08,4.71,50,-9.72,13.67,0.00,0.32,0.00
432633,14.81,13.76,185,2573,74.90,34.00,5.49,27,0.00,5.22,5.49,50,-9.58,14.18,0.00,0.33,0.00
432699,14.81,13.76,185,2566,74.90,34.00,5.52,27,0.00,5.51,5.49,50,-9.43,14.42,0.00,0.34,0.00
432765,14.81,13.76,185,2586,74.90,33.50,5.52,27,0.00,5.51,5.88,50,-9.29,15.03,0.00,0.36,0.00
432831,14.47,13.76,185,2566,74.90,33.50,6.03,27,0.00,5.80,6.27,50,-9.14,15.91,0.00,0.37,0.00
432897,14.59,13.76,185,2570,74.90,33.50,6.03,27,0.00,5.95,6.67,50,-9.00,16.46,0.00,0.39,0.00
432963,14.36,13.76,185,2571,74.90,33.50,6.01,27,0.00,6.24,7.06,50,-8.85,17.08,0.00,0.40,0.00
433029,14.47,13.76,185,2563,74.90,33.50,6.62,27,0.00,6.38,7.45,50,-8.56,17.44,0.00,0.41,0.00
433097,14.24,13.76,185,2585,74.90,33.00,6.58,27,0.00,6.53,7.84,50,-8.42,18.13,0.00,0.43,0.00
433162,14.36,13.76,185,2570,74.90,33.00,6.59,27,0.00,6.82,8.24,50,-8.27,18.51,0.00,0.43,0.00
433229,14.70,13.76,185,2574,74.90,33.00,6.55,27,0.00,6.96,8.24,50,-7.98,19.04,0.00,0.44,0.00
433295,14.81,13.84,185,2557,74.90,33.00,7.15,27,0.00,7.11,8.24,50,-7.84,19.57,0.00,0.45,0.00
433361,14.93,13.76,185,2577,74.90,33.00,7.15,27,0.00,7.25,8.63,50,-7.55,19.74,0.00,0.46,0.00
433427,14.81,13.76,185,2579,74.90,33.00,7.17,27,0.00,7.40,8.63,50,-7.40,20.08,0.00,0.46,0.00
433493,14.81,13.76,185,2587,74.90,33.00,7.16,27,0.00,7.40,8.63,50,-7.40,20.43,0.00,0.48,0.00
433560,14.81,13.76,185,2583,74.90,33.00,7.67,27,0.00,7.55,9.02,50,-7.25,20.86,0.00,0.48,0.00
433625,14.81,13.76,185,2566,74.90,33.00,7.71,27,0.00,7.69,9.02,50,-7.11,20.86,0.00,0.49,0.00
433691,14.81,13.76,185,2582,74.90,33.00,7.68,27,0.00,7.69,9.41,50,-7.11,21.19,0.00,0.49,0.00
433758,14.70,13.76,185,2572,74.90,33.00,7.75,27,0.00,7.84,9.41,50,-6.96,21.02,0.00,0.49,0.00
433824,14.81,13.84,187,2593,74.90,32.50,7.70,27,0.00,7.84,9.41,50,-6.96,21.19,0.00,0.49,0.00
433890,14.81,13.76,187,2579,74.90,33.00,7.74,27,0.00,7.84,9.02,50,-6.96,20.86,0.00,0.49,0.00
433957,14.81,13.84,185,2592,74.90,32.50,7.67,27,0.00,7.84,9.02,50,-6.96,21.03,0.00,0.49,0.00
434023,14.93,13.76,185,2569,74.90,33.00,7.75,27,0.00,7.69,8.63,50,-7.11,20.68,0.00,0.47,0.00
434089,14.81,13.76,185,2595,74.90,33.00,7.16,27,0.00,7.69,8.24,50,-7.11,19.99,0.00,0.46,0.00
434155,14.81,13.76,185,2583,74.90,33.00,7.22,27,0.00,7.40,6.67,50,-7.40,17.90,0.00,0.44,0.00
434221,14.59,13.76,185,2604,74.90,33.50,6.63,27,0.00,6.96,6.27,50,-7.84,16.52,0.00,0.41,0.00
434287,14.47,13.76,185,2584,74.90,33.50,6.06,27,0.00,6.53,5.88,50,-8.27,15.84,0.00,0.38,0.00
434354,14.47,13.84,187,2587,74.90,34.00,5.52,27,0.00,6.24,5.49,50,-8.56,14.97,0.00,0.35,0.00
434420,14.36,13.76,187,2587,74.90,34.00,5.48,27,0.00,5.95,5.10,50,-8.85,14.13,0.00,0.33,0.00
434486,14.70,13.76,187,2618,74.90,34.00,5.58,27,0.00,5.80,4.71,50,-9.00,13.71,0.00,0.31,0.00
434552,15.16,13.84,187,2581,74.90,34.00,4.96,27,0.00,5.66,4.71,50,-9.14,12.90,0.00,0.30,0.00
434618,15.50,13.84,187,2591,74.90,34.00,4.98,27,0.00,5.37,4.31,50,-9.43,13.01,0.00,0.30,0.00
434685,15.85,13.76,187,2593,74.90,34.00,4.98,27,0.00,5.22,3.92,50,-9.58,12.58,0.00,0.29,0.00
434750,15.73,13.84,187,2579,74.90,34.00,4.95,27,0.00,5.22,3.92,50,-9.58,12.70,0.00,0.29,0.00
434817,15.39,13.84,187,2576,74.90,34.00,4.95,27,0.00,5.08,3.92,50,-9.72,12.47,0.00,0.29,0.00
434883,15.39,13.76,185,2593,74.90,34.00,4.98,27,0.00,5.08,3.92,50,-9.72,12.15,0.00,0.29,0.00
434950,15.04,13.84,185,2590,74.90,34.00,4.97,27,0.00,5.08,3.92,50,-9.72,12.36,0.00,0.29,0.00
435015,14.93,13.76,187,2597,74.90,34.00,4.99,27,0.00,5.08,3.92,50,-9.72,12.19,0.00,0.28,0.00
435082,14.93,13.76,187,2573,74.90,34.00,4.94,27,0.00,4.93,3.92,50,-9.87,12.25,0.00,0.29,0.00
435148,14.93,13.84,187,2570,74.90,34.00,4.93,27,0.00,4.93,3.92,50,-9.87,12.15,0.00,0.28,0.00
435215,14.93,13.68,187,2586,74.90,34.00,4.97,27,0.00,4.93,3.92,50,-9.87,11.93,0.00,0.28,0.00
435281,14.81,13.84,187,2587,74.90,34.00,4.97,27,0.00,4.93,3.92,50,-9.87,11.93,0.00,0.27,0.00
435347,14.81,13.76,187,2577,74.90,34.00,4.95,27,0.00,4.79,3.53,50,-10.01,10.99,0.00,0.26,0.00
435413,14.70,13.76,187,2574,74.90,34.00,4.39,27,0.00,4.64,3.53,50,-10.16,10.54,0.00,0.24,0.00
435480,14.70,13.76,187,2566,74.90,34.00,4.38,27,0.00,4.50,3.53,50,-10.30,10.45,0.00,0.24,0.00
435545,14.59,13.84,187,2568,74.90,34.00,4.38,27,0.00,4.50,3.53,50,-10.30,10.49,0.00,0.24,0.00
435611,14.70,13.68,187,2576,74.90,34.00,4.40,27,0.00,4.35,3.53,50,-10.45,10.38,0.00,0.24,0.00
435678,15.04,13.84,187,2574,74.90,34.00,4.39,27,0.00,4.35,3.53,50,-10.45,10.23,0.00,0.24,0.00
435744,15.04,13.68,187,2565,74.90,34.00,4.38,27,0.00,4.35,3.14,50,-10.45,10.38,0.00,0.24,0.00
435811,14.93,13.76,187,2566,74.90,34.00,4.38,27,0.00,4.21,3.14,50,-10.59,10.23,0.00,0.24,0.00
435877,14.93,13.76,187,2561,74.90,34.00,4.37,27,0.00,4.21,3.14,50,-10.59,10.17,0.00,0.24,0.00
435943,14.81,13.84,187,2573,74.90,34.00,4.39,27,0.00,4.21,3.14,50,-10.59,10.17,0.00,0.24,0.00
436010,14.70,13.76,187,2562,74.90,34.00,4.37,27,0.00,4.21,3.14,50,-10.59,10.17,0.00,0.24,0.00
436076,14.81,13.76,187,2557,74.90,34.00,4.36,27,0.00,4.21,3.14,50,-10.59,10.17,0.00,0.24,0.00
436141,14.70,13.76,187,2558,74.90,34.00,4.37,27,0.00,4.21,3.14,50,-10.59,10.17,0.00,0.23,0.00
436209,14.70,13.76,187,2568,74.90,34.00,4.38,27,0.00,4.21,3.14,50,-10.59,10.13,0.00,0.23,0.00
436275,14.59,13.76,187,2569,74.90,34.00,4.38,27,0.00,4.21,3.14,50,-10.59,10.03,0.00,0.24,0.00
436341,14.70,13.84,187,2548,74.90,34.00,4.35,27,0.00,4.21,3.14,50,-10.59,9.93,0.00,0.23,0.00
436407,14.70,13.76,187,2552,74.90,34.00,4.35,27,0.00,4.21,3.14,50,-10.59,9.97,0.00,0.23,0.00
436473,14.81,13.84,187,2554,74.90,34.00,4.36,27,0.00,4.06,1.96,50,-10.74,9.66,0.00,0.22,0.00
436541,14.70,13.84,187,2554,74.90,34.00,0.00,27,0.00,3.92,0.00,50,-10.88,7.86,0.00,0.19,0.00
436605,14.59,13.76,187,2544,74.90,31.50,0.00,27,0.00,3.48,0.00,50,-11.32,6.62,0.00,0.15,0.00
436671,14.47,13.84,187,2539,74.90,29.00,0.00,27,0.00,3.48,0.00,50,-11.32,6.33,0.00,0.15,0.00
436739,14.93,13.84,187,2539,74.90,26.50,0.00,27,0.00,3.34,0.00,50,-11.46,6.37,0.00,0.15,0.00
436803,16.42,13.84,187,2528,74.90,24.50,0.00,27,0.00,3.34,0.00,50,-11.46,6.37,0.00,0.15,0.00
436870,19.29,13.84,187,2540,74.90,22.00,0.00,27,0.00,3.48,0.00,50,-11.32,6.37,0.00,0.15,0.00
436937,23.08,13.84,187,2542,74.90,17.50,0.00,27,0.00,3.48,0.00,50,-11.32,6.37,0.00,0.15,0.00
437003,25.15,13.84,187,2530,74.90,15.50,0.00,27,0.00,3.48,0.00,50,-11.32,6.44,0.00,0.15,0.00
437069,25.38,13.92,187,2524,74.90,15.50,0.00,27,0.00,3.48,0.00,50,-11.32,6.40,0.00,0.15,0.00
437135,25.38,13.84,187,2533,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.33,0.00,0.15,0.00
437202,23.77,13.84,187,2528,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.37,0.00,0.15,0.00
437267,23.66,13.84,187,2516,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.37,0.00,0.15,0.00
437334,23.66,13.84,187,2509,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.26,0.00,0.15,0.00
437400,23.54,13.76,187,2519,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.29,0.00,0.15,0.00
437466,23.89,13.84,187,2515,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.37,0.00,0.15,0.00
437533,23.77,13.76,187,2504,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.29,0.00,0.15,0.00
437599,23.66,13.84,187,2496,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.33,0.00,0.15,0.00
437665,23.66,13.84,187,2512,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.29,0.00,0.15,0.00
437731,23.31,13.84,187,2503,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.29,0.00,0.15,0.00
437797,23.66,13.84,187,2489,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.22,0.00,0.15,0.00
437865,23.77,13.84,187,2485,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.22,0.00,0.15,0.00
437930,23.66,13.84,187,2496,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.26,0.00,0.15,0.00
437997,23.89,13.84,187,2495,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.26,0.00,0.15,0.00
438061,23.66,13.76,187,2478,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.22,0.00,0.15,0.00
438128,23.66,13.84,187,2488,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.22,0.00,0.15,0.00
438195,23.77,13.84,187,2483,74.90,15.50,0.00,27,0.00,3.34,0.00,49,-11.46,6.22,0.00,0.15,0.00
438261,23.31,13.84,187,2468,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.29,0.00,0.15,0.00
438327,23.89,13.84,187,2464,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.15,0.00,0.15,0.00
438394,23.66,13.76,187,2476,74.90,15.50,0.00,27,0.00,3.34,0.00,49,-11.46,6.04,0.00,0.15,0.00
438460,23.43,13.84,187,2459,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.32,6.22,0.00,0.15,0.00
438526,23.89,13.84,187,2454,74.90,15.50,0.00,27,0.00,3.48,0.00,49,-11.46,6.22,0.00,0.15,0.00
438593,23.89,13.84,187,2464,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.11,0.00,0.15,0.00
438659,23.77,13.84,187,2459,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.11,0.00,0.15,0.00
438726,23.66,13.84,187,2443,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.04,0.00,0.15,0.00
438792,23.66,13.60,187,2452,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.07,0.00,0.15,0.00
438857,23.77,13.76,187,2448,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.07,0.00,0.15,0.00
438923,23.66,13.76,187,2432,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.07,0.00,0.15,0.00
438990,23.66,13.76,187,2442,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.07,0.00,0.15,0.00
439056,23.66,13.76,187,2436,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.07,0.00,0.15,0.00
439122,23.89,13.84,187,2425,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.07,0.00,0.15,0.00
439188,23.54,13.68,187,2429,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.00,0.00,0.15,0.00
439254,23.54,13.76,187,2425,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.04,0.00,0.15,0.00
439320,23.77,13.76,187,2412,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,5.93,0.00,0.15,0.00
439387,23.89,13.76,187,2420,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,5.96,0.00,0.15,0.00
439453,23.89,13.68,187,2404,74.90,15.50,0.00,27,0.00,3.48,0.00,48,-11.32,6.00,0.00,0.15,0.00
439519,23.54,13.76,187,2402,74.90,15.50,0.00,27,0.00,3.48,0.00,47,-11.32,6.00,0.00,0.15,0.00
439586,23.54,13.76,187,2410,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.93,0.00,0.15,0.00
439651,23.54,13.76,187,2394,74.90,15.50,0.00,27,0.00,3.48,0.00,47,-11.32,5.93,0.00,0.15,0.00
439719,23.77,13.68,187,2400,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.87,0.00,0.15,0.00
439784,23.66,13.84,187,2397,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.87,0.00,0.15,0.00
439850,23.66,13.76,187,2379,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.86,0.00,0.15,0.00
439916,23.89,13.76,187,2388,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.90,0.00,0.15,0.00
439983,23.77,13.76,187,2372,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.86,0.00,0.15,0.00
440050,23.89,13.76,187,2378,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,6.00,0.00,0.15,0.00
440116,23.77,13.76,187,2373,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.96,0.00,0.15,0.00
440181,23.54,13.76,187,2359,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.87,0.00,0.15,0.00
440248,23.54,13.84,187,2344,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.93,0.00,0.15,0.00
440313,23.54,13.76,187,2349,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.93,0.00,0.15,0.00
440380,23.54,13.84,187,2330,74.90,15.00,0.00,27,0.00,3.48,0.00,47,-11.32,5.93,0.00,0.15,0.00
440447,23.77,13.76,187,2338,74.90,15.00,0.00,27,0.00,3.48,0.00,46,-11.32,5.93,0.00,0.15,0.00
440513,23.77,13.84,187,2320,74.90,15.00,0.00,27,0.00,3.48,0.00,46,-11.32,5.87,0.00,0.15,0.00
440579,23.43,13.76,187,2320,74.90,15.00,0.00,27,0.00,3.48,0.00,46,-11.32,5.93,0.00,0.15,0.00
440645,23.43,13.84,187,2309,74.90,15.00,0.00,27,0.00,3.63,0.00,46,-11.17,5.93,0.00,0.15,0.00
440711,23.43,13.76,187,2292,74.90,15.00,0.00,27,0.00,3.63,0.00,46,-11.17,5.87,0.00,0.15,0.00
440777,23.66,13.84,185,2290,74.90,14.50,0.00,27,0.00,3.63,0.00,46,-11.17,5.87,0.00,0.15,0.00
440845,23.54,13.76,185,2270,74.90,14.50,0.00,27,0.00,3.63,0.00,46,-11.17,5.90,0.00,0.16,0.00
440910,23.66,13.76,185,2264,74.90,14.50,0.00,27,0.00,3.63,0.00,45,-11.17,5.93,0.00,0.16,0.00
440977,23.66,13.76,185,2264,74.90,14.50,0.00,27,0.00,3.63,0.00,45,-11.17,5.93,0.00,0.16,0.00
441043,23.43,13.84,185,2244,74.90,14.50,0.00,27,0.00,3.63,0.00,45,-11.17,5.93,0.00,0.16,0.00
441108,23.43,13.76,185,2243,74.90,14.50,0.00,27,0.00,3.63,0.00,45,-11.17,5.86,0.00,0.16,0.00
441175,23.66,13.84,187,2220,74.90,14.50,0.00,27,0.00,3.63,0.00,45,-11.17,5.87,0.00,0.16,0.00
441241,23.77,13.76,187,2223,74.90,14.50,0.00,27,0.00,3.63,0.00,45,-11.17,5.87,0.00,0.16,0.00
441307,23.66,13.84,185,2197,74.90,14.00,0.00,27,0.00,3.63,0.00,45,-11.17,5.87,0.00,0.16,0.00
441373,23.66,13.76,185,2196,74.90,14.00,0.00,27,0.00,3.77,0.00,44,-11.03,5.87,0.00,0.16,0.00
