Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
1800668,23.31,13.92,94,0.16,1980,33.33,13.00,0.00,28,0.00,3.77,0.00,40,-11.03,0.00,0.00
1800734,23.43,13.92,94,0.15,1961,33.33,13.00,0.00,28,0.00,3.77,0.00,40,-11.03,0.00,0.00
1800800,23.20,13.92,94,0.15,1960,33.33,13.00,0.00,28,0.00,3.77,0.00,40,-11.03,0.00,0.00
1800867,23.20,13.92,94,0.15,1952,33.33,13.00,0.00,28,0.00,3.77,0.00,40,-11.03,0.00,0.00
1800933,23.43,13.92,94,0.15,1939,33.33,13.00,0.00,28,0.00,3.77,0.00,40,-11.03,0.00,0.00
1800999,23.20,13.92,94,0.15,1923,33.33,13.00,0.00,28,0.00,3.77,0.00,40,-11.03,0.00,0.00
1801065,23.20,13.92,94,0.15,1921,33.33,13.00,0.00,28,0.00,3.63,0.00,39,-11.03,0.00,0.00
1801132,23.20,13.92,94,0.15,1894,33.33,13.00,0.00,28,0.00,3.63,0.00,39,-11.17,0.00,0.00
1801198,23.31,13.92,94,0.15,1886,33.33,13.00,0.00,28,0.00,3.63,0.00,39,-11.17,0.00,0.00
1801264,23.43,13.92,94,0.15,1874,33.33,13.00,0.00,28,0.00,3.63,0.00,39,-11.17,0.00,0.00
1801330,23.66,13.92,94,0.15,1868,33.33,13.00,0.00,28,0.00,3.63,0.00,39,-11.17,0.00,0.00
1801396,23.31,13.92,94,0.15,1854,33.33,13.00,0.00,28,0.00,3.63,0.00,39,-11.17,0.00,0.00
1801463,23.08,14.00,94,0.15,1844,33.33,13.00,0.00,28,0.00,3.63,0.00,39,-11.17,0.00,0.00
1801529,23.43,13.92,94,0.15,1831,33.33,13.00,0.00,28,0.00,3.63,0.00,38,-11.17,0.00,0.00
1801595,23.31,14.00,94,0.15,1820,33.33,13.00,0.00,28,0.00,3.63,0.00,38,-11.17,0.00,0.00
1801661,23.31,13.92,94,0.15,1811,33.33,13.00,0.00,28,0.00,3.48,0.00,38,-11.17,0.00,0.00
1801727,23.08,13.92,94,0.15,1794,33.33,13.00,0.00,28,0.00,3.48,0.00,38,-11.32,0.00,0.00
1801795,23.66,13.92,94,0.15,1789,33.33,13.00,0.00,28,0.00,3.48,0.00,38,-11.32,0.00,0.00
1801860,23.66,13.92,94,0.15,1770,33.33,13.00,0.00,28,0.00,3.48,0.00,38,-11.32,0.00,0.00
1801926,23.31,13.92,94,0.15,1766,33.33,13.00,0.00,28,0.00,3.48,0.00,38,-11.32,0.00,0.00
1801993,23.54,13.92,94,0.15,1760,33.33,13.00,0.00,28,0.00,3.48,0.00,37,-11.32,0.00,0.00
1802059,23.54,13.92,94,0.15,1751,33.33,13.00,0.00,28,0.00,3.48,0.00,37,-11.32,0.00,0.00
1802125,23.54,13.92,94,0.15,1734,33.33,13.00,0.00,28,0.00,3.48,0.00,37,-11.32,0.00,0.00
1802191,23.54,13.92,94,0.15,1685,33.33,13.00,0.00,28,0.00,3.48,0.00,37,-11.32,0.00,0.00
1802256,23.54,13.92,94,0.16,1606,33.33,13.00,0.00,28,0.00,3.48,0.00,37,-11.32,0.00,0.00
1802323,23.54,13.92,94,0.17,1508,33.33,13.00,0.00,28,0.00,3.48,0.00,37,-11.32,0.00,0.00
1802390,23.31,13.92,94,0.17,1440,33.33,13.00,0.00,28,0.00,3.63,0.00,37,-11.17,0.00,0.00
1802455,23.20,13.92,94,0.19,1348,33.33,21.00,0.00,28,0.00,3.77,0.00,35,-11.03,0.00,0.00
1802523,23.31,13.92,94,0.21,1265,33.33,21.00,1.62,28,0.00,3.92,0.00,35,-10.88,0.00,0.00
1802588,23.54,13.92,94,0.22,1222,33.33,21.00,1.83,28,0.00,4.06,0.00,35,-10.74,0.00,0.00
1802655,23.54,13.92,94,0.22,1246,33.33,21.00,1.86,28,0.00,4.21,0.00,35,-10.59,0.00,0.00
1802722,23.54,14.00,94,0.20,1250,33.33,21.00,1.87,28,0.00,4.21,0.00,35,-10.59,0.00,0.00
1802788,23.31,13.92,94,0.20,1224,33.33,21.00,1.83,28,0.00,4.21,0.00,35,-10.59,0.00,0.00
1802853,23.20,13.84,94,0.20,1212,33.33,21.00,1.81,28,0.00,4.21,0.00,35,-10.59,0.00,0.00
1802919,22.85,13.92,94,0.21,1192,33.33,21.00,1.78,28,0.00,4.21,0.00,33,-10.59,0.00,0.00
1802985,22.62,13.92,94,0.20,1178,33.33,21.00,1.76,28,0.00,4.21,0.00,33,-10.59,0.00,0.00
1803051,19.52,14.00,94,0.19,1149,33.33,21.00,1.72,28,0.00,4.21,0.00,33,-10.59,0.00,0.00
