Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (C),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Primary Wastegate Duty Cycle (%),Fine Learning Knock Correction* (degrees)
1118996,14.70,13.84,94,0.25,777,33.33,13.00,1.32,26,0.00,5.37,0.00,5,-9.43,0.00,0.00
1119062,14.70,13.92,94,0.26,771,33.33,13.00,1.31,26,0.00,5.37,0.00,5,-9.43,0.00,0.00
1119128,14.70,14.00,94,0.26,770,33.33,13.00,1.31,26,0.00,5.37,0.00,5,-9.43,0.00,0.00
1119194,14.70,13.92,94,0.26,770,33.33,12.00,1.33,26,0.00,5.37,0.00,5,-9.43,0.00,0.00
1119260,14.70,13.92,94,0.25,778,33.33,11.50,1.34,26,0.00,5.37,0.00,5,-9.43,0.00,0.00
1119326,14.70,13.92,94,0.25,785,33.33,11.50,1.34,26,0.00,5.37,0.00,5,-9.43,0.00,0.00
1119393,14.70,13.92,94,0.25,783,33.33,12.00,1.33,26,0.00,5.22,0.00,5,-9.43,0.00,0.00
1119458,14.70,13.92,94,0.24,779,33.33,12.50,1.33,26,0.00,5.22,0.00,5,-9.58,0.00,0.00
1119524,14.70,13.92,94,0.25,778,33.33,13.00,1.32,26,0.00,5.22,0.00,3,-9.58,0.00,0.00
1119590,14.70,13.92,94,0.25,775,33.33,12.00,1.32,26,0.00,5.22,0.00,3,-9.58,0.00,0.00
1119658,14.70,13.92,94,0.25,771,33.33,13.00,1.32,26,0.00,5.22,0.00,3,-9.58,0.00,0.00
1119723,14.81,14.00,94,0.25,776,33.33,13.00,1.32,26,0.00,5.22,0.00,3,-9.58,0.00,0.00
1119789,14.81,13.92,94,0.25,776,33.33,13.00,1.32,26,0.00,5.22,0.00,3,-9.58,0.00,0.00
1119855,14.81,13.92,94,0.25,767,33.33,13.50,1.31,26,0.00,5.22,0.00,3,-9.58,0.00,0.00
1119921,14.81,13.92,94,0.25,770,33.33,13.00,1.31,26,0.00,5.22,0.00,3,-9.58,0.00,0.00
1119988,14.81,14.00,94,0.25,768,33.33,13.50,1.31,26,0.00,5.22,0.00,2,-9.58,0.00,0.00
1120054,14.81,13.92,94,0.25,772,33.33,13.00,1.32,26,0.00,5.22,0.00,2,-9.58,0.00,0.00
1120120,14.70,13.84,94,0.25,772,33.33,13.00,1.32,26,0.00,5.22,0.00,2,-9.58,0.00,0.00
1120186,14.81,14.00,94,0.25,774,33.33,12.50,1.32,26,0.00,5.22,0.00,2,-9.58,0.00,0.00
1120253,14.81,13.84,94,0.25,767,33.33,13.50,1.31,26,0.00,5.22,0.00,2,-9.58,0.00,0.00
1120318,14.81,13.92,94,0.25,764,33.33,13.50,1.30,26,0.00,5.22,0.00,2,-9.58,0.00,0.00
1120386,14.81,13.92,94,0.26,764,33.33,13.50,1.30,26,0.00,5.22,0.00,2,-9.58,0.00,0.00
1120450,14.81,13.92,94,0.26,770,33.33,13.00,1.31,26,0.00,5.37,0.00,2,-9.58,0.00,0.00
1120517,14.93,13.84,94,0.26,772,33.33,12.50,1.32,26,0.00,5.37,0.00,2,-9.43,0.00,0.00
1120583,14.81,13.92,94,0.27,776,33.33,12.00,1.49,26,0.00,5.37,0.00,2,-9.43,0.00,0.00
1120648,14.93,13.84,94,0.27,774,33.33,12.50,1.49,26,0.00,5.37,0.00,2,-9.43,0.00,0.00
1120715,14.81,13.92,94,0.27,779,33.33,12.00,1.50,26,0.00,5.37,0.00,2,-9.43,0.00,0.00
1120782,14.81,13.84,94,0.26,784,33.33,11.50,1.51,26,0.00,5.37,0.00,2,-9.43,0.00,0.00
1120847,14.81,13.92,94,0.25,789,33.33,11.00,1.52,26,0.00,5.37,0.00,2,-9.43,0.00,0.00
1120913,14.81,13.92,94,0.25,794,33.33,10.50,1.35,26,0.00,5.37,0.00,1,-9.43,0.00,0.00
1120979,14.93,13.92,94,0.25,797,33.33,10.50,1.36,26,0.00,5.37,0.00,1,-9.43,0.00,0.00
1121045,14.81,13.92,94,0.24,796,33.33,10.50,1.36,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121112,14.93,13.92,94,0.24,794,33.33,11.00,1.35,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121178,14.93,14.00,94,0.25,785,33.33,12.00,1.34,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121244,14.93,13.92,94,0.24,788,33.33,11.50,1.34,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121309,14.93,13.92,94,0.25,782,33.33,12.50,1.33,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121376,14.81,13.92,94,0.24,787,33.33,12.00,1.34,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121443,14.81,14.00,94,0.24,786,33.33,12.00,1.34,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121508,14.70,14.00,94,0.24,789,33.33,11.50,1.35,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121575,14.70,13.92,94,0.25,783,33.33,12.50,1.34,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121641,14.81,13.92,94,0.25,773,33.33,13.50,1.32,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121708,14.70,13.92,94,0.25,764,33.33,14.50,1.30,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121773,14.70,13.92,94,0.25,767,33.33,14.00,1.31,26,0.00,5.22,0.00,1,-9.58,0.00,0.00
1121839,14.70,13.92,94,0.25,772,33.33,13.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1121906,14.70,14.00,94,0.25,768,33.33,14.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1121972,14.70,13.92,94,0.25,766,33.33,14.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122037,14.70,13.92,94,0.25,763,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122104,14.70,13.92,94,0.26,766,33.33,14.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122170,14.70,13.92,94,0.26,766,33.33,14.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122236,14.70,13.92,94,0.25,772,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122302,14.70,14.00,94,0.25,773,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122368,14.81,13.92,94,0.25,770,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122434,14.81,13.92,94,0.25,765,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122500,14.81,13.92,94,0.25,763,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122566,14.81,13.92,94,0.26,766,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122633,14.81,13.92,94,0.25,774,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122699,14.93,14.00,94,0.25,775,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122766,14.93,13.92,94,0.25,779,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122833,14.93,13.84,94,0.25,778,33.33,12.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122897,14.93,13.92,94,0.25,771,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1122963,14.93,13.92,94,0.25,770,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123030,14.93,13.92,94,0.25,774,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123096,14.93,13.92,94,0.25,782,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123162,14.93,13.92,94,0.25,778,33.33,12.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123228,14.81,13.92,94,0.25,772,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123294,14.81,13.84,94,0.25,769,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123360,14.93,14.00,94,0.25,772,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123426,14.81,13.84,94,0.25,776,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123493,14.81,13.92,94,0.25,783,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123559,14.81,13.84,94,0.25,782,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123626,14.81,13.92,94,0.25,777,33.33,12.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123692,14.81,13.76,94,0.25,778,33.33,12.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123757,14.81,13.92,94,0.25,773,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123824,14.81,13.84,94,0.25,774,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123889,14.81,13.92,94,0.25,771,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1123957,14.81,13.84,94,0.24,778,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124022,14.81,13.92,94,0.25,776,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124088,14.81,13.76,94,0.25,780,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124154,14.81,13.92,94,0.25,773,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124221,14.70,13.76,94,0.25,773,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124287,14.70,13.92,94,0.25,768,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124354,14.70,13.84,94,0.25,775,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124419,14.70,13.92,94,0.25,776,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124485,14.70,13.68,94,0.25,775,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124552,14.81,13.92,94,0.25,770,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124618,14.81,13.92,94,0.25,766,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124684,14.70,13.92,94,0.25,766,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124751,14.70,13.92,94,0.25,761,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124816,14.70,13.92,94,0.25,766,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124883,14.70,13.92,94,0.25,768,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1124949,14.70,13.84,94,0.25,771,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125016,14.81,13.92,94,0.25,767,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125081,14.70,13.92,94,0.25,761,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125148,14.70,13.92,94,0.25,761,33.33,13.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125214,14.70,13.92,94,0.25,764,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125280,14.70,13.92,94,0.25,767,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125347,14.70,13.92,94,0.25,765,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125412,14.70,13.92,94,0.25,759,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125479,14.70,13.92,94,0.25,765,33.33,12.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125544,14.70,13.92,94,0.25,769,33.33,11.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125610,14.70,13.92,94,0.25,775,33.33,11.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125677,14.70,13.92,94,0.25,776,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125742,14.70,13.84,94,0.25,772,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125809,14.70,13.92,94,0.25,765,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125874,14.70,13.92,94,0.26,762,33.33,13.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1125941,14.81,13.84,94,0.26,763,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126007,14.81,13.92,94,0.26,766,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126073,14.81,13.92,94,0.26,767,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126139,14.81,13.92,94,0.26,766,33.33,13.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126205,14.81,13.92,94,0.26,762,33.33,13.00,1.31,26,0.00,5.37,0.00,0,-9.58,0.00,0.00
1126271,14.81,13.92,94,0.27,765,33.33,13.00,1.47,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1126339,14.81,13.92,94,0.26,767,33.33,12.00,1.48,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1126404,14.70,13.84,94,0.26,773,33.33,11.50,1.33,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1126470,14.81,14.00,94,0.25,776,33.33,11.50,1.50,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1126536,14.81,13.92,94,0.25,781,33.33,11.50,1.33,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1126602,14.93,13.84,94,0.25,775,33.33,12.00,1.32,26,0.00,5.22,0.00,0,-9.43,0.00,0.00
1126668,14.81,13.84,94,0.25,774,33.33,12.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126734,14.93,13.92,94,0.25,778,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126801,14.93,13.76,94,0.25,782,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126866,14.93,13.92,94,0.25,782,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1126933,14.81,13.84,94,0.25,786,33.33,11.00,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127000,14.81,13.84,94,0.25,784,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127066,14.81,13.76,94,0.25,780,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127133,14.81,13.92,94,0.24,777,33.33,12.50,1.33,26,0.00,5.08,0.00,0,-9.58,0.00,0.00
1127199,14.81,13.76,94,0.25,766,33.33,13.00,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1127265,14.81,13.84,94,0.25,770,33.33,13.00,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1127331,14.81,13.84,94,0.25,766,33.33,13.50,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1127396,14.70,13.92,94,0.25,771,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.72,0.00,0.00
1127463,14.70,13.92,94,0.26,766,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127529,14.81,13.76,94,0.26,765,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127596,14.70,13.92,94,0.26,766,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127662,14.70,13.92,94,0.25,774,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127728,14.59,13.92,94,0.25,780,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127793,14.70,13.76,94,0.25,778,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127860,14.70,13.84,94,0.25,770,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127927,14.70,13.84,94,0.25,770,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1127992,14.70,13.84,94,0.25,768,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128058,14.70,13.84,94,0.25,773,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128123,14.70,13.92,94,0.25,773,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128190,14.70,13.76,94,0.25,769,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128256,14.81,13.92,94,0.25,762,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128323,14.81,13.92,94,0.26,762,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128389,14.70,13.84,94,0.26,763,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128456,14.81,13.92,94,0.26,770,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128521,14.81,14.00,94,0.26,769,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128587,14.81,13.92,94,0.26,768,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128653,14.81,13.84,94,0.26,764,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128719,14.81,14.08,94,0.27,759,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1128786,14.81,13.92,94,0.27,762,33.33,13.50,1.46,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1128852,14.93,13.92,94,0.27,767,33.33,12.50,1.47,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1128919,14.93,13.92,94,0.27,772,33.33,12.00,1.48,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1128984,14.93,13.92,94,0.26,780,33.33,11.50,1.50,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1129050,15.04,13.84,94,0.25,784,33.33,11.00,1.51,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1129117,15.04,13.92,94,0.25,781,33.33,11.50,1.50,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1129182,14.93,13.92,94,0.25,786,33.33,11.00,1.34,26,0.00,5.37,0.00,0,-9.43,0.00,0.00
1129248,15.04,13.92,94,0.25,782,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129314,14.93,13.84,94,0.25,785,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129381,15.04,13.92,94,0.25,782,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129447,14.93,13.92,94,0.25,779,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129514,15.04,13.92,94,0.25,779,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129579,14.93,13.92,94,0.25,776,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129645,14.81,13.92,94,0.25,777,33.33,12.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129712,14.93,13.84,94,0.25,780,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129779,14.81,13.92,94,0.25,787,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1129844,14.81,13.92,94,0.25,785,33.33,11.50,1.34,26,0.00,5.08,0.00,0,-9.58,0.00,0.00
1129910,14.70,13.92,94,0.24,783,33.33,11.50,1.34,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1129977,14.81,13.76,94,0.25,774,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1130043,14.81,13.92,94,0.25,769,33.33,13.50,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1130110,14.70,13.84,94,0.25,764,33.33,14.00,1.30,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1130175,14.81,13.84,94,0.25,766,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.72,0.00,0.00
1130241,14.81,13.84,94,0.25,773,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130307,14.81,13.92,94,0.26,770,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130372,14.81,13.76,94,0.25,776,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130440,14.70,13.92,94,0.25,773,33.33,13.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130506,14.70,13.76,94,0.25,765,33.33,14.00,1.30,26,0.00,5.08,0.00,0,-9.58,0.00,0.00
1130572,14.70,13.84,94,0.25,760,33.33,13.00,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1130639,14.70,13.92,94,0.25,767,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.72,0.00,0.00
1130704,14.70,13.92,94,0.25,764,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130770,14.70,13.68,94,0.25,771,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130836,14.70,13.92,94,0.25,766,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130902,14.70,13.76,94,0.26,762,33.33,14.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1130968,14.70,13.92,94,0.26,760,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131036,14.70,13.92,94,0.26,767,33.33,12.50,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131100,14.70,13.92,94,0.26,770,33.33,12.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131167,14.70,13.76,94,0.25,772,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131234,14.81,13.84,94,0.26,766,33.33,13.00,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131300,14.81,13.76,94,0.26,763,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131366,14.81,13.92,94,0.26,760,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131431,14.81,13.92,94,0.26,765,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131497,14.81,14.00,94,0.26,768,33.33,11.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131564,14.81,13.84,94,0.26,774,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131630,14.70,13.92,94,0.26,767,33.33,11.50,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131696,14.70,13.92,94,0.25,776,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131762,14.81,13.92,94,0.25,781,33.33,10.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131832,14.70,13.92,94,0.25,787,33.33,10.50,1.35,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131895,14.81,13.92,94,0.25,789,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1131962,14.81,13.92,94,0.25,782,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132027,14.81,13.84,94,0.25,779,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132094,14.81,13.84,94,0.25,773,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132159,14.81,13.92,94,0.25,773,33.33,13.00,1.32,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132226,14.93,13.92,94,0.25,773,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132292,14.70,13.84,94,0.25,778,33.33,11.50,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132359,14.81,13.92,94,0.25,782,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132424,14.81,13.92,94,0.25,784,33.33,11.50,1.34,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132491,14.81,13.84,94,0.25,785,33.33,12.00,1.33,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1132557,14.81,13.92,94,0.25,780,33.33,12.00,1.33,26,0.00,5.08,0.00,0,-9.58,0.00,0.00
1132623,14.81,13.92,94,0.25,780,33.33,12.50,1.33,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1132689,14.81,13.84,94,0.24,777,33.33,12.00,1.33,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1132755,14.81,13.92,94,0.25,781,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1132822,14.81,13.92,94,0.25,776,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1132888,14.81,13.84,94,0.25,772,33.33,14.00,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1132954,14.81,13.92,94,0.25,765,33.33,13.50,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133019,14.93,14.00,94,0.25,767,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133086,14.93,13.92,94,0.25,773,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133152,14.81,13.92,94,0.25,774,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133218,14.93,13.84,94,0.25,778,33.33,12.00,1.33,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133284,14.93,13.92,94,0.25,778,33.33,13.00,1.32,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133350,14.81,13.76,94,0.25,766,33.33,13.50,1.31,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133416,14.81,13.84,94,0.25,759,33.33,14.00,1.29,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133483,14.93,13.76,94,0.26,756,33.33,14.00,1.29,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133549,14.93,13.84,94,0.26,762,33.33,13.50,1.30,26,0.00,5.08,0.00,0,-9.72,0.00,0.00
1133614,14.81,13.84,94,0.26,766,33.33,13.00,1.31,26,0.00,5.22,0.00,0,-9.72,0.00,0.00
1133680,14.93,13.92,94,0.26,769,33.33,13.50,1.48,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1133747,14.93,13.68,94,0.26,762,33.33,13.50,1.30,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
1133813,14.93,13.92,94,0.26,765,33.33,13.00,1.47,26,0.00,5.22,0.00,0,-9.58,0.00,0.00
