Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),MAF/SD Blend Percentage (%)
14288,14.81,13.52,174,967,74.90,14.50,2.06,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.10,0.00,0.0
14358,14.70,13.52,174,969,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
14428,14.81,13.52,174,963,74.90,15.00,2.26,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
14499,14.81,13.52,174,976,74.90,14.00,2.28,44,0.00,5.95,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
14570,14.70,13.52,174,970,74.90,14.00,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
14641,14.81,13.52,174,981,74.90,13.00,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
14712,14.70,13.52,174,970,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.85,5.10,0.00,0.0
14783,14.81,13.52,174,970,74.90,14.00,2.25,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
14853,14.81,13.52,174,959,74.90,15.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.16,0.00,0.0
14923,14.59,13.52,174,964,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
14994,14.70,13.52,174,968,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15065,14.70,13.52,174,972,74.90,13.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15136,14.81,13.52,174,964,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15207,14.70,13.52,174,970,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15277,14.70,13.52,174,967,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
15349,14.70,13.52,174,974,74.90,13.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
15419,14.70,13.52,174,964,74.90,14.00,2.25,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15490,14.81,13.52,174,961,74.90,14.50,2.24,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.16,0.00,0.0
15561,14.81,13.52,174,954,74.90,15.50,2.25,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15631,14.70,13.52,174,960,74.90,14.50,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15702,14.81,13.44,174,967,74.90,14.00,2.28,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15772,14.59,13.52,174,974,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15843,14.81,13.44,174,976,74.90,13.00,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
15914,14.70,13.52,174,980,74.90,12.50,2.09,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
15984,14.81,13.44,174,981,74.90,12.50,2.09,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
16056,14.70,13.52,174,978,74.90,13.00,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
16126,14.81,13.52,174,974,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
16196,14.70,13.52,174,963,74.90,14.50,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.16,0.00,0.0
16268,14.81,13.44,174,966,74.90,14.00,2.28,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
16338,14.81,13.52,174,970,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,2.57,0.00,0.0
16409,14.81,13.44,174,964,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
16480,14.81,13.44,174,972,74.90,13.50,2.28,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
16551,14.93,13.52,174,970,74.90,14.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
16621,14.81,13.44,174,976,74.90,13.00,2.27,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
16692,14.81,13.52,174,967,74.90,14.00,2.10,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
16762,14.70,13.44,174,983,74.90,13.50,2.09,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
16833,14.81,13.52,174,978,74.90,13.00,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
16905,14.70,13.44,174,965,74.90,14.50,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
16974,14.81,13.52,174,970,74.90,14.00,2.28,44,0.00,6.09,0.00,0,0.33,0.00,-8.71,5.16,0.00,0.0
17046,14.70,13.52,174,965,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
17116,14.81,13.60,174,974,74.90,13.50,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
17187,14.70,13.52,174,974,74.90,13.50,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
17257,14.81,13.52,174,980,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,7.63,0.00,0.0
17328,14.70,13.44,174,976,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
17399,14.70,13.44,174,975,74.90,13.00,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
17471,14.70,13.52,174,979,74.90,13.00,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
17540,14.70,13.52,174,973,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.07,0.00,0.0
17611,14.81,13.52,174,971,74.90,14.00,2.27,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
17682,14.81,13.52,174,967,74.90,14.00,2.08,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
17752,14.81,13.52,174,969,74.90,14.50,2.07,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
17824,15.04,13.52,174,972,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
17894,14.93,13.52,174,971,74.90,14.00,2.28,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
17965,14.93,13.52,174,977,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
18036,14.70,13.52,174,973,74.90,13.50,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
18106,14.81,13.52,174,975,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.85,2.57,0.00,0.0
18177,14.70,13.52,174,971,74.90,14.00,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
18248,14.81,13.52,174,979,74.90,13.00,2.06,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
18318,14.59,13.52,174,966,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
18391,14.70,13.52,174,961,74.90,15.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
18460,14.70,13.52,174,966,74.90,14.00,2.25,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
18530,14.70,13.52,174,960,74.90,15.00,2.27,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
18601,14.70,13.52,174,968,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
18672,14.70,13.52,174,967,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
18743,14.81,13.52,174,967,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
18813,14.70,13.44,174,966,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
18885,14.59,13.52,174,974,74.90,14.00,2.09,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
18955,14.81,13.44,174,979,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
19027,14.59,13.52,174,976,74.90,13.00,2.10,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,2.57,0.00,0.0
19095,14.70,13.44,174,983,74.90,12.50,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
19167,14.59,13.52,174,982,74.90,12.50,2.10,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.13,0.00,0.0
19239,14.59,13.52,174,986,74.90,12.00,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.13,0.00,0.0
19309,14.81,13.44,174,982,74.90,13.00,2.11,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.13,0.00,0.0
19380,14.81,13.52,174,987,74.90,12.50,2.08,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
19450,14.93,13.44,174,976,74.90,13.50,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.10,0.00,0.0
19521,14.81,13.52,174,974,74.90,14.00,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
19592,14.93,13.44,174,970,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.10,0.00,0.0
19662,14.81,13.60,174,972,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
19733,14.81,13.44,174,967,74.90,14.50,2.06,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
19804,14.81,13.52,174,969,74.90,14.00,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
19874,14.70,13.44,174,980,74.90,14.00,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
19945,14.81,13.52,174,979,74.90,13.00,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.00,0.00,0.0
20017,14.81,13.52,174,972,74.90,14.00,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
20086,14.81,13.52,174,974,74.90,14.00,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
20157,14.81,13.52,174,973,74.90,14.00,2.09,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.13,0.00,0.0
20229,14.81,13.52,174,979,74.90,13.00,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
20298,14.81,13.52,174,972,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.07,0.00,0.0
20369,14.81,13.44,174,971,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
20441,14.93,13.52,174,965,74.90,14.00,2.06,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
20510,14.81,13.44,174,971,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
20581,14.81,13.52,174,960,74.90,15.00,2.05,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.07,0.00,0.0
20651,14.70,13.44,174,966,74.90,14.00,2.18,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
20723,14.81,13.52,174,957,74.90,15.50,2.11,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
20794,14.70,13.44,174,963,74.90,14.50,2.25,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,2.57,0.00,0.0
20864,14.81,13.52,174,958,74.90,15.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,7.63,0.00,0.0
20935,14.70,13.52,174,968,74.90,14.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
21006,14.81,13.52,174,973,74.90,14.00,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
21076,14.59,13.60,174,978,74.90,13.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
21147,14.81,13.52,174,970,74.90,13.50,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.10,0.00,0.0
21218,14.70,13.52,174,974,74.90,13.00,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
21288,14.81,13.52,174,974,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
21359,14.70,13.52,174,970,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
21430,14.81,13.52,174,975,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
21501,14.59,13.52,174,970,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
21571,14.81,13.52,174,969,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
21643,14.70,13.52,174,971,74.90,13.50,2.05,44,0.00,5.95,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
21713,14.70,13.52,174,961,74.90,14.50,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.85,5.10,0.00,0.0
21784,14.70,13.52,174,964,74.90,14.00,2.25,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
21855,14.70,13.52,174,960,74.90,15.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
21925,14.81,13.52,174,965,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
21995,14.81,13.52,174,964,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
22067,14.70,13.52,174,970,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
22137,14.81,13.44,174,974,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
22208,14.59,13.52,174,969,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
22279,14.81,13.44,174,972,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
22348,14.70,13.52,174,973,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
22420,14.81,13.44,174,975,74.90,13.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
22491,14.59,13.52,174,971,74.90,13.50,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
22561,14.81,13.44,174,978,74.90,13.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
22632,14.81,13.52,174,967,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,7.63,0.00,0.0
22703,14.81,13.52,174,970,74.90,14.00,2.07,44,0.00,5.95,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
22773,14.81,13.44,174,971,74.90,13.50,2.26,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.07,0.00,0.0
22844,14.81,13.52,174,963,74.90,14.50,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
22915,14.93,13.36,174,963,74.90,14.50,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
22986,14.70,13.52,174,962,74.90,14.50,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
23056,14.81,13.44,174,966,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
23127,14.81,13.52,174,969,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
23198,14.59,13.44,174,968,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
23269,14.81,13.52,174,973,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
23339,14.59,13.44,174,969,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
23410,14.70,13.52,174,968,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
23482,14.59,13.44,174,972,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
23552,14.70,13.52,174,976,74.90,13.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
23623,14.70,13.52,174,964,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
23694,14.70,13.44,176,963,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
23764,14.81,13.52,176,964,74.90,14.00,2.27,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
23834,14.70,13.44,176,966,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
23904,14.81,13.52,176,971,74.90,13.00,2.05,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
23976,14.70,13.44,176,966,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
24047,14.70,13.52,176,965,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
24117,14.70,13.44,176,972,74.90,13.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
24188,14.81,13.52,176,965,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
24259,14.81,13.52,176,971,74.90,13.50,2.05,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
24331,14.81,13.52,176,960,74.90,14.50,2.27,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,2.57,0.00,0.0
24400,14.81,13.52,176,969,74.90,13.50,2.27,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,7.66,0.00,0.0
24471,14.81,13.52,176,966,74.90,14.00,2.27,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
24541,14.70,13.52,176,967,74.90,14.00,2.05,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
24613,14.81,13.52,176,961,74.90,14.00,2.28,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
24684,14.70,13.52,176,970,74.90,13.50,2.28,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
24754,14.81,13.52,176,970,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
24825,14.70,13.52,176,974,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
24896,14.81,13.52,176,967,74.90,12.50,2.06,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
24967,14.70,13.52,176,971,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
25037,14.81,13.52,176,963,74.90,14.00,2.05,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
25108,14.70,13.52,176,967,74.90,14.00,2.05,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
25179,14.81,13.52,176,962,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
25249,14.81,13.44,176,966,74.90,14.00,2.05,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
25320,14.81,13.52,176,962,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
25391,14.81,13.52,176,970,74.90,13.50,2.05,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
25461,15.04,13.44,176,962,74.90,14.50,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
25532,14.81,13.52,176,973,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
25603,14.93,13.44,176,969,74.90,13.50,2.27,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
25673,14.81,13.52,176,968,74.90,13.50,2.24,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
25744,14.81,13.44,176,966,74.90,14.00,2.27,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
25814,14.70,13.52,176,963,74.90,14.00,2.05,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
25886,14.81,13.44,176,974,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
25956,14.70,13.52,176,973,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
26027,14.81,13.44,176,976,74.90,13.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
26096,14.70,13.52,176,972,74.90,13.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,7.63,0.00,0.0
26168,14.70,13.44,176,970,74.90,13.50,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
26239,14.59,13.44,176,973,74.90,13.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
26309,14.70,13.52,176,967,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
26380,14.81,13.44,176,966,74.90,14.00,2.27,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
26451,14.81,13.52,176,968,74.90,14.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
26522,14.81,13.44,176,973,74.90,13.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
26591,14.93,13.52,176,964,74.90,14.00,2.08,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.16,0.00,0.0
26663,14.70,13.44,176,974,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
26733,14.93,13.52,176,980,74.90,12.50,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
26805,14.70,13.44,176,981,74.90,12.50,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
26874,14.81,13.52,176,982,74.90,12.50,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
26945,14.70,13.52,176,973,74.90,13.50,2.08,44,0.00,5.95,0.00,0,0.32,0.00,-8.85,5.07,0.00,0.0
27016,14.81,13.52,176,977,74.90,13.00,2.07,44,0.00,6.09,0.00,0,0.32,0.00,-8.85,5.13,0.00,0.0
27087,14.70,13.44,176,970,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,7.66,0.00,0.0
27158,14.81,13.44,176,966,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
27229,14.81,13.52,176,970,74.90,14.00,2.05,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
27299,14.81,13.44,176,960,74.90,15.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
27369,14.81,13.52,176,965,74.90,14.00,2.26,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.13,0.00,0.0
27440,14.81,13.44,176,962,74.90,14.50,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
27511,14.81,13.52,176,971,74.90,13.50,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
27583,14.70,13.52,176,978,74.90,13.00,2.09,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
27653,14.70,13.52,176,977,74.90,14.00,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
27724,14.81,13.52,176,974,74.90,13.50,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
27794,14.81,13.52,176,965,74.90,14.50,2.28,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
27865,14.81,13.52,176,974,74.90,13.50,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
27935,14.70,13.52,176,977,74.90,13.00,2.08,44,0.00,5.95,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
28007,14.81,13.52,176,977,74.90,13.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.85,5.07,0.00,0.0
28077,14.70,13.52,176,971,74.90,14.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
28147,14.70,13.52,176,977,74.90,13.00,2.08,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.13,0.00,0.0
28219,14.81,13.52,176,975,74.90,13.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.07,0.00,0.0
28289,14.81,13.52,176,966,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
28359,14.81,13.52,176,967,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.32,0.00,-8.71,5.10,0.00,0.0
28430,14.70,13.52,176,970,74.90,14.00,2.07,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.10,0.00,0.0
28501,14.70,13.52,176,967,74.90,14.00,2.06,44,0.00,6.09,0.00,0,0.31,0.00,-8.71,5.07,0.00,0.0
