Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),MAF/SD Blend Percentage (%)
1945839,14.70,13.28,181,2527,74.90,34.00,5.34,48,0.00,5.51,5.10,25,0.32,0.00,-9.29,13.12,0.00,0.0
1945909,14.70,13.28,181,2512,74.90,33.50,5.36,48,0.00,5.51,5.10,25,0.31,0.00,-9.29,13.12,0.00,0.0
1945980,14.81,13.28,181,2534,74.90,34.00,5.41,48,0.00,5.51,5.10,25,0.32,0.00,-9.29,13.12,0.00,0.0
1946050,14.70,13.36,181,2505,74.90,33.50,5.34,48,0.00,5.51,5.10,25,0.32,0.00,-9.29,13.36,0.00,0.0
1946121,14.81,13.28,181,2496,74.90,33.50,5.86,48,0.00,5.51,5.10,25,0.31,0.00,-9.29,13.31,0.00,0.0
1946192,14.81,13.28,181,2528,74.90,34.00,5.37,48,0.00,5.51,5.10,25,0.32,0.00,-9.29,13.24,0.00,0.0
1946263,14.70,13.28,181,2516,74.90,33.50,5.34,48,0.00,5.51,5.10,25,0.32,0.00,-9.29,13.18,0.00,0.0
1946333,14.59,13.28,181,2505,74.90,33.50,5.36,48,0.00,5.51,5.10,25,0.31,0.00,-9.29,12.90,0.00,0.0
1946404,14.59,13.36,181,2514,74.90,34.00,5.30,48,0.00,5.51,5.10,25,0.32,0.00,-9.29,13.31,0.00,0.0
1946476,14.59,13.28,181,2485,74.90,33.50,5.35,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.24,0.00,0.0
1946546,14.70,13.36,181,2509,74.90,33.50,5.39,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.07,0.00,0.0
1946617,14.70,13.28,181,2528,74.90,34.00,5.32,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.07,0.00,0.0
1946687,14.59,13.36,180,2493,74.90,33.50,5.32,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.01,0.00,0.0
1946758,14.70,13.28,180,2512,74.90,33.50,5.36,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.12,0.00,0.0
1946828,14.70,13.36,180,2521,74.90,33.50,5.38,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.12,0.00,0.0
1946900,14.59,13.28,180,2492,74.90,33.50,5.32,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.19,0.00,0.0
1946970,14.81,13.36,180,2486,74.90,33.50,5.30,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.18,0.00,0.0
1947040,14.81,13.28,180,2515,74.90,33.50,5.34,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.01,0.00,0.0
1947111,14.70,13.28,180,2505,74.90,33.50,5.40,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.12,0.00,0.0
1947182,14.59,13.28,180,2468,74.90,33.50,5.33,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.12,0.00,0.0
1947253,14.70,13.28,180,2497,74.90,33.50,5.37,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.07,0.00,0.0
1947324,14.59,13.36,180,2518,74.90,33.50,5.28,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.19,0.00,0.0
1947394,14.70,13.36,180,2477,74.90,33.50,5.30,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.01,0.00,0.0
1947465,14.81,13.28,180,2483,74.90,33.50,5.34,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.12,0.00,0.0
1947537,14.70,13.36,180,2503,74.90,33.50,5.33,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.01,0.00,0.0
1947607,14.70,13.28,180,2496,74.90,33.50,5.29,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.01,0.00,0.0
1947678,14.59,13.28,180,2490,74.90,33.50,5.31,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.01,0.00,0.0
1947748,14.70,13.36,180,2495,74.90,33.50,5.32,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.12,0.00,0.0
1947820,14.70,13.28,180,2486,74.90,33.50,5.30,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.12,0.00,0.0
1947889,14.70,13.28,180,2467,74.90,33.50,5.26,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.12,0.00,0.0
1947960,14.70,13.36,180,2476,74.90,33.50,5.31,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.01,0.00,0.0
1948032,14.70,13.28,180,2488,74.90,33.50,5.25,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,12.90,0.00,0.0
1948102,14.70,13.28,180,2461,74.90,33.50,5.29,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,12.96,0.00,0.0
1948173,14.59,13.28,180,2482,74.90,33.50,5.31,48,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.01,0.00,0.0
1948244,14.70,13.28,180,2488,74.90,33.50,5.24,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.12,0.00,0.0
1948314,14.81,13.36,180,2458,74.90,33.50,5.26,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.01,0.00,0.0
1948385,14.81,13.28,180,2468,74.90,33.50,5.31,48,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.18,0.00,0.0
1948456,14.70,13.28,180,2488,74.90,33.50,5.23,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,12.96,0.00,0.0
1948527,14.70,13.36,180,2451,74.90,33.50,5.25,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.07,0.00,0.0
1948598,14.70,13.28,180,2492,74.90,33.50,5.32,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.01,0.00,0.0
1948669,14.70,13.36,180,2472,74.90,33.50,5.27,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.12,0.00,0.0
1948740,14.70,13.36,180,2448,74.90,33.50,5.75,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.24,0.00,0.0
1948811,14.81,13.28,180,2476,74.90,33.50,5.29,49,0.00,5.51,5.10,24,0.31,0.00,-9.29,13.01,0.00,0.0
1948880,14.70,13.36,180,2479,74.90,33.50,5.25,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.07,0.00,0.0
1948952,14.59,13.28,180,2460,74.90,33.50,5.22,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.13,0.00,0.0
1949022,14.70,13.36,180,2448,74.90,33.50,5.28,49,0.00,5.66,5.10,24,0.32,0.00,-9.29,13.12,0.00,0.0
1949093,14.70,13.28,180,2473,74.90,33.50,5.26,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,13.07,0.00,0.0
1949165,14.70,13.36,180,2464,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1949235,14.70,13.36,180,2444,74.90,33.50,5.24,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1949306,14.70,13.28,180,2456,74.90,33.50,5.26,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,13.12,0.00,0.0
1949377,14.81,13.36,180,2464,74.90,33.50,5.24,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,13.01,0.00,0.0
1949447,14.70,13.36,180,2444,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.96,0.00,0.0
1949519,14.81,13.28,180,2464,74.90,33.50,5.26,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1949588,14.93,13.28,180,2460,74.90,33.50,5.25,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,13.01,0.00,0.0
1949660,14.93,13.36,180,2463,74.90,33.50,5.22,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.85,0.00,0.0
1949730,14.81,13.28,180,2447,74.90,33.50,5.22,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,13.01,0.00,0.0
1949801,14.81,13.36,180,2449,74.90,33.50,5.25,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,15.35,0.00,0.0
1949873,14.81,13.28,180,2460,74.90,33.50,5.23,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,10.40,0.00,0.0
1949943,14.81,13.28,180,2452,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1950014,14.81,13.36,180,2443,74.90,33.50,5.23,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.96,0.00,0.0
1950085,14.81,13.28,180,2453,74.90,33.50,5.74,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1950156,14.70,13.28,180,2446,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1950226,14.70,13.28,180,2441,74.90,33.50,5.24,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1950297,14.70,13.28,180,2450,74.90,33.50,5.23,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1950367,14.70,13.28,180,2428,74.90,33.50,5.70,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1950438,14.70,13.28,180,2448,74.90,33.50,5.22,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1950509,14.70,13.28,180,2443,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.79,0.00,0.0
1950580,14.70,13.36,180,2429,74.90,33.50,5.08,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1950651,14.59,13.28,180,2447,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1950721,14.81,13.36,180,2440,74.90,33.50,5.20,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,10.29,0.00,0.0
1950792,14.81,13.28,180,2436,74.90,33.50,5.22,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.79,0.00,0.0
1950863,14.70,13.28,180,2447,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1950933,14.70,13.36,180,2441,74.90,33.50,5.19,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.79,0.00,0.0
1951005,14.81,13.28,180,2431,74.90,33.50,5.20,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.79,0.00,0.0
1951074,14.70,13.28,180,2436,74.90,33.50,5.71,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,13.01,0.00,0.0
1951146,14.70,13.28,180,2431,74.90,33.50,5.19,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1951216,14.70,13.28,180,2432,74.90,33.50,5.19,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1951287,14.70,13.28,180,2432,74.90,33.50,5.19,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1951358,14.70,13.36,180,2440,74.90,33.50,5.21,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1951429,14.59,13.36,180,2430,74.90,33.50,5.14,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.75,0.00,0.0
1951499,14.59,13.28,180,2410,74.90,33.00,5.18,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,12.90,0.00,0.0
1951570,14.70,13.36,180,2430,74.90,33.50,5.22,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,10.34,0.00,0.0
1951642,14.70,13.28,180,2445,74.90,33.50,5.16,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,15.30,0.00,0.0
1951712,14.70,13.36,180,2418,74.90,33.50,5.20,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,12.64,0.00,0.0
1951783,14.70,13.36,180,2436,74.90,33.50,5.23,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,12.75,0.00,0.0
1951853,14.70,13.28,180,2453,74.90,33.50,5.14,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.90,0.00,0.0
1951923,14.81,13.36,180,2408,74.90,33.00,5.16,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,12.63,0.00,0.0
1951995,14.81,13.36,180,2420,74.90,33.50,5.20,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,12.69,0.00,0.0
1952065,14.59,13.28,180,2416,74.90,33.50,5.15,49,0.00,5.66,5.10,24,0.31,0.00,-9.14,12.79,0.00,0.0
1952137,14.70,13.36,180,2412,74.90,33.50,5.15,49,0.00,5.66,5.10,24,0.32,0.00,-9.14,12.70,0.00,0.0
1952207,14.70,13.28,180,2427,74.90,33.50,5.18,49,0.00,5.51,5.10,24,0.31,0.00,-9.29,12.64,0.00,0.0
1952277,14.70,13.36,180,2416,74.90,33.50,5.15,49,0.00,5.51,5.10,24,0.32,0.00,-9.29,12.70,0.00,0.0
1952348,14.70,13.28,180,2416,74.90,33.50,5.18,49,0.00,5.66,5.10,24,0.31,0.00,-9.29,12.70,0.00,0.0
1952420,14.59,13.36,180,2429,74.90,33.50,5.17,49,0.00,5.51,5.10,24,0.31,0.00,-9.14,12.64,0.00,0.0
1952491,14.59,13.36,180,2423,74.90,33.50,5.15,49,0.00,5.51,5.10,24,0.31,0.00,-9.29,12.48,0.00,0.0
1952562,14.70,13.28,180,2412,74.90,33.50,5.18,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.41,0.00,0.0
1952632,14.81,13.36,180,2427,74.90,33.50,5.16,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.48,0.00,0.0
1952703,14.70,13.36,180,2419,74.90,33.50,5.15,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.48,0.00,0.0
1952774,14.70,13.28,180,2414,74.90,33.50,5.13,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.36,0.00,0.0
1952845,14.70,13.36,180,2407,74.90,33.50,5.15,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.58,0.00,0.0
1952914,14.70,13.36,180,2418,74.90,33.50,5.16,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.41,0.00,0.0
1952985,14.70,13.28,180,2400,74.90,33.50,5.12,49,0.00,5.51,4.71,23,0.30,0.00,-9.29,12.26,0.00,0.0
1953057,14.70,13.28,180,2419,74.90,33.50,5.16,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.26,0.00,0.0
1953127,14.70,13.36,180,2418,74.90,33.50,5.16,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.26,0.00,0.0
1953198,14.81,13.28,180,2400,74.90,33.50,5.15,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.37,0.00,0.0
1953269,14.70,13.36,180,2416,74.90,33.50,5.15,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.25,0.00,0.0
1953339,14.70,13.28,180,2416,74.90,33.50,5.10,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.15,0.00,0.0
1953410,14.81,13.28,180,2392,74.90,33.50,5.16,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.15,0.00,0.0
1953481,14.70,13.28,180,2421,74.90,33.50,5.13,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.48,0.00,0.0
1953552,14.81,13.44,180,2405,74.90,33.50,5.14,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.20,0.00,0.0
1953623,14.70,13.52,180,2410,74.90,33.50,5.17,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.31,0.00,0.0
1953693,14.59,13.44,180,2425,74.90,33.50,5.12,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.53,0.00,0.0
1953764,14.70,13.44,180,2398,74.90,33.50,5.15,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.25,0.00,0.0
1953835,14.70,13.44,180,2424,74.90,33.50,5.17,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.37,0.00,0.0
1953906,14.59,13.52,180,2398,74.90,33.00,5.12,49,0.00,5.51,4.71,23,0.30,0.00,-9.29,12.36,0.00,0.0
1953977,14.59,13.44,180,2421,74.90,33.50,5.16,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.21,0.00,0.0
1954047,14.59,13.52,180,2420,74.90,33.50,5.16,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.37,0.00,0.0
1954119,14.70,13.44,180,2404,74.90,33.50,5.17,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.30,0.00,0.0
1954189,14.81,13.44,180,2426,74.90,33.50,5.12,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.26,0.00,0.0
1954260,14.70,13.44,180,2401,74.90,33.50,5.15,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.26,0.00,0.0
1954330,14.70,13.44,180,2414,74.90,33.50,5.18,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.26,0.00,0.0
1954402,14.70,13.52,180,2430,74.90,33.50,5.13,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.48,0.00,0.0
1954473,14.70,13.36,180,2406,74.90,33.50,5.17,49,0.00,5.51,4.71,23,0.30,0.00,-9.29,12.37,0.00,0.0
1954542,14.70,13.52,180,2426,74.90,33.50,5.19,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.26,0.00,0.0
1954614,14.70,13.44,180,2434,74.90,33.50,5.12,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.26,0.00,0.0
1954685,14.70,13.44,180,2429,74.90,33.50,5.18,49,0.00,5.51,4.71,23,0.30,0.00,-9.29,12.26,0.00,0.0
1954756,14.70,13.44,180,2432,74.90,33.50,5.19,49,0.00,5.37,4.71,23,0.31,0.00,-9.43,12.48,0.00,0.0
1954826,14.70,13.52,180,2404,74.90,33.50,5.13,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.42,0.00,0.0
1954896,14.70,13.44,180,2430,74.90,33.50,5.18,49,0.00,5.51,4.71,23,0.30,0.00,-9.29,12.37,0.00,0.0
1954969,14.59,13.44,180,2431,74.90,33.50,5.12,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.26,0.00,0.0
1955039,14.59,13.52,180,2400,74.90,33.50,5.22,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.26,0.00,0.0
1955110,14.70,13.44,180,2447,74.90,33.50,5.19,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.41,0.00,0.0
1955181,14.70,13.52,180,2431,74.90,33.50,5.12,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.30,0.00,0.0
1955251,14.70,13.44,180,2399,74.90,33.50,5.22,49,0.00,5.51,4.71,24,0.31,0.00,-9.29,12.41,0.00,0.0
1955321,14.81,13.52,180,2448,74.90,33.50,5.21,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.30,0.00,0.0
1955393,14.81,13.44,180,2444,74.90,33.50,5.11,49,0.00,5.51,4.71,24,0.30,0.00,-9.29,12.36,0.00,0.0
1955463,14.81,13.52,180,2394,74.90,33.50,5.22,49,0.00,5.37,4.71,23,0.30,0.00,-9.43,12.26,0.00,0.0
1955535,14.81,13.52,180,2449,74.90,33.50,5.22,49,0.00,5.37,4.71,23,0.31,0.00,-9.43,12.42,0.00,0.0
1955605,14.81,13.44,180,2402,74.90,33.50,5.12,49,0.00,5.51,4.71,23,0.31,0.00,-9.29,12.36,0.00,0.0
1955676,14.81,13.52,180,2437,74.90,33.50,5.20,49,0.00,5.51,4.71,23,0.30,0.00,-9.29,12.31,0.00,0.0
1955747,14.70,13.52,180,2452,74.90,33.50,5.23,49,0.00,5.37,4.71,23,0.31,0.00,-9.43,12.30,0.00,0.0
1955817,14.70,13.44,180,2404,74.90,33.50,5.08,49,0.00,5.51,4.71,23,0.31,0.00,-9.43,12.47,0.00,0.0
1955887,14.59,13.52,180,2444,74.90,33.50,5.22,49,0.00,5.37,4.71,24,0.30,0.00,-9.29,12.36,0.00,0.0
1955958,14.70,13.52,180,2448,74.90,33.50,5.19,49,0.00,5.37,4.71,24,0.31,0.00,-9.43,12.36,0.00,0.0
1956029,14.70,13.44,180,2435,74.90,33.50,5.20,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.36,0.00,0.0
1956101,14.70,13.52,180,2440,74.90,33.50,5.22,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.36,0.00,0.0
1956171,14.70,13.44,180,2448,74.90,33.50,5.20,49,0.00,5.37,4.71,24,0.31,0.00,-9.43,12.36,0.00,0.0
1956242,14.81,13.52,180,2439,74.90,33.50,5.23,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.25,0.00,0.0
1956313,14.70,13.52,180,2452,74.90,33.50,5.23,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.30,0.00,0.0
1956383,14.70,13.44,180,2452,74.90,33.50,5.20,49,0.00,5.37,4.71,24,0.31,0.00,-9.43,12.31,0.00,0.0
1956453,14.81,13.52,180,2444,74.90,33.50,5.21,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.36,0.00,0.0
1956524,14.81,13.52,180,2455,74.90,33.50,5.24,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.26,0.00,0.0
1956597,14.81,13.44,180,2443,74.90,33.50,5.21,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.41,0.00,0.0
1956665,14.70,13.52,180,2457,74.90,33.50,5.24,49,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.26,0.00,0.0
1956736,14.70,13.52,180,2451,74.90,33.50,5.23,50,0.00,5.37,4.71,24,0.31,0.00,-9.43,12.48,0.00,0.0
1956807,14.70,13.44,180,2452,74.90,33.50,5.23,50,0.00,5.37,4.71,24,0.31,0.00,-9.43,12.48,0.00,0.0
1956878,14.70,13.52,180,2451,74.90,33.50,5.24,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.37,0.00,0.0
1956950,14.70,13.52,180,2455,74.90,33.50,5.24,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.37,0.00,0.0
1957020,14.70,13.44,180,2455,74.90,33.50,5.24,50,0.00,5.37,4.71,24,0.31,0.00,-9.43,12.37,0.00,0.0
1957091,14.70,13.44,180,2454,74.90,33.50,5.26,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.59,0.00,0.0
1957162,14.70,13.44,180,2464,74.90,33.50,5.24,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.26,0.00,0.0
1957232,14.70,13.52,180,2455,74.90,33.50,5.24,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.36,0.00,0.0
1957302,14.59,13.44,180,2485,74.90,33.50,5.30,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.37,0.00,0.0
1957374,14.70,13.44,180,2461,74.90,33.50,5.25,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.47,0.00,0.0
1957444,14.59,13.44,180,2462,74.90,33.50,5.25,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.48,0.00,0.0
1957514,14.59,13.52,180,2488,74.90,33.50,5.31,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.37,0.00,0.0
1957586,14.70,13.36,180,2456,74.90,33.50,5.27,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.47,0.00,0.0
1957657,14.47,13.52,180,2468,74.90,33.50,5.30,50,0.00,5.37,4.71,24,0.30,0.00,-9.43,12.36,0.00,0.0
1957727,14.59,13.36,180,2483,74.90,33.50,5.24,50,0.00,5.08,0.00,24,0.29,0.00,-9.43,10.43,0.00,0.0
1957798,14.59,13.44,180,2455,74.90,33.50,0.00,50,0.00,4.50,0.00,24,0.24,0.00,-9.72,12.22,0.00,0.0
1957869,14.59,13.52,180,2467,74.90,32.00,0.00,50,0.00,4.06,0.00,24,0.20,0.00,-10.30,6.51,0.00,0.0
1957939,14.36,13.44,180,2463,74.90,29.50,0.00,50,0.00,3.92,0.00,24,0.17,0.00,-10.88,6.73,0.00,0.0
1958010,14.70,13.52,180,2415,74.90,27.50,0.00,50,0.00,3.92,0.00,24,0.17,0.00,-10.88,6.51,0.00,0.0
1958082,15.27,13.28,180,2336,74.90,25.00,0.00,50,0.00,3.77,0.00,24,0.16,0.00,-11.03,5.94,0.00,0.0
1958151,17.92,13.44,180,2242,74.90,22.50,0.00,50,0.00,3.77,0.00,24,0.13,0.00,-11.03,5.10,0.00,0.0
1958223,22.39,13.36,180,2024,74.90,16.00,0.00,50,0.00,3.77,0.00,24,0.15,0.00,-11.03,4.82,0.00,0.0
1958293,23.89,13.44,180,1925,74.90,14.00,0.00,50,0.00,3.77,0.00,24,0.16,0.00,-11.03,4.88,0.00,0.0
1958364,24.81,13.36,180,1822,74.90,14.00,0.00,50,0.00,3.77,0.00,24,0.17,0.00,-11.03,4.97,0.00,0.0
1958434,24.46,13.44,180,1712,74.90,14.00,0.00,50,0.00,3.77,0.00,24,0.18,0.00,-11.03,5.00,0.00,0.0
1958505,23.77,13.44,180,1597,74.90,14.00,0.00,50,0.00,3.92,0.00,24,0.20,0.00,-10.88,5.07,0.00,0.0
1958577,23.54,13.44,180,1514,74.90,22.00,0.00,50,0.00,4.06,0.00,24,0.22,0.00,-10.88,2.70,0.00,0.0
1958647,23.43,13.44,180,1409,74.90,22.00,2.24,50,0.00,4.21,0.00,24,0.23,0.00,-10.74,7.53,0.00,0.0
1958717,23.54,13.52,178,1313,74.90,22.00,2.39,50,0.00,4.35,0.00,24,0.24,0.00,-10.59,4.94,0.00,0.0
1958789,23.66,13.44,178,1244,74.90,22.00,2.40,50,0.00,4.35,0.00,24,0.23,0.00,-10.45,5.00,0.00,0.0
1958860,23.66,13.44,178,1252,74.90,22.00,2.18,50,0.00,4.50,0.00,24,0.22,0.00,-10.30,4.82,0.00,0.0
1958930,23.54,13.44,178,1276,74.90,22.00,2.18,50,0.00,4.35,0.00,24,0.21,0.00,-10.45,4.66,0.00,0.0
1959001,23.20,13.44,178,1277,74.90,21.00,2.25,50,0.00,4.35,0.00,24,0.21,0.00,-10.45,4.59,0.00,0.0
1959072,22.85,13.44,178,1310,74.90,17.00,2.24,50,0.00,4.35,0.00,24,0.21,0.00,-10.45,4.47,0.00,0.0
1959142,19.75,13.44,178,1292,74.90,19.00,2.21,50,0.00,4.21,0.00,24,0.21,0.00,-10.59,4.42,0.00,0.0
1959212,17.80,13.44,178,1286,74.90,19.00,2.19,50,0.00,4.21,0.00,24,0.20,0.00,-10.59,4.42,0.00,0.0
1959284,16.19,13.52,178,1276,74.90,19.50,2.18,50,0.00,4.21,0.00,24,0.21,0.00,-10.59,4.36,0.00,0.0
1959354,15.73,13.44,178,1253,74.90,21.00,2.12,50,0.00,4.21,0.00,24,0.21,0.00,-10.59,4.25,0.00,0.0
1959424,15.85,13.52,178,1242,74.90,20.50,2.12,50,0.00,4.21,0.00,24,0.21,0.00,-10.59,4.28,0.00,0.0
1959495,15.62,13.44,178,1241,74.90,21.00,2.10,50,0.00,4.21,0.00,24,0.20,0.00,-10.59,4.11,0.00,0.0
1959567,15.62,13.44,178,1233,74.90,21.00,2.07,50,0.00,4.21,0.00,24,0.20,0.00,-10.59,4.06,0.00,0.0
1959637,15.73,13.44,178,1214,74.90,22.00,2.07,50,0.00,4.21,0.00,24,0.20,0.00,-10.59,4.00,0.00,0.0
