Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev)
171066,14.81,13.60,181,1942,74.90,32.00,3.73,44,0.00,4.79,3.92,10,-9.87,8.44,0.00,0.26
171130,14.81,13.60,181,1954,74.90,32.00,3.75,44,0.00,4.79,3.92,10,-9.87,8.44,0.00,0.26
171193,14.70,13.68,181,1971,74.90,32.00,3.78,44,0.00,4.79,3.92,10,-9.87,8.52,0.00,0.26
171258,14.70,13.68,181,1970,74.90,32.00,3.78,44,0.00,4.79,3.92,10,-9.87,8.52,0.00,0.26
171322,14.81,13.60,181,1969,74.90,32.00,3.78,44,0.00,4.79,3.92,10,-9.87,8.44,0.00,0.26
171385,14.81,13.68,181,1961,74.90,32.00,3.77,44,0.00,4.79,3.92,10,-9.87,8.47,0.00,0.26
171449,14.81,13.68,181,1965,74.90,32.00,3.77,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
171513,14.70,13.68,181,1973,74.90,32.00,3.79,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
171577,14.81,13.68,181,1982,74.90,32.00,3.80,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
171640,14.81,13.68,181,1981,74.90,32.00,3.80,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
171704,14.81,13.68,181,1984,74.90,32.50,3.81,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
171768,14.81,13.68,181,1971,74.90,32.00,3.78,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
171833,14.93,13.76,181,1974,74.90,32.00,3.79,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
171896,14.93,13.68,181,1981,74.90,32.00,3.80,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
171959,14.93,13.68,181,1990,74.90,32.00,3.82,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.26
172024,14.81,13.68,181,1995,74.90,32.50,3.83,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
172087,14.81,13.68,181,1999,74.90,32.50,3.84,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.26
172151,14.81,13.68,181,1986,74.90,32.50,3.84,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
172216,14.81,13.76,181,1977,74.90,32.00,3.81,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
172281,14.81,13.76,181,1974,74.90,32.00,3.80,43,0.00,4.79,3.92,11,-9.87,8.51,0.00,0.26
172344,14.70,13.68,181,1992,74.90,32.00,3.79,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.26
172408,14.81,13.68,181,2001,74.90,32.50,3.83,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
172471,14.81,13.68,181,2000,74.90,32.50,3.84,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
172535,14.93,13.68,181,1980,74.90,32.00,3.84,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
172599,14.81,13.68,181,1977,74.90,32.00,3.80,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
172662,14.81,13.68,181,1978,74.90,32.00,3.80,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
172728,14.81,13.68,181,1999,74.90,32.50,3.80,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.26
172791,14.81,13.68,181,2008,74.90,32.50,3.84,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
172855,14.70,13.76,181,2009,74.90,32.50,3.86,43,0.00,4.79,3.92,11,-9.87,8.51,0.00,0.26
172919,14.81,13.68,181,1999,74.90,32.50,3.86,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
172983,14.81,13.68,181,1986,74.90,32.50,3.84,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
173047,14.81,13.68,181,1995,74.90,32.50,3.81,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.26
173110,14.81,13.60,181,2007,74.90,32.50,3.83,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.25
173175,14.81,13.68,181,2018,74.90,32.50,3.85,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
173239,14.81,13.60,181,2018,74.90,32.50,3.87,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
173303,14.70,13.68,181,1993,74.90,32.50,3.84,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
173367,14.70,13.60,181,1993,74.90,32.50,3.83,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
173430,14.70,13.60,181,1984,74.90,32.50,3.81,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.26
173494,14.70,13.68,181,2002,74.90,32.50,3.84,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
173558,14.70,13.68,181,2008,74.90,32.50,3.86,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.25
173622,14.70,13.60,181,2015,74.90,32.50,3.87,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.25
173687,14.81,13.68,181,2012,74.90,32.50,3.86,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.25
173750,14.70,13.60,181,2005,74.90,32.50,3.85,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.25
173814,14.70,13.76,181,2010,74.90,32.50,3.43,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
173877,14.70,13.68,181,2025,74.90,32.50,3.46,43,0.00,4.79,3.92,11,-9.87,8.44,0.00,0.25
173942,14.81,13.68,181,2017,74.90,32.50,3.44,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
174006,14.81,13.68,181,2022,74.90,32.50,3.88,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.28
174069,14.81,13.60,181,2025,74.90,32.50,3.46,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.28
174133,14.81,13.68,181,2030,74.90,32.50,3.46,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
174197,14.81,13.68,181,2024,74.90,32.50,3.45,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
174262,14.81,13.68,181,2020,74.90,32.50,3.88,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.25
174327,14.81,13.68,181,2023,74.90,32.50,3.45,43,0.00,4.79,3.92,11,-9.87,8.51,0.00,0.25
174388,14.81,13.60,181,2040,74.90,32.50,3.48,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
174453,14.70,13.68,181,2038,74.90,32.50,3.48,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.25
174517,14.81,13.68,181,2034,74.90,32.50,3.47,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.25
174580,14.81,13.60,181,2018,74.90,32.50,3.44,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
174645,14.81,13.68,181,2026,74.90,32.50,3.46,43,0.00,4.79,3.92,11,-9.87,8.51,0.00,0.26
174709,14.81,13.60,181,2040,74.90,32.50,3.48,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.25
174772,14.81,13.68,181,2048,74.90,32.50,3.50,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
174837,14.81,13.68,181,2039,74.90,32.50,3.50,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.25
174902,14.81,13.68,181,2034,74.90,32.50,3.48,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
174965,14.81,13.68,181,2046,74.90,32.50,3.47,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.22
175029,14.81,13.68,181,2043,74.90,32.50,3.49,43,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.25
175092,14.81,13.68,181,2046,74.90,32.50,3.49,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.25
175158,14.93,13.68,181,2035,74.90,32.50,3.49,43,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.25
175224,14.81,13.76,181,2036,74.90,32.50,3.47,43,0.00,4.79,3.92,11,-9.87,8.56,0.00,0.25
175285,14.81,13.68,181,2050,74.90,33.00,3.47,43,0.00,4.50,0.00,11,-10.16,8.47,0.00,0.23
175350,14.81,13.68,181,2047,74.90,30.50,0.00,43,0.00,4.21,0.00,11,-10.45,7.06,0.00,0.20
175414,14.81,13.68,181,2011,74.90,28.00,0.00,43,0.00,3.92,0.00,11,-10.74,5.71,0.00,0.22
175478,14.81,13.76,181,1983,74.90,25.00,0.00,43,0.00,3.92,0.00,11,-10.74,5.48,0.00,0.17
175541,15.16,13.68,181,1940,74.90,23.50,0.00,43,0.00,3.77,0.00,11,-10.88,5.52,0.00,0.17
175605,15.85,13.68,181,1870,74.90,21.00,0.00,43,0.00,3.77,0.00,11,-10.88,5.38,0.00,0.18
175668,17.46,13.68,181,1794,74.90,21.00,0.00,43,0.00,3.92,0.00,11,-10.88,5.48,0.00,0.18
175734,20.33,13.68,181,1715,74.90,18.50,0.00,43,0.00,3.92,0.00,11,-10.74,5.41,0.00,0.19
175796,22.74,13.76,181,1633,74.90,16.00,0.00,43,0.00,3.92,0.00,11,-10.74,5.48,0.00,0.20
175860,24.46,13.68,181,1579,74.90,14.00,0.00,43,0.00,4.06,0.00,11,-10.74,5.52,0.00,0.21
175923,24.46,13.68,181,1579,74.90,14.00,0.00,43,0.00,4.06,0.00,11,-10.59,5.52,0.00,0.22
175988,25.38,13.68,181,1414,74.90,22.00,0.00,43,0.00,4.35,0.00,11,-10.45,5.54,0.00,0.23
176052,25.38,13.68,181,1414,74.90,22.00,0.00,43,0.00,4.35,0.00,11,-10.30,5.41,0.00,0.22
176115,24.69,13.68,181,1348,74.90,22.00,2.30,43,0.00,4.35,0.00,11,-10.30,4.82,0.00,0.22
176179,23.54,13.52,181,1285,74.90,22.00,2.47,43,0.00,4.35,0.00,11,-10.30,5.00,0.00,0.25
176243,23.66,13.68,181,1245,74.90,22.00,2.39,43,0.00,4.50,0.00,11,-10.16,5.19,0.00,0.25
176307,23.89,13.68,183,1238,74.90,22.00,2.11,43,0.00,4.50,0.00,11,-10.16,5.07,0.00,0.24
176370,23.43,13.68,183,1265,74.90,21.00,2.16,43,0.00,4.50,0.00,11,-10.16,4.94,0.00,0.24
176434,23.31,13.60,181,1290,74.90,19.50,2.20,43,0.00,4.35,0.00,11,-10.30,4.42,0.00,0.23
176499,23.54,13.68,181,1294,74.90,17.00,2.21,43,0.00,4.35,0.00,11,-10.30,4.36,0.00,0.22
176562,23.20,13.60,183,1282,74.90,18.00,2.19,43,0.00,4.21,0.00,11,-10.45,4.33,0.00,0.21
176627,21.25,13.68,183,1272,74.90,19.00,1.90,43,0.00,4.21,0.00,11,-10.45,4.28,0.00,0.20
176690,18.38,13.60,183,1253,74.90,20.00,1.87,43,0.00,4.06,0.00,11,-10.59,4.28,0.00,0.21
176755,16.77,13.68,183,1240,74.90,21.00,1.85,43,0.00,4.06,0.00,11,-10.59,4.28,0.00,0.21
176819,15.85,13.60,183,1236,74.90,21.00,2.11,43,0.00,4.06,0.00,11,-10.59,4.28,0.00,0.21
176882,15.62,13.68,183,1226,74.90,21.00,2.09,43,0.00,4.06,0.00,11,-10.59,4.28,0.00,0.21
176945,15.39,13.60,183,1224,74.90,21.00,2.09,43,0.00,4.06,0.00,11,-10.59,4.28,0.00,0.21
177010,15.39,13.68,183,1220,74.90,20.50,1.82,43,0.00,4.06,0.00,11,-10.59,4.22,0.00,0.21
177073,15.50,13.68,183,1205,74.90,21.00,2.06,43,0.00,4.21,0.00,11,-10.45,4.28,0.00,0.21
177138,15.27,13.68,183,1200,74.90,21.00,2.05,43,0.00,4.21,0.00,11,-10.45,4.28,0.00,0.21
177201,15.27,13.68,183,1199,74.90,21.00,1.79,43,0.00,4.21,0.00,11,-10.45,4.22,0.00,0.21
177265,15.16,13.60,183,1179,74.90,22.00,1.76,43,0.00,4.21,0.00,11,-10.45,4.11,0.00,0.20
177329,15.04,13.68,183,1176,74.90,22.00,1.76,43,0.00,4.21,0.00,11,-10.45,4.03,0.00,0.20
177393,14.93,13.60,183,1175,74.90,21.00,1.75,43,0.00,4.06,0.00,11,-10.59,3.92,0.00,0.20
177457,14.81,13.68,183,1164,74.90,22.00,1.74,43,0.00,4.06,0.00,11,-10.59,3.85,0.00,0.19
177523,14.81,13.60,183,1138,74.90,22.00,1.74,43,0.00,4.06,0.00,11,-10.59,3.75,0.00,0.19
177587,14.81,13.68,183,1126,74.90,22.00,1.70,43,0.00,4.06,0.00,11,-10.59,3.65,0.00,0.20
177651,14.70,13.60,183,1117,74.90,22.00,1.68,43,0.00,4.06,0.00,11,-10.59,3.70,0.00,0.20
177713,14.81,13.68,183,1096,74.90,22.00,1.67,43,0.00,4.06,0.00,11,-10.59,3.72,0.00,0.20
177778,14.81,13.60,183,1088,74.90,22.00,1.64,43,0.00,4.06,0.00,11,-10.59,3.70,0.00,0.21
177842,14.81,13.60,183,1067,74.90,22.00,1.62,43,0.00,4.21,0.00,11,-10.45,3.70,0.00,0.21
177904,14.81,13.60,183,1055,74.90,22.00,1.82,43,0.00,4.21,0.00,11,-10.45,3.75,0.00,0.22
177968,14.81,13.68,183,1052,74.90,22.00,1.80,43,0.00,4.21,0.00,11,-10.45,3.80,0.00,0.21
178032,14.81,13.60,183,1050,74.90,22.00,1.80,43,0.00,4.21,0.00,10,-10.45,3.80,0.00,0.22
178095,14.81,13.68,183,1044,74.90,22.00,1.79,43,0.00,4.21,0.00,10,-10.45,3.75,0.00,0.21
178160,14.81,13.68,183,1039,74.90,22.00,1.78,43,0.00,4.21,0.00,10,-10.45,3.70,0.00,0.21
178223,14.81,13.68,183,1042,74.90,22.00,1.77,43,0.00,4.21,0.00,10,-10.45,3.70,0.00,0.21
178287,14.70,13.68,183,1029,74.90,22.00,1.78,43,0.00,4.21,0.00,10,-10.45,3.70,0.00,0.21
178351,14.81,13.68,183,1025,74.90,22.00,1.76,43,0.00,4.21,0.00,10,-10.45,3.65,0.00,0.21
178415,14.70,13.68,183,1024,74.90,22.00,1.75,43,0.00,4.21,0.00,10,-10.45,3.62,0.00,0.21
178478,14.70,13.68,183,1014,74.90,22.00,1.75,43,0.00,4.21,0.00,10,-10.45,3.58,0.00,0.21
178542,14.59,13.60,183,1018,74.90,22.00,1.51,43,0.00,4.21,0.00,11,-10.45,3.56,0.00,0.21
178606,14.59,13.68,183,1018,74.90,22.00,1.52,43,0.00,4.21,0.00,11,-10.45,3.56,0.00,0.21
178670,14.36,13.76,183,1007,74.90,22.00,1.50,43,0.00,4.21,0.00,11,-10.45,3.56,0.00,0.21
178734,14.47,13.68,183,1004,74.90,22.00,1.71,43,0.00,4.21,0.00,11,-10.45,3.52,0.00,0.21
178798,14.36,13.68,183,1000,74.90,22.00,1.71,43,0.00,4.21,0.00,11,-10.45,3.52,0.00,0.22
178862,14.36,13.68,183,995,74.90,22.00,1.70,43,0.00,4.35,0.00,11,-10.30,3.58,0.00,0.22
178925,14.36,13.76,183,977,74.90,22.00,1.67,43,0.00,4.35,0.00,11,-10.30,3.67,0.00,0.22
178989,14.59,13.68,183,976,74.90,22.00,1.67,43,0.00,4.35,0.00,10,-10.30,3.65,0.00,0.22
179053,14.36,13.68,183,974,74.90,22.00,1.66,43,0.00,4.50,0.00,10,-10.16,3.63,0.00,0.22
179118,14.59,13.68,183,969,74.90,22.00,1.65,43,0.00,4.50,0.00,10,-10.16,3.58,0.00,0.22
179182,14.47,13.68,183,970,74.90,22.00,1.65,43,0.00,4.50,0.00,10,-10.16,3.52,0.00,0.22
179245,14.59,13.68,183,966,74.90,22.00,1.65,43,0.00,4.50,0.00,10,-10.16,3.52,0.00,0.22
179309,14.36,13.68,183,968,74.90,21.00,1.65,43,0.00,4.50,0.00,10,-10.16,3.52,0.00,0.19
179373,14.47,13.68,183,965,74.90,21.00,1.65,43,0.00,4.50,0.00,10,-10.16,3.52,0.00,0.21
179437,14.47,13.68,183,971,74.90,20.50,1.66,43,0.00,4.50,0.00,10,-10.16,3.47,0.00,0.22
179502,14.24,13.68,183,964,74.90,20.00,1.65,43,0.00,4.50,0.00,10,-10.16,3.45,0.00,0.21
179565,14.36,13.68,183,962,74.90,20.00,1.64,43,0.00,4.50,0.00,10,-10.16,3.42,0.00,0.22
179628,14.36,13.68,183,957,74.90,20.00,1.63,43,0.00,4.50,0.00,10,-10.16,3.45,0.00,0.22
179693,14.47,13.68,183,957,74.90,20.00,1.63,43,0.00,4.50,0.00,10,-10.16,3.49,0.00,0.22
179756,14.36,13.68,183,946,74.90,20.50,1.61,43,0.00,4.50,0.00,10,-10.16,3.49,0.00,0.22
179820,14.59,13.68,183,946,74.90,20.00,1.61,43,0.00,4.50,0.00,10,-10.16,3.49,0.00,0.23
179883,14.47,13.68,183,946,74.90,20.00,1.61,43,0.00,4.50,0.00,10,-10.16,3.52,0.00,0.23
179948,14.59,13.60,183,945,74.90,19.50,1.61,43,0.00,4.50,0.00,9,-10.16,3.56,0.00,0.23
180012,14.47,13.68,183,940,74.90,19.50,1.60,43,0.00,4.50,0.00,9,-10.16,3.56,0.00,0.23
180076,14.59,13.60,183,942,74.90,19.00,1.61,43,0.00,4.64,0.00,9,-10.01,3.56,0.00,0.23
180139,14.47,13.68,183,940,74.90,19.00,1.61,43,0.00,4.64,0.00,9,-10.01,3.56,0.00,0.23
180202,14.70,13.60,183,942,74.90,18.50,1.60,43,0.00,4.64,0.00,9,-10.01,3.56,0.00,0.23
180266,14.47,13.68,183,941,74.90,18.00,1.61,43,0.00,4.64,0.00,9,-10.01,3.58,0.00,0.23
180330,14.59,13.60,183,943,74.90,17.50,1.61,43,0.00,4.64,0.00,9,-10.01,3.58,0.00,0.23
180395,14.36,13.68,183,942,74.90,17.00,1.61,43,0.00,4.64,0.00,8,-10.01,3.58,0.00,0.23
180458,14.47,13.60,183,930,74.90,17.00,1.61,43,0.00,4.64,0.00,8,-10.01,3.58,0.00,0.23
180522,14.36,13.68,183,934,74.90,17.50,1.59,43,0.00,4.64,0.00,8,-10.01,3.58,0.00,0.23
180586,14.47,13.60,183,926,74.90,18.50,1.59,43,0.00,4.64,0.00,8,-10.01,3.60,0.00,0.24
180651,14.36,13.68,183,930,74.90,17.50,1.58,43,0.00,4.64,0.00,8,-10.01,3.65,0.00,0.24
180713,14.59,13.60,183,931,74.90,17.00,1.59,43,0.00,4.64,0.00,8,-10.01,3.70,0.00,0.24
180778,14.47,13.68,183,934,74.90,16.50,1.59,43,0.00,4.79,0.00,8,-9.87,3.75,0.00,0.24
180841,14.59,13.60,183,940,74.90,16.50,1.59,43,0.00,4.79,0.00,7,-9.87,3.73,0.00,0.24
180905,14.47,13.68,183,943,74.90,16.00,1.60,43,0.00,4.79,0.00,7,-9.87,3.75,0.00,0.24
180969,14.59,13.60,183,943,74.90,15.50,1.61,43,0.00,4.79,0.00,7,-9.87,3.73,0.00,0.24
181033,14.59,13.68,183,950,74.90,15.50,1.61,43,0.00,4.79,0.00,7,-9.87,3.75,0.00,0.23
181097,14.70,13.60,183,949,74.90,14.50,1.62,43,0.00,4.79,0.00,7,-9.87,3.70,0.00,0.23
181161,14.70,13.68,183,949,74.90,14.50,1.62,43,0.00,4.79,0.00,7,-9.87,3.70,0.00,0.23
181225,14.59,13.60,183,953,74.90,14.00,1.63,43,0.00,4.79,0.00,7,-9.87,3.67,0.00,0.23
181289,14.70,13.68,183,949,74.90,14.50,1.62,43,0.00,4.79,0.00,7,-9.87,3.70,0.00,0.23
181352,14.70,13.60,183,950,74.90,14.00,1.62,43,0.00,4.79,0.00,7,-9.87,3.70,0.00,0.24
181416,14.70,13.68,183,936,74.90,15.50,1.60,43,0.00,4.79,0.00,7,-9.87,3.73,0.00,0.24
181479,14.70,13.60,183,939,74.90,15.50,1.60,43,0.00,4.79,0.00,7,-9.87,3.75,0.00,0.24
181543,14.70,13.68,183,944,74.90,15.00,1.61,43,0.00,4.79,0.00,7,-9.87,3.80,0.00,0.24
181608,14.81,13.68,183,947,74.90,14.00,1.62,43,0.00,4.79,0.00,7,-9.87,3.75,0.00,0.24
181672,14.70,13.68,183,946,74.90,14.00,1.62,43,0.00,4.79,0.00,7,-9.87,3.75,0.00,0.24
181736,14.70,13.68,183,951,74.90,13.50,1.62,43,0.00,4.79,0.00,7,-9.87,3.78,0.00,0.24
181799,14.70,13.68,183,946,74.90,14.00,1.61,43,0.00,4.79,0.00,6,-9.87,3.80,0.00,0.24
181863,14.81,13.76,183,945,74.90,14.00,1.61,43,0.00,4.79,0.00,6,-9.87,3.75,0.00,0.24
181927,14.70,13.68,183,942,74.90,14.50,1.61,43,0.00,4.79,0.00,6,-9.87,3.78,0.00,0.24
181992,14.81,13.68,183,943,74.90,14.00,1.61,43,0.00,4.79,0.00,6,-9.87,3.80,0.00,0.25
182054,14.70,13.68,183,942,74.90,14.00,1.61,43,0.00,4.79,0.00,6,-9.87,3.85,0.00,0.25
182118,14.81,13.68,183,945,74.90,14.00,1.61,43,0.00,4.93,0.00,6,-9.72,3.85,0.00,0.25
182182,14.70,13.68,183,948,74.90,13.50,1.62,43,0.00,4.93,0.00,6,-9.72,3.85,0.00,0.24
182246,14.70,13.68,183,958,74.90,12.50,1.64,43,0.00,4.93,0.00,6,-9.72,3.85,0.00,0.25
182309,14.70,13.68,183,958,74.90,12.50,1.63,43,0.00,4.93,0.00,4,-9.72,3.85,0.00,0.24
182373,14.81,13.68,183,962,74.90,12.00,1.64,43,0.00,4.79,0.00,4,-9.87,3.85,0.00,0.24
182437,14.81,13.68,183,956,74.90,13.00,1.63,43,0.00,4.79,0.00,4,-9.87,3.80,0.00,0.24
182502,14.93,13.60,183,948,74.90,13.00,1.62,43,0.00,4.79,0.00,4,-9.87,3.78,0.00,0.24
182565,14.81,13.68,183,952,74.90,13.50,1.62,43,0.00,4.79,0.00,4,-9.87,3.80,0.00,0.24
182630,14.93,13.68,183,946,74.90,14.00,1.62,43,0.00,4.79,0.00,4,-9.87,3.80,0.00,0.24
182693,14.81,13.68,183,952,74.90,13.50,1.62,43,0.00,4.79,0.00,4,-9.87,3.83,0.00,0.24
182757,14.93,13.68,183,944,74.90,14.00,1.62,43,0.00,4.79,0.00,3,-9.87,3.83,0.00,0.24
182820,14.93,13.68,183,950,74.90,14.00,1.61,43,0.00,4.79,0.00,3,-9.87,3.83,0.00,0.24
182884,15.04,13.68,183,949,74.90,14.00,1.62,43,0.00,4.79,0.00,3,-9.87,3.83,0.00,0.24
182948,14.93,13.68,183,951,74.90,13.50,1.62,43,0.00,4.79,0.00,3,-9.87,3.85,0.00,0.24
183012,15.04,13.68,183,951,74.90,14.00,1.62,43,0.00,4.79,0.00,3,-9.87,3.88,0.00,0.24
183076,14.81,13.68,183,962,74.90,12.50,1.62,43,0.00,4.79,0.00,3,-9.87,3.85,0.00,0.24
183139,14.93,13.60,183,954,74.90,13.50,1.64,43,0.00,4.79,0.00,3,-9.87,3.83,0.00,0.24
183204,14.81,13.68,183,953,74.90,13.50,1.63,43,0.00,4.79,0.00,2,-9.87,3.78,0.00,0.24
183267,14.81,13.60,183,950,74.90,13.50,1.63,43,0.00,4.79,0.00,2,-9.87,3.80,0.00,0.24
183331,15.04,13.60,183,956,74.90,14.50,1.62,43,0.00,4.79,0.00,2,-9.87,3.83,0.00,0.24
183395,14.93,13.60,183,956,74.90,13.00,1.63,43,0.00,4.79,0.00,2,-9.87,3.83,0.00,0.24
183459,14.93,13.68,183,957,74.90,13.00,1.63,43,0.00,4.79,0.00,2,-9.87,3.85,0.00,0.24
183523,14.81,13.60,183,954,74.90,13.00,1.63,43,0.00,4.79,0.00,2,-9.87,3.80,0.00,0.24
183586,15.04,13.68,183,958,74.90,13.50,1.63,43,0.00,4.79,0.00,2,-9.87,3.83,0.00,0.24
183650,14.81,13.60,183,958,74.90,13.00,1.63,43,0.00,4.79,0.00,2,-9.87,3.80,0.00,0.24
183715,14.81,13.68,183,958,74.90,13.00,1.63,43,0.00,4.79,0.00,1,-9.87,3.80,0.00,0.24
183777,14.81,13.60,183,958,74.90,13.00,1.63,43,0.00,4.79,0.00,1,-9.87,3.80,0.00,0.26
183841,14.81,13.68,183,946,74.90,14.50,1.82,43,0.00,4.93,0.00,1,-9.72,4.17,0.00,0.27
183907,14.93,13.60,183,953,74.90,13.50,1.83,43,0.00,5.08,0.00,1,-9.58,4.33,0.00,0.27
183969,14.81,13.68,183,963,74.90,12.50,1.85,43,0.00,5.08,0.00,1,-9.58,4.33,0.00,0.26
184033,14.81,13.52,183,977,74.90,11.00,1.88,43,0.00,5.08,0.00,1,-9.58,4.22,0.00,0.25
184098,14.81,13.60,183,989,74.90,10.00,1.90,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.25
184162,14.70,13.60,185,981,74.90,11.00,1.67,43,0.00,5.08,0.00,1,-9.58,4.11,0.00,0.25
184226,14.59,13.68,185,984,74.90,11.00,1.89,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.25
184289,14.70,13.60,185,984,74.90,11.50,1.89,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.25
184353,14.47,13.68,185,990,74.90,10.50,1.69,43,0.00,5.08,0.00,1,-9.58,4.20,0.00,0.25
184416,14.47,13.60,185,982,74.90,11.50,1.68,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.25
184481,14.70,13.68,185,992,74.90,11.00,1.69,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.26
184544,14.70,13.60,185,987,74.90,11.50,1.89,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.25
184608,14.81,13.68,185,991,74.90,11.50,1.90,43,0.00,4.93,0.00,1,-9.72,4.17,0.00,0.25
184673,14.93,13.60,185,986,74.90,12.00,1.89,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.25
184736,15.04,13.68,185,994,74.90,11.50,1.91,43,0.00,5.08,0.00,1,-9.58,4.17,0.00,0.25
184800,15.16,13.60,185,993,74.90,11.50,1.91,43,0.00,4.93,0.00,1,-9.72,4.11,0.00,0.25
184864,15.27,13.60,185,981,74.90,13.00,1.88,43,0.00,4.93,0.00,1,-9.72,4.11,0.00,0.25
184928,15.16,13.60,185,986,74.90,12.50,1.89,43,0.00,4.93,0.00,1,-9.72,4.09,0.00,0.28
184992,15.39,13.60,185,985,74.90,13.00,1.89,43,0.00,4.93,0.00,1,-9.72,4.11,0.00,0.25
185056,15.27,13.60,185,992,74.90,12.50,1.90,43,0.00,4.93,0.00,1,-9.72,4.11,0.00,0.25
185120,15.27,13.68,185,986,74.90,13.00,1.89,43,0.00,4.93,0.00,1,-9.72,4.11,0.00,0.25
185183,15.16,13.68,185,989,74.90,13.00,1.89,43,0.00,4.93,0.00,1,-9.72,4.11,0.00,0.25
185248,15.04,13.68,185,999,74.90,12.50,1.69,43,0.00,4.93,0.00,1,-9.72,4.11,0.00,0.25
185312,15.16,13.60,185,1004,74.90,11.50,1.70,43,0.00,4.93,0.00,1,-9.72,4.09,0.00,0.25
185375,15.04,13.60,185,998,74.90,12.00,1.71,43,0.00,4.93,0.00,1,-9.72,4.06,0.00,0.24
185439,15.16,13.68,185,1001,74.90,12.00,1.70,43,0.00,4.79,0.00,1,-9.87,4.00,0.00,0.24
185502,15.04,13.68,185,995,74.90,13.00,1.71,43,0.00,4.79,0.00,1,-9.87,3.98,0.00,0.24
