Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Engine Load*  (g/rev)
156502,14.24,13.68,181,916,74.90,20.50,1.56,44,0.00,4.64,0.00,17,-10.01,3.56,0.00,0.23
156566,14.13,13.68,181,915,74.90,20.50,1.56,44,0.00,4.64,0.00,17,-10.01,3.58,0.00,0.24
156630,14.24,13.68,181,920,74.90,19.50,1.57,44,0.00,4.79,0.00,17,-9.87,3.67,0.00,0.24
156694,14.13,13.60,181,922,74.90,19.00,1.57,44,0.00,4.79,0.00,17,-9.87,3.72,0.00,0.25
156758,14.24,13.68,181,926,74.90,18.00,1.57,44,0.00,4.79,0.00,17,-9.87,3.80,0.00,0.25
156822,14.13,13.60,181,927,74.90,17.50,1.58,44,0.00,4.93,0.00,17,-9.72,3.80,0.00,0.24
156886,14.36,13.68,181,925,74.90,17.50,1.58,44,0.00,4.93,0.00,16,-9.72,3.80,0.00,0.25
156949,14.24,13.60,181,932,74.90,16.50,1.58,44,0.00,4.93,0.00,16,-9.72,3.80,0.00,0.25
157013,14.24,13.68,181,922,74.90,17.50,1.59,44,0.00,4.93,0.00,16,-9.72,3.85,0.00,0.25
157076,14.24,13.60,181,922,74.90,17.50,1.57,44,0.00,4.93,0.00,16,-9.72,3.85,0.00,0.25
157141,14.13,13.60,181,933,74.90,17.00,1.57,44,0.00,4.93,0.00,16,-9.72,3.88,0.00,0.26
157205,14.36,13.60,181,936,74.90,16.00,1.79,44,0.00,5.08,0.00,16,-9.58,4.00,0.00,0.26
157269,14.24,13.68,181,941,74.90,14.50,1.80,44,0.00,5.08,0.00,16,-9.58,4.06,0.00,0.26
157333,14.47,13.68,181,948,74.90,14.00,1.81,44,0.00,5.08,0.00,14,-9.58,4.03,0.00,0.26
157396,14.24,13.68,181,955,74.90,13.00,1.82,44,0.00,5.08,0.00,14,-9.58,4.03,0.00,0.25
157460,14.59,13.68,181,956,74.90,13.00,1.63,44,0.00,5.08,0.00,14,-9.58,3.98,0.00,0.25
157524,14.36,13.68,181,953,74.90,13.00,1.63,44,0.00,5.08,0.00,14,-9.58,3.96,0.00,0.28
157588,14.59,13.68,181,957,74.90,13.00,1.63,44,0.00,5.08,0.00,14,-9.58,3.93,0.00,0.24
157652,14.47,13.68,181,952,74.90,13.00,1.63,44,0.00,5.08,0.00,14,-9.58,3.91,0.00,0.25
157716,14.59,13.68,181,944,74.90,13.50,1.62,44,0.00,5.08,0.00,14,-9.58,3.88,0.00,0.25
157780,14.59,13.68,181,944,74.90,14.00,1.61,44,0.00,5.08,0.00,13,-9.58,3.91,0.00,0.25
157843,14.47,13.68,181,938,74.90,15.00,1.60,44,0.00,5.08,0.00,13,-9.58,3.96,0.00,0.26
157908,14.70,13.68,181,947,74.90,14.00,1.62,44,0.00,5.08,0.00,13,-9.58,4.03,0.00,0.26
157971,14.70,13.68,181,951,74.90,13.50,1.83,44,0.00,5.08,0.00,13,-9.58,4.06,0.00,0.25
158035,14.70,13.68,181,956,74.90,13.00,1.63,44,0.00,5.08,0.00,13,-9.58,4.03,0.00,0.25
158098,14.70,13.68,181,954,74.90,13.00,1.63,44,0.00,5.08,0.00,13,-9.58,3.98,0.00,0.25
158163,14.81,13.68,181,944,74.90,13.00,1.61,44,0.00,5.08,0.00,13,-9.58,3.96,0.00,0.25
158227,14.70,13.68,181,954,74.90,13.00,1.63,44,0.00,5.08,0.00,13,-9.58,3.98,0.00,0.25
158292,14.81,13.68,181,960,74.90,13.00,1.64,44,0.00,5.08,0.00,12,-9.58,3.98,0.00,0.25
158354,14.81,13.68,181,965,74.90,12.00,1.65,44,0.00,5.08,0.00,12,-9.58,3.98,0.00,0.25
158419,14.81,13.68,181,963,74.90,12.50,1.64,44,0.00,5.08,0.00,12,-9.58,3.98,0.00,0.25
158482,14.81,13.68,181,961,74.90,13.00,1.64,44,0.00,4.93,0.00,12,-9.72,3.96,0.00,0.25
158546,14.93,13.68,181,952,74.90,14.00,1.63,44,0.00,4.93,0.00,12,-9.72,3.96,0.00,0.25
158610,14.81,13.68,181,958,74.90,13.00,1.63,44,0.00,4.93,0.00,12,-9.72,3.96,0.00,0.25
158674,15.04,13.68,181,963,74.90,13.00,1.64,44,0.00,4.93,0.00,12,-9.72,4.03,0.00,0.25
158738,14.93,13.68,181,968,74.90,12.50,1.65,44,0.00,4.93,0.00,12,-9.72,3.98,0.00,0.25
158801,14.93,13.68,181,965,74.90,13.00,1.65,44,0.00,4.93,0.00,12,-9.72,3.98,0.00,0.25
158865,15.16,13.68,181,966,74.90,13.00,1.65,44,0.00,4.93,0.00,12,-9.72,3.98,0.00,0.22
158929,14.93,13.68,181,966,74.90,13.00,1.65,44,0.00,4.93,0.00,12,-9.72,3.98,0.00,0.25
158993,15.16,13.68,181,968,74.90,13.00,1.65,44,0.00,4.93,0.00,12,-9.72,3.98,0.00,0.25
159057,15.04,13.68,181,970,74.90,12.50,1.66,44,0.00,4.93,0.00,12,-9.72,4.00,0.00,0.25
159121,15.16,13.68,181,980,74.90,11.50,1.67,44,0.00,4.93,0.00,12,-9.72,3.98,0.00,0.24
159184,15.04,13.68,181,970,74.90,13.00,1.66,44,0.00,4.93,0.00,12,-9.72,3.96,0.00,0.24
159249,15.04,13.68,181,973,74.90,12.50,1.66,44,0.00,4.93,0.00,12,-9.72,3.93,0.00,0.24
159312,14.93,13.68,181,974,74.90,12.50,1.66,44,0.00,4.93,0.00,12,-9.72,3.96,0.00,0.24
159376,15.04,13.60,181,967,74.90,13.00,1.66,44,0.00,4.93,0.00,12,-9.72,3.96,0.00,0.24
159440,14.93,13.68,181,970,74.90,13.00,1.65,44,0.00,4.93,0.00,12,-9.72,3.93,0.00,0.24
159504,15.04,13.60,181,967,74.90,13.50,1.66,44,0.00,4.93,0.00,12,-9.72,3.93,0.00,0.24
159568,14.93,13.68,181,976,74.90,12.50,1.65,44,0.00,4.93,0.00,12,-9.72,3.93,0.00,0.24
159631,15.16,13.60,181,974,74.90,13.00,1.66,44,0.00,4.93,0.00,12,-9.72,3.93,0.00,0.24
159695,15.04,13.68,181,978,74.90,12.50,1.66,44,0.00,4.79,0.00,12,-9.87,3.93,0.00,0.24
159759,15.16,13.60,181,975,74.90,13.00,1.67,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
159823,15.27,13.68,181,985,74.90,12.50,1.66,44,0.00,4.79,0.00,12,-9.87,3.91,0.00,0.24
159886,15.16,13.60,181,979,74.90,13.00,1.68,44,0.00,4.79,0.00,12,-9.87,3.93,0.00,0.24
159951,15.27,13.68,181,984,74.90,13.00,1.67,44,0.00,4.79,0.00,12,-9.87,3.91,0.00,0.24
160015,15.04,13.60,181,980,74.90,12.00,1.68,44,0.00,4.79,0.00,12,-9.87,3.91,0.00,0.24
160078,15.16,13.68,181,988,74.90,13.00,1.67,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
160142,15.04,13.60,181,984,74.90,12.00,1.69,44,0.00,4.79,0.00,12,-9.87,3.91,0.00,0.24
160205,15.04,13.68,181,989,74.90,12.50,1.68,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
160270,15.04,13.68,181,989,74.90,12.00,1.69,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
160334,15.04,13.68,181,976,74.90,13.00,1.67,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
160398,15.16,13.60,181,974,74.90,14.00,1.66,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
160461,14.93,13.68,181,980,74.90,13.00,1.67,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
160524,15.04,13.60,181,975,74.90,14.00,1.66,44,0.00,4.79,0.00,12,-9.87,3.85,0.00,0.24
160589,14.93,13.68,181,981,74.90,13.00,1.67,44,0.00,4.79,0.00,12,-9.87,3.88,0.00,0.24
160653,15.04,13.60,181,978,74.90,13.50,1.67,44,0.00,4.79,0.00,12,-9.87,3.85,0.00,0.23
160717,14.93,13.68,181,983,74.90,13.00,1.68,44,0.00,4.79,0.00,12,-9.87,3.83,0.00,0.24
160780,14.81,13.60,181,985,74.90,13.00,1.68,44,0.00,4.79,0.00,12,-9.87,3.83,0.00,0.23
160844,14.93,13.68,181,989,74.90,12.50,1.69,44,0.00,4.79,0.00,12,-9.87,3.83,0.00,0.23
160907,14.93,13.68,181,990,74.90,12.50,1.69,44,0.00,4.79,0.00,12,-9.87,3.83,0.00,0.23
160972,14.93,13.60,181,990,74.90,12.50,1.69,44,0.00,4.79,0.00,12,-9.87,3.83,0.00,0.23
161035,14.81,13.68,181,993,74.90,12.50,1.69,44,0.00,4.64,0.00,12,-10.01,3.78,0.00,0.23
161100,14.93,13.68,181,995,74.90,12.00,1.70,44,0.00,4.64,0.00,11,-10.01,3.78,0.00,0.23
161163,14.81,13.60,181,988,74.90,13.00,1.69,44,0.00,4.64,0.00,11,-10.01,3.75,0.00,0.23
161227,15.04,13.60,181,977,74.90,14.00,1.67,44,0.00,4.64,0.00,11,-10.01,3.78,0.00,0.23
161291,14.93,13.68,181,978,74.90,14.00,1.67,44,0.00,4.64,0.00,11,-10.01,3.78,0.00,0.23
161355,15.04,13.68,181,973,74.90,14.50,1.66,44,0.00,4.64,0.00,11,-10.01,3.78,0.00,0.23
161418,14.93,13.68,181,978,74.90,14.00,1.67,44,0.00,4.64,0.00,11,-10.01,3.78,0.00,0.23
161482,15.04,13.68,181,973,74.90,14.50,1.66,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
161546,14.93,13.68,181,976,74.90,14.00,1.67,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
161610,15.04,13.68,181,966,74.90,15.50,1.65,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
161674,15.04,13.60,181,972,74.90,14.50,1.66,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
161738,14.93,13.68,181,971,74.90,14.50,1.66,44,0.00,4.64,0.00,11,-10.01,3.75,0.00,0.23
161802,14.93,13.60,181,972,74.90,14.00,1.66,44,0.00,4.64,0.00,11,-10.01,3.78,0.00,0.23
161865,14.81,13.68,181,968,74.90,14.50,1.66,44,0.00,4.64,0.00,11,-10.01,3.78,0.00,0.23
161929,14.93,13.60,181,974,74.90,14.00,1.65,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
161993,14.81,13.68,181,972,74.90,14.00,1.66,44,0.00,4.64,0.00,11,-10.01,3.70,0.00,0.23
162056,14.93,13.68,181,972,74.90,14.00,1.66,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
162122,14.81,13.68,181,970,74.90,14.00,1.66,44,0.00,4.64,0.00,11,-10.01,3.65,0.00,0.23
162184,14.81,13.68,181,955,74.90,14.00,1.65,44,0.00,4.64,0.00,11,-10.01,3.65,0.00,0.23
162248,14.70,13.60,181,955,74.90,15.50,1.63,44,0.00,4.64,0.00,11,-10.01,3.67,0.00,0.23
162313,14.81,13.60,181,958,74.90,15.50,1.63,44,0.00,4.64,0.00,11,-10.01,3.70,0.00,0.23
162376,14.70,13.68,181,961,74.90,14.50,1.63,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
162440,14.81,13.68,181,963,74.90,14.50,1.64,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
162504,14.70,13.68,181,968,74.90,14.50,1.64,44,0.00,4.64,0.00,11,-10.01,3.73,0.00,0.23
162568,14.70,13.68,181,962,74.90,14.00,1.65,44,0.00,4.64,0.00,11,-10.01,3.67,0.00,0.22
162631,14.70,13.68,181,963,74.90,14.50,1.64,44,0.00,4.64,0.00,11,-10.01,3.63,0.00,0.22
162695,14.81,13.60,181,951,74.90,14.00,1.64,44,0.00,4.64,0.00,11,-10.01,3.60,0.00,0.23
162760,14.70,13.68,181,952,74.90,15.50,1.62,44,0.00,4.64,0.00,11,-10.01,3.60,0.00,0.23
162824,14.70,13.60,181,952,74.90,15.50,1.62,44,0.00,4.64,0.00,11,-10.01,3.65,0.00,0.23
162887,14.70,13.60,181,959,74.90,15.50,1.64,44,0.00,4.64,0.00,11,-10.01,3.70,0.00,0.23
162950,14.81,13.52,181,962,74.90,14.00,1.64,44,0.00,4.64,0.00,11,-10.01,3.70,0.00,0.23
163015,14.70,13.60,181,960,74.90,14.00,1.64,44,0.00,4.64,0.00,11,-10.01,3.67,0.00,0.23
163079,14.81,13.60,181,964,74.90,14.00,1.64,44,0.00,4.64,0.00,11,-10.01,3.65,0.00,0.23
163142,14.81,13.68,181,962,74.90,14.00,1.64,44,0.00,4.64,0.00,11,-10.01,3.63,0.00,0.23
163205,14.81,13.52,181,966,74.90,13.00,1.65,44,0.00,4.64,0.00,11,-10.01,3.63,0.00,0.22
163270,14.81,13.68,181,960,74.90,14.00,1.64,44,0.00,4.64,0.00,11,-10.01,3.60,0.00,0.23
163334,14.81,13.52,181,956,74.90,14.00,1.63,44,0.00,4.64,0.00,11,-10.01,3.60,0.00,0.23
163398,14.81,13.68,181,950,74.90,15.00,1.62,44,0.00,4.64,0.00,11,-10.01,3.63,0.00,0.23
163462,14.81,13.60,181,954,74.90,14.50,1.63,44,0.00,4.64,0.00,11,-10.01,3.65,0.00,0.23
163526,14.70,13.68,181,948,74.90,15.00,1.62,44,0.00,4.64,0.00,11,-10.01,3.70,0.00,0.23
163590,14.70,13.60,181,948,74.90,15.00,1.62,44,0.00,4.64,0.00,11,-10.01,3.65,0.00,0.23
163652,14.70,13.60,181,949,74.90,14.50,1.62,44,0.00,4.79,0.00,11,-9.87,3.73,0.00,0.23
163717,14.81,13.60,181,947,74.90,14.50,1.62,44,0.00,4.79,0.00,11,-9.87,3.70,0.00,0.23
163781,14.70,13.60,181,949,74.90,14.50,1.62,44,0.00,4.79,0.00,11,-9.87,3.70,0.00,0.23
163845,14.70,13.60,181,946,74.90,15.00,1.61,44,0.00,4.79,0.00,11,-9.87,3.67,0.00,0.23
163909,14.59,13.60,181,952,74.90,14.00,1.62,44,0.00,4.79,0.00,11,-9.87,3.65,0.00,0.23
163972,14.70,13.60,181,949,74.90,14.00,1.62,44,0.00,4.79,0.00,11,-9.87,3.65,0.00,0.23
164037,14.59,13.60,181,950,74.90,14.00,1.62,44,0.00,4.79,0.00,11,-9.87,3.65,0.00,0.23
164100,14.70,13.68,181,950,74.90,14.00,1.62,44,0.00,4.79,0.00,11,-9.87,3.63,0.00,0.23
164164,14.59,13.60,181,952,74.90,14.00,1.62,44,0.00,4.79,0.00,11,-9.87,3.63,0.00,0.23
164228,14.70,13.68,181,942,74.90,15.00,1.61,44,0.00,4.64,0.00,11,-10.01,3.63,0.00,0.23
164292,14.59,13.60,181,946,74.90,14.50,1.61,44,0.00,4.64,0.00,11,-10.01,3.60,0.00,0.23
164356,14.81,13.68,181,946,74.90,14.50,1.61,44,0.00,4.79,0.00,11,-9.87,3.65,0.00,0.23
164420,14.59,13.68,181,949,74.90,14.00,1.61,44,0.00,4.79,0.00,10,-9.87,3.67,0.00,0.23
164483,14.59,13.68,181,945,74.90,15.00,1.62,44,0.00,4.79,0.00,10,-9.87,3.70,0.00,0.23
164548,14.70,13.60,181,948,74.90,14.00,1.61,44,0.00,4.79,0.00,10,-9.87,3.65,0.00,0.23
164611,14.70,13.68,181,944,74.90,14.50,1.62,44,0.00,4.79,0.00,10,-9.87,3.70,0.00,0.24
164675,14.81,13.60,181,949,74.90,14.00,1.61,44,0.00,4.79,0.00,10,-9.87,3.70,0.00,0.24
164738,14.70,13.60,181,942,74.90,14.50,1.62,44,0.00,4.79,0.00,10,-9.87,3.75,0.00,0.26
164803,14.70,13.68,181,950,74.90,13.50,1.81,44,0.00,4.93,0.00,10,-9.72,4.04,0.00,0.27
164866,14.70,13.60,181,954,74.90,13.00,2.03,44,0.00,5.08,0.00,9,-9.58,4.33,0.00,0.28
164930,14.70,13.68,181,968,74.90,11.50,1.83,44,0.00,5.08,0.00,9,-9.58,4.42,0.00,0.28
164994,14.59,13.68,181,985,74.90,10.00,1.86,44,0.00,5.22,0.00,9,-9.43,4.48,0.00,0.27
165058,14.70,13.68,181,1001,74.90,10.00,1.89,44,0.00,5.22,0.00,9,-9.43,4.48,0.00,0.27
165121,14.36,13.60,181,1008,74.90,8.50,1.92,44,0.00,5.08,0.00,9,-9.43,4.44,0.00,0.26
165186,14.24,13.60,181,1003,74.90,8.00,1.94,44,0.00,5.08,0.00,9,-9.58,4.33,0.00,0.26
165249,14.13,13.68,181,1010,74.90,9.00,1.93,44,0.00,5.08,0.00,9,-9.58,4.25,0.00,0.25
165313,14.13,13.68,181,1004,74.90,8.50,1.72,44,0.00,5.08,0.00,9,-9.58,4.28,0.00,0.26
165377,14.13,13.68,181,1004,74.90,9.50,1.93,44,0.00,5.08,0.00,9,-9.58,4.28,0.00,0.26
165441,14.13,13.68,181,1008,74.90,9.50,1.94,44,0.00,5.08,0.00,9,-9.58,4.28,0.00,0.25
165505,14.36,13.60,181,1016,74.90,10.00,1.95,44,0.00,5.08,0.00,9,-9.58,4.31,0.00,0.26
165569,14.70,13.68,181,1020,74.90,9.00,1.96,44,0.00,5.08,1.18,9,-9.58,4.48,0.00,0.28
165633,14.70,13.68,181,1006,74.90,14.00,2.36,44,0.00,5.08,1.96,9,-9.58,5.13,0.00,0.33
165697,14.93,13.68,181,1019,74.90,14.50,2.83,44,0.00,5.37,2.35,9,-9.29,6.18,0.00,0.38
165760,15.04,13.60,181,1062,74.90,15.50,2.72,44,0.00,5.80,2.75,9,-8.85,6.66,0.00,0.37
165824,15.16,13.68,181,1110,74.90,16.50,2.84,44,0.00,5.95,2.75,9,-8.71,6.92,0.00,0.36
165889,15.04,13.60,181,1162,74.90,17.50,2.73,44,0.00,6.09,2.75,9,-8.56,6.99,0.00,0.34
165952,14.01,13.68,181,1252,74.90,19.00,2.67,44,0.00,6.24,2.75,9,-8.42,6.99,0.00,0.33
166016,13.32,13.60,181,1322,74.90,21.00,2.82,44,0.00,6.09,2.75,9,-8.56,7.17,0.00,0.33
166080,12.98,13.68,181,1406,74.90,24.00,3.00,44,0.00,5.95,2.75,9,-8.71,7.21,0.00,0.32
166144,13.44,13.60,181,1468,74.90,26.00,3.13,44,0.00,5.80,2.75,9,-8.85,7.29,0.00,0.31
166207,14.47,13.68,181,1560,74.90,27.50,2.99,44,0.00,5.66,2.75,9,-9.00,7.24,0.00,0.30
166271,14.93,13.60,181,1632,74.90,28.50,3.13,44,0.00,5.51,3.14,9,-9.14,7.29,0.00,0.29
166336,15.50,13.68,181,1686,74.90,29.50,3.24,44,0.00,5.37,3.14,9,-9.29,7.33,0.00,0.27
166400,15.96,13.60,181,1715,74.90,29.50,3.29,44,0.00,5.08,3.14,9,-9.58,7.29,0.00,0.27
166463,15.96,13.68,181,1671,74.90,29.00,3.21,44,0.00,4.93,3.14,9,-9.72,7.41,0.00,0.27
166526,15.85,13.68,181,1620,74.90,28.50,3.11,44,0.00,4.93,3.14,9,-9.72,7.41,0.00,0.27
166591,15.50,13.60,181,1596,74.90,28.50,3.07,44,0.00,4.93,3.14,9,-9.72,7.41,0.00,0.28
166655,15.50,13.68,181,1590,74.90,28.00,3.05,44,0.00,5.08,3.14,9,-9.58,7.41,0.00,0.28
166719,15.27,13.60,181,1606,74.90,28.50,3.08,44,0.00,5.08,3.14,9,-9.58,7.50,0.00,0.25
166784,15.16,13.68,181,1644,74.90,28.50,3.16,44,0.00,5.08,3.53,9,-9.58,7.57,0.00,0.28
166847,14.93,13.60,181,1648,74.90,29.00,3.16,44,0.00,5.08,3.53,9,-9.58,7.78,0.00,0.29
166911,14.81,13.60,181,1638,74.90,28.50,3.16,44,0.00,5.08,3.53,9,-9.58,7.90,0.00,0.30
166975,14.70,13.60,181,1621,74.90,28.50,3.49,44,0.00,5.22,3.53,9,-9.43,7.94,0.00,0.30
167038,14.81,13.68,181,1633,74.90,28.50,3.46,44,0.00,5.22,3.53,9,-9.43,8.06,0.00,0.29
167103,14.81,13.60,181,1671,74.90,29.00,3.48,44,0.00,5.22,3.53,9,-9.43,8.06,0.00,0.29
167167,14.81,13.68,181,1682,74.90,29.50,3.56,44,0.00,5.22,3.92,9,-9.43,8.23,0.00,0.29
167231,14.81,13.60,181,1675,74.90,29.00,3.59,44,0.00,5.22,3.92,9,-9.43,8.19,0.00,0.30
167295,14.81,13.68,181,1661,74.90,29.00,3.57,44,0.00,5.22,3.92,9,-9.43,8.23,0.00,0.30
167359,14.81,13.68,181,1668,74.90,29.00,3.54,44,0.00,5.22,3.92,9,-9.43,8.36,0.00,0.30
167422,14.81,13.68,181,1700,74.90,29.50,3.56,44,0.00,5.22,3.92,9,-9.43,8.36,0.00,0.29
167486,14.81,13.60,181,1711,74.90,29.50,3.63,44,0.00,5.08,3.92,9,-9.58,8.31,0.00,0.29
167552,14.70,13.68,181,1703,74.90,29.50,3.65,44,0.00,5.08,3.92,9,-9.58,8.36,0.00,0.29
167615,14.70,13.68,181,1707,74.90,29.50,3.63,44,0.00,5.08,3.92,9,-9.58,8.27,0.00,0.29
167679,14.70,13.68,181,1715,74.90,29.50,3.64,44,0.00,5.08,3.92,9,-9.58,8.36,0.00,0.29
167742,14.81,13.68,181,1738,74.90,29.50,3.66,44,0.00,5.08,3.92,9,-9.58,8.36,0.00,0.29
167806,14.81,13.76,181,1755,74.90,29.50,3.71,44,0.00,5.08,3.92,9,-9.58,8.36,0.00,0.29
167871,14.81,13.68,181,1750,74.90,30.00,3.37,44,0.00,5.08,3.92,9,-9.58,8.39,0.00,0.29
167934,14.81,13.68,181,1736,74.90,29.50,3.73,44,0.00,5.08,3.92,9,-9.58,8.44,0.00,0.29
167998,14.81,13.60,181,1742,74.90,29.50,3.70,44,0.00,5.08,3.92,9,-9.58,8.39,0.00,0.29
168062,14.81,13.68,181,1742,74.90,29.50,3.72,44,0.00,5.08,3.92,9,-9.58,8.47,0.00,0.28
168126,14.81,13.76,181,1762,74.90,30.00,3.38,44,0.00,5.08,3.92,9,-9.58,8.39,0.00,0.28
168190,14.81,13.76,181,1774,74.90,30.00,3.41,44,0.00,5.08,3.92,9,-9.58,8.36,0.00,0.28
168255,14.81,13.68,181,1778,74.90,30.00,3.41,44,0.00,4.93,3.92,9,-9.72,8.47,0.00,0.28
168317,14.81,13.68,181,1780,74.90,30.00,3.42,44,0.00,4.93,3.92,9,-9.72,8.39,0.00,0.31
168383,14.81,13.76,181,1782,74.90,30.50,3.42,44,0.00,4.93,3.92,9,-9.72,8.39,0.00,0.29
168446,14.81,13.68,181,1796,74.90,30.50,3.45,44,0.00,4.93,3.92,9,-9.72,8.47,0.00,0.28
168510,14.81,13.76,181,1802,74.90,30.50,3.46,44,0.00,4.93,3.92,9,-9.72,8.47,0.00,0.28
168573,14.81,13.68,181,1813,74.90,30.50,3.48,44,0.00,4.93,3.92,9,-9.72,8.39,0.00,0.28
168638,14.70,13.68,181,1819,74.90,30.50,3.49,44,0.00,4.93,3.92,10,-9.72,8.39,0.00,0.28
168702,14.70,13.68,181,1820,74.90,30.50,3.49,44,0.00,4.93,3.92,10,-9.72,8.44,0.00,0.28
168766,14.59,13.76,181,1825,74.90,30.50,3.50,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.25
168830,14.70,13.68,181,1833,74.90,30.50,3.52,44,0.00,4.93,3.92,10,-9.72,8.51,0.00,0.28
168893,14.70,13.68,181,1840,74.90,30.50,3.53,44,0.00,4.93,3.92,10,-9.72,8.44,0.00,0.28
168958,14.70,13.68,181,1847,74.90,30.50,3.55,44,0.00,4.93,3.92,10,-9.72,8.39,0.00,0.28
169022,14.70,13.68,181,1848,74.90,30.50,3.55,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.28
169086,14.70,13.68,181,1852,74.90,31.00,3.56,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.27
169150,14.59,13.68,181,1855,74.90,31.00,3.56,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.28
169213,14.59,13.68,181,1865,74.90,31.00,3.58,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.27
169277,14.59,13.68,181,1869,74.90,31.00,3.59,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.27
169340,14.59,13.68,181,1860,74.90,31.00,3.57,44,0.00,4.93,3.92,10,-9.72,8.44,0.00,0.27
169405,14.59,13.68,181,1862,74.90,31.00,3.57,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.27
169469,14.59,13.68,181,1869,74.90,31.00,3.59,44,0.00,4.93,3.92,10,-9.72,8.47,0.00,0.27
169532,14.70,13.68,181,1872,74.90,31.00,3.59,44,0.00,4.93,3.92,10,-9.72,8.51,0.00,0.27
169596,14.70,13.68,181,1877,74.90,31.00,3.59,44,0.00,4.93,3.92,10,-9.72,8.44,0.00,0.27
169659,14.70,13.60,181,1880,74.90,31.00,3.60,44,0.00,4.79,3.92,10,-9.87,8.52,0.00,0.27
169724,14.70,13.68,181,1883,74.90,31.50,3.61,44,0.00,4.93,3.92,10,-9.72,8.51,0.00,0.27
169787,14.70,13.68,181,1890,74.90,31.50,3.62,44,0.00,4.93,3.92,10,-9.72,8.52,0.00,0.27
169852,14.70,13.68,181,1899,74.90,31.50,3.63,44,0.00,4.93,3.92,10,-9.72,8.60,0.00,0.27
169915,14.59,13.60,181,1908,74.90,31.50,3.65,44,0.00,4.79,3.92,10,-9.87,8.47,0.00,0.27
169980,14.70,13.68,181,1914,74.90,31.50,3.66,44,0.00,4.79,3.92,10,-9.87,8.47,0.00,0.27
170043,14.70,13.60,181,1915,74.90,31.50,3.67,44,0.00,4.79,3.92,10,-9.87,8.47,0.00,0.26
170107,14.70,13.68,181,1917,74.90,32.00,3.68,44,0.00,4.79,3.92,10,-9.87,8.44,0.00,0.27
170170,14.70,13.60,181,1914,74.90,31.50,3.68,44,0.00,4.79,3.92,10,-9.87,8.47,0.00,0.27
170236,14.70,13.68,181,1914,74.90,31.50,3.68,44,0.00,4.79,3.92,10,-9.87,8.47,0.00,0.27
170298,14.70,13.60,181,1914,74.90,32.00,3.67,44,0.00,4.79,3.92,10,-9.87,8.47,0.00,0.26
170363,14.81,13.68,181,1916,74.90,31.50,3.67,44,0.00,4.79,3.92,10,-9.87,8.51,0.00,0.27
170426,14.81,13.68,181,1918,74.90,31.50,3.68,44,0.00,4.79,3.92,10,-9.87,8.56,0.00,0.26
170490,14.81,13.68,181,1923,74.90,32.00,3.68,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
170554,14.81,13.68,181,1934,74.90,32.00,3.69,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
170617,14.81,13.68,181,1934,74.90,32.00,3.71,44,0.00,4.79,3.92,11,-9.87,8.44,0.00,0.26
170682,14.81,13.68,181,1942,74.90,32.00,3.73,44,0.00,4.79,3.92,11,-9.87,8.39,0.00,0.26
170747,14.81,13.68,181,1945,74.90,32.00,3.73,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
170810,14.81,13.60,181,1950,74.90,32.00,3.74,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
170873,14.81,13.68,181,1954,74.90,32.00,3.75,44,0.00,4.79,3.92,11,-9.87,8.47,0.00,0.26
170937,14.81,13.68,181,1937,74.90,32.00,3.72,44,0.00,4.79,3.92,11,-9.87,8.52,0.00,0.26
171001,14.81,13.68,181,1936,74.90,32.00,3.72,44,0.00,4.79,3.92,10,-9.87,8.52,0.00,0.26
