Time (msec),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Knock Count (Combined) (Knock Events),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier),MAF/SD Blend Percentage (%),Primary Wastegate Duty Cycle (%)
41510,0.00,14.59,13.60,190,0.85,3477,0.00,30.00,16.32,109,0.00,0,12.77,-2.03,49.13,2.72,16.47,1.06,90.7593,0.0,0.00
41589,0.00,14.59,13.52,190,0.84,3466,0.00,30.50,15.53,109,0.00,0,12.62,-2.47,48.84,2.70,16.08,1.06,90.4297,0.0,0.00
41669,0.00,14.59,13.60,190,0.83,3472,0.00,30.50,15.55,109,0.00,0,12.33,-2.47,47.94,2.70,16.08,1.06,90.2191,0.0,0.00
41749,0.00,14.59,13.60,190,0.82,3488,0.00,31.00,15.63,109,0.00,0,12.33,-2.61,47.64,2.70,15.69,1.06,90.0696,0.0,0.00
41830,0.00,14.59,13.52,190,0.81,3494,0.00,31.50,15.66,109,0.00,0,12.04,-2.76,46.89,2.70,15.69,1.06,89.7980,0.0,0.00
41909,0.00,14.70,13.60,190,0.81,3478,0.00,31.50,14.84,109,0.00,0,12.04,-2.76,46.74,2.70,15.69,1.04,89.6484,0.0,0.00
41989,0.00,14.70,13.52,190,0.79,3482,0.00,32.00,14.86,109,0.00,0,11.90,-3.05,46.15,2.68,15.69,1.04,89.4684,0.0,0.00
42069,0.00,14.59,13.52,190,0.78,3496,0.00,32.00,14.92,109,0.00,0,11.75,-3.05,45.85,2.68,15.69,1.04,89.2303,0.0,0.00
42148,0.00,14.47,13.60,190,0.78,3503,0.00,32.50,14.20,109,0.00,0,11.75,-3.19,45.56,2.66,15.69,1.04,89.1388,0.0,0.00
42229,0.00,14.59,13.52,190,0.77,3488,0.00,32.50,14.88,109,0.00,0,11.46,-3.34,44.67,2.66,15.29,1.04,88.8977,0.0,0.00
42309,0.00,14.70,13.60,190,0.75,3492,0.00,32.50,14.15,109,0.00,0,11.46,-3.34,44.37,2.64,15.29,1.04,88.7177,0.0,0.00
42389,0.00,14.59,13.60,190,0.75,3510,0.00,33.00,14.23,109,0.00,0,11.32,-3.63,43.81,2.64,15.29,1.04,88.6292,0.0,0.00
42468,0.00,14.70,13.68,190,0.75,3514,0.00,33.00,14.24,109,0.00,0,11.17,-3.63,43.94,2.64,15.29,1.04,88.5101,0.0,0.00
42548,0.00,14.70,13.60,190,0.74,3511,0.00,33.00,14.23,109,0.00,0,11.17,-3.63,43.54,2.64,15.29,1.04,88.3575,0.0,0.00
42628,0.00,14.59,13.60,190,0.75,3501,0.00,33.00,14.19,109,0.00,0,11.03,-3.77,43.40,2.64,14.90,1.04,88.2385,0.0,0.00
42708,0.00,14.59,13.60,190,0.74,3503,0.00,33.50,14.23,109,0.00,0,11.03,-3.92,42.46,2.64,14.90,1.04,88.1195,0.0,0.00
42787,0.00,14.59,13.60,190,0.73,3518,0.00,33.50,14.26,109,0.00,0,10.88,-3.92,42.72,2.62,14.90,1.04,88.0890,0.0,0.00
42869,-0.78,14.59,13.60,190,0.73,3526,0.00,33.50,14.29,109,0.00,0,10.88,-3.92,42.46,2.62,14.90,1.04,87.9578,0.0,0.00
42949,-0.78,14.59,13.60,190,0.72,3526,0.00,34.00,13.54,109,0.00,0,10.74,-4.06,42.18,2.60,14.90,1.02,87.8387,0.0,0.00
43028,-0.78,14.59,13.60,190,0.72,3510,0.00,33.50,14.24,109,0.00,0,10.74,-4.06,42.18,2.60,14.90,1.02,87.6801,0.0,0.00
43108,-0.78,14.81,13.60,190,0.72,3511,0.00,33.50,13.48,109,0.00,0,10.74,-4.06,41.92,2.60,14.90,1.02,87.6373,0.0,0.00
43188,-0.78,14.70,13.60,190,0.71,3511,0.00,34.00,13.48,109,0.00,0,10.74,-4.21,41.91,2.60,14.90,1.02,87.5183,0.0,0.00
43268,-0.78,14.70,13.60,190,0.71,3534,0.00,34.00,13.57,109,0.00,0,10.59,-4.21,41.77,2.60,14.90,1.02,87.3993,0.0,0.00
43348,-1.56,14.59,13.60,190,0.70,3531,0.00,34.00,13.56,109,0.00,0,10.59,-4.21,41.10,2.60,14.90,1.02,87.2803,0.0,0.00
43428,-1.56,14.70,13.60,190,0.70,3538,0.00,34.00,13.54,109,0.00,0,10.45,-4.35,40.83,2.58,14.90,1.02,87.1185,0.0,0.00
43507,-1.56,14.70,13.60,190,0.70,3524,0.00,34.00,13.53,109,0.00,0,10.45,-4.50,40.97,2.60,14.51,1.02,87.0392,0.0,0.00
43587,-1.56,14.70,13.60,190,0.68,3524,0.00,34.50,13.53,109,0.00,0,10.30,-4.50,40.83,2.58,14.51,1.02,86.9598,0.0,0.00
43668,-1.56,14.70,13.60,190,0.69,3542,0.00,34.50,12.85,109,0.00,0,10.30,-4.50,40.30,2.58,14.51,1.02,86.7981,0.0,0.00
43748,-3.91,14.70,13.60,190,0.68,3542,0.00,35.00,12.85,109,0.00,0,10.30,-4.50,40.02,2.58,14.51,1.02,86.7188,0.0,0.00
43827,-3.91,14.81,13.60,190,0.68,3541,0.00,34.50,13.60,109,0.00,0,10.16,-4.64,40.02,2.58,14.51,1.02,86.7188,0.0,0.00
43908,-3.91,15.04,13.60,190,0.68,3531,0.00,34.50,12.81,109,0.00,0,10.16,-4.64,39.76,2.56,14.51,1.02,86.6394,0.0,0.00
43987,-3.91,14.93,13.60,190,0.68,3528,0.00,34.50,12.79,109,0.00,0,10.16,-4.64,40.01,2.56,14.51,1.02,86.6394,0.0,0.00
44067,-3.91,14.93,13.60,190,0.68,3532,0.00,34.50,13.56,109,0.00,0,10.16,-4.64,40.30,2.58,14.51,1.02,86.5173,0.0,0.00
44147,-3.91,14.81,13.60,190,0.67,3531,0.00,34.50,12.88,109,0.00,0,10.16,-4.79,40.16,2.56,14.51,1.02,86.4380,0.0,0.00
44228,-3.91,14.70,13.60,190,0.68,3551,0.00,35.00,12.88,109,0.00,0,10.01,-4.79,40.16,2.56,14.51,1.02,86.4380,0.0,0.00
44307,-3.91,14.59,13.60,190,0.67,3552,0.00,35.00,12.88,109,0.00,0,10.01,-4.79,39.62,2.56,14.51,1.02,86.3190,0.0,0.00
44388,-3.91,14.81,13.60,190,0.67,3552,0.00,35.00,12.88,109,0.00,0,10.01,-4.79,39.48,2.56,14.51,1.02,86.2396,0.0,0.00
44469,-3.91,14.70,13.60,190,0.67,3542,0.00,35.00,12.85,109,0.00,0,10.01,-4.79,39.48,2.56,14.12,1.02,86.2396,0.0,0.00
44548,-3.91,14.59,13.52,190,0.67,3539,0.00,35.00,12.84,109,0.00,0,10.01,-4.93,39.62,2.56,14.12,1.00,86.0382,0.0,0.00
44627,-3.91,14.59,13.52,190,0.66,3541,0.00,35.50,12.84,109,0.00,0,9.87,-5.08,39.07,2.56,13.73,0.98,85.4797,0.0,0.00
44708,-3.91,14.59,13.60,190,0.62,3556,0.00,36.00,12.14,109,0.00,0,9.29,-5.51,34.26,2.44,11.37,0.90,83.4198,0.0,0.00
44788,-3.91,13.90,13.52,190,0.55,3554,0.00,38.00,10.62,109,0.00,0,8.27,-6.53,28.81,2.32,9.41,0.84,81.0394,0.0,0.00
44868,-3.91,13.32,13.68,190,0.45,3556,0.00,38.00,8.35,109,0.00,0,7.40,-7.98,24.32,2.22,8.63,0.82,79.4098,0.0,0.00
44948,-4.69,13.67,13.60,190,0.40,3539,0.00,38.50,7.55,109,0.00,0,6.82,-8.42,22.60,2.18,8.24,0.80,78.1006,0.0,0.00
45028,-4.69,14.24,13.60,190,0.36,3531,0.00,38.50,7.53,109,0.00,0,6.38,-8.56,20.95,2.14,7.84,0.80,77.3773,0.0,0.00
45108,-5.47,15.04,13.60,190,0.34,3531,0.00,38.50,6.78,109,0.00,0,5.95,-8.85,19.77,2.10,7.45,0.80,76.8646,0.0,0.00
45188,-5.47,15.50,13.60,190,0.33,3522,0.00,38.50,6.76,109,0.00,0,5.80,-9.00,20.04,2.10,7.45,0.78,76.4771,0.0,0.00
45268,-6.25,15.62,13.60,190,0.33,3538,0.00,38.50,7.55,109,0.00,0,5.80,-9.14,19.10,2.10,7.45,0.78,76.0895,0.0,0.00
45348,-7.03,15.73,13.68,190,0.33,3549,0.00,38.50,6.81,109,0.00,0,5.66,-9.14,19.41,2.08,7.45,0.78,75.9949,0.0,0.00
45428,-7.03,15.39,13.68,190,0.32,3524,0.00,38.00,6.77,109,0.00,0,5.66,-9.14,18.72,2.08,7.45,0.78,75.7416,0.0,0.00
45508,-7.03,15.04,13.60,190,0.32,3531,0.00,38.00,6.78,109,0.00,0,5.51,-9.29,18.87,2.08,7.45,0.78,75.6439,0.0,0.00
45588,-7.81,14.93,13.68,190,0.32,3524,0.00,38.00,6.76,109,0.00,0,5.51,-9.43,18.72,2.08,7.45,0.78,75.5554,0.0,0.00
45668,-8.59,15.04,13.68,190,0.32,3534,0.00,38.50,6.79,109,0.00,0,5.37,-9.43,18.71,2.08,7.45,0.78,75.4456,0.0,0.00
45748,-8.59,14.93,13.60,190,0.32,3534,0.00,38.00,6.79,109,0.00,0,5.37,-9.43,18.64,2.08,7.45,0.78,75.3662,0.0,0.00
45827,-8.59,14.59,13.68,190,0.32,3534,0.00,38.00,6.79,109,0.00,0,5.37,-9.43,18.71,2.08,7.45,0.78,75.3052,0.0,0.00
45907,-9.38,14.70,13.60,190,0.31,3514,0.00,38.00,6.75,109,0.00,0,5.37,-9.43,18.57,2.08,7.45,0.78,75.3296,0.0,0.00
45988,-9.38,14.59,13.68,190,0.32,3508,0.00,38.00,6.73,109,0.00,0,5.37,-9.43,18.64,2.08,7.45,0.78,75.2930,0.0,0.00
46067,-9.38,14.70,13.60,190,0.32,3521,0.00,38.00,6.76,109,0.00,0,5.37,-9.43,18.65,2.08,7.06,0.78,75.1892,0.0,0.00
46148,-10.16,14.70,13.60,190,0.32,3524,0.00,38.00,6.77,109,0.00,0,5.37,-9.43,18.72,2.08,7.45,0.78,75.2533,0.0,0.00
46227,-10.16,14.70,13.60,190,0.32,3514,0.00,38.00,6.75,109,0.00,0,5.37,-9.43,18.71,2.08,7.45,0.78,75.2289,0.0,0.00
46307,-10.16,14.70,13.60,190,0.32,3493,0.00,38.00,6.66,109,0.00,0,5.37,-9.43,18.65,2.08,7.45,0.78,75.2411,0.0,0.00
46387,-10.94,14.70,13.60,190,0.32,3475,0.00,38.00,6.67,109,0.00,0,5.37,-9.43,18.71,2.08,7.45,0.78,75.2899,0.0,0.00
46468,-10.94,14.70,13.60,190,0.32,3518,0.00,38.00,6.75,109,0.00,0,5.37,-9.43,18.64,2.08,7.45,0.78,75.2380,0.0,0.00
46548,-10.94,14.70,13.60,190,0.31,3519,0.00,38.00,6.76,109,0.00,0,5.37,-9.43,18.42,2.08,7.45,0.78,75.0671,0.0,0.00
46628,-10.94,14.70,13.60,190,0.32,3512,0.00,38.00,6.74,109,0.00,0,5.37,-9.43,18.64,2.08,7.45,0.78,75.1373,0.0,0.00
46708,-11.72,14.70,13.60,190,0.31,3486,0.00,38.00,6.69,109,0.00,0,5.37,-9.43,18.65,2.08,7.45,0.78,75.2075,0.0,0.00
46787,-11.72,14.81,13.60,190,0.32,3475,0.00,38.00,6.67,109,0.00,0,5.37,-9.43,18.50,2.08,7.06,0.78,75.1343,0.0,0.00
46868,-11.72,14.81,13.60,190,0.32,3483,0.00,38.00,6.69,109,0.00,0,5.37,-9.43,18.49,2.08,7.45,0.78,75.1953,0.0,0.00
46948,-12.50,14.70,13.60,190,0.32,3469,0.00,38.00,6.66,109,0.00,0,5.37,-9.43,18.27,2.08,7.45,0.78,75.1831,0.0,0.00
47028,-12.50,14.70,13.60,190,0.31,3466,0.00,38.00,6.68,109,0.00,0,5.37,-9.43,18.42,2.06,7.45,0.78,75.1434,0.0,0.00
47107,-12.50,14.70,13.60,190,0.32,3469,0.00,38.00,6.66,109,0.00,0,5.37,-9.43,18.43,2.08,7.06,0.78,75.1465,0.0,0.00
47187,-12.50,14.70,13.60,190,0.32,3472,0.00,38.00,6.67,109,0.00,0,5.37,-9.43,18.80,2.08,7.45,0.78,75.1190,0.0,0.00
47268,-12.50,14.81,13.60,190,0.32,3472,0.00,38.00,6.67,109,0.00,0,5.37,-9.43,18.26,2.06,7.45,0.78,75.1892,0.0,0.00
47348,-12.50,14.70,13.60,190,0.32,3454,0.00,38.00,6.63,109,0.00,0,5.37,-9.43,18.64,2.08,7.45,0.78,75.1953,0.0,0.00
47428,-13.28,14.70,13.60,190,0.32,3472,0.00,38.00,6.67,109,0.00,0,5.37,-9.43,18.26,2.06,7.06,0.78,75.2197,0.0,0.00
47508,-13.28,14.70,13.60,190,0.32,3474,0.00,38.00,6.67,109,0.00,0,5.37,-9.43,18.57,2.08,7.45,0.78,75.4578,0.0,0.00
47587,-13.28,14.81,13.60,190,0.33,3456,0.00,38.00,6.64,109,0.00,0,5.37,-9.43,19.26,2.10,7.45,0.80,75.5341,0.0,0.00
47668,-13.28,14.81,13.60,190,0.34,3453,0.00,38.50,7.37,109,0.00,0,5.51,-9.29,19.86,2.10,7.84,0.80,75.8789,0.0,0.00
47748,-13.28,14.70,13.60,190,0.36,3454,0.00,38.50,7.41,109,0.00,0,5.66,-9.14,20.50,2.14,8.24,0.82,76.3672,0.0,0.00
47828,-15.62,14.59,13.60,190,0.38,3454,0.00,38.50,7.37,109,0.00,0,5.66,-8.85,21.22,2.16,8.63,0.84,76.9318,0.0,0.00
47908,-15.62,14.59,13.60,190,0.40,3436,0.00,38.50,8.06,109,0.00,0,5.95,-8.71,22.31,2.20,9.41,0.86,77.6337,0.0,0.00
47988,-15.62,14.59,13.52,190,0.42,3443,0.00,38.50,8.08,109,0.00,0,6.38,-8.42,24.32,2.24,10.20,0.88,78.3112,0.0,0.00
48067,-15.62,14.59,13.60,190,0.44,3453,0.00,38.50,8.84,109,0.00,0,6.53,-8.27,25.27,2.26,10.59,0.88,79.0436,0.0,0.00
48146,-15.62,14.70,13.52,190,0.46,3437,0.00,38.00,8.80,109,0.00,0,6.82,-7.84,25.88,2.28,10.59,0.90,79.5746,0.0,0.00
48228,-15.62,14.59,13.60,190,0.48,3431,0.00,38.00,8.78,109,0.00,0,6.96,-7.69,26.72,2.30,10.98,0.90,79.7913,0.0,0.00
48307,-15.62,14.70,13.60,190,0.48,3446,0.00,38.00,8.82,109,0.00,0,7.11,-7.69,27.54,2.30,10.98,0.90,80.1727,0.0,0.00
48386,-15.62,14.70,13.60,190,0.49,3446,0.00,38.00,8.82,109,0.00,0,7.25,-7.55,27.75,2.32,10.98,0.90,80.2307,0.0,0.00
48466,-14.84,14.70,13.60,190,0.49,3428,0.00,38.00,9.51,109,0.00,0,7.25,-7.55,27.75,2.30,11.37,0.90,80.4077,0.0,0.00
48547,-14.84,14.70,13.60,190,0.49,3445,0.00,38.00,9.55,109,0.00,0,7.25,-7.40,28.38,2.32,11.37,0.90,80.5389,0.0,0.00
48626,-14.06,14.59,13.60,190,0.49,3442,0.00,38.00,9.55,109,0.00,0,7.40,-7.40,28.38,2.32,11.37,0.90,80.5786,0.0,0.00
48707,-13.28,14.59,13.60,190,0.50,3424,0.00,38.00,9.50,109,0.00,0,7.40,-7.40,28.49,2.32,11.37,0.90,80.6488,0.0,0.00
48786,-13.28,14.47,13.68,190,0.50,3423,0.00,38.00,9.49,109,0.00,0,7.40,-7.40,28.49,2.34,11.37,0.90,80.7098,0.0,0.00
48866,-12.50,14.59,13.60,190,0.50,3440,0.00,38.00,9.55,109,0.00,0,7.40,-7.25,28.06,2.32,11.37,0.90,80.8319,0.0,0.00
48945,-12.50,14.59,13.60,190,0.50,3423,0.00,38.00,9.49,109,0.00,0,7.55,-7.25,28.27,2.32,11.37,0.90,80.8380,0.0,0.00
49025,-11.72,14.59,13.60,190,0.50,3423,0.00,38.00,9.49,109,0.00,0,7.55,-7.25,28.58,2.34,11.37,0.90,80.8289,0.0,0.00
49105,-11.72,14.59,13.60,190,0.50,3436,0.00,38.00,9.53,109,0.00,0,7.55,-7.25,28.38,2.32,11.37,0.90,80.7892,0.0,0.00
49185,-10.94,14.47,13.60,190,0.50,3434,0.00,38.00,9.48,109,0.00,0,7.55,-7.25,28.58,2.32,11.37,0.90,80.8746,0.0,0.00
49265,-10.94,14.59,13.60,190,0.50,3418,0.00,38.00,9.48,109,0.00,0,7.55,-7.25,28.59,2.32,11.37,0.90,80.9052,0.0,0.00
49345,-10.16,14.47,13.60,190,0.50,3431,0.00,38.00,9.51,109,0.00,0,7.55,-7.25,28.37,2.34,11.37,0.90,80.9692,0.0,0.00
49425,-10.16,14.47,13.60,190,0.50,3434,0.00,38.00,9.52,109,0.00,0,7.55,-7.25,28.58,2.34,11.37,0.90,81.0333,0.0,0.00
49504,-10.16,14.47,13.60,190,0.50,3414,0.00,38.00,9.47,109,0.00,0,7.55,-7.25,28.49,2.32,11.37,0.90,81.0028,0.0,0.00
49585,-9.38,14.47,13.60,190,0.50,3414,0.00,38.00,9.51,109,0.00,0,7.55,-7.25,28.58,2.34,11.37,0.90,80.9021,0.0,0.00
49665,-9.38,14.47,13.60,190,0.50,3431,0.00,38.00,9.51,109,0.00,0,7.55,-7.25,28.49,2.32,11.37,0.90,80.9570,0.0,0.00
49745,-9.38,14.47,13.60,190,0.50,3412,0.00,38.00,9.46,109,0.00,0,7.55,-7.25,28.49,2.32,11.37,0.90,81.0211,0.0,0.00
49825,-8.59,14.47,13.60,190,0.50,3412,0.00,38.00,9.46,109,0.00,0,7.55,-7.25,28.27,2.32,11.37,0.90,80.9418,0.0,0.00
49905,-8.59,14.47,13.60,190,0.50,3429,0.00,38.00,9.51,109,0.00,0,7.55,-7.25,28.06,2.34,10.98,0.90,80.8258,0.0,0.00
49986,-8.59,14.47,13.60,190,0.49,3410,0.00,38.00,9.46,109,0.00,0,7.55,-7.40,28.16,2.32,10.98,0.90,80.8044,0.0,0.00
50065,-7.81,14.59,13.60,190,0.49,3407,0.00,38.00,9.45,109,0.00,0,7.40,-7.40,27.95,2.30,10.98,0.90,80.5939,0.0,0.00
50146,-7.81,14.59,13.60,190,0.48,3424,0.00,38.00,9.50,109,0.00,0,7.40,-7.40,27.65,2.30,10.98,0.90,80.5389,0.0,0.00
50225,-7.81,14.36,13.60,190,0.48,3407,0.00,38.00,9.45,109,0.00,0,7.40,-7.40,27.33,2.30,10.59,0.88,80.3040,0.0,0.00
50305,-7.81,14.36,13.60,190,0.47,3400,0.00,38.00,8.76,109,0.00,0,7.25,-7.55,27.23,2.28,10.59,0.88,80.2124,0.0,0.00
50385,-7.81,14.47,13.60,190,0.46,3418,0.00,38.00,8.75,109,0.00,0,7.25,-7.55,26.72,2.28,10.59,0.88,80.0415,0.0,0.00
50465,-7.81,14.36,13.60,189,0.46,3400,0.00,38.00,8.70,109,0.00,0,7.11,-7.69,25.87,2.26,10.20,0.88,79.8218,0.0,0.00
50545,-7.81,14.70,13.60,189,0.45,3400,0.00,38.00,8.70,109,0.00,0,7.11,-7.69,25.67,2.26,10.20,0.88,79.8065,0.0,0.00
50625,-8.59,14.70,13.60,189,0.45,3417,0.00,38.00,8.75,109,0.00,0,7.11,-7.69,25.66,2.26,10.20,0.86,79.5746,0.0,0.00
50705,-8.59,14.70,13.60,189,0.45,3400,0.00,38.00,8.70,109,0.00,0,6.96,-7.84,25.57,2.26,10.20,0.86,79.4250,0.0,0.00
50785,-9.38,14.70,13.60,189,0.44,3412,0.00,38.00,8.73,109,0.00,0,6.96,-7.98,24.99,2.24,9.80,0.86,79.1809,0.0,0.00
50865,-9.38,14.70,13.60,189,0.44,3414,0.00,38.00,8.01,109,0.00,0,6.82,-7.98,24.41,2.24,9.41,0.86,78.9368,0.0,0.00
50944,-9.38,14.70,13.60,189,0.42,3390,0.00,38.00,7.96,109,0.00,0,6.67,-8.13,24.13,2.22,9.41,0.84,78.5797,0.0,0.00
51024,-10.16,14.81,13.60,189,0.41,3389,0.00,38.50,7.99,109,0.00,0,6.67,-8.27,23.65,2.20,9.02,0.82,78.1433,0.0,0.00
51105,-10.16,14.81,13.60,189,0.39,3401,0.00,38.50,7.26,109,0.00,0,6.53,-8.56,22.31,2.18,8.24,0.82,77.5330,0.0,0.00
51185,-10.16,14.93,13.60,189,0.36,3390,0.00,38.50,7.23,109,0.00,0,6.24,-8.71,21.32,2.14,8.24,0.80,77.0294,0.0,0.00
51265,-10.94,15.04,13.60,189,0.35,3401,0.00,38.50,7.26,109,0.00,0,5.95,-8.85,19.86,2.12,7.45,0.80,76.5808,0.0,0.00
51344,-10.94,14.93,13.52,189,0.35,3401,0.00,38.00,7.26,109,0.00,0,5.80,-9.00,19.50,2.10,7.45,0.78,76.1353,0.0,0.00
51425,-10.94,15.04,13.60,189,0.33,3375,0.00,38.00,6.48,109,0.00,0,5.66,-9.14,19.02,2.08,7.45,0.78,75.9338,0.0,0.00
51504,-11.72,15.04,13.60,189,0.33,3389,0.00,38.00,6.51,109,0.00,0,5.66,-9.14,18.95,2.06,7.06,0.78,75.7538,0.0,0.00
51585,-11.72,14.93,13.52,189,0.33,3377,0.00,38.00,6.48,109,0.00,0,5.51,-9.29,18.42,2.08,7.06,0.78,75.5280,0.0,0.00
51664,-11.72,14.93,13.60,189,0.32,3383,0.00,38.00,6.49,109,0.00,0,5.51,-9.29,18.19,2.06,6.67,0.76,75.3845,0.0,0.00
51744,-11.72,14.93,13.52,189,0.32,3389,0.00,38.00,6.49,109,0.00,0,5.51,-9.43,18.04,2.06,6.67,0.76,75.2960,0.0,0.00
51823,-12.50,14.70,13.60,189,0.32,3366,0.00,38.00,6.46,109,0.00,0,5.37,-9.43,17.88,2.06,6.67,0.76,75.1617,0.0,0.00
51903,-12.50,14.70,13.60,189,0.32,3372,0.00,38.00,6.47,109,0.00,0,5.37,-9.43,17.81,2.04,6.67,0.76,75.0793,0.0,0.00
51984,-12.50,14.70,13.60,189,0.31,3377,0.00,38.00,6.48,109,0.00,0,5.37,-9.43,17.36,2.04,6.67,0.76,75.0488,0.0,0.00
52063,-12.50,14.59,13.60,189,0.31,3358,0.00,38.00,6.45,109,0.00,0,5.37,-9.43,17.81,2.04,6.67,0.76,74.8688,0.0,0.00
52145,-12.50,14.59,13.52,189,0.31,3363,0.00,38.00,6.46,109,0.00,0,5.22,-9.58,17.29,2.04,6.67,0.76,74.7742,0.0,0.00
52224,-12.50,14.59,13.60,189,0.31,3345,0.00,38.00,6.42,109,0.00,0,5.22,-9.58,17.21,2.02,6.27,0.76,74.7498,0.0,0.00
52303,-13.28,14.59,13.60,189,0.30,3360,0.00,38.00,6.45,109,0.00,0,5.22,-9.58,16.99,2.02,6.27,0.76,74.5605,0.0,0.00
52384,-13.28,14.59,13.60,189,0.31,3360,0.00,38.00,6.45,109,0.00,0,5.22,-9.58,17.21,2.04,6.27,0.76,74.5422,0.0,0.00
52465,-13.28,14.70,13.60,189,0.30,3346,0.00,38.00,6.46,109,0.00,0,5.22,-9.72,16.91,2.00,6.27,0.74,74.5636,0.0,0.00
52544,-13.28,14.70,13.60,189,0.30,3360,0.00,38.00,6.45,109,0.00,0,5.08,-9.72,16.70,2.02,6.27,0.74,74.4843,0.0,0.00
52624,-15.62,14.70,13.60,189,0.30,3336,0.00,38.00,5.69,109,0.00,0,5.08,-9.72,16.77,2.02,6.27,0.74,74.4354,0.0,0.00
52704,-15.62,14.70,13.60,189,0.31,3344,0.00,38.00,6.42,109,0.00,0,5.08,-9.72,16.91,2.02,6.27,0.74,74.4141,0.0,0.00
52783,-15.62,14.93,13.68,189,0.30,3345,0.00,38.00,6.42,109,0.00,0,5.08,-9.72,16.77,2.02,6.27,0.74,74.4049,0.0,0.00
52864,-15.62,14.93,13.60,189,0.30,3351,0.00,38.00,6.43,109,0.00,0,5.08,-9.72,16.91,2.02,6.27,0.74,74.4720,0.0,0.00
52944,-15.62,15.04,13.60,189,0.30,3342,0.00,38.00,6.42,109,0.00,0,5.08,-9.72,16.84,2.02,6.27,0.74,74.4202,0.0,0.00
53023,-15.62,14.93,13.60,189,0.30,3311,0.00,38.00,6.36,109,0.00,0,5.08,-9.72,16.77,2.00,6.27,0.74,74.4598,0.0,0.00
53104,-15.62,14.81,13.60,189,0.30,3327,0.00,38.00,6.39,109,0.00,0,5.08,-9.72,16.49,2.02,6.27,0.74,74.4659,0.0,0.00
53184,-15.62,14.81,13.68,189,0.30,3328,0.00,38.00,6.39,109,0.00,0,5.08,-9.72,16.56,2.02,6.27,0.74,74.4293,0.0,0.00
53263,-15.62,14.81,13.60,189,0.30,3332,0.00,38.00,6.40,109,0.00,0,5.08,-9.72,16.63,2.02,6.27,0.74,74.3958,0.0,0.00
53343,-15.62,14.81,13.60,189,0.30,3310,0.00,38.00,6.35,109,0.00,0,5.08,-9.72,16.77,2.02,6.27,0.74,74.4049,0.0,0.00
53423,-15.62,14.70,13.60,189,0.30,3324,0.00,38.00,6.38,109,0.00,0,5.08,-9.72,16.91,2.02,6.27,0.74,74.4476,0.0,0.00
53503,-15.62,14.59,13.60,189,0.30,3327,0.00,38.00,6.39,109,0.00,0,5.08,-9.72,16.77,2.02,6.27,0.74,74.3347,0.0,0.00
53583,-15.62,14.47,13.60,189,0.30,3316,0.00,38.00,6.37,109,0.00,0,5.08,-9.72,16.56,2.00,6.27,0.74,74.4507,0.0,0.00
53663,-15.62,14.59,13.60,189,0.30,3295,0.00,38.00,6.33,109,0.00,0,5.08,-9.72,16.63,2.00,6.27,0.74,74.4263,0.0,0.00
53742,-15.62,14.59,13.60,189,0.30,3299,0.00,38.00,6.33,109,0.00,0,5.08,-9.72,16.77,2.02,6.27,0.74,74.4476,0.0,0.00
53823,-15.62,14.70,13.60,189,0.31,3311,0.00,38.00,6.36,109,0.00,0,5.08,-9.72,16.77,2.02,6.27,0.74,74.4263,0.0,0.00
53902,-15.62,14.59,13.60,189,0.31,3298,0.00,38.00,6.34,109,0.00,0,5.08,-9.72,16.63,2.02,6.27,0.74,74.3774,0.0,0.00
53982,-15.62,14.59,13.60,189,0.30,3282,0.00,38.00,6.30,109,0.00,0,5.08,-9.72,16.63,2.00,6.27,0.74,74.4263,0.0,0.00
54062,-15.62,14.59,13.60,189,0.31,3282,0.00,38.00,6.30,109,0.00,0,5.08,-9.58,16.56,2.00,6.27,0.74,74.4049,0.0,0.00
54142,-15.62,14.59,13.60,189,0.30,3296,0.00,38.00,6.33,109,0.00,0,5.22,-9.58,16.49,2.00,6.27,0.74,74.4659,0.0,0.00
54222,-15.62,14.70,13.60,189,0.30,3276,0.00,38.00,6.29,109,0.00,0,5.22,-9.58,16.63,2.02,6.27,0.74,74.4598,0.0,0.00
54302,-15.62,14.70,13.60,189,0.30,3280,0.00,38.00,6.30,109,0.00,0,5.22,-9.58,16.77,2.02,6.27,0.74,74.4507,0.0,0.00
54382,-15.62,14.81,13.60,189,0.30,3291,0.00,38.00,6.32,109,0.00,0,5.22,-9.58,16.63,2.02,6.27,0.74,74.4598,0.0,0.00
54462,-15.62,14.70,13.60,189,0.30,3276,0.00,38.00,6.29,109,0.00,0,5.22,-9.58,16.35,2.02,6.27,0.74,74.5361,0.0,0.00
54543,-15.62,14.70,13.60,189,0.31,3264,0.00,38.00,6.27,109,0.00,0,5.22,-9.58,16.63,2.02,6.27,0.74,74.6033,0.0,0.00
54622,-15.62,14.70,13.60,189,0.31,3278,0.00,38.00,6.27,109,0.00,0,5.22,-9.58,16.91,2.02,6.27,0.76,74.6613,0.0,0.00
