Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
643602,14.70,13.84,185,0.43,2288,33.33,33.00,5.86,32,0.00,6.96,8.24,32,-7.84,16.51,0.00
643670,14.59,13.92,185,0.43,2290,33.33,33.00,5.86,32,0.00,7.11,7.84,32,-7.69,16.50,0.00
643738,14.59,13.84,185,0.43,2289,33.33,33.00,5.86,32,0.00,7.11,7.84,32,-7.69,16.37,0.00
643807,14.59,13.92,185,0.42,2296,33.33,33.00,5.88,32,0.00,6.82,7.06,32,-7.98,16.10,0.00
643876,14.59,13.84,185,0.38,2290,33.33,33.50,5.38,32,0.00,6.53,6.27,32,-8.27,14.57,0.00
643945,14.36,13.92,185,0.36,2298,33.33,33.50,4.90,32,0.00,6.24,5.88,32,-8.56,13.72,0.00
644012,14.13,13.84,185,0.34,2292,33.33,33.50,4.89,32,0.00,5.95,4.71,32,-8.85,11.62,0.00
644081,14.13,13.92,185,0.30,2299,33.33,33.00,4.41,32,0.00,5.51,4.31,32,-9.29,10.68,0.00
644149,14.24,13.84,185,0.28,2296,33.33,33.00,3.92,32,0.00,5.22,3.92,32,-9.58,10.23,0.00
644219,14.24,13.92,185,0.27,2296,33.33,33.00,3.90,32,0.00,5.08,3.92,32,-9.72,10.00,0.00
644287,14.24,13.84,185,0.26,2285,33.33,33.00,3.94,32,0.00,4.93,3.92,32,-9.87,10.06,0.00
644354,14.36,13.92,185,0.26,2307,33.33,32.50,3.89,32,0.00,4.79,3.92,32,-10.01,9.99,0.00
644423,14.59,13.92,185,0.26,2279,33.33,32.50,3.91,32,0.00,4.79,3.92,32,-10.01,9.80,0.00
644491,14.81,14.00,185,0.26,2289,33.33,32.50,3.89,32,0.00,4.79,3.92,32,-10.01,9.77,0.00
644560,15.04,13.92,185,0.25,2280,33.33,32.50,3.92,32,0.00,4.64,3.92,32,-10.16,9.70,0.00
644629,15.27,14.16,185,0.25,2296,33.33,32.50,3.91,32,0.00,4.64,3.53,32,-10.16,9.61,0.00
644697,15.27,13.92,185,0.25,2294,33.33,32.50,3.94,32,0.00,4.64,3.53,32,-10.16,9.43,0.00
644766,15.04,14.08,185,0.23,2309,33.33,32.50,3.89,32,0.00,4.50,2.75,32,-10.30,8.88,0.00
644834,14.81,13.92,185,0.22,2278,33.33,32.00,3.40,32,0.00,4.35,2.35,32,-10.45,8.30,0.00
644904,14.70,14.00,185,0.21,2262,33.33,32.00,3.38,32,0.00,4.21,2.35,32,-10.59,7.96,0.00
644971,14.47,14.00,185,0.21,2272,33.33,32.00,3.39,32,0.00,4.06,2.35,32,-10.74,7.80,0.00
645040,14.36,14.00,185,0.20,2252,33.33,32.00,3.36,32,0.00,4.06,2.35,32,-10.74,7.67,0.00
645108,14.13,14.00,185,0.20,2278,33.33,32.00,3.40,32,0.00,4.06,2.35,32,-10.74,7.64,0.00
645176,14.36,14.08,185,0.20,2274,33.33,32.00,3.40,32,0.00,3.92,2.35,32,-10.88,7.57,0.00
645245,14.47,14.00,185,0.20,2279,33.33,32.00,3.40,32,0.00,3.92,2.35,32,-10.88,7.56,0.00
645314,14.59,14.00,185,0.20,2254,33.33,32.00,3.37,32,0.00,3.92,2.35,32,-10.88,7.52,0.00
645381,14.59,14.00,185,0.20,2264,33.33,32.00,3.38,32,0.00,3.77,2.35,32,-11.03,7.50,0.00
645451,14.70,14.08,185,0.20,2254,33.33,32.00,3.37,32,0.00,3.77,2.35,32,-11.03,7.50,0.00
645519,14.70,14.00,185,0.20,2266,33.33,32.00,3.38,32,0.00,3.77,1.96,32,-11.03,7.46,0.00
645587,14.70,14.00,185,0.20,2243,33.33,32.00,3.35,32,0.00,3.77,2.35,32,-11.03,7.42,0.00
645656,14.59,14.00,185,0.20,2270,33.33,32.00,3.39,32,0.00,3.77,1.96,32,-11.03,7.46,0.00
645724,14.47,14.00,185,0.20,2256,33.33,32.00,3.36,32,0.00,3.77,1.96,31,-11.03,7.38,0.00
645793,14.36,13.84,185,0.20,2247,33.33,32.00,3.34,32,0.00,3.77,1.96,31,-11.03,7.14,0.00
645862,14.24,14.00,185,0.19,2239,33.33,32.00,3.31,32,0.00,3.77,1.57,31,-11.03,6.97,0.00
645930,14.13,14.00,185,0.19,2219,33.33,31.50,3.35,32,0.00,3.77,1.57,31,-11.03,6.90,0.00
645998,14.01,14.00,185,0.18,2243,33.33,32.00,3.32,32,0.00,3.63,1.57,31,-11.17,6.87,0.00
646066,14.01,14.00,185,0.18,2225,33.33,31.50,3.33,32,0.00,3.63,1.57,31,-11.17,6.83,0.00
646136,14.13,13.92,185,0.18,2232,33.33,31.50,3.31,32,0.00,3.63,1.57,31,-11.17,6.76,0.00
646203,14.36,13.92,185,0.18,2214,33.33,31.50,3.32,32,0.00,3.63,1.57,31,-11.17,6.69,0.00
646271,14.47,13.76,185,0.18,2224,33.33,31.50,3.32,32,0.00,3.63,1.57,31,-11.17,6.69,0.00
646340,14.59,13.92,185,0.18,2205,33.33,31.50,2.82,32,0.00,3.63,1.57,31,-11.17,6.69,0.00
646409,14.59,13.92,185,0.18,2217,33.33,31.50,3.31,32,0.00,3.63,1.57,31,-11.17,6.69,0.00
646477,14.59,14.00,185,0.18,2204,33.33,31.50,2.82,32,0.00,3.63,1.57,31,-11.17,6.61,0.00
646545,14.59,13.84,185,0.18,2207,33.33,31.50,2.82,32,0.00,3.63,1.57,31,-11.17,6.55,0.00
646614,14.59,13.84,185,0.18,2186,33.33,31.00,2.80,32,0.00,3.63,1.57,31,-11.17,6.55,0.00
646682,14.59,13.84,185,0.18,2189,33.33,31.00,2.80,32,0.00,3.63,1.57,30,-11.17,6.55,0.00
646750,14.47,14.00,185,0.18,2200,33.33,31.00,2.82,32,0.00,3.63,1.57,30,-11.17,6.47,0.00
646819,14.47,13.92,185,0.18,2181,33.33,31.00,2.79,32,0.00,3.63,1.57,30,-11.17,6.47,0.00
646887,14.47,14.00,185,0.18,2186,33.33,31.00,2.80,32,0.00,3.63,1.18,30,-11.17,6.47,0.00
646955,14.59,13.84,185,0.17,2194,33.33,31.00,2.81,32,0.00,3.63,1.18,30,-11.17,6.40,0.00
647024,14.59,13.92,185,0.18,2166,33.33,31.00,2.77,32,0.00,3.63,1.18,30,-11.17,6.47,0.00
647092,14.59,13.92,185,0.18,2182,33.33,31.00,2.79,32,0.00,3.63,1.18,30,-11.17,6.40,0.00
647162,14.59,14.00,185,0.18,2169,33.33,31.00,2.78,32,0.00,3.63,1.18,30,-11.17,6.40,0.00
647229,14.59,13.84,185,0.18,2152,33.33,31.00,2.78,32,0.00,3.63,1.18,30,-11.17,6.40,0.00
647298,14.59,13.92,185,0.18,2168,33.33,30.50,2.76,32,0.00,3.63,1.18,30,-11.17,6.40,0.00
647366,14.59,13.92,185,0.18,2158,33.33,30.50,2.75,32,0.00,3.63,1.18,30,-11.17,6.40,0.00
647435,14.59,13.92,185,0.18,2150,33.33,30.50,2.77,32,0.00,3.63,1.57,30,-11.17,6.40,0.00
647504,14.70,14.00,185,0.18,2162,33.33,30.50,2.74,32,0.00,3.63,1.18,30,-11.17,6.40,0.00
647573,14.81,14.08,185,0.18,2144,33.33,30.50,3.18,32,0.00,3.63,1.57,30,-11.17,6.44,0.00
647641,14.70,14.00,185,0.20,2130,33.33,30.50,3.21,32,0.00,3.77,2.75,30,-11.03,7.32,0.00
647710,14.70,14.08,185,0.23,2149,33.33,30.50,3.18,32,0.00,4.06,3.14,30,-10.74,8.11,0.00
647778,14.70,14.00,185,0.24,2132,33.33,30.50,3.18,32,0.00,4.21,3.14,30,-10.59,8.36,0.00
647847,14.81,14.16,185,0.24,2142,33.33,30.50,3.65,32,0.00,4.35,3.53,30,-10.45,8.58,0.00
647915,14.81,14.00,185,0.25,2126,33.33,30.50,3.63,32,0.00,4.50,3.53,30,-10.30,8.81,0.00
647984,14.81,14.00,185,0.25,2139,33.33,31.00,3.65,32,0.00,4.64,3.92,30,-10.16,9.08,0.00
648052,14.81,13.92,185,0.26,2148,33.33,31.00,3.67,32,0.00,4.64,3.92,30,-10.16,9.31,0.00
648121,14.81,14.00,185,0.27,2148,33.33,31.50,3.67,32,0.00,4.79,4.31,30,-10.01,9.54,0.00
648189,14.70,14.00,185,0.29,2127,33.33,31.50,4.08,32,0.00,4.93,4.71,30,-9.87,10.20,0.00
648258,14.59,14.00,185,0.30,2103,33.33,31.00,4.04,32,0.00,5.08,4.71,30,-9.72,10.67,0.00
648326,14.47,14.00,185,0.31,2124,33.33,31.50,4.08,32,0.00,5.37,5.10,30,-9.43,10.83,0.00
648395,14.36,14.00,185,0.31,2135,33.33,32.00,4.10,32,0.00,5.51,5.49,30,-9.29,11.19,0.00
648464,14.24,14.08,185,0.33,2109,33.33,32.00,4.05,32,0.00,5.66,5.49,30,-9.14,11.61,0.00
648532,14.47,14.08,185,0.33,2125,33.33,32.00,4.53,32,0.00,5.66,5.49,29,-9.14,11.87,0.00
648600,14.59,13.84,185,0.34,2116,33.33,32.00,4.51,32,0.00,5.80,5.49,29,-9.00,11.99,0.00
648668,14.70,14.08,185,0.34,2119,33.33,32.00,4.52,32,0.00,5.95,5.88,29,-8.85,12.28,0.00
648737,14.70,14.00,185,0.35,2120,33.33,32.00,4.51,32,0.00,5.95,5.88,29,-8.85,12.56,0.00
648807,14.70,13.92,185,0.36,2112,33.33,32.00,4.54,32,0.00,6.09,6.27,29,-8.71,12.63,0.00
648875,14.70,14.00,185,0.36,2128,33.33,32.50,4.52,32,0.00,6.24,6.27,29,-8.56,12.81,0.00
648943,14.81,13.92,185,0.37,2120,33.33,32.50,4.51,32,0.00,6.24,6.27,29,-8.56,13.04,0.00
649012,14.81,14.00,185,0.37,2112,33.33,32.50,4.56,32,0.00,6.24,6.27,29,-8.56,13.17,0.00
649080,14.93,13.92,185,0.38,2136,33.33,32.50,4.97,32,0.00,6.38,6.67,29,-8.42,13.35,0.00
649148,14.81,13.92,185,0.38,2118,33.33,32.50,4.98,32,0.00,6.38,6.67,29,-8.42,13.36,0.00
649218,14.81,14.00,185,0.38,2122,33.33,32.50,5.04,32,0.00,6.53,6.67,29,-8.27,13.55,0.00
649287,14.81,13.84,185,0.38,2146,33.33,33.00,4.99,32,0.00,6.53,6.67,29,-8.27,13.57,0.00
649355,14.70,14.00,185,0.38,2138,33.33,33.00,5.02,32,0.00,6.53,6.67,29,-8.27,13.70,0.00
649423,14.70,14.00,185,0.38,2138,33.33,33.00,5.02,32,0.00,6.53,6.67,29,-8.27,13.66,0.00
649491,14.70,13.84,185,0.38,2142,33.33,33.00,5.03,32,0.00,6.53,6.67,29,-8.27,13.73,0.00
649560,14.59,13.92,185,0.39,2132,33.33,33.00,5.00,32,0.00,6.53,6.67,29,-8.27,13.75,0.00
649628,14.59,13.84,185,0.38,2147,33.33,33.00,5.04,32,0.00,6.67,6.67,29,-8.13,13.64,0.00
649696,14.59,13.92,185,0.39,2137,33.33,33.00,5.02,32,0.00,6.53,6.67,29,-8.27,13.77,0.00
649766,14.59,13.84,185,0.39,2140,33.33,33.00,5.02,32,0.00,6.53,6.67,29,-8.27,13.84,0.00
649834,14.59,14.00,185,0.39,2154,33.33,33.00,5.05,32,0.00,6.53,6.67,29,-8.27,13.86,0.00
649905,14.70,13.84,185,0.39,2138,33.33,33.00,5.02,32,0.00,6.67,6.67,29,-8.13,13.93,0.00
649972,14.59,13.92,185,0.39,2147,33.33,33.00,5.04,32,0.00,6.67,6.67,30,-8.13,13.89,0.00
650039,14.59,13.84,185,0.39,2150,33.33,33.00,5.05,32,0.00,6.67,6.67,30,-8.13,14.09,0.00
650107,14.59,13.92,185,0.39,2151,33.33,33.00,5.05,32,0.00,6.67,7.06,30,-8.13,14.29,0.00
650176,14.59,13.84,185,0.40,2151,33.33,33.00,5.05,32,0.00,6.82,7.06,30,-7.98,14.63,0.00
650245,14.70,13.92,185,0.41,2151,33.33,33.00,5.06,32,0.00,6.82,7.06,30,-7.98,14.82,0.00
650315,14.70,13.92,185,0.41,2158,33.33,33.00,5.04,32,0.00,6.96,7.45,30,-7.84,15.26,0.00
650384,14.70,13.84,185,0.43,2149,33.33,33.00,5.10,32,0.00,7.11,7.45,30,-7.69,15.73,0.00
650453,14.81,13.92,185,0.45,2174,33.33,33.00,5.52,32,0.00,7.11,7.84,30,-7.69,16.10,0.00
650520,14.81,13.92,185,0.45,2157,33.33,32.50,5.57,32,0.00,7.25,7.84,30,-7.55,16.37,0.00
650589,14.81,13.84,185,0.45,2174,33.33,32.50,5.57,32,0.00,7.40,8.24,30,-7.40,16.36,0.00
650657,14.81,13.84,185,0.47,2176,33.33,32.50,5.53,32,0.00,7.55,8.24,30,-7.25,16.91,0.00
650726,14.81,13.92,185,0.47,2162,33.33,32.00,6.05,32,0.00,7.69,8.63,30,-7.11,17.11,0.00
650795,14.70,13.92,185,0.49,2182,33.33,32.00,6.03,32,0.00,7.69,8.63,30,-7.11,17.72,0.00
650863,14.70,13.84,185,0.49,2179,33.33,32.00,6.04,32,0.00,7.84,9.02,30,-6.96,17.86,0.00
650931,14.59,13.84,185,0.49,2191,33.33,31.50,6.08,32,0.00,7.84,9.02,30,-6.96,17.93,0.00
650999,14.59,13.92,185,0.50,2190,33.33,31.50,6.07,32,0.00,7.98,9.02,30,-6.82,18.30,0.00
651068,14.59,14.00,185,0.51,2193,33.33,29.00,6.08,32,0.00,8.13,9.41,30,-6.67,18.61,0.00
651136,14.47,13.92,185,0.52,2199,33.33,28.50,6.57,32,0.00,8.13,9.41,30,-6.67,18.91,0.00
651205,14.47,13.84,185,0.52,2192,33.33,28.50,6.55,32,0.00,8.27,9.41,30,-6.53,18.98,0.00
651273,14.47,13.92,185,0.52,2208,33.33,28.50,6.60,32,0.00,8.27,9.41,30,-6.53,19.06,0.00
651341,14.36,13.92,185,0.52,2202,33.33,28.50,6.58,32,0.00,8.42,9.41,30,-6.38,19.13,0.00
651410,14.36,13.92,185,0.53,2210,33.33,28.50,6.60,32,0.00,8.42,9.80,30,-6.38,19.51,0.00
651478,14.47,14.00,185,0.53,2208,33.33,28.50,6.59,32,0.00,8.42,9.80,30,-6.38,19.67,0.00
651547,14.59,13.76,183,0.53,2214,33.33,28.50,6.61,32,0.00,8.42,9.80,30,-6.38,19.58,0.00
651615,14.59,14.08,183,0.53,2225,33.33,28.50,6.64,32,0.00,8.56,9.80,30,-6.24,19.51,0.00
651684,14.47,13.92,183,0.53,2221,33.33,28.50,6.67,32,0.00,8.56,9.80,30,-6.24,19.88,0.00
651752,14.47,14.00,183,0.53,2232,33.33,28.50,6.65,32,0.00,8.56,9.80,30,-6.24,19.66,0.00
651820,14.59,13.92,183,0.53,2225,33.33,28.50,6.72,32,0.00,8.56,9.80,30,-6.24,19.73,0.00
651889,14.59,14.08,183,0.53,2251,33.33,28.50,6.66,32,0.00,8.42,9.80,30,-6.38,19.81,0.00
651958,14.59,13.92,183,0.54,2229,33.33,28.50,6.73,32,0.00,8.42,9.80,30,-6.38,19.73,0.00
652026,14.59,13.92,183,0.51,2254,33.33,28.50,6.68,32,0.00,8.42,9.80,30,-6.38,19.51,0.00
652095,14.59,13.92,183,0.53,2238,33.33,28.50,6.71,32,0.00,8.42,9.80,30,-6.38,19.66,0.00
652162,14.47,13.84,183,0.51,2246,33.33,28.50,6.76,32,0.00,8.42,9.80,30,-6.38,19.43,0.00
652231,14.47,13.92,183,0.51,2265,33.33,28.50,6.73,32,0.00,8.27,9.41,30,-6.53,19.28,0.00
652300,14.47,13.92,183,0.49,2267,33.33,28.50,6.29,32,0.00,8.27,8.63,30,-6.53,18.67,0.00
652368,14.59,14.00,183,0.46,2254,33.33,32.00,6.25,32,0.00,7.98,8.24,30,-6.82,17.46,0.00
652437,14.47,13.92,183,0.45,2274,33.33,32.00,5.82,32,0.00,7.69,8.24,30,-7.11,17.20,0.00
652505,14.47,13.92,183,0.45,2257,33.33,32.00,5.78,32,0.00,7.55,8.24,30,-7.25,17.00,0.00
652573,14.59,13.92,183,0.44,2286,33.33,32.50,5.85,32,0.00,7.40,7.84,30,-7.40,16.60,0.00
652641,14.59,13.92,183,0.43,2264,33.33,33.00,5.80,32,0.00,7.40,7.45,30,-7.40,16.40,0.00
652712,14.70,13.92,183,0.41,2286,33.33,33.00,5.37,32,0.00,7.25,7.06,30,-7.55,15.72,0.00
652780,14.70,13.92,183,0.40,2274,33.33,33.00,5.34,32,0.00,6.82,7.06,31,-7.98,15.27,0.00
652847,14.59,13.92,183,0.40,2279,33.33,33.50,5.35,32,0.00,6.67,6.67,31,-8.13,15.05,0.00
652919,14.59,13.92,183,0.38,2279,33.33,33.50,5.35,32,0.00,6.53,6.67,31,-8.27,14.51,0.00
652985,14.59,13.92,183,0.37,2289,33.33,33.50,4.88,32,0.00,6.53,6.67,31,-8.27,13.92,0.00
653053,14.70,13.92,183,0.37,2273,33.33,33.50,4.85,32,0.00,6.38,6.67,31,-8.42,13.93,0.00
653122,14.70,13.84,183,0.36,2292,33.33,33.50,4.89,32,0.00,6.38,6.67,31,-8.42,13.87,0.00
653190,14.70,13.92,183,0.37,2270,33.33,33.50,4.84,32,0.00,6.24,6.67,31,-8.56,13.78,0.00
653260,14.81,13.84,183,0.36,2290,33.33,33.50,4.87,32,0.00,6.24,6.27,32,-8.56,13.92,0.00
653328,14.81,13.92,183,0.37,2282,33.33,33.50,4.88,32,0.00,6.24,6.67,32,-8.56,13.93,0.00
653397,14.93,13.84,183,0.37,2286,33.33,33.50,4.87,32,0.00,6.24,6.67,32,-8.56,13.93,0.00
653465,14.93,13.84,183,0.37,2285,33.33,33.50,4.88,32,0.00,6.24,6.27,32,-8.56,14.10,0.00
653533,14.93,13.92,183,0.37,2289,33.33,33.50,4.87,32,0.00,6.24,6.67,32,-8.56,14.05,0.00
653601,14.81,13.92,183,0.37,2283,33.33,33.50,4.90,32,0.00,6.24,6.67,32,-8.56,14.05,0.00
653670,14.70,13.92,183,0.37,2295,33.33,33.50,4.87,32,0.00,6.24,6.67,32,-8.56,14.22,0.00
653738,14.70,13.84,183,0.37,2284,33.33,33.50,4.89,32,0.00,6.24,6.67,32,-8.56,14.05,0.00
653806,14.59,13.92,183,0.37,2291,33.33,33.50,4.88,32,0.00,6.24,6.67,32,-8.56,14.16,0.00
653876,14.59,13.84,183,0.37,2292,33.33,33.50,4.89,32,0.00,6.24,6.67,32,-8.56,14.22,0.00
653944,14.59,13.92,183,0.38,2283,33.33,33.50,4.87,32,0.00,6.38,6.67,32,-8.42,14.40,0.00
654013,14.59,13.84,183,0.38,2300,33.33,33.50,5.40,32,0.00,6.38,7.06,32,-8.42,14.57,0.00
654081,14.59,13.92,183,0.38,2280,33.33,33.50,5.35,32,0.00,6.38,7.06,32,-8.42,14.58,0.00
654150,14.70,13.92,183,0.38,2300,33.33,33.50,5.40,32,0.00,6.38,7.06,31,-8.42,14.75,0.00
654218,14.59,13.92,183,0.39,2284,33.33,33.50,5.36,32,0.00,6.38,7.06,31,-8.42,14.69,0.00
654287,14.59,13.92,183,0.38,2301,33.33,33.50,5.40,32,0.00,6.53,7.06,31,-8.27,14.63,0.00
654355,14.59,13.92,183,0.39,2280,33.33,33.50,5.35,32,0.00,6.53,7.06,31,-8.27,14.87,0.00
654424,14.59,14.00,183,0.38,2304,33.33,33.50,5.41,32,0.00,6.53,7.06,31,-8.27,14.74,0.00
654493,14.47,13.92,183,0.39,2284,33.33,33.50,5.36,32,0.00,6.53,7.06,31,-8.27,14.80,0.00
654561,14.47,13.92,183,0.38,2309,33.33,33.50,5.42,32,0.00,6.53,7.06,31,-8.27,14.69,0.00
654629,14.47,13.92,183,0.39,2288,33.33,33.50,5.37,32,0.00,6.53,7.06,31,-8.27,14.87,0.00
654698,14.36,13.92,183,0.39,2308,33.33,33.50,5.39,32,0.00,6.53,7.06,31,-8.27,14.86,0.00
654767,14.47,13.92,183,0.39,2296,33.33,33.50,5.42,32,0.00,6.53,7.06,31,-8.27,14.93,0.00
654834,14.59,13.92,183,0.39,2311,33.33,33.50,5.39,32,0.00,6.53,7.06,31,-8.27,14.98,0.00
654903,14.59,14.00,183,0.40,2298,33.33,34.00,5.43,32,0.00,6.53,7.06,31,-8.27,15.11,0.00
654973,14.59,13.92,183,0.39,2314,33.33,34.00,5.39,32,0.00,6.53,7.06,31,-8.27,15.22,0.00
655040,14.47,14.00,183,0.41,2298,33.33,34.00,5.42,32,0.00,6.53,7.06,31,-8.27,15.21,0.00
655110,14.47,13.92,183,0.40,2310,33.33,34.00,5.41,32,0.00,6.53,7.06,31,-8.27,15.34,0.00
655176,14.47,14.00,183,0.40,2304,33.33,34.00,5.42,32,0.00,6.53,7.06,31,-8.27,15.57,0.00
655246,14.47,13.92,183,0.40,2310,33.33,34.00,5.42,32,0.00,6.67,7.45,31,-8.13,15.45,0.00
655314,14.59,14.08,183,0.40,2318,33.33,34.00,5.44,32,0.00,6.67,7.45,31,-8.13,15.52,0.00
655383,14.47,13.84,183,0.40,2310,33.33,34.00,5.42,32,0.00,6.67,7.45,31,-8.13,15.45,0.00
655452,14.36,13.92,183,0.40,2318,33.33,34.00,5.44,32,0.00,6.67,7.45,31,-8.13,15.57,0.00
655520,14.36,13.92,183,0.40,2320,33.33,34.00,5.44,32,0.00,6.67,7.45,31,-8.13,15.51,0.00
655588,14.36,14.00,183,0.40,2307,33.33,34.00,5.41,32,0.00,6.67,7.45,32,-8.13,15.45,0.00
655656,14.36,13.92,183,0.40,2322,33.33,34.00,5.45,32,0.00,6.67,7.45,32,-8.13,15.57,0.00
655725,14.47,14.00,183,0.41,2315,33.33,34.00,5.43,32,0.00,6.67,7.45,32,-8.13,15.64,0.00
