Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%)
1741773,14.70,13.76,185,0.37,812,33.33,13.00,1.73,37,0.00,6.53,0.00,2,-8.27,5.07,0.00
1741842,14.70,13.60,185,0.37,820,33.33,12.00,1.75,37,0.00,6.53,0.00,2,-8.27,5.08,0.00
1741911,14.70,13.68,185,0.37,824,33.33,11.50,1.76,37,0.00,6.53,0.00,2,-8.27,4.98,0.00
1741979,14.70,13.68,185,0.36,837,33.33,10.50,1.96,37,0.00,6.53,0.00,2,-8.27,4.94,0.00
1742047,14.93,13.76,185,0.35,840,33.33,10.50,1.81,37,0.00,6.53,0.00,2,-8.27,4.84,0.00
1742117,14.70,13.68,185,0.34,848,33.33,9.50,1.81,37,0.00,6.38,0.00,2,-8.42,4.74,0.00
1742185,14.93,13.76,185,0.34,848,33.33,9.50,1.82,37,0.00,6.38,0.00,2,-8.42,4.74,0.00
1742252,14.70,13.68,185,0.33,852,33.33,9.50,1.83,37,0.00,6.38,0.00,2,-8.42,4.74,0.00
1742320,14.81,13.68,185,0.33,856,33.33,9.00,1.81,37,0.00,6.24,0.00,2,-8.56,4.67,0.00
1742391,14.70,13.76,185,0.33,847,33.33,10.00,1.80,37,0.00,6.24,0.00,2,-8.56,4.67,0.00
1742458,14.59,13.68,185,0.33,843,33.33,10.50,1.79,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1742527,14.59,13.76,185,0.33,840,33.33,11.00,1.80,37,0.00,6.24,0.00,2,-8.56,4.70,0.00
1742595,14.47,13.76,185,0.33,843,33.33,11.00,1.77,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1742664,14.59,13.68,185,0.34,832,33.33,12.00,1.77,37,0.00,6.24,0.00,2,-8.56,4.67,0.00
1742732,14.59,13.68,185,0.33,838,33.33,11.50,1.79,37,0.00,6.24,0.00,2,-8.56,4.67,0.00
1742802,14.59,13.76,185,0.34,834,33.33,11.50,1.78,37,0.00,6.24,0.00,2,-8.56,4.67,0.00
1742869,14.59,13.84,185,0.33,836,33.33,11.50,1.78,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1742939,14.59,13.68,185,0.33,835,33.33,11.50,1.78,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743006,14.70,13.76,185,0.33,832,33.33,12.00,1.78,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743075,14.59,13.68,185,0.34,825,33.33,13.00,1.76,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743143,14.59,13.84,185,0.34,822,33.33,13.00,1.75,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743212,14.59,13.76,185,0.34,815,33.33,14.00,1.74,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743280,14.59,13.76,185,0.34,819,33.33,13.00,1.75,37,0.00,6.24,0.00,2,-8.56,4.67,0.00
1743350,14.59,13.76,185,0.34,817,33.33,13.50,1.74,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743416,14.59,13.68,185,0.34,824,33.33,12.50,1.76,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743484,14.70,13.76,185,0.34,828,33.33,12.00,1.77,37,0.00,6.24,0.00,2,-8.56,4.56,0.00
1743553,14.59,13.76,185,0.33,832,33.33,11.50,1.77,37,0.00,6.24,0.00,2,-8.56,4.60,0.00
1743622,14.70,13.76,185,0.33,831,33.33,11.50,1.77,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743690,14.59,13.76,185,0.33,831,33.33,11.50,1.76,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743759,14.70,13.68,185,0.34,826,33.33,12.00,1.74,37,0.00,6.24,0.00,2,-8.56,4.63,0.00
1743827,14.70,13.68,185,0.34,816,33.33,13.50,1.75,37,0.00,6.24,0.00,1,-8.56,4.63,0.00
1743896,14.70,13.76,185,0.34,820,33.33,13.00,1.74,37,0.00,6.24,0.00,1,-8.56,4.63,0.00
1743964,14.70,13.68,185,0.34,814,33.33,13.00,1.75,37,0.00,6.24,0.00,1,-8.56,4.63,0.00
1744033,14.70,13.76,185,0.34,822,33.33,12.50,1.76,37,0.00,6.24,0.00,1,-8.56,4.63,0.00
1744100,14.70,13.76,185,0.33,826,33.33,11.50,1.78,37,0.00,6.24,0.00,1,-8.56,4.63,0.00
1744169,14.70,13.76,185,0.33,837,33.33,11.00,1.79,37,0.00,6.24,0.00,1,-8.56,4.57,0.00
1744238,14.59,13.76,185,0.33,836,33.33,11.00,1.78,37,0.00,6.24,0.00,1,-8.56,4.57,0.00
1744306,14.81,13.68,185,0.33,840,33.33,10.50,1.79,37,0.00,6.24,0.00,1,-8.56,4.60,0.00
1744374,14.59,13.60,185,0.33,838,33.33,11.00,1.79,37,0.00,6.24,0.00,1,-8.56,4.61,0.00
1744443,14.81,13.68,185,0.36,834,33.33,11.50,1.78,37,0.00,6.24,0.78,1,-8.56,4.94,0.00
1744510,14.70,13.68,185,0.38,826,33.33,12.50,1.76,37,0.00,6.24,1.18,1,-8.56,5.24,0.00
1744579,14.70,13.76,185,0.45,829,33.33,13.00,2.12,37,0.00,6.53,1.96,1,-8.27,6.18,0.00
1744647,14.81,13.68,185,0.55,818,33.33,15.00,2.27,37,0.00,7.84,2.75,1,-6.96,7.56,0.00
1744716,14.93,13.60,185,0.59,850,33.33,17.00,2.54,37,0.00,8.27,3.14,1,-6.53,8.38,0.00
1744784,14.81,13.60,185,0.60,902,33.33,19.00,2.88,37,0.00,8.71,3.53,1,-6.09,9.03,0.00
1744854,15.27,13.68,185,0.59,962,33.33,16.50,3.08,37,0.00,8.85,3.92,1,-5.95,9.80,0.00
1744922,14.81,13.60,185,0.57,1027,33.33,17.00,3.29,37,0.00,9.00,4.71,1,-5.80,10.39,0.00
1744990,14.93,13.76,185,0.55,1129,33.33,17.50,3.37,37,0.00,9.14,5.49,1,-5.66,11.31,0.00
1745058,14.70,13.68,185,0.57,1189,33.33,18.50,3.80,37,0.00,9.43,5.49,1,-5.37,12.03,0.00
1745128,14.70,13.68,185,0.58,1240,33.33,19.00,4.07,37,0.00,9.43,5.88,1,-5.37,12.31,0.00
1745196,14.93,13.68,185,0.58,1271,33.33,19.50,4.31,37,0.00,9.43,5.88,1,-5.37,12.53,0.00
1745264,15.27,13.68,185,0.62,1262,33.33,19.50,4.50,37,0.00,9.58,5.88,1,-5.22,12.77,0.00
1745334,15.85,13.68,185,0.62,1241,33.33,19.00,4.47,37,0.00,9.72,5.88,1,-5.08,12.79,0.00
1745401,16.08,13.68,185,0.63,1233,33.33,19.00,4.45,37,0.00,9.72,5.88,1,-5.08,12.79,0.00
1745470,15.50,13.76,185,0.63,1227,33.33,18.50,4.17,37,0.00,9.87,5.88,1,-4.93,12.81,0.00
1745538,14.47,13.68,185,0.63,1220,33.33,18.00,4.20,37,0.00,10.01,5.88,1,-4.79,12.88,0.00
1745607,14.36,13.76,185,0.63,1232,33.33,18.50,4.21,37,0.00,10.01,6.27,1,-4.79,12.88,0.00
1745676,14.47,13.68,185,0.64,1232,33.33,18.50,4.21,37,0.00,10.01,6.27,1,-4.79,13.06,0.00
1745743,14.59,13.76,185,0.62,1251,33.33,19.00,4.27,37,0.00,10.01,6.27,1,-4.79,12.98,0.00
1745811,14.70,13.84,185,0.63,1256,33.33,19.00,4.29,37,0.00,10.16,6.27,1,-4.64,13.15,0.00
1745879,14.70,13.76,185,0.63,1268,33.33,19.00,4.33,37,0.00,10.01,6.27,1,-4.79,13.26,0.00
1745949,14.59,13.68,185,0.62,1294,33.33,19.50,4.42,37,0.00,10.01,6.27,1,-4.79,13.29,0.00
1746017,14.47,13.76,185,0.61,1306,33.33,20.00,4.46,37,0.00,10.01,6.27,1,-4.79,13.19,0.00
1746085,14.47,13.76,185,0.57,1331,33.33,20.50,4.54,37,0.00,9.72,0.00,1,-5.08,12.72,0.00
1746154,14.47,13.76,185,0.33,1337,33.33,13.00,3.42,37,0.00,8.27,0.00,1,-6.53,7.40,0.00
1746221,14.24,13.76,185,0.29,1308,33.33,13.00,3.07,37,0.00,7.25,0.00,2,-7.55,6.22,0.00
1746291,13.90,13.76,185,0.29,1257,33.33,13.00,2.68,37,0.00,6.82,0.00,2,-7.98,6.15,0.00
1746360,13.67,13.76,185,0.31,1159,33.33,21.00,2.47,37,0.00,6.67,0.00,2,-8.13,6.15,0.00
1746429,13.55,13.76,185,0.33,1102,33.33,23.50,2.35,37,0.00,6.67,0.00,2,-8.13,6.15,0.00
1746496,14.01,13.76,185,0.34,1088,33.33,22.00,2.32,37,0.00,6.53,0.00,2,-8.27,6.15,0.00
1746565,14.01,13.76,185,0.33,1112,33.33,20.50,2.37,37,0.00,6.38,0.00,2,-8.42,5.72,0.00
1746633,14.36,13.76,185,0.30,1144,33.33,15.50,2.22,37,0.00,6.09,0.00,2,-8.71,5.27,0.00
1746702,14.36,13.76,185,0.27,1156,33.33,14.00,2.24,37,0.00,5.80,0.00,2,-9.00,5.05,0.00
1746770,14.59,13.76,185,0.26,1168,33.33,13.00,2.21,37,0.00,5.66,0.00,2,-9.14,5.24,0.00
1746839,14.59,13.76,185,0.29,1150,33.33,14.50,2.17,37,0.00,5.66,0.00,2,-9.14,5.53,0.00
1746907,14.70,13.76,185,0.30,1130,33.33,16.50,2.17,37,0.00,5.66,0.00,2,-9.14,5.59,0.00
1746976,14.70,13.76,185,0.29,1130,33.33,16.00,2.17,37,0.00,5.66,0.00,2,-9.14,5.53,0.00
1747044,14.81,13.76,185,0.29,1128,33.33,16.00,2.16,37,0.00,5.66,0.00,2,-9.14,5.50,0.00
1747112,15.04,13.76,185,0.30,1125,33.33,16.00,2.11,37,0.00,5.66,0.00,4,-9.14,5.50,0.00
1747181,15.16,13.76,185,0.30,1099,33.33,17.50,2.10,37,0.00,5.51,0.00,4,-9.29,5.50,0.00
1747250,15.16,13.76,185,0.30,1093,33.33,18.00,2.10,37,0.00,5.66,0.00,4,-9.14,5.50,0.00
1747318,15.27,13.68,185,0.30,1088,33.33,18.00,2.09,37,0.00,5.51,0.00,4,-9.29,5.47,0.00
1747386,15.39,13.68,185,0.30,1086,33.33,17.50,2.09,37,0.00,5.66,0.00,4,-9.14,5.50,0.00
1747455,15.27,13.76,185,0.31,1079,33.33,18.00,2.07,37,0.00,5.66,0.00,4,-9.14,5.50,0.00
1747523,15.39,13.76,185,0.31,1063,33.33,19.00,2.04,37,0.00,5.66,0.00,4,-9.14,5.50,0.00
1747592,15.39,13.68,185,0.31,1064,33.33,19.00,2.04,37,0.00,5.66,0.00,3,-9.14,5.50,0.00
1747660,15.50,13.76,185,0.31,1058,33.33,19.00,2.03,37,0.00,5.66,0.00,3,-9.14,5.53,0.00
1747727,15.50,13.68,185,0.31,1059,33.33,18.00,2.03,37,0.00,5.66,0.00,3,-9.14,5.53,0.00
1747797,15.50,13.76,185,0.32,1052,33.33,18.50,2.02,37,0.00,5.66,0.00,3,-9.14,5.53,0.00
1747866,15.50,13.68,185,0.31,1052,33.33,18.00,2.02,37,0.00,5.66,0.00,3,-9.14,5.47,0.00
1747934,15.50,13.76,185,0.32,1041,33.33,18.50,2.00,37,0.00,5.66,0.00,3,-9.14,5.53,0.00
1748002,15.50,13.68,185,0.32,1035,33.33,19.00,1.99,37,0.00,5.66,0.00,3,-9.14,5.53,0.00
1748071,15.50,13.76,185,0.32,1035,33.33,18.50,1.98,37,0.00,5.66,0.00,3,-9.14,5.53,0.00
1748140,15.50,13.68,185,0.32,1029,33.33,18.50,1.99,37,0.00,5.80,0.00,3,-9.00,5.47,0.00
1748210,15.62,13.76,185,0.32,1039,33.33,17.00,1.99,37,0.00,5.80,0.00,3,-9.00,5.50,0.00
1748276,15.50,13.68,185,0.32,1037,33.33,17.00,2.00,37,0.00,5.80,0.00,3,-9.00,5.53,0.00
1748345,15.50,13.68,185,0.32,1041,33.33,16.00,1.99,37,0.00,5.80,0.00,3,-9.00,5.50,0.00
1748413,15.39,13.76,185,0.32,1035,33.33,16.50,1.98,37,0.00,5.80,0.00,3,-9.00,5.53,0.00
1748482,15.50,13.68,185,0.32,1029,33.33,16.50,1.98,37,0.00,5.80,0.00,3,-9.00,5.43,0.00
1748550,15.39,13.76,185,0.32,1032,33.33,16.00,1.95,37,0.00,5.80,0.00,2,-9.00,5.43,0.00
1748619,15.39,13.68,185,0.31,1017,33.33,17.50,1.95,37,0.00,5.80,0.00,2,-9.00,5.27,0.00
1748687,15.27,13.76,185,0.30,1017,33.33,17.00,1.94,37,0.00,5.66,0.00,2,-9.14,5.05,0.00
1748756,15.39,13.76,185,0.30,1012,33.33,16.50,1.94,37,0.00,5.66,0.00,2,-9.14,4.98,0.00
1748824,15.27,13.76,185,0.30,1003,33.33,17.50,1.93,37,0.00,5.66,0.00,2,-9.14,4.94,0.00
1748893,15.39,13.76,185,0.30,1001,33.33,17.50,1.92,37,0.00,5.66,0.00,2,-9.14,4.94,0.00
1748962,15.16,13.76,185,0.30,990,33.33,18.00,1.90,37,0.00,5.66,0.00,2,-9.14,5.01,0.00
1749030,15.27,13.76,185,0.31,985,33.33,18.00,1.89,37,0.00,5.66,0.00,2,-9.14,5.04,0.00
1749097,15.27,13.76,185,0.31,970,33.33,19.00,1.86,37,0.00,5.66,0.00,2,-9.14,5.08,0.00
1749167,15.39,13.76,185,0.31,960,33.33,19.50,1.84,37,0.00,5.66,0.00,2,-9.14,5.04,0.00
1749234,15.27,13.76,185,0.31,955,33.33,19.50,1.83,37,0.00,5.66,0.00,2,-9.14,4.98,0.00
1749302,15.39,13.76,185,0.32,922,33.33,20.00,1.77,37,0.00,5.80,0.00,2,-9.00,4.91,0.00
1749372,15.27,13.68,185,0.32,918,33.33,20.00,1.76,37,0.00,5.80,0.00,2,-9.00,4.88,0.00
1749441,15.39,13.76,185,0.33,912,33.33,20.00,1.75,37,0.00,5.80,0.00,2,-9.00,4.98,0.00
1749509,15.27,13.76,185,0.33,913,33.33,20.00,1.75,37,0.00,5.95,0.00,1,-8.85,4.88,0.00
1749576,15.27,13.76,185,0.32,906,33.33,20.00,1.74,37,0.00,5.95,0.00,1,-8.85,5.27,0.00
1749645,15.16,13.76,185,0.35,911,33.33,20.00,1.94,37,0.00,5.95,0.00,1,-8.85,5.27,0.00
1749714,15.16,13.76,185,0.35,911,33.33,20.00,1.95,37,0.00,5.95,0.00,1,-8.85,5.11,0.00
1749782,15.16,13.76,185,0.33,916,33.33,19.00,1.96,37,0.00,5.95,0.00,1,-8.85,5.01,0.00
1749851,15.39,13.68,187,0.31,917,33.33,18.50,1.97,37,0.00,5.95,0.00,1,-8.85,4.84,0.00
1749920,15.39,13.76,187,0.30,924,33.33,17.50,1.97,37,0.00,5.95,0.00,1,-8.85,4.67,0.00
1749988,15.39,13.76,187,0.29,924,33.33,17.00,1.78,37,0.00,5.80,0.00,1,-9.00,4.50,0.00
1750056,15.39,13.76,187,0.29,926,33.33,16.50,1.78,37,0.00,5.80,0.00,1,-9.00,4.47,0.00
1750125,15.16,13.76,187,0.29,926,33.33,16.50,1.77,37,0.00,5.80,0.00,1,-9.00,4.44,0.00
1750193,15.16,13.76,187,0.29,923,33.33,16.50,1.76,37,0.00,5.66,0.00,1,-9.14,4.47,0.00
1750262,15.04,13.76,187,0.29,913,33.33,17.00,1.75,37,0.00,5.66,0.00,1,-9.14,4.47,0.00
1750331,15.04,13.76,187,0.27,907,33.33,3.50,1.74,37,0.00,5.66,0.00,1,-9.14,4.10,0.00
1750399,14.93,13.76,187,0.23,904,33.33,3.50,1.54,37,0.00,5.37,0.00,0,-9.43,3.43,0.00
1750468,14.93,13.76,187,0.22,891,33.33,3.50,1.52,37,0.00,5.22,0.00,0,-9.58,3.29,0.00
1750536,14.93,13.76,187,0.23,872,33.33,3.50,1.49,37,0.00,5.08,0.00,0,-9.72,3.29,0.00
1750605,14.93,13.76,187,0.24,844,33.33,3.50,1.44,37,0.00,5.08,0.00,0,-9.72,3.31,0.00
1750674,14.93,13.68,187,0.24,836,33.33,20.00,1.43,37,0.00,5.08,0.00,0,-9.72,3.36,0.00
1750742,14.93,13.76,187,0.25,820,33.33,20.00,1.40,37,0.00,5.08,0.00,0,-9.72,3.48,0.00
1750811,15.04,13.76,187,0.26,824,33.33,20.00,1.41,37,0.00,5.08,0.00,0,-9.72,3.53,0.00
1750879,15.04,13.76,187,0.25,831,33.33,20.00,1.42,37,0.00,5.08,0.00,0,-9.72,3.51,0.00
1750947,15.04,13.68,187,0.25,840,33.33,19.50,1.43,37,0.00,5.08,0.00,0,-9.72,3.43,0.00
1751016,15.16,13.68,187,0.24,848,33.33,18.50,1.45,37,0.00,5.08,0.00,0,-9.72,3.41,0.00
1751084,15.27,13.68,187,0.24,845,33.33,18.50,1.46,37,0.00,4.93,0.00,0,-9.87,3.31,0.00
1751152,15.27,13.76,187,0.23,853,33.33,17.50,1.46,37,0.00,4.93,0.00,0,-9.87,3.29,0.00
1751221,15.39,13.68,187,0.23,857,33.33,16.50,1.46,37,0.00,4.93,0.00,0,-9.87,3.22,0.00
1751289,15.39,13.68,187,0.23,858,33.33,16.00,1.45,37,0.00,4.79,0.00,0,-10.01,3.20,0.00
1751357,15.39,13.76,187,0.23,847,33.33,17.00,1.44,37,0.00,4.79,0.00,0,-10.01,3.22,0.00
1751427,15.16,13.68,187,0.23,844,33.33,17.00,1.42,37,0.00,4.79,0.00,0,-10.01,3.20,0.00
1751495,15.16,13.76,187,0.22,833,33.33,17.50,1.42,37,0.00,4.79,0.00,0,-10.01,3.25,0.00
1751562,15.04,13.76,187,0.24,830,33.33,18.00,1.40,37,0.00,4.79,0.00,0,-10.01,3.27,0.00
1751631,14.93,13.76,187,0.24,820,33.33,18.50,1.38,37,0.00,4.79,0.00,0,-10.01,3.27,0.00
1751700,15.04,13.68,187,0.24,809,33.33,19.00,1.38,37,0.00,4.79,0.00,0,-10.01,3.29,0.00
1751767,15.04,13.76,187,0.25,800,33.33,19.50,1.36,37,0.00,4.79,0.00,0,-10.01,3.34,0.00
1751837,14.93,13.68,187,0.25,796,33.33,19.50,1.36,37,0.00,4.93,0.00,0,-9.87,3.34,0.00
1751905,15.04,13.76,187,0.26,792,33.33,19.50,1.35,37,0.00,4.93,0.00,0,-9.87,3.38,0.00
1751973,15.04,13.68,187,0.26,798,33.33,18.50,1.36,37,0.00,4.93,0.00,0,-9.87,3.48,0.00
1752042,15.04,13.76,187,0.26,799,33.33,18.00,1.36,37,0.00,5.08,0.00,0,-9.72,3.48,0.00
1752112,14.93,13.76,187,0.27,786,33.33,19.00,1.34,37,0.00,5.08,0.00,0,-9.72,3.53,0.00
1752179,15.04,13.68,187,0.27,786,33.33,18.50,1.34,37,0.00,5.08,0.00,0,-9.72,3.56,0.00
1752248,14.93,13.76,187,0.27,794,33.33,17.50,1.52,37,0.00,5.22,0.00,0,-9.58,3.61,0.00
1752315,14.81,13.76,187,0.28,793,33.33,17.50,1.52,37,0.00,5.22,0.00,0,-9.58,3.66,0.00
1752384,14.93,13.76,187,0.27,804,33.33,15.50,1.54,37,0.00,5.22,0.00,0,-9.58,3.66,0.00
1752453,14.70,13.76,187,0.27,812,33.33,14.50,1.56,38,0.00,5.22,0.00,0,-9.58,3.53,0.00
1752521,14.70,13.76,187,0.26,816,33.33,14.00,1.57,38,0.00,5.22,0.00,0,-9.58,3.53,0.00
1752589,14.59,13.76,187,0.26,826,33.33,13.00,1.58,38,0.00,5.22,0.00,0,-9.58,3.46,0.00
1752657,14.70,13.76,187,0.25,829,33.33,12.50,1.41,38,0.00,5.08,0.00,0,-9.72,3.46,0.00
1752727,14.59,13.76,187,0.25,828,33.33,12.50,1.41,38,0.00,5.08,0.00,0,-9.72,3.43,0.00
1752795,14.70,13.76,187,0.25,825,33.33,13.00,1.40,38,0.00,5.08,0.00,0,-9.72,3.43,0.00
1752863,14.59,13.76,187,0.26,821,33.33,13.00,1.39,38,0.00,5.08,0.00,0,-9.72,3.48,0.00
1752931,14.59,13.76,187,0.26,812,33.33,14.00,1.37,38,0.00,5.08,0.00,0,-9.72,3.53,0.00
1753000,14.59,13.76,187,0.27,802,33.33,15.00,1.37,38,0.00,5.08,0.00,0,-9.72,3.56,0.00
1753069,14.59,13.76,187,0.27,805,33.33,14.50,1.36,38,0.00,5.08,0.00,0,-9.72,3.61,0.00
1753136,14.59,13.76,187,0.27,799,33.33,15.00,1.37,38,0.00,5.08,0.00,0,-9.72,3.66,0.00
1753205,14.59,13.68,187,0.27,804,33.33,14.00,1.55,38,0.00,5.22,0.00,0,-9.58,3.70,0.00
1753274,14.59,13.76,187,0.28,805,33.33,14.00,1.55,38,0.00,5.22,0.00,0,-9.58,3.73,0.00
1753341,14.70,13.68,187,0.27,814,33.33,13.00,1.56,38,0.00,5.22,0.00,0,-9.58,3.70,0.00
1753410,14.59,13.76,187,0.28,806,33.33,13.50,1.55,38,0.00,5.37,0.00,0,-9.43,3.73,0.00
1753478,14.59,13.76,187,0.28,810,33.33,13.00,1.56,38,0.00,5.37,0.00,0,-9.43,3.73,0.00
1753547,14.70,13.76,187,0.28,810,33.33,13.00,1.56,38,0.00,5.37,0.00,0,-9.43,3.73,0.00
1753616,14.70,13.76,187,0.27,813,33.33,12.50,1.56,38,0.00,5.37,0.00,0,-9.43,3.70,0.00
1753684,14.70,13.76,187,0.27,808,33.33,13.00,1.55,38,0.00,5.37,0.00,0,-9.43,3.68,0.00
1753752,14.70,13.76,187,0.27,816,33.33,12.00,1.57,38,0.00,5.37,0.00,0,-9.43,3.68,0.00
1753821,14.81,13.76,187,0.27,824,33.33,11.50,1.58,38,0.00,5.37,0.00,0,-9.43,3.70,0.00
1753889,14.81,13.76,187,0.27,820,33.33,11.50,1.58,38,0.00,5.37,0.00,0,-9.43,3.70,0.00
1753957,14.81,13.68,187,0.27,828,33.33,10.50,1.59,38,0.00,5.37,0.00,0,-9.43,3.66,0.00
1754025,14.81,13.68,187,0.26,832,33.33,10.50,1.60,38,0.00,5.37,0.00,0,-9.43,3.66,0.00
1754094,14.81,13.76,187,0.26,830,33.33,11.00,1.59,38,0.00,5.22,0.00,0,-9.58,3.63,0.00
1754162,14.81,13.76,187,0.26,826,33.33,11.50,1.59,38,0.00,5.22,0.00,0,-9.58,3.63,0.00
1754231,14.93,13.76,187,0.26,829,33.33,11.00,1.58,38,0.00,5.22,0.00,0,-9.58,3.61,0.00
1754299,14.81,13.68,187,0.26,825,33.33,11.50,1.40,38,0.00,5.22,0.00,0,-9.58,3.63,0.00
1754368,14.81,13.68,187,0.26,823,33.33,11.50,1.59,38,0.00,5.22,0.00,0,-9.58,3.63,0.00
1754436,14.93,13.84,187,0.27,828,33.33,11.50,1.40,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1754505,14.81,13.60,187,0.26,820,33.33,12.00,1.58,38,0.00,5.22,0.00,0,-9.58,3.61,0.00
1754573,14.93,13.68,187,0.27,826,33.33,11.50,1.59,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1754642,14.93,13.68,187,0.26,827,33.33,11.50,1.41,38,0.00,5.22,0.00,0,-9.58,3.63,0.00
1754710,14.93,13.68,187,0.27,827,33.33,11.50,1.39,38,0.00,5.22,0.00,0,-9.58,3.61,0.00
1754779,14.93,13.68,187,0.27,814,33.33,13.00,1.57,38,0.00,5.22,0.00,0,-9.58,3.63,0.00
1754847,14.93,13.68,187,0.27,813,33.33,13.00,1.56,38,0.00,5.22,0.00,0,-9.58,3.68,0.00
1754916,14.93,13.60,187,0.27,810,33.33,13.00,1.56,38,0.00,5.22,0.00,0,-9.58,3.68,0.00
1754984,14.93,13.76,187,0.28,805,33.33,13.00,1.55,38,0.00,5.22,0.00,0,-9.58,3.70,0.00
1755053,14.81,13.76,187,0.27,812,33.33,13.00,1.56,38,0.00,5.22,0.00,0,-9.58,3.70,0.00
1755121,14.93,13.68,187,0.28,814,33.33,12.50,1.56,38,0.00,5.37,0.00,0,-9.43,3.75,0.00
1755190,14.81,13.60,187,0.28,816,33.33,12.00,1.57,38,0.00,5.37,0.00,0,-9.43,3.75,0.00
1755259,14.93,13.76,187,0.28,821,33.33,11.50,1.58,38,0.00,5.37,0.00,0,-9.43,3.81,0.00
1755327,14.81,13.68,187,0.28,816,33.33,12.00,1.57,38,0.00,5.37,0.00,0,-9.43,3.78,0.00
1755395,14.81,13.76,187,0.27,825,33.33,11.50,1.58,38,0.00,5.37,0.00,0,-9.43,3.75,0.00
1755464,14.81,13.68,187,0.27,828,33.33,11.00,1.59,38,0.00,5.37,0.00,0,-9.43,3.70,0.00
1755531,14.81,13.68,187,0.27,827,33.33,11.00,1.59,38,0.00,5.22,0.00,0,-9.58,3.68,0.00
1755600,14.81,13.68,187,0.27,825,33.33,11.50,1.58,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1755669,14.81,13.76,187,0.26,832,33.33,10.50,1.59,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1755737,14.93,13.84,187,0.26,829,33.33,11.00,1.59,38,0.00,5.22,0.00,0,-9.58,3.68,0.00
1755806,14.81,13.76,187,0.27,828,33.33,11.50,1.59,38,0.00,5.22,0.00,0,-9.58,3.68,0.00
1755874,14.93,13.68,187,0.27,830,33.33,11.00,1.59,38,0.00,5.22,0.00,0,-9.58,3.70,0.00
1755943,14.81,13.76,187,0.27,826,33.33,11.50,1.58,38,0.00,5.22,0.00,0,-9.58,3.70,0.00
1756011,14.81,13.76,187,0.28,825,33.33,11.50,1.57,38,0.00,5.22,0.00,0,-9.58,3.78,0.00
1756080,14.93,13.76,187,0.27,819,33.33,12.50,1.58,38,0.00,5.22,0.00,0,-9.58,3.73,0.00
1756147,14.93,13.68,187,0.27,824,33.33,11.50,1.58,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1756217,14.81,13.76,187,0.27,823,33.33,12.00,1.57,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1756284,14.93,13.76,187,0.27,819,33.33,12.50,1.58,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1756353,14.81,13.76,187,0.27,821,33.33,12.00,1.58,38,0.00,5.22,0.00,0,-9.58,3.68,0.00
1756420,14.93,13.76,187,0.27,819,33.33,12.50,1.57,38,0.00,5.22,0.00,0,-9.58,3.70,0.00
1756490,14.81,13.76,187,0.27,816,33.33,12.50,1.57,38,0.00,5.22,0.00,0,-9.58,3.73,0.00
1756559,14.81,13.68,187,0.28,821,33.33,12.00,1.58,38,0.00,5.37,0.00,0,-9.43,3.78,0.00
1756627,14.81,13.76,187,0.28,816,33.33,12.50,1.57,38,0.00,5.37,0.00,0,-9.43,3.81,0.00
1756695,14.81,13.76,187,0.28,820,33.33,12.00,1.57,38,0.00,5.37,0.00,0,-9.43,3.83,0.00
1756763,14.81,13.76,187,0.28,826,33.33,11.50,1.59,38,0.00,5.37,0.00,0,-9.43,3.81,0.00
1756832,14.93,13.60,187,0.27,834,33.33,10.50,1.60,38,0.00,5.22,0.00,0,-9.58,3.75,0.00
1756900,14.93,13.76,187,0.27,828,33.33,11.50,1.59,38,0.00,5.22,0.00,0,-9.58,3.66,0.00
1756969,14.81,13.68,187,0.26,833,33.33,11.00,1.60,38,0.00,5.22,0.00,0,-9.58,3.63,0.00
1757037,14.93,13.76,187,0.26,839,33.33,10.50,1.61,38,0.00,5.22,0.00,0,-9.58,3.68,0.00
