Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),CL/OL Fueling* (status)
48399,-6.25,-3.12,13.09,13.52,183,0.23,802,0.00,0.00,33.33,16,16.00,0.86,108,4.64,-10.01,1.22,0.00,0.00,8
48665,-7.81,-3.12,13.21,13.60,183,0.23,803,0.00,0.00,33.33,16,15.50,0.86,108,4.64,-10.01,1.22,0.00,0.00,8
48931,-9.38,-3.12,13.67,13.52,183,0.23,808,0.00,0.00,33.33,16,15.50,0.86,108,4.79,-9.87,1.22,0.00,0.00,8
49197,-9.38,-3.12,14.13,13.60,183,0.24,802,0.00,0.00,33.33,16,14.00,0.86,108,4.93,-9.72,1.22,0.00,0.00,8
49462,-9.38,-3.12,14.47,13.60,183,0.25,776,0.00,0.00,33.33,16,16.50,0.83,108,5.22,-9.58,1.24,0.00,0.00,8
49728,-10.16,-3.12,14.47,13.60,183,0.26,768,0.00,0.00,33.33,16,16.50,0.82,108,5.22,-9.43,1.28,0.00,0.00,8
49993,-9.38,-3.12,14.81,13.44,183,0.33,729,0.00,0.00,33.33,16,20.00,0.93,108,5.66,-9.14,1.32,0.00,0.00,8
50259,-6.25,-3.12,15.96,13.76,183,0.44,730,0.00,0.00,33.33,16,14.00,1.09,108,6.82,-8.13,1.42,0.00,0.00,8
50525,-1.56,-3.12,16.77,13.60,183,0.30,847,0.00,0.00,33.33,16,8.00,1.08,108,6.38,-8.13,1.34,0.00,0.00,8
50791,1.56,-3.12,17.34,13.44,183,0.41,765,0.00,0.00,33.33,16,14.00,1.14,108,6.53,-8.13,1.40,0.00,0.00,8
51057,3.12,-3.12,16.77,13.52,183,0.33,833,0.00,0.00,33.33,16,7.00,1.24,108,6.53,-7.98,1.38,0.00,0.00,8
51322,6.25,-3.12,16.65,13.36,183,0.29,836,0.00,0.00,33.33,16,9.50,1.09,108,6.09,-8.56,1.32,0.00,0.00,8
51588,7.03,-3.12,16.19,13.36,183,0.33,810,0.00,0.00,33.33,16,12.50,1.19,108,6.24,-8.42,1.36,0.00,0.00,8
51854,7.81,-3.12,15.85,13.44,183,0.27,863,0.00,0.00,33.33,16,7.50,1.28,108,5.95,-8.71,1.32,0.00,0.00,8
52119,7.81,-3.12,15.27,13.60,183,0.26,842,0.00,0.00,33.33,16,10.50,1.10,108,5.37,-9.29,1.28,0.00,0.00,8
52385,7.81,-3.12,14.93,13.52,183,0.29,814,0.00,0.00,33.33,16,14.00,1.05,108,5.37,-9.29,1.30,0.00,0.00,8
52650,7.03,-3.12,14.70,13.68,183,0.24,888,0.00,0.00,33.33,16,6.50,1.12,108,5.22,-9.43,1.28,0.00,0.00,8
52916,7.03,-3.12,14.70,13.60,183,0.22,894,0.00,0.00,33.33,16,7.50,0.95,108,4.79,-9.87,1.24,0.00,0.00,8
53182,6.25,-3.12,14.47,13.60,183,0.23,872,0.00,0.00,33.33,16,10.50,0.93,108,4.79,-9.87,1.24,0.00,0.00,8
53448,4.69,-3.12,14.13,13.60,183,0.23,863,0.00,0.00,33.33,16,12.00,0.92,108,4.64,-10.01,1.26,0.00,0.00,8
53714,3.91,-3.12,14.24,13.60,183,0.23,832,0.00,0.00,33.33,16,15.50,0.89,108,4.64,-10.01,1.24,0.00,0.00,8
53980,3.91,-3.12,14.59,13.52,183,0.22,858,0.00,0.00,33.33,16,12.00,0.91,108,4.64,-10.01,1.24,0.00,0.00,8
54245,3.91,-3.12,14.70,13.44,183,0.22,817,0.00,0.00,33.33,16,16.50,0.87,108,4.50,-10.16,1.22,0.00,0.00,8
54511,4.69,-3.12,14.93,13.44,183,0.22,826,0.00,0.00,33.33,16,14.00,0.88,108,4.50,-10.16,1.20,0.00,0.00,8
54776,5.47,-3.12,15.04,13.36,183,0.21,831,0.00,0.00,33.33,16,14.00,1.06,108,4.50,-10.16,1.20,0.00,0.00,8
55042,3.91,-3.12,14.70,13.36,183,0.22,814,0.00,0.00,33.33,16,15.50,1.04,108,4.50,-10.16,1.22,0.00,0.00,8
55307,3.12,-3.12,14.36,13.36,183,0.22,822,0.00,0.00,33.33,16,14.00,0.88,108,4.50,-10.16,1.22,0.00,0.00,8
55573,2.34,-3.12,14.13,13.28,183,0.22,796,0.00,0.00,33.33,16,16.00,1.02,108,4.50,-10.16,1.22,0.00,0.00,8
55839,0.78,-3.12,14.13,13.28,183,0.23,796,0.00,0.00,33.33,16,15.50,1.02,108,4.64,-10.16,1.24,0.00,0.00,8
56105,-0.78,-3.12,13.90,13.44,183,0.24,792,0.00,0.00,33.33,16,14.00,0.84,108,4.79,-10.01,1.24,0.00,0.00,8
56371,-3.12,-3.12,13.55,13.44,183,0.24,796,0.00,0.00,33.33,16,14.00,0.86,108,4.79,-9.87,1.24,0.00,0.00,8
56636,-3.12,-3.12,13.90,13.52,183,0.25,802,0.00,0.00,33.33,16,13.00,0.85,108,4.93,-9.72,1.26,0.00,0.00,8
56902,-3.12,-3.12,14.36,13.36,183,0.26,775,0.00,0.00,33.33,16,15.50,0.98,108,4.93,-9.72,1.26,0.00,0.00,8
57168,-3.12,-3.12,14.70,13.52,183,0.30,743,0.00,0.00,33.33,16,18.00,0.94,108,5.22,-9.43,1.28,0.00,0.00,8
57434,-3.12,-3.12,14.81,13.68,183,0.29,826,0.00,0.00,33.33,16,8.50,1.00,108,5.80,-8.85,1.34,0.00,0.00,8
57698,0.78,-3.12,15.96,13.52,183,0.27,824,0.00,0.00,33.33,16,9.50,1.06,108,5.37,-9.29,1.28,0.00,0.00,8
57964,2.34,-3.12,16.31,13.36,183,0.28,830,0.00,0.00,33.33,16,33.00,1.06,108,5.22,-9.43,1.28,0.00,5.10,8
58231,6.25,-3.12,16.31,13.60,183,0.20,1064,0.00,0.00,33.33,16,4.50,1.36,108,5.51,-9.14,1.24,0.00,0.00,8
58497,8.59,-3.12,16.19,13.28,183,0.21,993,0.00,0.00,33.33,16,26.00,1.27,108,4.50,-10.16,1.30,0.00,2.35,8
58763,8.59,-3.12,15.16,13.28,183,0.21,1020,0.00,0.00,33.33,16,4.50,1.31,108,4.64,-10.01,1.24,0.00,0.00,8
59029,7.03,-3.12,14.59,13.04,183,0.27,799,0.00,0.00,33.33,16,21.00,1.02,108,4.64,-10.01,1.26,0.00,0.78,8
59295,7.03,-3.12,14.59,12.96,183,0.34,683,0.00,0.00,33.33,16,21.00,1.02,108,5.37,-9.43,1.30,0.00,0.00,8
59561,5.47,-3.12,14.24,13.36,183,0.39,687,0.00,0.00,33.33,16,21.00,1.03,108,6.24,-8.56,1.36,0.00,0.00,8
59827,3.91,-3.12,14.01,13.68,183,0.37,762,0.00,0.00,33.33,16,9.50,1.14,108,6.82,-7.84,1.40,0.00,0.00,8
60094,2.34,-3.12,13.78,13.52,183,0.32,799,0.00,0.00,33.33,16,9.50,1.19,108,6.53,-8.13,1.36,0.00,0.00,8
60359,2.34,-3.12,14.24,13.44,183,0.34,798,0.00,0.00,33.33,16,10.50,1.02,108,6.53,-8.27,1.38,0.00,0.00,8
60625,3.12,-3.12,14.70,13.52,183,0.28,791,0.00,0.00,33.33,16,11.00,1.01,108,6.09,-8.27,1.30,0.00,0.00,8
60891,4.69,-3.12,15.39,13.44,183,0.27,772,0.00,0.00,33.33,16,14.00,1.00,108,5.80,-8.85,1.28,0.00,0.00,8
61157,5.47,-3.12,15.50,13.28,183,0.32,668,0.00,0.00,33.33,16,21.00,0.91,108,5.80,-8.85,1.28,0.00,0.00,8
61423,5.47,-3.12,15.27,13.28,183,0.34,638,0.00,0.00,33.33,16,21.00,0.82,108,6.09,-8.56,1.28,0.00,0.00,8
61689,5.47,-3.12,15.04,13.20,183,0.33,653,0.00,0.00,33.33,16,21.00,0.84,108,6.24,-8.42,1.28,0.00,0.00,8
61954,5.47,-3.12,14.93,12.96,183,0.34,648,0.00,0.00,33.33,16,20.00,0.96,108,6.38,-8.27,1.28,0.00,0.00,8
62220,4.69,-3.12,14.70,13.36,183,0.24,845,0.00,0.00,33.33,16,4.50,1.08,108,5.95,-8.71,1.26,0.00,0.00,8
62486,5.47,-3.12,14.81,13.28,183,0.24,820,0.00,0.00,33.33,16,5.00,1.05,108,5.22,-9.43,1.24,0.00,0.00,8
62752,5.47,-3.12,14.93,13.28,183,0.25,803,0.00,0.00,33.33,16,8.00,1.03,108,5.08,-9.58,1.26,0.00,0.00,8
63017,5.47,-3.12,14.70,13.36,183,0.29,789,0.00,0.00,33.33,16,14.00,1.01,108,5.22,-9.43,1.34,0.00,3.92,8
63283,4.69,-3.12,14.70,13.76,183,0.27,917,0.00,0.00,33.33,16,13.00,1.17,108,5.95,-8.71,1.30,0.00,0.00,8
63549,7.03,-3.12,15.27,13.44,183,0.35,1042,0.00,0.00,33.33,16,34.00,1.33,108,6.24,-9.14,1.58,0.00,6.27,8
63815,9.38,-3.12,15.16,13.60,183,0.58,1084,0.00,0.00,33.33,16,40.00,2.08,108,8.56,-6.38,1.72,0.00,6.67,8
64081,10.94,-2.34,15.39,13.44,183,0.51,1239,0.00,0.00,33.33,16,26.00,2.11,108,8.42,-6.24,1.74,0.00,7.06,8
64347,10.16,0.00,14.70,13.36,183,0.55,1199,0.00,0.00,33.33,16,40.50,2.30,108,8.85,-5.95,1.76,0.00,7.06,8
64613,8.59,0.00,14.70,12.48,183,0.91,722,0.00,0.00,33.33,16,26.00,1.85,109,11.32,-3.92,1.76,0.00,7.45,8
64879,8.59,0.00,14.59,14.08,183,0.64,836,0.00,0.00,33.33,16,40.00,1.78,109,12.19,-2.32,1.68,0.00,7.84,8
65145,4.69,0.00,14.13,12.88,183,0.72,872,0.00,0.00,33.33,16,39.50,2.05,109,12.19,-2.32,1.72,0.00,8.63,8
65411,4.69,0.00,14.13,13.36,183,0.65,1040,0.00,0.00,33.33,16,26.00,2.14,109,11.90,-2.76,1.78,0.00,9.02,8
65677,6.25,0.00,14.93,13.52,183,0.60,1190,0.00,0.00,33.33,16,26.00,2.45,109,11.03,-3.63,1.80,0.00,9.02,8
65943,7.81,0.00,14.93,13.52,183,0.59,1297,0.00,0.00,33.33,16,32.00,2.43,109,10.30,-4.35,1.84,0.00,9.02,8
66208,8.59,0.00,15.04,13.36,183,0.54,1435,0.00,0.00,33.33,16,42.50,2.72,109,9.58,-5.08,1.86,0.00,9.02,8
66475,7.81,0.00,14.70,13.44,183,0.55,1580,0.00,0.00,33.33,16,28.00,2.99,109,9.14,-5.51,1.90,0.00,10.20,8
66740,7.81,0.00,14.81,13.52,183,0.57,1702,0.00,0.00,33.33,16,28.50,3.27,109,9.14,-5.51,1.98,0.00,10.59,8
67006,10.16,0.00,15.04,13.52,183,0.55,1849,0.00,0.00,33.33,16,28.50,3.55,109,9.00,-5.66,2.00,0.00,10.98,8
67272,10.16,0.00,14.59,13.52,183,0.54,1972,0.00,0.00,33.33,16,28.50,3.79,109,8.85,-5.80,2.02,0.00,10.98,8
67538,10.16,0.00,14.59,13.52,183,0.53,2096,0.00,0.00,33.33,16,28.50,4.02,109,8.71,-5.95,2.08,0.00,11.37,8
67804,9.38,0.00,14.59,13.52,183,0.52,2184,0.00,0.00,33.33,16,28.50,3.73,109,8.27,-6.38,2.08,0.00,11.37,8
68070,7.81,0.00,14.47,13.60,183,0.50,2323,0.00,0.00,33.33,16,28.00,3.96,108,7.98,-6.67,2.10,0.00,11.76,8
68336,7.81,0.00,14.59,13.52,183,0.18,2465,0.00,0.00,33.33,16,28.50,3.16,108,4.06,-9.14,1.52,0.00,0.00,8
68602,0.00,-0.78,12.75,13.60,183,0.11,2176,0.00,0.00,33.33,16,19.00,0.00,108,3.05,-11.61,1.32,0.00,0.00,10
68868,0.00,-0.78,12.98,13.52,183,0.14,1719,0.00,0.00,33.33,16,5.50,0.00,108,3.63,-11.46,1.32,0.00,8.24,10
69134,0.00,0.00,16.88,13.52,183,0.87,1366,0.00,0.00,33.33,16,6.00,2.91,108,10.74,-5.08,2.14,1.57,15.29,10
69400,0.00,0.00,16.88,13.60,183,0.87,1462,0.00,0.00,33.33,16,15.50,3.43,108,12.77,-2.03,2.12,3.92,17.25,10
69665,0.00,0.00,16.19,13.60,183,0.83,1529,0.00,0.00,33.33,16,24.50,3.59,108,13.06,-1.74,2.14,4.71,18.43,10
69931,7.03,0.00,16.19,13.60,183,0.83,1554,0.00,0.00,33.33,16,33.50,3.65,108,13.06,-1.60,2.16,5.10,18.43,8
70197,13.28,0.00,15.39,13.60,183,0.82,1693,0.00,0.00,33.33,16,31.00,4.30,108,12.77,-1.89,2.20,5.10,18.43,8
70462,17.19,0.00,14.70,13.60,183,0.82,1782,0.00,0.00,33.33,16,37.50,4.50,108,12.77,-1.89,2.22,5.10,18.43,8
70728,12.50,0.00,13.90,13.52,183,0.80,1889,0.00,0.00,33.33,16,34.00,4.77,108,12.62,-2.03,2.24,5.10,18.43,8
70994,10.94,0.00,14.24,13.52,183,0.80,1930,0.00,0.00,33.33,16,31.00,4.96,108,12.48,-2.18,2.26,4.71,18.04,8
71260,9.38,0.00,14.36,13.52,183,0.76,2042,0.00,0.00,33.33,16,31.00,4.72,108,12.33,-2.32,2.28,4.71,18.04,8
71526,9.38,0.00,14.59,13.52,183,0.77,2100,0.00,0.00,33.33,16,31.00,4.93,106,12.19,-2.47,2.28,4.71,18.04,8
71792,8.59,0.00,14.59,13.52,183,0.75,2212,0.00,0.00,33.33,16,31.00,5.19,106,12.04,-2.61,2.30,4.31,17.65,8
72057,7.81,0.00,14.59,13.60,183,0.75,2278,0.00,0.00,33.33,16,46.00,5.35,106,11.75,-2.90,2.34,4.31,17.65,8
72323,7.81,0.00,14.70,13.60,183,0.76,2320,0.00,0.00,33.33,16,46.00,5.44,106,11.61,-3.05,2.34,4.31,17.65,8
72589,7.81,0.00,14.59,13.60,183,0.74,2415,0.00,0.00,33.33,16,31.00,5.67,106,11.46,-3.19,2.36,4.31,17.25,8
72855,7.81,0.00,14.70,13.60,183,0.72,2521,0.00,0.00,33.33,16,38.50,5.92,106,11.17,-3.48,2.38,4.31,17.25,8
73121,7.03,0.00,14.59,13.60,183,0.73,2530,0.00,0.00,33.33,16,45.50,5.94,106,11.03,-3.48,2.38,4.31,17.25,8
73387,7.81,0.00,14.70,13.60,183,0.72,2642,0.00,0.00,33.33,16,35.50,5.64,106,10.88,-3.77,2.40,4.31,17.25,8
73653,7.81,0.00,14.70,13.60,183,0.72,2656,0.00,0.00,33.33,16,38.00,5.67,106,10.74,-3.92,2.42,4.31,17.25,8
73919,7.81,0.00,14.70,13.60,183,0.71,2731,0.00,0.00,33.33,16,35.00,5.83,106,10.59,-4.06,2.42,4.31,17.25,8
74185,8.59,0.00,14.70,13.52,183,0.71,2780,0.00,0.00,33.33,16,36.50,5.93,106,10.59,-4.06,2.42,3.92,17.25,8
74451,8.59,0.00,14.70,13.36,183,0.70,2856,0.00,0.00,66.67,16,31.00,6.09,104,10.45,-4.21,2.42,3.92,17.25,8
74717,7.03,0.00,14.47,13.28,183,0.71,2912,0.00,0.00,66.67,16,30.50,6.20,104,10.45,-4.21,2.44,3.92,17.25,8
74983,6.25,0.00,14.59,13.28,183,0.49,2933,0.00,0.00,66.67,16,28.50,6.30,104,9.00,-5.66,2.44,3.92,0.00,8
75249,0.00,0.00,12.17,13.36,183,0.19,2802,0.00,0.00,66.67,16,28.50,0.00,104,3.05,-11.61,1.56,0.00,0.00,10
75514,0.00,0.00,11.94,13.60,183,0.13,2346,0.00,0.00,33.33,16,16.50,0.00,104,2.47,-12.19,1.48,0.00,0.00,10
75780,0.00,0.00,12.98,13.60,183,0.58,2092,0.00,0.00,33.33,16,28.00,3.04,104,7.25,-7.40,2.02,0.39,15.29,10
76046,0.00,0.00,16.42,13.60,183,0.73,2073,0.00,0.00,33.33,16,36.50,4.42,104,11.03,-3.63,2.26,2.75,15.69,10
76312,1.56,0.00,15.96,13.60,183,0.71,2089,0.00,0.00,33.33,16,31.00,4.46,104,11.32,-3.34,2.24,2.75,15.69,8
76578,14.06,0.00,15.27,13.60,183,0.72,2110,0.00,0.00,33.33,16,31.00,4.95,104,11.32,-3.34,2.26,2.75,15.69,8
76844,16.41,0.00,14.13,13.60,183,0.71,2145,0.00,0.00,33.33,16,33.50,5.03,104,11.32,-3.34,2.26,2.75,15.69,8
77110,16.41,0.00,13.78,13.60,183,0.71,2196,0.00,0.00,33.33,16,34.00,5.15,102,11.32,-3.34,2.28,2.75,15.69,8
77376,10.16,0.00,13.55,13.52,183,0.71,2178,0.00,0.00,33.33,16,38.50,5.11,102,11.03,-3.63,2.26,2.75,15.69,8
77642,7.03,0.00,14.24,13.44,183,0.70,2216,0.00,0.00,33.33,16,33.50,4.73,102,10.88,-3.77,2.26,2.35,15.29,8
77908,6.25,0.00,14.47,13.44,183,0.68,2264,0.00,0.00,33.33,16,30.00,4.83,102,10.59,-4.06,2.26,2.35,14.51,8
78174,4.69,0.00,14.47,13.36,183,0.62,2304,0.00,0.00,33.33,16,28.50,4.42,102,9.87,-4.64,2.22,1.18,13.73,8
78440,3.12,0.00,14.59,13.36,183,0.59,2323,0.00,0.00,33.33,16,28.50,4.46,102,9.58,-5.08,2.18,0.78,12.94,8
78705,3.12,0.00,14.59,13.28,183,0.57,2304,0.00,0.00,33.33,16,28.50,4.42,102,9.29,-5.22,2.18,0.39,12.94,8
78971,3.91,0.00,14.70,13.28,183,0.58,2318,0.00,0.00,33.33,16,34.50,4.45,102,9.14,-5.51,2.18,0.39,12.94,8
79237,3.91,0.00,14.70,13.28,183,0.58,2324,0.00,0.00,33.33,16,28.50,4.46,102,9.14,-5.51,2.18,0.39,12.94,8
79503,3.91,0.00,14.70,13.28,183,0.56,2352,0.00,0.00,33.33,16,31.00,4.44,102,9.00,-5.66,2.18,0.39,12.94,8
79769,4.69,0.00,14.70,13.36,183,0.56,2352,0.00,0.00,33.33,16,28.50,4.44,102,9.00,-5.66,2.18,0.39,12.55,8
80035,4.69,0.00,14.70,13.52,183,0.57,2335,0.00,0.00,33.33,16,33.00,4.52,102,8.85,-5.80,2.18,0.39,12.55,8
80301,4.69,0.00,14.70,13.52,183,0.56,2346,0.00,0.00,33.33,16,13.00,4.52,100,8.85,-5.80,2.16,0.00,12.55,8
80567,5.47,0.00,14.70,13.52,183,0.55,2364,0.00,0.00,33.33,16,28.50,4.50,100,8.71,-5.95,2.16,0.00,12.55,8
80833,5.47,0.00,14.59,13.52,183,0.55,2372,0.00,0.00,33.33,16,35.50,4.56,100,8.56,-6.09,2.16,0.00,12.16,8
81099,3.91,0.00,14.47,13.36,183,0.54,2354,0.00,0.00,33.33,16,28.50,4.52,100,8.56,-6.09,2.16,0.00,12.16,8
81364,3.91,0.00,14.47,13.28,183,0.52,2366,0.00,0.00,33.33,16,28.50,4.04,100,8.27,-6.38,2.12,0.00,11.76,8
81630,3.91,0.00,14.70,13.28,183,0.53,2354,0.00,0.00,33.33,16,32.00,4.02,100,8.13,-6.53,2.12,0.00,11.76,8
81896,3.12,0.00,14.59,13.28,183,0.51,2361,0.00,0.00,33.33,16,42.50,4.03,100,8.13,-6.53,2.12,0.00,11.37,8
82162,3.12,0.00,14.70,13.28,183,0.50,2376,0.00,0.00,33.33,16,32.00,4.05,100,7.84,-6.67,2.10,0.00,10.98,8
82428,1.56,0.00,14.36,12.96,183,0.46,2364,0.00,0.00,33.33,16,27.00,4.03,100,7.40,-7.25,2.04,0.00,9.80,8
82694,0.78,0.00,14.70,13.12,183,0.47,2421,0.00,0.00,33.33,16,41.50,4.13,100,7.40,-7.25,2.08,0.00,9.80,8
82960,0.78,0.00,14.59,13.28,183,0.48,2384,0.00,0.00,33.33,16,30.50,4.07,99,7.40,-7.25,2.08,0.00,9.80,8
83226,3.91,0.00,14.93,13.28,183,0.48,2375,0.00,0.00,33.33,16,33.00,4.05,99,7.40,-7.25,2.08,0.00,9.80,8
83492,3.91,0.00,14.81,13.36,183,0.48,2404,0.00,0.00,33.33,16,31.50,4.10,99,7.40,-7.25,2.08,0.00,9.80,8
83757,5.47,0.00,14.70,13.36,183,0.47,2390,0.00,0.00,33.33,16,31.50,4.08,99,7.40,-7.25,2.08,0.00,9.80,8
84023,5.47,0.00,14.70,13.44,183,0.48,2405,0.00,0.00,33.33,16,32.50,4.10,99,7.40,-7.25,2.08,0.00,9.80,8
84289,4.69,0.00,14.59,13.44,183,0.46,2393,0.00,0.00,33.33,16,30.50,4.09,99,7.25,-7.40,2.06,0.00,9.41,8
84555,4.69,0.00,14.59,12.96,183,0.46,2382,0.00,0.00,33.33,16,40.00,4.12,99,7.11,-7.55,2.06,0.00,9.41,8
84821,2.34,0.00,14.24,13.36,183,0.46,2407,0.00,0.00,33.33,16,26.50,4.09,99,6.96,-7.69,2.04,0.00,9.02,8
85087,2.34,0.00,14.70,12.80,181,0.44,2394,0.00,0.00,33.33,16,30.50,4.12,99,6.96,-7.69,2.04,0.00,9.02,8
85353,1.56,0.00,14.70,13.36,181,0.43,2412,0.00,0.00,33.33,16,26.00,3.58,99,6.67,-7.98,2.02,0.00,8.63,8
85618,1.56,0.00,14.59,12.96,181,0.43,2396,0.00,0.00,33.33,16,31.00,3.58,99,6.67,-7.98,2.02,0.00,8.63,8
85884,2.34,0.00,14.70,14.08,181,0.48,2428,0.00,0.00,33.33,16,34.00,3.63,99,7.11,-7.55,2.06,0.00,10.98,8
86150,5.47,0.00,15.04,13.84,181,0.53,2426,0.00,0.00,33.33,16,21.00,4.14,99,7.98,-6.67,2.16,0.00,11.76,8
86416,12.50,0.00,15.39,13.60,181,0.56,2466,0.00,0.00,33.33,16,33.50,4.73,99,8.56,-6.09,2.20,0.00,12.55,8
86682,10.94,0.00,14.59,13.52,181,0.57,2480,0.00,0.00,33.33,16,28.50,4.76,99,8.85,-5.80,2.20,0.00,12.55,8
86949,10.16,0.00,14.47,13.44,181,0.58,2467,0.00,0.00,33.33,16,42.50,4.74,97,8.85,-5.80,2.22,0.39,12.94,8
87215,8.59,0.00,14.47,13.44,181,0.60,2482,0.00,0.00,33.33,16,28.50,4.77,97,8.85,-5.80,2.22,0.39,12.94,8
87481,7.81,0.00,14.59,13.44,181,0.58,2502,0.00,0.00,33.33,16,28.50,4.80,97,8.71,-5.80,2.22,0.39,12.55,8
87746,5.47,0.00,14.47,13.44,181,0.52,2508,0.00,0.00,33.33,16,43.00,4.82,97,7.40,-6.38,2.14,0.00,7.84,8
88011,-6.25,0.00,13.21,13.52,181,0.37,2534,0.00,0.00,33.33,16,26.00,3.78,97,5.80,-8.56,1.96,0.00,7.45,8
88278,-7.03,0.00,14.47,13.44,181,0.36,2523,0.00,0.00,33.33,16,26.00,3.23,97,5.66,-9.00,1.94,0.00,7.45,8
88543,-1.56,0.00,15.27,13.52,181,0.36,2548,0.00,0.00,33.33,16,26.00,3.26,97,5.66,-9.00,1.94,0.00,7.45,8
88809,3.12,0.00,15.16,13.52,181,0.43,2552,0.00,0.00,33.33,16,13.00,3.81,97,6.24,-8.71,2.04,0.00,9.41,8
89075,5.47,0.00,14.81,13.52,181,0.45,2584,0.00,0.00,33.33,16,33.00,3.83,97,6.67,-7.98,2.08,0.00,9.80,8
89341,7.03,0.00,14.93,13.52,181,0.45,2563,0.00,0.00,33.33,16,26.50,4.39,97,6.82,-7.84,2.08,0.00,9.80,8
89607,7.03,0.00,14.59,13.28,181,0.45,2589,0.00,0.00,33.33,16,26.50,4.38,95,6.82,-7.84,2.08,0.00,9.80,8
89873,5.47,0.00,14.59,13.36,181,0.44,2614,0.00,0.00,33.33,16,26.50,4.45,95,6.82,-7.84,2.08,0.00,9.80,8
90139,4.69,0.00,14.59,13.36,181,0.44,2613,0.00,0.00,33.33,16,31.00,4.46,95,6.67,-7.98,2.08,0.00,9.80,8
90405,4.69,0.00,14.59,13.36,181,0.44,2620,0.00,0.00,33.33,16,40.00,3.91,95,6.67,-7.98,2.08,0.00,9.80,8
90672,4.69,0.00,14.70,13.44,181,0.42,2649,0.00,0.00,33.33,16,29.50,3.96,95,6.53,-8.13,2.06,0.00,9.41,8
90938,4.69,0.00,14.81,13.44,181,0.42,2650,0.00,0.00,33.33,16,41.00,3.96,95,6.38,-8.27,2.06,0.00,9.41,8
91204,4.69,0.00,14.70,13.44,181,0.43,2642,0.00,0.00,33.33,16,41.00,3.95,93,6.38,-8.27,2.06,0.00,9.41,8
91469,4.69,0.00,14.70,13.52,181,0.42,2685,0.00,0.00,33.33,16,26.00,4.01,93,6.24,-8.27,2.06,0.00,9.41,8
91735,4.69,0.00,14.59,13.52,180,0.43,2636,0.00,0.00,33.33,16,41.00,3.94,93,6.38,-8.27,2.06,0.00,9.41,8
92001,3.91,0.00,14.59,13.52,180,0.42,2667,0.00,0.00,33.33,16,41.50,3.98,93,6.38,-8.42,2.06,0.00,9.41,8
92267,3.91,0.00,14.70,13.52,180,0.42,2662,0.00,0.00,33.33,16,26.00,3.98,93,6.38,-8.27,2.06,0.00,9.41,8
92533,3.91,0.00,14.70,13.60,180,0.43,2642,0.00,0.00,33.33,16,33.50,3.95,93,6.38,-8.27,2.08,0.00,9.41,8
92799,3.91,0.00,14.70,13.60,180,0.43,2638,0.00,0.00,33.33,16,30.00,3.94,93,6.53,-8.27,2.06,0.00,9.80,8
93065,3.91,0.00,14.70,13.60,180,0.44,2672,0.00,0.00,33.33,16,41.00,3.99,91,6.53,-8.13,2.08,0.00,9.80,8
93331,4.69,0.00,14.70,13.60,180,0.42,2646,0.00,0.00,33.33,16,26.00,3.95,91,6.24,-8.27,2.04,0.00,9.02,8
93597,3.12,0.00,14.59,13.60,180,0.42,2646,0.00,0.00,33.33,16,30.50,3.95,91,6.24,-8.56,2.06,0.00,9.80,8
93863,4.69,0.00,14.93,13.60,180,0.46,2663,0.00,0.00,33.33,16,26.50,3.98,91,6.67,-8.13,2.10,0.00,10.20,8
94129,8.59,0.00,15.04,13.52,180,0.47,2671,0.00,0.00,33.33,16,42.00,4.51,91,6.96,-7.69,2.12,0.00,10.59,8
94395,7.81,0.00,14.70,13.44,180,0.48,2658,0.00,0.00,33.33,16,27.50,4.54,91,7.11,-7.55,2.14,0.00,10.98,8
94661,7.03,0.00,14.70,13.44,180,0.49,2680,0.00,0.00,33.33,16,34.50,4.59,91,7.25,-7.40,2.16,0.00,10.98,8
94926,7.03,0.00,14.59,13.52,180,0.50,2672,0.00,0.00,33.33,16,31.50,4.55,91,7.25,-7.40,2.16,0.00,10.98,8
95192,5.47,0.00,14.59,13.52,180,0.45,2672,0.00,0.00,33.33,16,40.50,4.57,90,6.96,-7.69,2.12,0.00,9.80,8
95458,0.78,0.00,14.13,13.52,178,0.43,2695,0.00,0.00,33.33,16,26.00,4.02,90,6.53,-8.13,2.08,0.00,9.80,8
95724,0.78,0.00,14.70,13.52,178,0.43,2700,0.00,0.00,33.33,16,26.00,4.03,90,6.38,-8.27,2.08,0.00,9.80,8
95989,1.56,0.00,14.81,13.52,178,0.43,2679,0.00,0.00,33.33,16,26.00,4.00,90,6.38,-8.27,2.08,0.00,9.80,8
96254,2.34,0.00,14.70,13.52,178,0.43,2674,0.00,0.00,33.33,16,32.50,3.99,90,6.38,-8.27,2.08,0.00,9.41,8
96520,2.34,0.00,14.70,13.52,178,0.42,2694,0.00,0.00,33.33,16,33.50,4.02,90,6.38,-8.27,2.08,0.00,9.80,8
