Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Global Timing User Adjustment Value (degrees),Ignition Base Timing* (degrees)
0,-21.88,-0.78,13.67,13.36,190,0.20,1241,0.00,0.00,33.33,16,41.50,1.59,81,0.00,-10.74,1.34,0.00,1.18,0,29.57
275,-21.88,-0.78,13.78,12.88,190,0.19,1394,0.00,0.00,33.33,16,26.00,1.78,81,0.00,-11.03,1.34,0.00,1.18,0,32.73
549,0.00,-0.78,13.55,13.44,190,0.18,1452,0.00,0.00,33.33,16,26.00,1.86,81,0.00,-11.32,1.34,0.00,1.18,0,26.41
824,0.00,-0.78,12.63,13.60,190,0.18,1436,0.00,0.00,33.33,16,26.00,1.53,81,0.00,-11.17,1.34,0.00,1.18,0,26.41
1099,0.00,-0.78,12.06,13.60,190,0.19,1423,0.00,0.00,33.33,16,26.00,1.52,81,0.00,-11.17,1.34,0.00,1.57,0,26.41
1374,0.00,-0.78,12.06,13.68,190,0.20,1423,0.00,0.00,33.33,16,34.00,1.52,81,0.00,-11.17,1.36,0.00,1.96,0,29.57
1649,-2.34,-1.56,12.29,13.60,190,0.31,1346,0.00,0.00,33.33,16,28.50,1.73,81,0.00,-10.88,1.44,0.00,2.75,0,26.41
1923,-13.28,-2.34,12.63,13.60,190,0.36,1283,0.00,0.00,33.33,16,26.00,1.64,81,0.00,-10.30,1.50,0.00,3.53,0,32.73
2198,-15.62,-3.12,13.67,13.60,190,0.45,1220,0.00,0.00,33.33,16,31.00,1.56,82,0.00,-9.72,1.56,0.00,4.31,0,26.41
2472,-15.62,-3.91,14.59,13.52,190,0.49,1155,0.00,0.00,33.33,16,40.50,1.73,82,0.00,-8.85,1.58,0.00,4.31,0,26.41
2747,-16.41,-4.69,14.70,13.52,190,0.59,1018,0.00,0.00,33.33,16,38.50,1.52,82,0.00,-7.98,1.60,0.00,4.71,0,26.41
3021,-17.97,-5.47,14.59,13.60,190,0.63,948,0.00,0.00,33.33,16,30.50,1.42,82,0.00,-7.11,1.60,0.00,4.71,0,40.12
3296,-16.41,-5.47,14.93,13.60,190,0.59,992,0.00,0.00,33.33,16,24.00,1.48,82,0.00,-6.67,1.60,0.00,4.71,0,26.41
3570,-8.59,-7.81,16.31,13.60,190,0.15,1632,0.00,0.00,33.33,16,25.50,1.74,82,0.00,-8.42,1.28,0.00,0.00,0,35.90
3844,0.00,-6.25,16.08,13.52,190,0.10,1748,0.00,0.00,33.33,16,18.00,1.86,82,0.00,-11.90,1.22,0.00,0.00,0,17.27
4119,0.00,-5.47,14.59,13.44,190,0.13,1460,0.00,0.00,33.33,16,13.00,1.56,82,0.00,-12.04,1.22,0.00,0.00,0,13.05
4393,0.00,-4.69,13.32,13.52,190,0.15,1229,0.00,0.00,33.33,16,21.00,1.31,82,0.00,-11.75,1.22,0.00,0.00,0,13.05
4668,0.00,-3.91,12.29,13.52,190,0.17,1058,0.00,0.00,33.33,16,21.00,1.18,82,0.00,-11.61,1.24,0.00,0.00,0,13.05
4943,0.00,-3.91,11.83,13.68,190,0.18,994,0.00,0.00,33.33,16,21.00,1.06,82,0.00,-11.32,1.22,0.00,0.00,0,13.05
5217,-7.03,-3.12,11.71,13.68,190,0.18,1000,0.00,0.00,33.33,16,21.00,1.07,84,0.00,-11.17,1.22,0.00,0.00,0,13.05
5492,-12.50,-3.12,11.71,13.60,190,0.18,1014,0.00,0.00,33.33,16,18.00,1.08,84,0.00,-11.03,1.22,0.00,0.00,0,13.05
5766,-17.97,-0.78,11.83,13.52,190,0.18,1028,0.00,0.00,33.33,16,15.50,1.10,84,0.00,-11.17,1.22,0.00,0.00,0,13.05
6041,-22.66,-0.78,11.94,13.52,190,0.18,1017,0.00,0.00,33.33,16,15.50,1.08,84,0.00,-11.17,1.22,0.00,0.00,0,13.05
6315,-23.44,-0.78,12.06,13.60,190,0.19,1016,0.00,0.00,33.33,16,15.50,1.08,84,0.00,-11.03,1.24,0.00,0.00,0,13.05
6589,-22.66,-0.78,12.17,13.60,190,0.21,1006,0.00,0.00,33.33,16,14.00,1.07,84,0.00,-11.03,1.28,0.00,0.78,0,13.05
6864,-22.66,-0.78,12.17,13.68,190,0.24,1071,0.00,0.00,33.33,16,32.00,1.14,84,0.00,-10.59,1.34,0.00,1.18,0,29.57
7138,-22.66,-0.78,12.40,13.68,190,0.26,1191,0.00,0.00,33.33,16,26.00,1.27,84,0.00,-10.45,1.38,0.00,2.35,0,29.92
7413,-22.66,-1.56,13.67,13.68,190,0.32,1320,0.00,0.00,33.33,16,26.00,1.39,84,0.00,-10.30,1.44,0.00,2.75,0,40.12
7687,-21.09,-2.34,14.81,13.52,190,0.32,1384,0.00,0.00,33.33,16,41.00,1.48,84,0.00,-10.30,1.48,0.00,3.14,0,33.44
7961,-12.50,-3.12,16.19,13.60,190,0.33,1398,0.00,0.00,33.33,16,28.50,1.79,84,0.00,-10.16,1.48,0.00,3.14,0,26.41
8234,-4.69,-3.91,16.42,13.60,190,0.33,1412,0.00,0.00,33.33,16,40.00,1.81,86,0.00,-10.16,1.48,0.00,3.53,0,40.47
8509,-2.34,-4.69,15.50,13.60,190,0.33,1472,0.00,0.00,33.33,16,40.00,1.88,86,0.00,-10.16,1.50,0.00,3.53,0,40.12
8783,-5.47,-5.47,14.47,13.60,190,0.36,1518,0.00,0.00,33.33,16,30.50,1.94,86,0.00,-10.01,1.54,0.00,4.31,0,39.77
9057,-7.03,-5.47,14.47,13.60,190,0.37,1524,0.00,0.00,33.33,16,40.00,1.92,86,0.00,-9.87,1.56,0.00,4.31,0,30.62
9332,-7.03,-7.81,14.59,13.52,190,0.38,1516,0.00,0.00,33.33,16,26.00,1.94,86,0.00,-9.72,1.58,0.00,4.31,0,41.52
9607,-7.03,-7.81,14.70,13.52,190,0.37,1543,0.00,0.00,33.33,16,26.00,1.98,86,0.00,-9.72,1.58,0.00,4.31,0,26.41
9881,-4.69,-7.81,15.16,13.52,190,0.38,1552,0.00,0.00,33.33,16,40.50,1.99,86,0.00,-9.72,1.58,0.00,4.71,0,40.47
10156,-3.12,-7.03,14.93,13.44,190,0.39,1575,0.00,0.00,33.33,16,30.00,2.02,86,0.00,-9.72,1.60,0.00,4.71,0,26.41
10430,-3.12,-6.25,14.81,13.52,190,0.42,1532,0.00,0.00,33.33,16,26.00,1.98,86,0.00,-9.58,1.64,0.00,5.10,0,40.47
10705,-3.91,-5.47,14.70,13.60,190,0.49,1356,0.00,0.00,33.33,16,28.50,2.02,86,0.00,-9.00,1.66,0.00,5.49,0,30.27
10979,-6.25,-4.69,14.36,13.60,190,0.58,1164,0.00,0.00,33.33,16,24.00,1.74,86,0.00,-8.13,1.66,0.00,5.49,0,26.41
11254,-10.16,-3.91,13.90,13.68,190,0.76,1030,0.00,0.00,33.33,16,27.00,1.76,86,0.00,-6.82,1.70,0.00,5.88,0,29.57
11528,-11.72,-3.12,14.13,13.68,190,0.76,1008,0.00,0.00,33.33,16,28.00,1.94,86,0.00,-5.37,1.76,0.00,6.27,0,26.41
11803,-3.12,-2.34,15.85,13.68,190,0.78,1021,0.00,0.00,33.33,16,31.00,1.96,86,0.00,-4.64,1.76,0.00,6.27,0,26.41
12077,-1.56,0.00,15.62,13.44,190,0.78,1033,0.00,0.00,33.33,16,24.00,1.98,86,0.00,-4.50,1.76,0.00,6.67,0,34.49
12352,-1.56,0.00,15.04,13.76,190,0.69,1114,0.00,0.00,33.33,16,27.00,2.14,86,0.00,-4.21,1.72,0.00,6.67,0,26.41
12626,-2.34,0.00,14.70,13.68,190,0.73,1221,0.00,0.00,33.33,16,24.00,2.34,88,0.00,-4.64,1.80,0.00,6.67,0,26.41
12901,0.00,0.00,15.04,13.68,190,0.69,1342,0.00,0.00,33.33,16,29.50,2.58,88,1.00,-5.37,1.82,0.00,6.67,0,41.52
13175,-2.34,0.00,14.36,13.60,190,0.66,1481,0.00,0.00,33.33,16,31.00,2.53,88,1.50,-6.09,1.82,0.00,6.67,0,26.41
13450,-3.91,0.00,14.36,13.60,190,0.61,1595,0.00,0.00,33.33,16,28.50,2.72,88,1.50,-6.82,1.84,0.00,6.67,0,26.41
13724,-5.47,0.00,14.59,13.44,192,0.59,1709,0.00,0.00,33.33,16,25.50,2.92,88,1.00,-7.40,1.84,0.00,6.67,0,28.87
13998,-4.69,0.00,14.70,13.52,192,0.56,1808,0.00,0.00,33.33,16,25.50,2.70,88,1.00,-7.84,1.84,0.00,6.67,0,26.41
14273,-3.12,0.00,14.70,13.52,190,0.50,1909,0.00,0.00,33.33,16,40.00,2.85,88,1.00,-8.13,1.82,0.00,6.67,0,40.47
14547,-3.91,0.00,14.70,13.52,192,0.48,1978,0.00,0.00,33.33,16,29.50,2.95,88,0.50,-8.42,1.82,0.00,6.67,0,34.14
14822,0.00,0.00,15.04,13.60,192,0.49,2054,0.00,0.00,33.33,16,29.50,3.05,88,0.50,-8.56,1.84,0.00,6.67,0,26.41
15096,3.91,0.00,14.81,13.60,192,0.58,2130,0.00,0.00,33.33,16,27.00,3.18,88,1.00,-8.56,1.92,0.00,8.63,0,28.87
15370,-0.78,0.00,13.78,13.60,192,0.77,2266,0.00,0.00,33.33,16,42.00,4.35,88,3.00,-6.96,2.08,0.00,10.98,0,26.41
15651,-10.94,0.00,13.67,13.60,192,0.77,2386,0.00,0.00,33.33,16,35.50,4.07,88,3.50,-7.11,2.08,0.00,10.98,0,26.41
15926,-12.50,0.00,14.36,13.52,192,0.73,2535,0.00,0.00,33.33,16,27.00,4.33,88,3.00,-7.55,2.10,0.00,10.98,0,39.77
16201,-12.50,0.00,14.59,13.52,192,0.70,2674,0.00,0.00,33.33,16,42.50,4.52,88,3.00,-7.84,2.12,0.00,10.98,0,26.41
16476,-10.94,0.00,14.70,13.68,192,0.69,2771,0.00,0.00,33.33,16,31.00,4.14,88,2.50,-8.13,2.12,0.00,11.37,0,33.79
16750,-10.16,0.00,14.59,13.60,192,0.69,2834,0.00,0.00,66.67,16,27.00,4.23,88,2.50,-7.98,2.14,0.00,11.37,0,26.41
17025,-9.38,0.00,14.70,13.60,192,0.67,2956,0.00,0.00,66.67,16,32.50,4.41,88,2.50,-8.13,2.14,0.00,11.37,0,26.41
17299,-8.59,0.00,14.70,13.60,192,0.66,3064,0.00,0.00,66.67,16,33.00,4.57,88,2.00,-8.13,2.14,0.00,11.37,0,26.41
17574,-9.38,0.00,14.59,13.68,192,0.64,3182,0.00,0.00,66.67,16,26.00,4.67,88,2.00,-8.13,2.16,0.00,11.76,0,32.03
17849,-7.81,0.00,14.70,13.52,192,0.65,3254,0.00,0.00,66.67,16,31.50,4.76,88,2.00,-8.13,2.18,0.00,11.76,0,30.27
18123,-5.47,0.00,14.70,13.52,192,0.64,3296,0.00,0.00,66.67,16,26.00,4.92,86,2.00,-8.13,2.18,0.00,11.76,0,26.41
18398,-5.47,0.00,14.59,13.44,192,0.62,3417,0.00,0.00,66.67,16,26.00,5.10,86,1.50,-8.27,2.18,0.00,11.76,0,40.82
18673,-4.69,0.00,14.59,13.52,192,0.62,3508,0.00,0.00,66.67,16,26.00,5.24,86,1.50,-8.27,2.20,0.00,12.16,0,30.98
18947,-3.12,0.00,14.70,13.52,192,0.62,3528,0.00,0.00,66.67,16,28.50,5.27,86,1.50,-8.27,2.24,0.00,12.16,0,32.73
19222,-2.34,0.00,14.70,13.44,192,0.61,3656,0.00,0.00,66.67,16,41.00,5.36,86,1.50,-8.42,2.24,0.00,12.55,0,26.41
19496,0.78,0.00,14.81,13.44,192,0.60,3705,0.00,0.00,66.67,16,29.50,5.53,86,1.50,-8.56,2.26,0.00,12.55,0,29.57
19771,3.12,0.00,14.70,13.36,192,0.61,3790,0.00,0.00,66.67,16,26.00,5.66,86,1.50,-8.42,2.28,0.00,12.55,0,26.41
20045,5.47,0.00,14.81,13.36,192,0.39,3872,0.00,0.00,66.67,16,30.50,5.78,86,1.50,-8.56,2.26,0.00,7.06,0,41.52
20320,0.00,-0.78,12.40,13.44,192,0.16,3666,0.00,0.00,66.67,16,22.50,0.00,86,0.00,-12.19,1.66,0.00,0.00,0,23.95
20595,0.00,-1.56,14.81,13.44,192,0.19,3130,0.00,0.00,66.67,16,15.50,0.00,86,0.00,-11.46,1.58,0.00,0.78,0,17.97
20869,0.00,0.00,22.28,13.52,192,0.80,2082,0.00,0.00,33.33,16,20.00,4.39,84,1.00,-9.00,2.08,0.00,9.41,0,26.41
21144,-10.94,0.00,11.94,13.60,192,0.98,2163,0.00,0.00,33.33,16,34.00,5.08,84,4.50,-6.24,2.20,0.78,13.33,0,26.41
21419,-21.09,0.00,12.52,13.60,192,0.89,2403,0.00,0.00,33.33,16,34.00,5.13,84,4.50,-5.22,2.22,1.18,13.73,0,26.41
21694,-21.09,0.00,13.67,13.52,192,0.92,2360,0.00,0.00,33.33,16,29.00,5.03,84,4.50,-5.37,2.24,1.18,13.73,0,29.92
21968,-21.09,0.00,13.67,13.52,192,0.91,2448,0.00,0.00,33.33,16,29.00,5.22,84,4.50,-5.51,2.24,1.18,13.73,0,26.41
22243,-21.09,0.00,13.90,13.44,192,0.89,2518,0.00,0.00,33.33,16,36.50,5.35,84,4.50,-5.66,2.26,1.57,14.12,0,26.41
22518,-21.09,0.00,14.01,13.68,192,0.92,2556,0.00,0.00,33.33,16,36.00,5.59,84,4.50,-5.66,2.30,1.96,14.90,0,26.41
22792,-21.09,0.00,14.36,13.68,192,0.96,2642,0.00,0.00,33.33,16,29.00,5.64,84,4.50,-5.08,2.34,2.75,15.69,0,26.41
23067,-21.09,0.00,14.13,13.68,192,0.99,2700,0.00,0.00,33.33,16,42.50,5.76,84,4.50,-4.93,2.38,3.14,16.08,0,26.41
23341,-21.09,0.00,14.13,13.68,192,0.98,2778,0.00,0.00,33.33,16,34.00,5.93,82,4.50,-4.93,2.38,3.14,16.08,0,31.68
23615,-21.09,0.00,14.01,13.52,192,0.97,2857,0.00,0.00,66.67,16,29.00,6.09,82,4.50,-4.93,2.40,3.14,16.47,0,26.41
23890,-21.09,0.00,13.90,13.44,192,0.98,2880,0.00,0.00,66.67,16,33.00,6.01,82,4.50,-4.79,2.42,3.53,16.47,0,30.62
24165,-21.09,0.00,14.24,13.44,192,0.97,2965,0.00,0.00,66.67,16,36.00,6.33,82,4.50,-4.79,2.44,3.53,16.47,0,32.03
24440,-21.09,0.00,14.01,13.52,192,0.98,3002,0.00,0.00,66.67,16,36.00,6.40,82,4.50,-4.50,2.44,3.53,16.86,0,31.68
24715,-21.09,0.00,14.13,13.52,192,0.97,3093,0.00,0.00,66.67,16,44.00,6.60,82,4.50,-4.50,2.46,3.92,17.25,0,26.41
24990,-20.31,0.00,14.36,13.52,192,0.96,3136,0.00,0.00,66.67,16,29.00,6.69,82,4.50,-4.35,2.48,4.31,17.65,0,29.57
25264,-21.09,-0.78,14.47,13.52,192,0.95,3234,0.00,0.00,66.67,16,32.00,6.81,82,4.50,-4.21,2.50,4.31,17.65,0,32.38
25539,-20.31,-0.78,14.47,13.44,192,0.94,3302,0.00,0.00,66.67,16,29.00,7.04,82,4.50,-4.21,2.52,4.31,17.65,0,26.41
25814,-20.31,-0.78,14.47,13.36,192,0.94,3339,0.00,0.00,66.67,16,35.00,7.12,82,4.50,-4.21,2.52,4.31,18.04,0,40.47
26088,-21.09,-0.78,14.24,13.36,192,0.93,3404,0.00,0.00,66.67,16,29.00,7.26,82,4.50,-4.21,2.54,4.71,18.04,0,30.98
26363,-21.09,-0.78,14.47,13.36,192,0.93,3464,0.00,0.00,66.67,16,29.00,7.39,82,4.50,-4.35,2.54,4.31,18.04,0,41.52
26638,-20.31,-0.78,14.24,13.28,192,0.91,3538,0.00,0.00,66.67,16,29.00,7.56,82,4.50,-4.50,2.54,4.31,18.04,0,40.47
26912,-21.09,-0.78,14.47,13.60,192,0.90,3585,0.00,0.00,66.67,16,29.00,7.51,82,4.50,-4.64,2.54,4.31,18.04,0,29.22
27187,-20.31,-0.78,14.81,13.60,192,0.90,3651,0.00,0.00,66.67,16,34.50,7.79,82,4.50,-4.79,2.58,4.71,18.04,0,32.38
27461,-19.53,-0.78,14.70,13.60,192,0.90,3673,0.00,0.00,66.67,16,29.00,7.84,81,4.50,-4.79,2.58,4.31,18.04,0,26.41
27736,-17.97,-0.78,14.70,13.60,192,0.87,3794,0.00,0.00,66.67,16,33.00,8.09,81,4.50,-4.93,2.58,4.31,18.04,0,26.41
28010,-18.75,-0.78,14.59,13.52,192,0.87,3846,0.00,0.00,66.67,16,28.50,8.20,81,4.50,-5.08,2.60,4.31,17.65,0,31.68
28285,-18.75,-0.78,14.59,13.36,192,0.85,3914,0.00,0.00,66.67,16,28.50,8.35,81,4.50,-5.22,2.58,4.31,17.65,0,32.03
28560,-21.09,-0.78,14.24,13.36,192,0.62,3922,0.00,0.00,66.67,16,32.50,7.53,81,3.50,-5.95,2.46,1.57,11.37,0,26.41
28834,0.00,-0.78,11.71,13.44,192,0.33,3884,0.00,0.00,66.67,16,35.50,4.97,81,0.00,-11.46,2.06,0.00,0.00,0,21.84
29110,0.00,-0.78,12.29,13.52,192,0.20,3265,0.00,0.00,66.67,16,17.00,0.00,81,0.00,-11.61,1.68,0.00,0.00,0,15.51
29383,0.00,-0.78,22.28,13.52,192,0.68,2755,0.00,0.00,66.67,16,23.50,4.70,81,0.00,-11.03,2.18,0.00,12.16,0,25.00
29659,-10.16,-0.78,12.40,13.52,192,0.84,2813,0.00,0.00,66.67,16,31.00,6.00,81,3.50,-6.24,2.30,0.78,13.73,0,26.41
29933,-17.97,-0.78,12.98,13.52,192,0.88,2793,0.00,0.00,66.67,16,35.50,5.96,81,4.50,-5.80,2.32,1.57,14.12,0,40.82
30208,-18.75,-0.78,13.67,13.52,190,0.91,2806,0.00,0.00,66.67,16,36.00,5.99,81,4.50,-5.66,2.34,1.96,14.51,0,40.82
30483,-17.97,-0.78,13.78,13.44,190,0.94,2816,0.00,0.00,66.67,16,29.00,6.05,81,4.50,-5.37,2.34,2.35,15.29,0,41.52
30758,-21.09,-0.78,14.24,13.52,190,0.97,2868,0.00,0.00,66.67,16,36.50,6.12,81,4.50,-5.08,2.40,3.14,16.08,0,26.41
31032,-21.88,-0.78,14.59,13.60,190,1.02,2859,0.00,0.00,66.67,16,42.50,6.10,81,4.50,-4.50,2.44,3.92,17.25,0,26.41
31307,-21.09,-0.78,14.70,13.60,190,1.04,2899,0.00,0.00,66.67,16,32.00,6.80,81,4.50,-4.06,2.48,4.31,17.65,0,26.41
31581,-18.75,-0.78,14.93,13.60,190,1.05,2948,0.00,0.00,66.67,16,29.00,6.92,81,4.50,-3.63,2.50,4.71,18.43,0,26.41
31856,-17.97,-0.78,14.70,13.60,190,1.07,2981,0.00,0.00,66.67,16,29.00,6.99,81,4.50,-3.34,2.52,5.10,18.82,0,26.41
32131,-17.97,-0.78,14.81,13.36,190,1.08,3014,0.00,0.00,66.67,16,32.00,7.07,81,4.50,-3.05,2.56,5.88,19.61,0,26.41
32406,-15.62,-0.78,14.81,13.44,190,1.08,3054,0.00,0.00,66.67,16,29.00,7.17,81,4.50,-2.76,2.58,6.27,19.61,0,41.17
32681,-15.62,-0.78,14.70,13.44,190,1.07,3107,0.00,0.00,66.67,16,29.00,7.29,81,4.50,-2.61,2.58,6.27,20.00,0,26.41
32955,-14.06,-0.78,14.70,13.44,190,1.07,3121,0.00,0.00,66.67,16,29.00,7.32,81,4.50,-2.47,2.60,6.27,20.00,0,26.41
33230,-13.28,-0.78,14.70,13.44,190,1.07,3170,0.00,0.00,66.67,16,29.00,7.40,81,4.50,-2.47,2.62,6.27,20.00,0,26.41
33504,-14.06,-0.78,14.70,13.52,190,1.06,3226,0.00,0.00,66.67,16,42.50,7.42,81,4.50,-2.47,2.62,6.27,20.00,0,26.41
33780,-10.94,-0.78,15.04,13.44,190,1.05,3242,0.00,0.00,66.67,16,29.00,7.61,81,4.50,-2.47,2.62,6.27,20.00,0,29.57
34054,-11.72,-0.78,14.59,13.44,190,1.05,3279,0.00,0.00,66.67,16,36.00,7.70,81,4.50,-2.47,2.62,6.27,20.00,0,40.47
34328,-11.72,-0.78,14.70,13.44,190,1.04,3318,0.00,0.00,66.67,16,33.00,7.79,81,4.50,-2.61,2.64,6.27,20.00,0,30.62
34603,-11.72,-0.78,14.59,13.36,190,1.03,3324,0.00,0.00,66.67,16,29.00,7.89,81,4.50,-2.61,2.62,5.88,19.61,0,31.68
34878,-13.28,-0.78,14.47,13.52,190,1.02,3362,0.00,0.00,66.67,16,29.00,7.89,81,4.50,-2.76,2.62,5.88,19.61,0,41.52
35153,-10.94,-0.78,14.81,13.60,190,1.00,3420,0.00,0.00,66.67,16,32.50,8.03,81,4.50,-2.90,2.64,5.88,19.61,0,26.41
35428,-10.94,-0.78,14.59,13.60,190,1.00,3462,0.00,0.00,66.67,16,34.00,8.13,81,4.50,-2.90,2.64,5.88,20.00,0,26.41
35702,-10.16,-0.78,14.59,13.60,190,1.03,3490,0.00,0.00,66.67,16,43.00,8.19,81,4.50,-2.61,2.70,7.06,21.18,0,26.41
35977,-1.56,-0.78,15.04,13.60,190,1.07,3478,0.00,0.00,66.67,16,42.50,8.90,81,4.50,-1.74,2.76,9.02,23.53,0,26.41
36251,-0.78,-0.78,14.70,13.44,190,1.12,3521,0.00,0.00,66.67,16,33.50,9.01,81,4.50,-1.16,2.82,9.80,24.31,0,40.47
36526,-0.78,-0.78,14.59,13.44,190,1.14,3568,0.00,0.00,66.67,16,29.00,9.89,81,4.50,-0.73,2.86,9.80,24.71,0,34.14
36801,-1.56,-0.78,14.47,13.52,190,1.15,3658,0.00,0.00,66.67,16,35.50,10.15,81,4.50,-0.44,2.90,10.20,25.10,0,40.47
37076,-3.91,-0.78,14.59,13.44,190,1.19,3716,0.00,0.00,66.67,16,35.00,11.10,81,4.50,0.00,2.94,10.20,25.49,0,33.79
37350,-7.03,-0.78,14.70,13.52,190,1.23,3742,0.00,0.00,66.67,16,29.00,10.38,81,4.50,0.29,2.96,10.20,25.10,0,26.41
37625,-7.81,-0.78,14.47,13.52,189,1.22,3786,0.00,0.00,66.67,16,43.50,10.50,81,4.50,0.44,2.98,10.20,25.10,0,39.77
37900,-10.16,-0.78,14.70,13.52,189,1.23,3846,0.00,0.00,66.67,16,29.00,10.61,81,4.50,0.58,3.02,10.20,24.71,0,41.52
38175,-9.38,-0.78,14.81,13.60,189,1.24,3896,0.00,0.00,66.67,16,33.00,10.84,81,4.50,0.87,3.04,9.80,24.31,0,40.82
38451,-20.31,-0.78,12.98,13.44,189,0.91,3939,0.00,0.00,66.67,16,35.00,8.40,81,4.50,-1.89,2.68,2.75,16.47,0,34.14
38725,-18.75,-0.78,14.81,13.52,189,0.86,3954,0.00,0.00,66.67,16,35.50,8.43,81,4.50,-4.21,2.64,3.14,16.47,0,41.17
39001,-17.19,-0.78,14.70,13.52,189,0.83,3983,0.00,0.00,66.67,16,28.50,8.50,81,4.00,-4.93,2.58,3.14,16.47,0,30.62
39276,-20.31,-0.78,14.47,13.52,189,0.80,4012,0.00,0.00,66.67,16,30.50,7.70,81,3.50,-5.66,2.54,2.75,15.69,0,33.09
39551,-22.66,-0.78,14.59,13.60,189,0.77,4032,0.00,0.00,66.67,16,22.50,7.74,81,3.50,-6.09,2.52,2.75,15.69,0,40.82
39826,-21.88,-0.78,14.70,13.60,189,0.76,3989,0.00,0.00,66.67,16,41.50,7.66,81,3.50,-6.38,2.50,2.35,15.29,0,26.41
40101,-23.44,-0.78,14.59,13.60,189,0.76,4038,0.00,0.00,66.67,16,31.00,7.75,81,3.00,-6.53,2.48,2.35,15.29,0,32.73
40375,-23.44,-0.78,14.70,13.52,189,0.75,4004,0.00,0.00,66.67,16,27.00,7.69,81,3.00,-6.67,2.48,2.35,15.29,0,41.52
40649,-24.22,-0.78,14.59,13.44,189,0.74,3996,0.00,0.00,66.67,16,27.00,7.67,81,3.00,-6.67,2.48,2.35,15.29,0,26.41
40924,-24.22,-0.78,14.70,13.36,189,0.75,3994,0.00,0.00,66.67,16,27.00,7.67,81,3.00,-6.82,2.46,2.35,15.29,0,26.41
41199,-24.22,-0.78,14.59,13.36,189,0.73,4017,0.00,0.00,66.67,16,40.50,6.83,81,3.00,-6.96,2.46,1.96,14.90,0,26.41
41474,-24.22,-0.78,14.47,13.52,189,0.69,4021,0.00,0.00,66.67,16,30.50,6.86,81,3.00,-7.25,2.40,1.57,14.12,0,26.41
41749,-24.22,-0.78,14.36,13.60,189,0.68,3976,0.00,0.00,66.67,16,33.00,6.79,81,2.50,-7.55,2.38,1.18,13.73,0,26.41
42024,-24.22,-0.78,14.36,13.60,189,0.67,4008,0.00,0.00,66.67,16,28.00,6.84,81,2.00,-7.69,2.36,1.18,13.73,0,26.41
42298,-24.22,-0.78,14.47,13.60,189,0.66,3996,0.00,0.00,66.67,16,40.00,6.82,81,2.00,-7.84,2.36,1.18,13.33,0,34.49
42573,-24.22,-0.78,14.36,13.52,189,0.63,3943,0.00,0.00,66.67,16,31.00,6.75,81,2.00,-7.98,2.34,0.39,12.55,0,40.82
42848,0.00,-0.78,12.40,13.44,187,0.20,3872,0.00,0.00,66.67,16,29.50,4.19,79,0.00,-10.88,1.62,0.00,0.00,0,27.81
43124,0.00,-0.78,12.52,13.60,187,0.23,3480,0.00,0.00,66.67,16,19.00,0.00,79,0.00,-11.46,1.72,0.00,0.00,0,19.73
43398,0.00,-1.56,22.85,13.68,187,0.18,2994,0.00,0.00,66.67,16,13.00,0.00,79,0.00,-11.32,1.56,0.00,0.00,0,13.05
43672,0.00,-2.34,23.08,13.84,187,0.24,2549,0.00,0.00,33.33,16,13.00,0.00,79,0.00,-11.03,1.62,0.00,0.00,0,13.05
43947,0.00,-1.56,23.08,13.76,187,0.26,2144,0.00,0.00,33.33,16,13.00,0.00,79,0.00,-10.74,1.56,0.00,0.00,0,13.05
44221,0.00,-2.34,23.20,13.68,187,0.23,1764,0.00,0.00,33.33,16,13.00,0.00,79,0.00,-10.01,1.50,0.00,0.00,0,13.05
44496,0.00,-3.12,23.08,13.52,187,0.30,1427,0.00,0.00,33.33,16,13.00,0.00,79,0.00,-9.58,1.46,0.00,0.00,0,13.05
44771,0.00,-3.91,23.31,13.68,187,0.46,1322,0.00,0.00,33.33,16,13.00,1.97,79,0.00,-8.42,1.60,0.00,0.00,0,13.05
45046,-1.56,-4.69,11.94,13.68,187,0.28,1681,0.00,0.00,33.33,16,13.00,2.15,79,0.00,-9.00,1.52,0.00,0.00,0,13.05
45320,-1.56,-4.69,14.13,13.68,187,0.20,1721,0.00,0.00,33.33,16,13.00,2.20,79,0.00,-9.72,1.46,0.00,0.00,0,13.05
45595,2.34,-5.47,16.65,13.68,187,0.30,1612,0.00,0.00,33.33,16,13.00,1.77,79,0.00,-9.87,1.48,0.00,0.00,0,13.05
45870,7.81,-5.47,17.46,13.60,187,0.37,1713,0.00,0.00,33.33,16,13.00,2.19,79,0.00,-9.72,1.62,0.00,0.00,0,13.05
46145,0.00,-4.69,13.78,13.52,187,0.34,1866,0.00,0.00,33.33,16,13.00,0.00,79,0.00,-10.01,1.62,0.00,0.00,0,13.05
46420,0.00,-3.91,12.75,13.44,187,0.38,1610,0.00,0.00,33.33,16,13.00,0.00,79,0.00,-9.87,1.62,0.00,0.00,0,13.05
