Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
47657,-8.59,-2.34,14.01,13.68,190,1.49,3831,100.00,17.00,25.49,102,23.22,8.56,3.24,35.69,32.55
47883,-7.03,-2.34,14.13,13.60,190,1.47,3960,100.00,18.00,25.24,100,22.64,7.98,3.24,36.47,32.94
48109,-6.25,-2.34,14.13,13.68,190,1.50,4065,100.00,17.50,26.15,100,22.35,7.69,3.30,36.86,33.33
48335,-6.25,-2.34,14.01,13.68,190,1.51,4228,100.00,16.50,27.61,100,22.49,7.69,3.34,35.29,33.73
48560,-7.03,-2.34,13.90,13.76,190,1.56,4336,100.00,16.50,29.22,99,22.20,7.55,3.40,33.33,32.94
48786,0.00,-2.34,13.44,13.68,190,1.52,4472,100.00,16.50,32.24,99,21.91,7.25,3.40,32.94,32.55
49011,0.00,-2.34,11.83,13.52,190,1.44,4598,100.00,18.50,33.31,99,21.04,6.38,3.34,30.59,30.98
49238,0.00,-2.34,11.14,13.52,190,1.18,4686,100.00,24.50,30.93,97,18.57,3.77,3.12,0.00,26.27
49463,-1.56,-2.34,11.14,13.76,190,0.84,4492,33.33,24.00,0.00,97,5.51,-9.14,2.80,0.00,9.41
49689,0.00,-2.34,11.71,13.76,192,0.67,4100,33.33,20.00,0.00,97,3.19,-11.46,2.54,0.00,9.02
49915,0.00,-2.34,11.14,13.84,192,0.51,3749,33.33,15.50,0.00,97,3.05,-11.61,2.30,0.00,8.24
50141,0.00,-2.34,11.14,13.84,192,0.88,3172,66.67,28.50,14.58,97,6.96,-7.84,2.64,9.41,23.53
50367,0.00,-2.34,11.14,13.76,192,0.82,3216,66.67,35.00,15.01,97,12.19,-2.47,2.52,0.78,21.18
50593,0.00,-2.34,11.14,13.84,192,0.76,3258,66.67,41.00,13.76,97,11.75,-2.90,2.48,0.00,19.61
50818,0.00,-2.34,11.14,13.76,192,0.69,3248,66.67,43.50,12.56,97,10.88,-3.77,2.42,0.00,17.65
51045,0.00,-2.34,11.25,13.92,192,0.71,3269,66.67,43.50,12.65,97,10.74,-3.92,2.46,0.00,18.43
51270,-14.84,-2.34,12.63,13.84,192,0.80,3308,66.67,41.50,11.91,97,11.61,-3.19,2.54,0.00,20.39
51496,-6.25,-2.34,14.13,13.76,192,0.94,3320,100.00,38.00,14.97,97,13.35,-1.31,2.74,27.45,24.71
51723,-7.03,-2.34,13.09,14.00,192,1.06,3385,100.00,32.00,16.45,97,15.67,1.02,2.84,38.43,26.67
51948,-13.28,-2.34,13.44,13.60,192,1.16,3421,100.00,28.50,16.63,97,17.12,2.47,2.92,39.22,27.06
52174,-14.06,-2.34,14.24,13.52,192,1.18,3464,100.00,27.00,17.55,97,17.99,3.34,2.92,30.20,25.88
52400,-12.50,-2.34,14.47,13.68,192,1.16,3498,100.00,28.00,17.73,97,17.85,3.19,2.90,27.45,25.10
52626,-8.59,-2.34,14.93,13.92,192,1.21,3543,100.00,26.50,17.99,97,18.43,3.63,2.94,32.94,26.27
52851,-8.59,-2.34,14.47,13.36,192,1.30,3567,100.00,22.50,19.88,97,19.15,4.50,3.06,36.86,27.84
53077,-8.59,-2.34,13.90,13.84,192,1.32,3632,100.00,20.50,20.77,97,20.02,5.37,3.12,38.04,27.84
53303,-8.59,-2.34,14.13,13.76,192,1.50,3652,100.00,18.50,22.71,95,21.47,6.82,3.20,38.43,30.59
53529,-8.59,-2.34,13.90,13.36,192,1.57,3703,100.00,17.00,24.62,95,22.78,8.13,3.24,35.69,31.76
53755,-9.38,-2.34,13.90,13.68,192,1.59,3752,100.00,17.00,24.99,95,23.36,8.71,3.24,33.73,32.16
53981,-7.81,-2.34,14.13,13.84,192,1.50,3844,100.00,17.00,24.27,95,22.93,8.27,3.22,34.90,32.16
54206,-7.03,-2.34,14.13,13.60,192,1.54,3862,100.00,18.00,25.66,95,22.93,8.27,3.26,36.08,34.12
54432,-7.81,-2.34,14.01,13.68,192,1.51,3939,100.00,17.50,25.80,95,22.93,8.27,3.24,35.69,34.12
54659,-7.03,-2.34,14.01,13.60,192,1.51,3985,100.00,18.00,26.14,95,22.93,8.27,3.28,34.12,33.73
54884,-6.25,-2.34,14.01,13.76,192,1.56,4028,100.00,18.00,26.43,95,22.93,8.13,3.30,33.73,33.73
55110,-7.03,-2.34,13.90,13.60,192,1.49,4055,100.00,18.50,25.89,93,22.64,7.98,3.30,33.33,33.73
55336,-7.03,-2.34,13.90,13.76,192,1.53,4144,100.00,17.50,26.48,93,22.49,7.84,3.30,32.55,33.73
55562,-8.59,-2.34,13.90,13.84,192,1.35,4152,100.00,20.50,23.89,93,20.60,5.95,3.10,0.00,25.49
55788,-11.72,-2.34,12.75,13.84,192,0.94,4108,66.67,26.00,12.24,93,6.09,-8.56,2.84,0.00,8.63
56014,0.00,-2.34,12.29,13.92,192,0.75,3782,33.33,21.00,0.00,93,3.19,-11.46,2.56,0.00,7.45
56239,0.00,-2.34,11.14,13.68,194,0.56,3426,33.33,15.50,0.00,93,2.90,-11.75,2.28,0.00,6.67
56465,0.00,-2.34,11.14,13.92,194,0.46,3132,33.33,23.50,0.00,93,2.90,-11.75,2.10,0.00,5.49
56691,0.00,-2.34,11.14,13.44,194,0.58,3056,66.67,32.50,10.62,93,6.38,-8.42,2.24,0.00,17.25
56917,0.00,-2.34,11.14,13.92,194,0.35,3088,66.67,42.50,7.12,93,6.82,-7.84,1.80,0.00,10.98
57143,0.00,0.00,11.14,13.84,194,0.17,3056,33.33,45.00,5.28,93,4.35,-10.30,1.56,0.00,7.45
57369,0.00,-2.34,11.14,13.52,194,0.20,3056,33.33,29.00,4.55,93,2.90,-11.75,1.78,0.00,5.49
57594,0.00,-2.34,11.83,14.00,194,0.24,3041,33.33,20.00,0.00,95,2.76,-11.90,1.74,0.00,5.49
57820,0.00,-2.34,12.06,13.92,194,0.24,3040,33.33,16.50,0.00,95,2.76,-11.90,1.72,0.00,5.49
58047,0.00,-2.34,12.06,13.68,194,0.24,2989,33.33,24.00,0.00,95,2.61,-12.04,1.74,0.00,5.49
58273,0.00,-2.34,12.52,13.92,194,0.23,2985,33.33,24.00,0.00,95,2.61,-12.04,1.68,0.00,5.49
58498,0.00,-2.34,15.04,14.00,194,0.22,2985,33.33,24.00,0.00,95,2.61,-12.04,1.66,0.00,5.49
58724,0.00,-2.34,20.33,14.00,194,0.22,2979,33.33,24.00,0.00,95,2.61,-12.04,1.66,0.00,5.49
58950,0.00,-2.34,20.33,13.84,194,0.21,2971,33.33,24.00,0.00,95,2.61,-12.04,1.64,0.00,5.49
59176,0.00,-2.34,20.33,13.92,194,0.20,2944,33.33,24.00,0.00,95,2.61,-12.04,1.62,0.00,5.49
59402,0.00,0.00,20.33,13.92,194,0.20,2919,33.33,24.00,0.00,95,2.61,-12.04,1.64,0.00,5.49
59628,0.00,0.00,20.33,13.92,194,0.21,2902,33.33,24.00,0.00,95,2.61,-12.04,1.62,0.00,5.49
59853,0.00,0.00,20.33,13.52,194,0.19,2910,33.33,24.00,0.00,95,2.61,-12.04,1.58,0.00,5.49
60079,0.00,0.00,20.33,14.00,194,0.20,2896,33.33,24.00,0.00,97,2.61,-12.04,1.60,0.00,5.49
60305,0.00,-2.34,20.33,14.00,194,0.23,2880,33.33,27.00,4.25,97,2.76,-11.90,1.66,0.00,7.06
60531,0.00,0.00,20.33,13.60,194,0.20,2857,33.33,30.50,4.27,97,3.05,-11.61,1.62,0.00,7.06
60757,0.00,0.00,18.38,14.00,194,0.19,2833,33.33,32.00,4.23,97,3.05,-11.61,1.58,0.00,6.67
60983,0.00,0.00,13.90,13.92,194,0.17,2840,33.33,31.00,4.25,97,2.90,-11.75,1.52,0.00,5.49
61209,0.00,0.00,12.98,14.00,194,0.17,2833,33.33,27.50,3.60,97,2.76,-11.90,1.52,0.00,5.49
61435,0.00,0.00,13.21,13.92,194,0.18,2786,33.33,24.00,0.00,97,2.61,-12.04,1.56,0.00,5.49
61661,0.00,0.00,13.90,14.00,192,0.17,2797,33.33,24.00,0.00,97,2.61,-12.04,1.54,0.00,5.49
61886,0.00,0.00,13.32,13.92,192,0.19,2767,33.33,24.00,0.00,97,2.47,-12.19,1.58,0.00,5.49
62113,0.00,0.00,14.36,14.00,192,0.18,2773,33.33,24.00,0.00,97,2.47,-12.19,1.56,0.00,5.49
62338,0.00,0.00,19.75,13.84,192,0.18,2765,33.33,24.00,0.00,97,2.47,-12.19,1.56,0.00,5.49
62564,0.00,0.00,20.33,14.00,192,0.18,2728,33.33,24.00,0.00,97,2.47,-12.19,1.54,0.00,5.10
62790,0.00,0.00,20.33,13.92,192,0.19,2734,33.33,24.00,0.00,97,2.47,-12.19,1.56,0.00,5.10
63015,0.00,0.00,20.33,13.92,192,0.17,2730,33.33,24.00,0.00,97,2.47,-12.19,1.52,0.00,5.10
63241,0.00,0.00,20.33,13.92,192,0.18,2697,33.33,24.00,0.00,97,2.47,-12.19,1.54,0.00,5.10
63467,0.00,0.00,20.33,14.00,192,0.18,2682,33.33,24.00,0.00,97,2.47,-12.19,1.52,0.00,5.10
63694,0.00,0.00,20.33,14.00,192,0.16,2675,33.33,24.00,0.00,97,2.47,-12.19,1.48,0.00,5.10
63919,0.00,0.00,20.33,13.76,192,0.12,2674,33.33,2.00,3.40,97,2.47,-12.19,1.54,0.00,5.88
64145,0.00,0.00,20.33,13.92,192,0.20,2642,33.33,29.00,3.95,97,2.76,-11.90,1.60,0.00,7.84
64371,0.00,-2.34,20.33,13.92,192,0.22,2649,33.33,32.00,3.96,97,3.48,-11.17,1.64,0.00,9.41
64597,0.00,-2.34,17.11,13.92,192,0.23,2640,33.33,32.00,3.94,97,3.77,-10.88,1.66,0.00,9.80
64823,-8.59,-2.34,13.32,13.84,192,0.24,2610,33.33,32.00,3.90,97,3.92,-10.74,1.66,0.00,10.20
65050,-8.59,-2.34,13.90,13.92,192,0.22,2621,33.33,32.00,3.91,97,4.06,-10.59,1.62,0.00,9.80
65275,-7.81,-2.34,14.70,14.00,192,0.24,2597,33.33,32.00,3.89,97,4.06,-10.59,1.66,0.00,10.20
65501,-8.59,-2.34,14.70,14.00,192,0.24,2616,33.33,32.00,3.92,97,4.21,-10.59,1.64,0.00,10.20
65727,-7.81,-2.34,14.70,13.92,190,0.24,2603,33.33,32.00,3.90,97,4.21,-10.45,1.66,0.00,10.20
65953,-4.69,-2.34,15.39,13.92,190,0.52,2646,33.33,34.00,5.56,97,6.38,-8.27,2.26,1.57,18.04
66180,0.00,-2.34,15.04,13.76,190,0.69,2602,66.67,31.00,7.76,97,9.58,-5.08,2.28,1.57,18.43
66406,-8.59,-2.34,13.44,13.92,190,0.69,2588,66.67,33.00,7.76,97,10.16,-4.64,2.24,0.00,17.65
66632,-10.16,-2.34,14.24,13.76,190,0.71,2611,66.67,36.50,7.83,97,10.30,-4.35,2.26,0.00,17.25
66857,-9.38,-2.34,14.70,13.44,190,0.66,2628,66.67,40.50,7.85,97,10.30,-4.50,2.22,0.00,16.47
67084,-9.38,-2.34,14.70,13.92,190,0.71,2649,66.67,41.00,7.89,97,10.30,-4.35,2.26,0.00,16.47
67309,-7.03,-2.34,14.93,13.92,190,0.70,2651,66.67,40.50,8.47,97,10.59,-4.06,2.28,0.00,16.47
67535,-9.38,-2.34,14.47,13.44,190,0.72,2658,66.67,41.00,7.96,97,10.45,-4.21,2.28,0.00,16.86
67761,-8.59,-2.34,14.70,13.92,190,0.71,2674,66.67,41.00,7.98,97,10.45,-4.21,2.26,0.00,16.08
67987,-9.38,-2.34,14.47,13.92,190,0.65,2691,66.67,42.00,7.44,97,9.72,-4.93,2.24,0.00,15.69
68213,-7.81,-2.34,14.81,13.68,190,0.54,2679,66.67,42.50,6.85,97,9.14,-5.51,2.12,0.00,14.51
68439,-6.25,-2.34,15.04,13.76,190,0.47,2690,66.67,43.50,6.29,97,8.56,-6.24,2.02,0.00,12.94
68665,-4.69,-2.34,15.04,13.92,190,0.37,2687,66.67,44.00,5.76,97,7.55,-7.11,1.84,0.00,10.98
68890,-2.34,-2.34,15.04,13.92,190,0.37,2664,33.33,43.50,4.57,97,6.09,-8.56,1.76,0.00,10.59
69117,0.00,-2.34,15.39,14.00,190,0.26,2692,33.33,43.50,4.01,97,4.50,-10.16,1.70,0.00,9.80
69342,-3.12,-2.34,14.24,13.92,190,0.28,2663,33.33,43.00,4.55,97,4.21,-10.45,1.72,0.00,9.80
69568,-11.72,-2.34,12.86,13.76,190,0.27,2657,33.33,43.50,4.53,97,4.06,-10.59,1.74,0.00,9.80
69794,-17.97,-2.34,12.98,13.84,190,0.27,2643,33.33,43.00,3.95,97,4.06,-10.74,1.74,0.00,9.80
70020,-6.25,-2.34,14.01,13.84,190,0.29,2638,33.33,43.50,4.51,97,4.64,-10.01,1.88,0.00,12.16
70246,0.00,-2.34,15.85,14.00,190,0.50,2656,66.67,44.00,6.76,97,7.11,-7.55,2.14,0.00,15.29
70472,-2.34,-2.34,14.47,13.60,190,0.75,2675,66.67,41.50,8.57,97,9.87,-4.79,2.34,1.57,18.82
70697,-7.03,-2.34,14.01,13.52,190,0.74,2671,66.67,40.50,8.52,97,10.45,-4.21,2.30,0.00,17.65
70923,-10.94,-2.34,14.01,13.84,190,0.70,2698,66.67,41.50,7.99,97,10.30,-4.35,2.30,0.00,17.25
71148,-9.38,-2.34,14.70,13.76,189,0.69,2691,66.67,41.50,8.05,97,10.30,-4.35,2.22,0.00,15.29
71375,-9.38,-2.34,14.70,13.36,189,0.67,2723,66.67,42.00,8.14,97,10.01,-4.79,2.20,0.00,15.29
71601,-8.59,-2.34,14.70,13.92,189,0.68,2702,66.67,42.00,7.54,97,9.87,-4.79,2.22,0.00,15.69
71827,-7.81,-2.34,14.70,13.76,189,0.58,2714,66.67,43.00,6.94,97,9.14,-5.66,2.18,0.00,14.90
72052,-3.91,-2.34,15.16,13.84,189,0.58,2739,66.67,43.00,6.98,97,9.14,-5.66,2.16,0.00,14.90
72278,-3.12,-2.34,14.93,13.76,189,0.47,2735,66.67,44.00,6.42,97,8.27,-6.38,2.02,0.00,13.33
72504,-1.56,-2.34,14.93,13.92,189,0.48,2711,66.67,44.00,5.81,95,7.55,-7.11,2.02,0.00,13.33
72730,0.00,-2.34,15.04,13.84,189,0.38,2736,66.67,44.50,5.25,95,6.82,-7.84,1.90,0.00,12.16
72956,3.12,-2.34,15.16,13.92,189,0.43,2740,33.33,44.50,5.26,95,6.67,-7.98,1.96,0.00,12.94
73182,9.38,-2.34,15.96,13.92,189,0.37,2726,33.33,44.50,5.30,97,6.53,-8.13,1.90,0.00,12.16
73407,14.06,-2.34,15.73,13.76,189,0.37,2733,33.33,44.50,5.81,97,6.67,-8.13,1.88,0.00,12.16
73634,16.41,-2.34,15.04,13.92,189,0.45,2746,66.67,44.50,5.87,97,6.82,-7.84,2.00,0.00,13.33
73859,14.84,-2.34,14.47,13.92,189,0.40,2730,66.67,44.50,6.44,97,7.25,-7.55,1.94,0.00,12.55
74085,9.38,-2.34,13.55,13.68,189,0.43,2725,66.67,44.50,5.82,97,6.82,-7.84,1.96,0.00,12.94
74311,9.38,-2.34,14.47,13.84,189,0.40,2750,66.67,44.50,5.86,97,6.67,-7.98,1.92,0.00,12.55
74537,10.16,-2.34,14.81,13.68,189,0.41,2741,66.67,44.00,5.86,97,6.96,-7.84,1.96,0.00,12.55
74763,9.38,-2.34,14.59,13.84,189,0.43,2730,66.67,42.00,5.82,97,6.82,-7.84,2.00,0.00,13.33
74989,9.38,-2.34,14.59,13.84,189,0.39,2748,66.67,39.50,5.79,97,6.96,-7.69,1.90,0.00,12.55
75215,11.72,-2.34,14.93,13.60,189,0.47,2739,66.67,37.00,5.83,97,6.96,-7.69,2.02,0.00,13.33
75441,7.81,-2.34,14.13,13.84,189,0.30,2697,33.33,34.00,5.23,97,6.24,-8.42,1.78,0.00,10.98
75666,8.59,-2.34,14.59,14.00,189,0.33,2700,33.33,32.50,5.18,97,5.80,-8.85,1.76,0.00,11.37
75892,9.38,-2.34,14.81,14.00,189,0.30,2710,33.33,32.50,4.61,97,5.37,-9.29,1.76,0.00,10.98
76118,9.38,-2.34,14.70,13.92,189,0.29,2697,33.33,32.00,4.61,97,5.22,-9.58,1.74,0.00,10.59
76344,8.59,-2.34,14.47,13.84,189,0.28,2704,33.33,32.00,4.61,97,5.08,-9.58,1.74,0.00,10.98
76570,8.59,-2.34,14.59,13.84,189,0.30,2704,33.33,32.50,4.61,97,5.37,-9.43,1.78,0.00,10.98
76795,8.59,-2.34,14.70,14.00,189,0.29,2653,33.33,32.00,4.59,97,5.22,-9.43,1.74,0.00,10.98
77022,7.03,-2.34,14.24,14.00,189,0.31,2651,33.33,32.00,4.55,97,5.22,-9.43,1.72,0.00,10.98
77248,9.38,-2.34,14.93,14.00,189,0.31,2646,33.33,32.00,4.56,97,5.22,-9.43,1.78,0.00,10.98
77473,8.59,-2.34,14.70,13.92,189,0.30,2632,33.33,32.50,5.08,97,5.22,-9.43,1.74,0.00,10.98
77699,6.25,-2.34,14.13,13.76,189,0.29,2643,33.33,32.00,4.51,97,5.22,-9.58,1.74,0.00,10.98
77925,6.25,-2.34,14.36,14.00,189,0.29,2632,33.33,32.00,4.49,97,5.22,-9.58,1.74,0.00,10.98
78151,5.47,-2.34,14.47,13.92,189,0.30,2630,33.33,32.00,4.49,97,5.22,-9.43,1.74,0.00,10.98
78377,3.91,-2.34,14.36,13.92,189,0.29,2619,33.33,32.00,4.43,97,5.08,-9.58,1.72,0.00,10.98
78603,3.91,-2.34,14.47,13.84,189,0.28,2584,33.33,32.00,4.43,97,5.08,-9.58,1.74,0.00,10.98
78828,3.91,-2.34,14.59,14.00,189,0.27,2569,33.33,32.00,4.38,97,5.08,-9.58,1.72,0.00,10.98
79054,4.69,-2.34,14.81,13.76,189,0.28,2592,33.33,32.00,4.42,97,5.08,-9.58,1.68,0.00,10.59
79280,5.47,-2.34,14.81,13.92,189,0.34,2584,33.33,32.50,4.40,97,5.37,-9.43,1.88,0.00,12.55
79506,7.81,-2.34,15.27,13.84,189,0.54,2549,66.67,33.00,6.54,97,7.40,-7.25,2.06,0.00,14.51
79732,0.78,-2.34,13.55,13.76,189,0.65,2586,66.67,30.00,7.72,97,8.42,-6.24,2.22,0.00,16.47
79958,-3.91,-2.34,13.78,13.68,189,0.79,2573,66.67,25.00,8.80,97,10.30,-4.35,2.34,9.02,19.22
80184,-6.25,-2.34,14.01,13.76,189,0.89,2565,66.67,26.00,9.86,97,11.75,-3.05,2.40,19.61,20.78
80410,-7.03,-2.34,14.13,13.84,189,0.94,2586,66.67,27.50,10.57,97,12.77,-1.89,2.46,28.24,21.96
80636,-7.81,-2.34,14.47,13.84,189,1.02,2608,66.67,28.50,11.11,97,13.64,-1.02,2.54,53.73,23.53
80862,-7.03,-2.34,14.59,13.92,189,1.08,2623,100.00,27.00,12.91,97,14.80,0.15,2.64,67.84,25.49
81088,-9.38,-2.34,14.13,13.84,189,1.11,2642,100.00,24.50,12.97,97,15.96,1.31,2.68,66.27,25.88
81314,-7.03,-2.34,14.81,13.76,189,1.18,2662,100.00,21.00,14.05,95,16.98,2.32,2.70,67.84,26.27
81540,-4.69,-2.34,14.47,13.44,189,1.25,2672,100.00,18.50,14.68,95,17.70,3.05,2.76,62.75,26.67
81766,-3.91,-2.34,14.13,13.84,189,1.28,2690,100.00,15.00,16.09,95,18.57,3.77,2.78,61.96,26.67
81992,-4.69,-2.34,13.90,13.60,189,1.34,2704,100.00,14.00,16.17,95,19.15,4.50,2.80,54.90,26.27
82218,-5.47,-2.34,14.01,13.28,189,1.32,2713,100.00,14.00,16.31,95,19.44,4.79,2.80,53.73,24.71
82444,-6.25,-2.34,14.36,13.84,189,1.34,2719,100.00,14.00,16.26,95,19.59,4.79,2.82,49.80,24.71
82669,-7.03,-2.34,14.47,13.84,189,1.35,2756,100.00,14.50,16.45,95,19.73,5.08,2.84,44.31,24.71
82895,-6.25,-2.34,14.70,13.60,189,1.37,2744,100.00,13.50,16.53,95,19.73,5.08,2.84,37.25,24.71
83121,-7.03,-2.34,14.36,13.60,189,1.29,2774,100.00,16.50,15.40,95,19.15,4.50,2.82,31.37,23.53
83347,-4.69,-2.34,14.93,13.76,189,1.23,2823,100.00,17.00,16.22,95,18.72,4.06,2.76,22.75,22.75
83573,-3.91,-2.34,14.70,13.68,189,1.17,2830,100.00,22.00,14.98,95,17.85,3.05,2.72,18.04,22.35
83799,-3.91,-2.34,14.70,13.84,189,1.10,2819,100.00,27.00,14.42,95,16.69,2.03,2.64,11.76,21.18
84025,-4.69,-2.34,14.81,13.84,189,1.00,2882,100.00,31.50,13.73,93,15.38,0.73,2.60,6.67,20.78
84251,-8.59,-2.34,14.13,13.76,189,0.67,2883,66.67,40.00,9.65,93,12.48,-2.18,2.30,0.00,15.29
84476,-7.03,-2.34,14.81,13.76,189,0.72,2837,66.67,42.00,9.68,93,11.17,-3.48,2.34,0.00,16.47
84702,-9.38,-2.34,14.47,13.68,189,0.72,2857,66.67,42.00,9.83,93,11.17,-3.48,2.34,0.00,16.47
84928,-10.94,-2.34,14.59,13.76,189,0.82,2886,66.67,39.00,10.45,93,12.04,-2.61,2.44,0.00,18.43
85154,-13.28,-2.34,14.47,13.68,189,0.76,2886,66.67,40.50,9.85,93,11.61,-3.05,2.42,0.00,18.04
85380,-10.16,-2.34,15.04,13.60,189,0.78,2892,66.67,40.00,9.83,95,11.75,-2.90,2.42,0.00,18.04
85606,-10.94,-2.34,14.59,13.84,189,0.71,2911,66.67,41.00,9.22,93,11.46,-3.19,2.34,0.00,16.86
85831,-10.16,-2.34,14.93,13.60,189,0.67,2888,66.67,42.50,9.23,95,11.17,-3.48,2.28,0.00,15.69
86058,-10.16,-2.34,14.70,13.68,189,0.73,2899,66.67,43.00,8.64,95,10.45,-4.21,2.30,0.00,16.47
86283,-10.94,-2.34,14.59,13.92,189,0.41,2886,66.67,44.50,6.78,95,9.00,-5.66,2.02,0.00,12.55
86509,-10.16,-2.34,14.81,13.76,189,0.45,2882,66.67,44.50,6.18,95,7.98,-6.67,2.00,0.00,13.33
86735,-4.69,-2.34,15.62,13.84,189,0.39,2901,66.67,45.00,6.20,95,7.40,-7.25,1.88,0.00,11.76
86961,-5.47,-2.34,14.70,13.84,189,0.38,2876,66.67,45.00,5.57,95,6.96,-7.84,1.96,0.00,12.55
87187,-3.91,-2.34,14.93,13.84,189,0.35,2906,33.33,45.00,5.58,95,6.38,-8.27,1.90,0.00,11.76
87413,-0.78,-2.34,15.27,13.68,189,0.39,2892,33.33,45.00,6.18,95,6.82,-7.84,1.94,0.00,12.55
87639,2.34,-2.34,15.39,14.00,189,0.43,2898,66.67,45.00,6.18,95,6.82,-7.84,2.00,0.00,13.33
87865,0.78,-2.34,14.59,13.76,189,0.36,2887,66.67,45.00,6.11,95,6.67,-7.98,1.86,0.00,11.76
88091,-3.91,-2.34,13.78,13.68,189,0.37,2860,33.33,45.00,6.11,95,6.82,-7.84,2.00,0.00,13.73
88317,2.34,-2.34,15.62,13.92,189,0.39,2869,66.67,45.00,6.12,95,6.82,-7.84,1.96,0.00,12.94
88543,-2.34,-2.34,14.01,13.68,189,0.37,2853,33.33,45.00,5.51,95,6.53,-8.13,1.96,0.00,12.55
88769,-2.34,-2.34,14.59,13.60,189,0.32,2874,33.33,45.00,5.52,95,6.24,-8.42,1.84,0.00,11.37
88995,0.00,-2.34,15.04,13.84,189,0.34,2863,33.33,45.00,5.45,95,6.24,-8.42,1.82,0.00,11.37
89220,-0.78,-2.34,14.59,13.60,189,0.26,2836,33.33,45.00,4.24,95,5.22,-9.43,1.72,0.00,10.20
89447,-2.34,-2.34,14.36,13.84,189,0.26,2828,33.33,45.00,4.25,95,4.93,-9.72,1.74,0.00,10.59
89672,-0.78,-2.34,14.81,13.84,189,0.26,2844,33.33,45.00,4.25,95,4.93,-9.72,1.74,0.00,10.59
89898,0.00,-2.34,14.93,13.84,189,0.26,2807,33.33,45.00,4.79,95,4.93,-9.72,1.72,0.00,10.59
90124,0.00,-2.34,14.70,13.92,189,0.28,2808,33.33,45.00,4.23,95,4.93,-9.72,1.78,0.00,11.37
90350,1.56,-2.34,14.93,13.84,189,0.26,2803,33.33,45.00,4.76,95,5.08,-9.58,1.72,0.00,10.59
90576,2.34,-2.34,14.93,13.92,189,0.25,2788,33.33,45.00,4.19,95,4.79,-10.01,1.64,0.00,10.20
90802,0.00,-2.34,14.24,14.00,189,0.24,2794,33.33,45.00,4.13,95,4.50,-10.16,1.66,0.00,9.80
91027,-0.78,0.00,14.24,14.00,189,0.22,2759,33.33,36.50,3.57,95,3.77,-10.88,1.48,0.00,8.24
91253,0.00,0.00,13.44,13.84,189,0.16,2776,33.33,27.50,0.00,95,3.05,-11.61,1.50,0.00,5.49
91479,0.00,0.00,14.24,14.00,189,0.19,2764,33.33,24.00,0.00,95,2.76,-12.04,1.58,0.00,5.49
91704,0.00,0.00,16.31,14.00,189,0.20,2724,33.33,24.00,0.00,95,2.61,-12.04,1.58,0.00,5.49
91929,0.00,0.00,19.18,14.00,189,0.20,2722,33.33,24.00,0.00,95,2.47,-12.19,1.60,0.00,5.10
92156,0.00,0.00,20.33,14.00,189,0.20,2720,33.33,24.00,0.00,97,2.47,-12.19,1.58,0.00,5.10
92382,0.00,0.00,20.33,13.60,189,0.20,2706,33.33,24.00,0.00,97,2.47,-12.19,1.58,0.00,5.10
92608,0.00,0.00,20.33,13.84,189,0.19,2679,33.33,24.00,0.00,97,2.47,-12.19,1.56,0.00,5.10
92834,0.00,0.00,20.33,13.92,189,0.19,2653,33.33,24.00,0.00,97,2.47,-12.19,1.54,0.00,5.10
93060,0.00,0.00,20.33,13.60,189,0.23,2634,33.33,26.50,3.94,97,2.61,-12.04,1.66,0.00,7.84
93285,0.00,-2.34,20.33,14.00,189,0.37,2646,33.33,30.50,5.14,97,4.64,-10.01,1.96,0.00,12.94
93511,0.00,-2.34,19.75,13.84,189,0.57,2646,66.67,33.50,7.31,97,7.55,-7.11,2.18,0.00,16.08
93737,-4.69,-2.34,14.36,13.92,189,0.62,2660,66.67,29.00,8.51,97,9.14,-5.51,2.22,0.00,16.86
93963,-8.59,-2.34,13.78,13.68,189,0.62,2657,66.67,27.50,8.50,97,9.58,-5.22,2.20,0.00,16.08
94189,-14.06,-2.34,13.78,13.76,189,0.50,2648,66.67,32.00,7.35,97,8.42,-6.24,2.04,0.00,13.73
94415,-16.41,-2.34,14.01,13.92,189,0.31,2662,33.33,33.00,5.11,97,6.38,-8.27,1.78,0.00,11.37
94641,-12.50,-2.34,15.16,13.84,189,0.34,2643,33.33,32.50,4.50,97,5.80,-8.85,1.82,0.00,11.37
94868,-2.34,-2.34,17.00,13.92,189,0.34,2624,33.33,32.50,5.02,97,5.80,-8.85,1.80,0.00,11.37
95094,2.34,-2.34,16.19,13.92,189,0.33,2620,33.33,32.50,4.47,97,5.66,-9.00,1.82,0.00,11.37
95319,7.03,-2.34,15.85,13.68,189,0.39,2602,33.33,33.00,5.53,97,6.38,-8.27,1.90,0.00,12.55
95545,10.94,-2.34,15.62,13.68,187,0.55,2606,66.67,33.50,6.68,97,7.84,-6.96,2.18,0.00,16.08
95771,0.78,-2.34,13.32,13.84,187,0.65,2621,66.67,27.50,8.40,97,9.72,-4.93,2.32,0.00,18.04
