Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Ignition Base Timing* (degrees)
0,-21.88,0.78,13.67,13.12,169,0.20,834,0.00,0.00,33.33,16,11.00,1.07,82,0.00,-10.45,1.22,0.00,0.00,13.05
266,-21.88,0.78,13.67,12.80,169,0.20,829,0.00,0.00,33.33,16,12.50,1.06,82,0.00,-10.45,1.22,0.00,0.00,13.05
531,-21.88,0.78,13.90,12.88,171,0.21,814,0.00,0.00,33.33,16,14.00,1.04,82,0.00,-10.45,1.22,0.00,0.00,13.05
796,-21.88,0.78,13.90,13.04,171,0.21,813,0.00,0.00,33.33,16,14.00,1.04,82,0.00,-10.45,1.24,0.00,0.00,13.05
1062,-21.88,0.78,13.78,13.28,171,0.21,817,0.00,0.00,33.33,16,13.50,1.05,82,0.00,-10.45,1.24,0.00,0.00,13.05
1328,-21.88,0.78,13.67,13.52,171,0.21,822,0.00,0.00,33.33,16,12.50,0.88,82,0.00,-10.30,1.22,0.00,0.00,13.05
1593,-21.88,0.78,13.67,13.52,171,0.21,828,0.00,0.00,33.33,16,13.00,0.88,82,0.00,-10.30,1.22,0.00,0.00,13.05
1859,-21.88,0.78,13.67,13.44,171,0.21,805,0.00,0.00,33.33,16,14.00,0.86,82,0.00,-10.30,1.22,0.00,0.00,13.05
2124,-21.88,0.78,13.67,13.44,171,0.21,809,0.00,0.00,33.33,16,13.00,0.86,82,0.00,-10.30,1.22,0.00,0.00,13.05
2389,-21.88,0.78,14.01,13.44,171,0.21,813,0.00,0.00,33.33,16,13.00,0.87,81,0.00,-10.30,1.22,0.00,0.00,13.05
2655,-21.88,0.78,14.13,13.36,171,0.21,803,0.00,0.00,33.33,16,14.00,0.86,81,0.00,-10.01,1.22,0.00,0.00,13.05
2921,-21.88,0.78,13.90,13.36,171,0.21,795,0.00,0.00,33.33,16,14.00,1.02,81,0.00,-10.01,1.22,0.00,0.00,13.05
3187,-21.88,0.78,14.13,13.36,171,0.21,797,0.00,0.00,33.33,16,13.50,1.02,81,0.00,-10.01,1.22,0.00,0.00,13.05
3451,-21.88,0.78,14.59,13.36,171,0.21,798,0.00,0.00,33.33,16,13.50,1.02,81,0.00,-10.16,1.22,0.00,0.00,13.05
3717,-21.88,0.78,14.93,13.44,171,0.22,767,0.00,0.00,33.33,16,16.00,0.98,81,0.00,-10.16,1.22,0.00,0.00,13.05
3983,-21.88,0.78,14.70,13.52,171,0.21,798,0.00,0.00,33.33,16,13.00,1.02,81,0.00,-10.16,1.22,0.00,0.00,13.05
4249,-21.88,0.78,14.59,13.36,171,0.21,788,0.00,0.00,33.33,16,13.50,0.84,81,0.00,-10.16,1.22,0.00,0.00,13.05
4514,-21.88,0.78,14.70,13.20,171,0.22,775,0.00,0.00,33.33,16,14.50,0.99,81,0.00,-10.16,1.24,0.00,0.00,13.05
4780,-21.88,0.78,14.70,13.28,171,0.22,775,0.00,0.00,33.33,16,14.00,0.99,81,0.00,-10.16,1.22,0.00,0.00,13.05
5046,-21.88,0.78,14.59,13.36,171,0.22,778,0.00,0.00,33.33,16,13.50,0.83,81,0.00,-10.01,1.22,0.00,0.00,13.05
5311,-21.88,0.78,14.59,13.28,171,0.23,771,0.00,0.00,33.33,16,14.00,0.99,81,0.00,-10.01,1.24,0.00,0.00,13.05
5577,-21.09,0.78,14.36,13.44,171,0.29,767,0.00,0.00,33.33,16,14.00,0.82,81,0.00,-9.72,1.30,0.00,0.00,13.05
5842,-21.88,0.78,14.47,13.28,171,0.31,753,0.00,0.00,33.33,16,15.50,0.96,81,0.00,-9.43,1.32,0.00,0.00,13.05
6108,-21.09,0.00,14.81,13.44,171,0.46,759,0.00,0.00,33.33,16,14.00,0.97,81,0.00,-8.71,1.40,0.00,0.00,13.05
6373,-17.19,0.00,15.85,13.60,171,0.26,876,0.00,0.00,33.33,16,4.50,1.12,81,0.00,-8.56,1.34,0.00,0.00,13.05
6639,-13.28,0.00,16.88,13.36,171,0.40,787,0.00,0.00,33.33,16,13.50,1.01,81,0.00,-9.14,1.36,0.00,0.00,13.05
6905,-11.72,0.00,16.54,14.08,171,0.33,859,0.00,0.00,33.33,16,5.00,1.10,81,0.00,-8.42,1.40,0.00,0.00,13.05
7171,-7.03,0.00,16.88,13.76,171,0.23,918,0.00,0.00,33.33,16,4.50,0.98,81,0.00,-9.58,1.24,0.00,0.00,13.05
7437,-4.69,0.00,17.11,13.76,171,0.31,808,0.00,0.00,33.33,16,14.00,0.86,81,0.00,-9.43,1.34,0.00,0.00,13.05
7702,0.78,0.00,17.57,13.76,171,0.25,864,0.00,0.00,33.33,16,11.00,1.11,81,0.00,-9.29,1.32,0.00,0.00,13.05
7968,3.12,0.00,17.00,13.52,171,0.20,851,0.00,0.00,33.33,16,8.00,0.91,81,0.00,-9.87,1.22,0.00,0.00,13.05
8233,5.47,0.00,16.65,13.12,171,0.23,794,0.00,0.00,33.33,16,16.50,1.02,81,0.00,-9.87,1.24,0.00,0.00,13.05
8499,7.03,0.00,16.42,13.12,171,0.23,825,0.00,0.00,33.33,16,14.00,0.88,81,0.00,-9.87,1.24,0.00,0.00,13.05
8765,9.38,0.00,16.42,13.04,171,0.23,808,0.00,0.00,33.33,16,14.00,1.03,81,0.00,-9.87,1.24,0.00,0.00,13.05
9030,10.94,0.00,16.19,13.44,171,0.21,832,0.00,0.00,33.33,16,11.00,0.89,81,0.00,-9.72,1.22,0.00,0.00,13.05
9296,13.28,0.00,15.96,13.28,171,0.22,798,0.00,0.00,33.33,16,15.00,1.02,82,0.00,-9.87,1.22,0.00,0.00,13.05
9562,16.41,0.00,16.08,13.44,171,0.21,806,0.00,0.00,33.33,16,13.50,0.86,82,0.00,-9.72,1.22,0.00,0.00,13.05
9828,20.31,0.00,16.31,13.52,171,0.22,794,0.00,0.00,33.33,16,14.50,0.85,82,0.00,-9.72,1.22,0.00,0.00,13.05
10094,21.88,0.00,16.31,13.52,171,0.22,816,0.00,0.00,33.33,16,11.50,1.04,82,0.00,-9.87,1.24,0.00,0.00,13.05
10360,21.88,0.00,15.96,13.44,171,0.22,808,0.00,0.00,33.33,16,12.50,1.03,82,0.00,-9.87,1.24,0.00,0.00,13.05
10625,21.88,0.00,15.73,13.52,171,0.20,838,0.00,0.00,33.33,16,9.50,1.07,82,0.00,-10.01,1.24,0.00,0.00,13.05
10891,21.88,0.00,15.62,13.36,171,0.22,806,0.00,0.00,33.33,16,13.50,1.03,82,0.00,-10.01,1.24,0.00,0.00,13.05
11157,21.09,0.00,15.04,13.20,171,0.24,794,0.00,0.00,33.33,16,14.50,1.02,82,0.00,-10.01,1.24,0.00,0.00,13.05
11423,21.09,0.00,14.81,12.88,171,0.45,712,0.00,0.00,33.33,16,21.00,1.06,82,0.00,-9.58,1.38,0.00,0.00,13.05
11688,20.31,0.00,14.70,13.60,171,0.34,843,0.00,0.00,33.33,16,7.00,1.44,82,0.00,-8.56,1.40,0.00,0.00,13.05
11954,15.62,0.00,13.21,13.44,171,0.18,986,0.00,0.00,33.33,16,4.50,1.26,82,0.00,-9.72,1.24,0.00,0.00,13.05
12221,10.94,0.00,12.40,13.44,171,0.20,949,0.00,0.00,33.33,16,4.50,1.01,82,0.00,-10.45,1.24,0.00,0.00,13.05
12486,8.59,0.00,12.63,13.52,171,0.32,879,0.00,0.00,33.33,16,14.00,1.12,82,0.00,-10.01,1.36,0.00,0.00,13.05
12751,6.25,0.00,13.21,13.52,171,0.23,899,0.00,0.00,33.33,16,10.00,0.89,82,0.00,-10.01,1.26,0.00,0.78,13.05
13016,5.47,0.00,13.78,13.68,171,0.27,873,0.00,0.00,33.33,16,11.50,0.93,82,0.00,-9.87,1.32,0.00,1.57,13.05
13281,3.91,0.00,14.24,13.84,171,0.48,1038,0.00,0.00,33.33,16,26.00,1.55,82,0.00,-9.43,1.48,0.00,5.10,26.41
13547,6.25,0.00,14.81,14.00,171,0.39,1521,0.00,0.00,33.33,16,31.00,2.27,82,0.00,-8.56,1.62,0.00,5.49,26.41
13836,-1.56,0.00,13.78,13.92,171,0.32,1877,0.00,0.00,33.33,16,26.00,2.40,82,0.00,-9.72,1.64,0.00,5.49,26.41
14102,-3.12,0.00,14.47,13.76,171,0.38,1621,0.00,0.00,33.33,16,26.00,2.08,82,0.00,-9.87,1.66,0.00,5.49,40.47
14367,-3.91,0.00,14.70,13.68,171,0.43,1422,0.00,0.00,33.33,16,32.50,2.12,82,0.00,-9.29,1.66,0.00,5.49,29.92
14633,-13.28,0.00,13.32,13.76,171,0.25,1754,0.00,0.00,33.33,16,26.00,2.25,82,0.00,-9.58,1.56,0.00,3.14,30.62
14899,-16.41,0.00,13.90,13.68,171,0.22,1894,0.00,0.00,33.33,16,26.00,2.02,82,0.00,-11.03,1.44,0.00,3.14,33.09
15164,0.00,0.00,13.78,13.60,171,0.42,1878,0.00,0.00,33.33,16,26.00,2.00,82,0.00,-11.17,1.52,0.00,12.55,39.77
15431,-4.69,0.00,14.01,13.68,171,0.83,2336,0.00,0.00,33.33,16,31.00,5.48,82,4.50,-5.80,2.24,2.35,15.29,26.41
15697,-21.88,0.00,13.21,13.44,171,0.70,3078,0.00,0.00,66.67,16,31.00,5.91,82,4.50,-6.82,2.28,1.18,12.55,26.41
15962,-21.88,0.00,12.52,13.44,171,0.57,2912,0.00,0.00,66.67,16,32.50,4.54,82,2.00,-8.71,2.08,0.00,11.37,33.79
16228,-21.88,0.00,13.32,13.68,171,0.71,2343,0.00,0.00,33.33,16,28.50,4.22,82,3.50,-8.56,2.08,0.00,7.84,26.41
16494,0.00,0.00,12.86,13.68,171,0.08,2030,0.00,0.00,33.33,16,13.00,0.00,82,0.00,-11.46,1.24,0.00,0.00,13.05
16759,0.00,0.00,12.29,13.68,171,0.10,1621,0.00,0.00,33.33,16,13.00,1.73,82,0.00,-12.04,1.20,0.00,0.00,13.05
17025,0.00,0.00,12.40,13.60,171,0.14,1215,0.00,0.00,33.33,16,21.00,1.30,82,0.00,-11.75,1.22,0.00,0.00,13.05
17290,0.00,0.00,12.63,13.68,171,0.17,976,0.00,0.00,33.33,16,21.00,1.04,82,0.00,-11.46,1.22,0.00,0.00,13.05
17556,0.00,0.00,12.52,13.60,171,0.20,852,0.00,0.00,33.33,16,21.00,0.91,82,0.00,-11.17,1.22,0.00,0.00,13.05
17822,0.00,0.00,12.17,13.84,171,0.44,866,0.00,0.00,33.33,16,19.50,1.29,82,0.00,-9.72,1.42,0.00,0.00,13.05
18087,0.00,0.00,12.06,13.76,171,0.19,995,0.00,0.00,33.33,16,6.00,1.06,82,0.00,-9.87,1.24,0.00,0.00,13.05
18353,0.00,0.00,12.29,13.60,171,0.22,936,0.00,0.00,33.33,16,13.00,1.00,82,0.00,-10.45,1.28,0.00,0.00,13.05
18619,0.00,0.00,12.52,13.60,171,0.27,916,0.00,0.00,33.33,16,15.00,0.98,82,0.00,-10.01,1.32,0.00,0.00,13.05
18885,0.00,0.00,13.09,13.60,172,0.21,914,0.00,0.00,33.33,16,14.50,0.98,82,0.00,-10.16,1.26,0.00,0.00,13.05
19150,0.00,0.00,13.90,13.52,172,0.20,904,0.00,0.00,33.33,16,15.50,0.96,82,0.00,-10.45,1.24,0.00,0.00,13.05
19416,0.00,0.00,14.36,13.52,172,0.21,876,0.00,0.00,33.33,16,17.50,0.93,82,0.00,-10.45,1.22,0.00,0.00,13.05
19682,0.00,0.00,14.36,13.68,172,0.21,870,0.00,0.00,33.33,16,17.00,0.93,82,0.00,-10.45,1.26,0.00,0.00,13.05
19948,0.00,0.00,14.01,13.68,172,0.21,876,0.00,0.00,33.33,16,15.50,0.93,82,0.00,-10.45,1.26,0.00,0.00,13.05
20213,0.00,0.00,13.55,13.76,172,0.22,849,0.00,0.00,33.33,16,17.50,0.91,82,0.00,-10.45,1.24,0.00,0.00,13.05
20479,0.00,0.00,13.44,13.76,172,0.22,845,0.00,0.00,33.33,16,17.00,0.90,82,0.00,-10.30,1.24,0.00,0.00,13.05
20744,0.00,0.00,13.67,13.76,172,0.21,854,0.00,0.00,33.33,16,15.50,0.91,82,0.00,-10.30,1.24,0.00,0.00,13.05
21010,0.00,0.00,13.90,13.76,172,0.22,831,0.00,0.00,33.33,16,16.00,0.95,82,0.00,-10.30,1.22,0.00,0.00,13.05
21275,-0.78,0.00,14.24,13.68,172,0.22,826,0.00,0.00,33.33,16,16.50,0.88,82,0.00,-10.30,1.24,0.00,0.00,13.05
21541,-1.56,0.00,14.36,13.52,172,0.21,832,0.00,0.00,33.33,16,15.00,1.07,82,0.00,-10.30,1.24,0.00,0.00,13.05
21807,-2.34,0.00,14.24,13.20,172,0.22,825,0.00,0.00,33.33,16,15.50,1.06,82,0.00,-10.30,1.24,0.00,0.00,13.05
22072,-3.91,0.00,14.13,13.12,172,0.22,816,0.00,0.00,33.33,16,14.00,1.04,82,0.00,-10.30,1.22,0.00,0.00,13.05
22338,-4.69,0.00,14.01,13.12,172,0.21,826,0.00,0.00,33.33,16,14.00,1.06,82,0.00,-10.30,1.22,0.00,0.00,13.05
22604,-5.47,0.00,14.24,13.20,172,0.22,813,0.00,0.00,33.33,16,15.00,1.04,82,0.00,-10.30,1.24,0.00,0.00,13.05
22869,-6.25,0.00,14.13,13.20,172,0.21,818,0.00,0.00,33.33,16,14.00,1.05,82,0.00,-10.16,1.24,0.00,0.00,13.05
23135,-8.59,0.00,13.78,13.12,172,0.26,796,0.00,0.00,33.33,16,16.00,1.02,82,0.00,-10.16,1.38,0.00,0.00,13.05
23401,-10.16,0.00,13.78,13.28,172,0.21,837,0.00,0.00,33.33,16,11.00,1.07,82,0.00,-9.87,1.26,0.00,0.00,13.05
23666,-10.16,0.00,14.24,13.28,172,0.22,806,0.00,0.00,33.33,16,14.50,1.03,82,0.00,-10.01,1.24,0.00,0.00,13.05
23932,-9.38,0.00,14.59,13.28,172,0.22,812,0.00,0.00,33.33,16,13.50,1.04,82,0.00,-10.01,1.24,0.00,0.00,13.05
24198,-9.38,0.00,14.70,13.36,172,0.23,808,0.00,0.00,33.33,16,15.50,0.86,82,0.00,-10.01,1.24,0.00,0.00,13.05
24463,-9.38,0.00,14.81,13.28,172,0.50,791,0.00,0.00,33.33,16,14.00,1.18,82,0.00,-9.14,1.44,0.00,0.00,13.05
24729,-8.59,0.00,15.27,13.60,172,0.19,946,0.00,0.00,33.33,16,4.50,1.01,82,0.00,-9.43,1.24,0.00,0.00,13.05
24994,-9.38,0.00,14.81,13.44,172,0.21,842,0.00,0.00,33.33,16,13.00,0.90,82,0.00,-10.16,1.24,0.00,0.00,13.05
25260,-10.16,0.00,14.47,13.52,172,0.23,798,0.00,0.00,33.33,16,17.50,0.85,82,0.00,-10.16,1.24,0.00,0.00,13.05
25526,-10.16,0.00,14.47,13.36,172,0.24,776,0.00,0.00,33.33,16,19.00,0.91,82,0.00,-10.01,1.26,0.00,0.39,13.05
25791,-10.16,0.00,14.59,13.52,172,0.36,797,0.00,0.00,33.33,16,16.50,1.02,82,0.00,-9.29,1.36,0.00,0.78,13.05
26057,-10.16,0.00,14.81,13.60,172,0.26,826,0.00,0.00,33.33,16,11.50,1.06,82,0.00,-9.29,1.30,0.00,0.78,13.05
26322,-10.16,0.00,14.70,12.96,172,0.32,720,0.00,0.00,33.33,16,21.00,0.92,82,0.00,-9.29,1.32,0.00,1.18,13.05
26588,-7.81,0.00,15.27,12.64,172,0.79,636,0.00,0.00,33.33,16,21.50,1.22,82,0.00,-7.84,1.50,0.00,5.49,21.84
26853,0.00,0.00,16.31,13.76,172,0.54,1148,0.00,0.00,33.33,16,29.00,2.20,82,0.00,-5.95,1.66,0.00,5.88,29.22
27119,-5.47,0.00,14.47,13.76,172,0.38,1686,0.00,0.00,33.33,16,41.00,2.52,82,0.00,-7.84,1.66,0.00,5.88,41.17
27385,-3.12,0.00,15.04,13.76,172,0.38,1681,0.00,0.00,33.33,16,26.00,2.15,82,0.00,-9.29,1.68,0.00,5.88,26.41
27650,-3.12,0.00,14.70,13.84,172,0.42,1558,0.00,0.00,33.33,16,26.00,2.33,82,0.00,-9.29,1.68,0.00,5.88,26.41
27915,-8.59,0.00,13.90,13.76,172,0.51,1428,0.00,0.00,33.33,16,26.00,2.13,82,0.00,-8.71,1.76,0.00,5.88,26.41
28181,-12.50,0.00,13.78,13.84,172,0.57,1338,0.00,0.00,33.33,16,41.50,2.28,82,0.50,-7.55,1.78,0.00,5.88,41.17
28446,-11.72,0.00,14.59,13.84,172,0.58,1299,0.00,0.00,33.33,16,26.50,2.22,82,0.00,-7.11,1.78,0.00,5.88,26.41
28711,-5.47,0.00,15.73,13.92,172,0.60,1268,0.00,0.00,33.33,16,34.00,2.16,82,0.00,-6.82,1.78,0.00,5.88,33.44
28977,-2.34,0.00,15.73,13.92,172,0.59,1316,0.00,0.00,33.33,16,26.50,2.25,82,0.00,-6.82,1.76,0.00,5.49,30.62
29243,-6.25,0.00,14.47,13.92,172,0.47,1407,0.00,0.00,33.33,16,40.50,2.10,82,1.00,-7.25,1.72,0.00,3.14,26.41
29508,-7.81,0.00,14.36,13.84,172,0.18,1429,0.00,0.00,33.33,16,21.00,1.52,82,0.00,-9.58,1.36,0.00,0.00,27.46
29773,-11.72,0.00,13.55,13.76,172,0.25,1151,0.00,0.00,33.33,16,26.50,1.23,82,0.00,-10.59,1.32,0.00,0.00,18.32
30039,-12.50,0.00,13.32,13.92,172,0.17,981,0.00,0.00,33.33,16,21.00,1.05,82,0.00,-10.59,1.24,0.00,0.00,13.05
30305,-13.28,0.00,13.44,13.92,172,0.16,1028,0.00,0.00,33.33,16,17.50,1.10,82,0.00,-10.74,1.22,0.00,0.00,13.05
30570,-14.06,0.00,13.78,13.76,172,0.17,1008,0.00,0.00,33.33,16,18.00,1.08,82,0.00,-10.88,1.22,0.00,0.00,13.05
30836,-14.84,0.00,13.44,13.76,172,0.17,1003,0.00,0.00,33.33,16,17.50,1.07,82,0.00,-10.88,1.22,0.00,0.00,13.05
31102,-16.41,0.00,13.09,13.68,172,0.17,985,0.00,0.00,33.33,16,16.50,1.05,82,0.00,-10.88,1.22,0.00,0.00,13.05
31367,-17.97,0.00,12.98,13.68,172,0.18,952,0.00,0.00,33.33,16,19.50,1.02,82,0.00,-11.03,1.22,0.00,0.00,13.05
31633,-18.75,0.00,12.86,13.60,172,0.34,914,0.00,0.00,33.33,16,21.00,0.97,82,0.00,-10.74,1.38,0.00,0.00,13.05
31898,-20.31,0.00,12.86,13.68,172,0.33,983,0.00,0.00,33.33,16,13.00,1.05,82,0.00,-9.72,1.40,0.00,0.00,13.05
32164,-21.09,0.00,13.21,13.76,172,0.33,906,0.00,0.00,33.33,16,20.00,0.97,82,0.00,-9.58,1.38,0.00,0.00,13.05
32429,-19.53,0.00,14.70,13.84,172,0.26,938,0.00,0.00,33.33,16,16.50,1.00,82,0.00,-9.43,1.36,0.00,0.00,13.05
32695,-15.62,0.00,16.19,13.92,172,0.36,902,0.00,0.00,33.33,16,19.00,1.16,82,0.00,-9.29,1.40,0.00,0.00,13.05
32960,-10.94,0.00,17.11,13.84,172,0.24,957,0.00,0.00,33.33,16,13.00,1.02,82,0.00,-9.72,1.32,0.00,0.39,13.05
33226,-7.03,0.00,17.23,13.92,172,0.37,899,0.00,0.00,33.33,16,18.50,1.15,82,0.00,-9.29,1.40,0.00,0.78,13.05
33492,-3.91,0.00,17.00,13.84,172,0.26,948,0.00,0.00,33.33,16,12.50,1.01,82,0.00,-9.72,1.32,0.00,1.18,13.05
33757,-3.91,0.00,16.08,13.84,172,0.53,842,0.00,0.00,33.33,16,25.00,1.26,82,0.00,-9.14,1.48,0.00,1.18,36.60
34023,-0.78,0.00,15.73,13.92,172,0.48,974,0.00,0.00,33.33,16,41.00,1.45,82,0.00,-8.13,1.50,0.00,1.57,39.77
34289,-2.34,0.00,14.13,13.84,172,0.38,1206,0.00,0.00,33.33,16,34.00,1.80,82,0.00,-8.56,1.50,0.00,1.96,26.41
34555,-3.91,0.00,13.55,13.68,172,0.37,1272,0.00,0.00,33.33,16,30.50,1.63,82,0.00,-9.29,1.50,0.00,1.96,32.38
34820,-3.91,0.00,14.01,13.60,172,0.42,1163,0.00,0.00,33.33,16,41.00,1.74,82,0.00,-9.29,1.52,0.00,1.96,34.14
35086,-4.69,0.00,14.13,13.52,172,0.53,962,0.00,0.00,33.33,16,32.50,1.44,82,0.00,-8.71,1.54,0.00,1.96,26.41
35351,-7.81,0.00,13.44,13.60,172,0.55,878,0.00,0.00,33.33,16,40.00,1.50,82,0.00,-7.55,1.54,0.00,1.96,31.68
35616,-11.72,0.00,12.98,13.76,172,0.35,1197,0.00,0.00,33.33,16,31.50,1.45,82,0.00,-7.69,1.50,0.00,2.35,26.41
35881,-14.84,0.00,13.78,13.60,172,0.32,1103,0.00,0.00,33.33,16,40.00,1.49,82,0.00,-9.43,1.40,0.00,2.35,32.38
36147,-13.28,0.00,14.47,13.36,172,0.48,750,0.00,0.00,33.33,16,26.00,1.31,82,0.00,-9.43,1.42,0.00,2.35,29.92
36413,-12.50,0.00,14.93,12.72,172,0.68,526,0.00,0.00,33.33,16,26.00,0.90,82,0.00,-7.98,1.40,0.00,2.35,41.17
36679,-10.94,0.00,15.16,13.84,172,0.56,661,0.00,0.00,33.33,16,41.50,0.99,82,0.00,-6.96,1.44,0.00,2.35,41.52
36944,-14.06,0.00,14.70,14.16,172,0.56,687,0.00,0.00,33.33,16,40.50,1.03,82,0.00,-6.67,1.44,0.00,2.75,40.82
37209,-15.62,0.00,14.36,13.92,172,0.52,787,0.00,0.00,33.33,16,31.50,1.18,82,0.00,-6.67,1.44,0.00,2.75,31.68
37475,-11.72,0.00,15.16,13.68,174,0.51,856,0.00,0.00,33.33,16,33.00,1.28,82,0.00,-6.96,1.46,0.00,3.14,33.44
37741,-5.47,0.00,16.19,13.44,174,0.47,935,0.00,0.00,33.33,16,29.00,1.40,82,0.00,-7.55,1.46,0.00,3.14,29.22
38007,-6.25,0.00,15.50,13.44,174,0.44,1022,0.00,0.00,33.33,16,26.00,1.53,82,0.00,-7.98,1.48,0.00,3.53,26.41
38272,-9.38,0.00,14.47,13.52,174,0.49,1077,0.00,0.00,33.33,16,41.00,1.61,82,0.00,-8.13,1.58,0.00,5.10,41.17
38538,-13.28,0.00,14.13,13.52,174,0.55,1153,0.00,0.00,33.33,16,26.00,1.72,82,0.00,-7.55,1.66,0.00,5.88,26.41
38803,-10.94,0.00,14.70,13.60,174,0.57,1249,0.00,0.00,33.33,16,26.00,1.87,82,0.00,-7.11,1.76,0.00,7.45,33.09
39069,-1.56,0.00,16.31,13.60,174,0.66,1370,0.00,0.00,33.33,16,29.50,2.63,82,0.50,-6.53,1.82,0.00,8.24,26.41
39334,-5.47,0.00,14.93,13.68,174,0.66,1486,0.00,0.00,33.33,16,33.00,2.85,82,2.00,-6.38,1.86,0.00,8.24,30.27
39600,-10.16,0.00,14.01,13.76,174,0.62,1616,0.00,0.00,33.33,16,42.50,2.76,82,2.00,-6.82,1.86,0.00,8.63,41.52
39865,-10.94,0.00,14.36,13.76,174,0.62,1720,0.00,0.00,33.33,16,35.50,2.93,82,2.00,-7.40,1.88,0.00,8.63,41.17
40131,-14.84,0.00,14.13,13.76,174,0.61,1823,0.00,0.00,33.33,16,28.50,3.11,82,2.00,-7.55,1.90,0.00,9.02,31.33
40397,-16.41,0.00,14.36,13.76,174,0.60,1906,0.00,0.00,33.33,16,28.50,3.25,82,2.00,-7.69,1.90,0.00,9.02,30.98
40662,-17.19,0.00,14.59,13.76,174,0.59,2011,0.00,0.00,33.33,16,28.50,3.00,82,2.00,-7.84,1.90,0.00,9.02,26.41
40927,-16.41,0.00,14.70,13.76,174,0.59,2084,0.00,0.00,33.33,16,28.50,3.11,82,2.00,-7.98,1.92,0.00,9.02,26.41
41192,-18.75,0.00,14.24,13.84,174,0.57,2180,0.00,0.00,33.33,16,28.50,3.16,82,2.00,-8.27,1.94,0.00,9.02,26.41
41458,-20.31,0.00,14.47,13.76,174,0.56,2262,0.00,0.00,33.33,16,42.50,3.38,82,2.00,-8.56,1.94,0.00,9.41,41.17
41724,-19.53,0.00,14.47,13.84,174,0.57,2330,0.00,0.00,33.33,16,34.00,3.48,82,2.00,-8.56,1.96,0.00,9.80,32.73
41989,-19.53,0.00,14.70,13.52,174,0.59,2410,0.00,0.00,33.33,16,42.50,3.60,82,2.00,-8.56,2.02,0.00,10.59,41.17
42254,-17.97,0.00,14.81,13.44,174,0.62,2468,0.00,0.00,33.33,16,42.00,4.21,82,2.00,-8.42,2.04,0.00,10.59,40.12
42520,-18.75,0.00,14.59,13.52,174,0.61,2543,0.00,0.00,33.33,16,28.50,4.34,82,2.00,-8.42,2.06,0.00,10.59,26.41
42785,-19.53,0.00,14.24,13.60,174,0.63,2586,0.00,0.00,33.33,16,28.50,3.86,82,2.00,-8.56,2.08,0.00,10.59,26.41
43050,-19.53,0.00,14.36,13.60,176,0.63,2665,0.00,0.00,33.33,16,35.00,3.98,82,2.00,-8.56,2.08,0.00,10.59,33.09
43315,-19.53,0.00,14.36,13.68,176,0.63,2711,0.00,0.00,33.33,16,28.50,4.05,82,2.00,-8.71,2.08,0.00,6.67,26.41
43580,0.00,0.00,13.32,13.68,176,0.08,2582,0.00,0.00,33.33,16,32.50,0.00,81,0.00,-12.19,1.26,0.00,0.00,26.41
43846,0.00,0.00,12.52,13.68,176,0.08,2153,0.00,0.00,33.33,16,17.00,0.00,81,0.00,-12.48,1.24,0.00,0.00,16.91
44111,0.00,0.00,12.98,13.68,176,0.11,1726,0.00,0.00,33.33,16,13.00,0.00,81,0.00,-12.04,1.24,0.00,2.75,13.05
44377,0.00,0.00,16.88,13.76,176,0.57,1495,0.00,0.00,33.33,16,28.50,2.23,81,0.00,-10.01,1.74,0.00,9.41,26.05
44642,0.00,0.00,18.15,13.76,176,0.82,1510,0.00,0.00,33.33,16,29.50,3.22,81,3.50,-6.67,1.96,0.00,10.20,26.41
44908,-12.50,0.00,12.17,13.76,176,0.82,1568,0.00,0.00,33.33,16,30.50,3.35,81,4.50,-5.80,1.94,0.00,10.20,26.41
45174,-16.41,0.00,12.98,13.76,176,0.81,1598,0.00,0.00,33.33,16,38.00,3.07,81,4.50,-5.80,1.98,0.00,10.59,30.62
45439,-16.41,0.00,13.78,13.76,176,0.81,1651,0.00,0.00,33.33,16,34.50,3.17,81,4.50,-5.80,1.98,0.00,10.59,30.98
45704,-19.53,0.00,13.67,13.76,176,0.82,1704,0.00,0.00,33.33,16,38.00,3.27,81,4.50,-5.95,2.00,0.00,10.98,33.44
45970,-19.53,0.00,13.90,13.76,176,0.81,1783,0.00,0.00,33.33,16,44.50,3.42,81,4.50,-5.95,2.02,0.00,10.98,32.38
46236,-18.75,0.00,14.36,13.76,176,0.82,1823,0.00,0.00,33.33,16,31.00,3.50,81,4.50,-5.95,2.04,0.00,11.37,40.82
46501,-18.75,0.00,14.01,13.76,176,0.86,1878,0.00,0.00,33.33,16,31.00,3.61,81,4.50,-5.80,2.06,0.00,11.76,26.41
46767,-18.75,0.00,13.90,13.84,176,0.88,1915,0.00,0.00,33.33,16,46.00,3.68,81,4.50,-5.66,2.06,0.00,12.16,26.41
